Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Multispectral image denoising via nonlocal multitask sparse learning","20180404666517","","Fan, Ya-Ru (1); Huang, Ting-Zhu (1); Zhao, Xi-Le (1); Deng, Liang-Jian (1); Fan, Shanxiong (2) ","(1) School of Mathematical Sciences, Institute of Computational Science, University of Electronic Science and Technology of China, Chengdu; 611731, China (2) School of Mathematics and Statistics, Yunnan University, Kunming; 650091, China ","Huang, Ting-Zhu(tzhuang@uestc.edu.cn) ","Remote Sensing","Remote Sens.","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","10","1","","January 1, 2018","","","","2018","English","","20724292","","10.3390/rs10010116","116","","","","","","Journal article (JA)","The goal of multispectral imaging is to obtain the spectrum for each pixel in the image of a scene and deliver much reliable information. It has been widely applied to several fields including mineralogy, oceanography and astronomy. However, multispectral images (MSIs) are often corrupted by various noises. In this paper, we propose a MSI denoising model based on nonlocal multitask sparse learning. The nonlocal self-similarity across space and the high correlation of the MSI along the spectrum via multitask sparse learning are fully exploited in the proposed model. A nonnegative matrix factorization (NMF) based algorithm is developed to solve the proposed model. Experimental results on both simulated and real data demonstrate that the proposed method performs better than several existing state-of-the-art denoising methods.","43","Image denoising","Factorization - Matrix algebra - Minerals","De-noising - Denoising methods - Model-based OPC - Multispectral images - Multispectral imaging - Nonnegative matrix factorization - Self-similarities - State of the art","482.2 Minerals - 716.1 Information Theory and Signal Processing - 921 Mathematics - 921.1 Algebra","Number: 61772003, Acronym: -, Sponsor: National Aerospace Science Foundation of China; ","Acknowledgments: This work was supported by the National Nature Science Foundation of China (61772003).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sustainable removal of formaldehyde using controllable water hyacinth","20180904835747","","Gong, Ying (1); Zhou, Xiaorong (1); Ma, Xingmiao (1); Chen, Jiping (1) ","(1) College of Chemistry and Chemical Engineering, Yunnan Normal University, Kunming; 650500, China ","Chen, Jiping(cjp_99@163.com) ","Journal of Cleaner Production","J. Clean. Prod.","","Elsevier Ltd","181","","1-7","April 20, 2018","","","","2018","English","09596526","","","10.1016/j.jclepro.2018.01.220","","","","","","JCROE8","Journal article (JA)","This paper verified the feasibility of water hyacinth for the treatment of formaldehyde in wastewater. In laboratory study, water hyacinth exhibited high removal efficiency for input 100–300 ppm formaldehyde. Formaldehyde consumed by water hyacinth root was lifted from the root to stem and then to leaf, and finally it was converted into some acidoid. Particularly, the removal activity was strengthened with enhanced root activity and chlorophyll in water hyacinth in the presence of 0.5 ppm Eupatorium odoratum L. extract. Meanwhile, the growth of water hyacinth was effectively controlled, exhibiting suppressed emergence of sprouts and low growth rate (≤0.032 g.day−1). In pilot study, water hyacinth also exhibited excellent removal ability to formaldehyde during the four recycle experiments and the growth rate was maintained to a low value about 0.023 g.day−1. In conclusion, water hyacinth managed with Eupatorium odoratum L. extract was proposed as a sustainable biotechnical treatment for formaldehyde. © 2018 Elsevier Ltd","40","Extraction","Formaldehyde - Wastewater treatment - Water treatment","Controllable growth - Eupatorium odoratum L. extract - Laboratory studies - Low growth rate - Removal activity - Removal efficiencies - Root activities - Water Hyacinth","445.1 Water Treatment Techniques - 452.4 Industrial Wastes Treatment and Disposal - 802.3 Chemical Operations - 804.1 Organic Compounds","Number: 2014Z045, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2016ZZX068, Acronym: -, Sponsor: Yunnan Provincial Department of Education; ","This work was financially supported by Yunnan Provincial Fund project [grant numbers 2014Z045 , 2016ZZX068 ].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation and identification of novel inhibitory angiotensin-I-converting enzyme peptides from tilapia skin gelatin hydrolysates: inhibition kinetics and molecular docking","20184305988610","","Ling, Yuan (1); Liping, Sun (1); Yongliang, Zhuang (1) ","(1) Yunnan Institute of Food Safety, Kunming University of Science and Technology, No. 727 South Jingming Road, Kunming; Yunnan; 650500, China ","Yongliang, Zhuang(ylzhuang@kmust.edu.cn) ","Food and Function","Food. Funct.","","Royal Society of Chemistry","9","10","5251-5259","October 2018","","","","2018","English","20426496","2042650X","","10.1039/c8fo00569a","","","","","","","Journal article (JA)","Tilapia skin gelatin was hydrolyzed by successive simulated gastrointestinal digestion, and the hydrolysates were further separated by transport across a Caco-2 cell monolayer. Angiotensin-I-converting enzyme inhibitory (ACEI) peptides were separated by successive chromatographic steps from the transport hydrolysates. We have identified two key ACEI peptides, namely VGLPNSR (741.4133 Da) and QAGLSPVR (826.4661 Da) with IC50 values of ACEI activity of 80.90 and 68.35 μM, respectively. Lineweaver-Burk plots indicated that the inhibitory ACE kinetics of the two peptides were noncompetitive. Molecular docking simulation showed that the two peptides could interact with the ACE site via hydrogen bonds with high binding power. However, the hydrogen bonds were not formed with the key amino acid residues in the active site of ACE. This finding was in accordance with the noncompetitive inhibition. This study established a novel approach to identify key ACEI peptides and suggested the use of tilapia peptides as functional food ingredients to prevent hypertension. © The Royal Society of Chemistry.","49","Enzyme inhibition","Bioinformatics - Hydrogen bonds - Molecular modeling - Peptides","Amino acid residues - Angiotensin I-converting enzyme - Gastrointestinal digestion - Gelatin hydrolysates - Inhibition kinetics - Lineweaver-Burk plots - Molecular docking simulations - Noncompetitive inhibitions","461.8.2 Bioinformatics - 461.9 Biology - 801.4 Physical Chemistry - 931.3 Atomic and Molecular Physics","Number: 31360381, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We gratefully thank the National Natural Science Foundation of China (Grant No. 31360381) for the financial support to this research.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Parking Guidance Algorithm Based on Time-Optimal Dynamic Sorting for Underground Parking","20190306386093","","Yuan, Lingyun (1, 3); Huang, Runfei (2); Han, Lijing (1); Zhou, Manman (3) ","(1) Yunnan Normal University, School of Information Science and Technology, Kunming, China (2) Guangzhou Lanqi Network Technology Co. LTD, Guangzhou, China (3) Ministry of Education, Yunnan Normal University, Key Laboratory of Educational Information for Nationalities, Kunming, China ","Yuan, Lingyun(blues520@sina.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","","1 of 1","2018","English","2161024X","21610258","9781538676196","10.1109/GEOINFORMATICS.2018.8557079","8557079","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","In recent years, more and more large underground parking lots have been constructed. Under the influence of many factors like the poor lighting of parking lots, and the complex distribution of parking spaces, it is hard to park in the underground parking lots. Considering this fact, it is substantially important to choose for users an good parking space with the best comprehensive performance. U sing the structure of underground garage as the modeling background, and based on the Dijkstra algorithm, a parking space guidance algorithm based on time-optimal has been proposed in this paper. The simulation experiment results show that when using the proposed approach, the required time for the users to park is about half the time saved based on the shortest distance scheme. Moreover, this algorithm can also guarantee to provide the shortest path navigation for each user, which could reduce the issues of waiting for queuing and traffic congestion in parking lot to a large extent, and then improve the efficiency of the parking lot management and enhance user's experience. © 2018 IEEE.","8","Traffic congestion",,"Comprehensive performance - Dijkstra algorithms - Guidance algorithm - Parking guidances - Time-optimal - Underground garages - Underground parking - Underground parking lots",,"Number: 13YJCZH233, Acronym: MEYS, Sponsor: Ministry of Education, Youth and Science; Number: 2013, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: N0.61561055, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by the National Natural Science Foundation of China under Grant N0.61561055, the Ministry of Education of Humanities and Social Science Youth Foundation of China under Grant No.13YJCZH233 and the Applied Basic Research Program in Yunnan Province under Grant No.2013.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An efficient method to separate silicon from high-silicon aluminum alloy melts by electromagnetic directional solidification","20181304962875","","He, Yunfei (1, 2, 3); Ma, Wenhui (1, 2, 3); Lv, Guoqiang (1, 2, 3); Zhang, Yufeng (1, 2, 3); Lei, Yun (1, 2, 3); Yang, Xi (4) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Cleaning Utilization in Yunnan Province, Kunming; 650093, China (2) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (3) The National Engineering Laboratory for Vacuum Metallurgy, Kunming University of Science and Technology, Kunming; 650093, China (4) Yunnan Provincial Energy Research Institute Co., Ltd., Kunming; 650000, China ","Ma, Wenhui(mwhsilicon@126.com) ","Journal of Cleaner Production","J. Clean. Prod.","","Elsevier Ltd","185","","389-398","1 June 2018","","","","2018","English","09596526","","","10.1016/j.jclepro.2018.02.039","","","","","","JCROE8","Journal article (JA)","In electromagnetic directional solidification, the silicon phase cannot always be completely separated, resulting in considerable waste of power and silicon. This study investigated the electromagnetic separation of silicon by using electromagnetic induction-heated directional solidification furnaces at varying frequencies. Two frequencies were applied to separate silicon from aluminum–silicon melts. Numerical simulation results indicated that a low frequency (3 kHz) could substantially enhance the separation of silicon from aluminum–silicon melts under an alternating electromagnetic field, which could increase the speed of the melts to 0.92 cm/s. Experimental results showed that separation efficiency could exceed 85% at a pulling rate of 10 μm/s when a furnace at a frequency of 3 kHz was used. This method can potentially meet the requirements of manufacturing low-cost solar cells for industrial use. © 2018","31","Silicon alloys","Aluminum alloys - Electromagnetic fields - Electromagnetic induction - Separation - Solidification","Alternating electromagnetic field - Directional solidification furnace - Electromagnetic separations - Frequency - High-silicon aluminum alloy - Industrial use - Low-cost solar cells - Separation efficiency","541.2 Aluminum Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 701 Electricity and Magnetism - 802.3 Chemical Operations","Number: U1137601, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51466005, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by NSFC project (No. 51466005 and U1137601 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distributed optical fiber-based monitoring approach of spatial seepage behavior in dike engineering","20180604768607","","Su, Huaizhi (1, 2); Ou, Bin (2, 3); Yang, Lifu (2); Wen, Zhiping (4) ","(1) State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering, Hohai University, Nanjing, China (2) College of Water Conservancy and Hydropower Engineering, Hohai University, Nanjing, China (3) College of Water Conservancy, Yunnan Agricultural University, Kunming, China (4) Dept. of Computer Engineering, Nanjing Institute of Technology, Nanjing, China ","Su, Huaizhi(su_huaizhi@hhu.edu.cn) ","Optics and Laser Technology","Opt Laser Technol","","Elsevier Ltd","103","","346-353","July 2018","","","","2018","English","00303992","","","10.1016/j.optlastec.2018.01.048","","","","","","OLTCAS","Journal article (JA)","The failure caused by seepage is the most common one in dike engineering. As to the characteristics of seepage in dike, such as longitudinal extension engineering, the randomness, strong concealment and small initial quantity order, by means of distributed fiber temperature sensor system (DTS), adopting an improved optical fiber layer layout scheme, the location of initial interpolation point of the saturation line is obtained. With the barycentric Lagrange interpolation collocation method (BLICM), the infiltrated surface of dike full-section is generated. Combined with linear optical fiber monitoring seepage method, BLICM is applied in an engineering case, which shows that a real-time seepage monitoring technique is presented in full-section of dike based on the combination method. © 2018 Elsevier Ltd","17","Hydraulic structures","Interpolation - Lagrange multipliers - Levees - Optical fibers - Seepage - Temperature sensors","Collocation method - Distributed fiber temperature sensors - Distributed optical fiber - Interpolation points - Lagrange interpolations - Longitudinal extension - Monitoring approach - Seepage monitoring","442.1 Flood Control - 741.1.2 Fiber Optics - 921.6 Numerical Methods - 944.5 Temperature Measuring Instruments","Number: 2016YFC0401601, Acronym: -, Sponsor: -; Number: 20145027612, Acronym: -, Sponsor: -; Number: 20165042112, Acronym: -, Sponsor: -; Number: 51739003, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51479054, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51579083, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41323001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2015B25414, Acronym: -, Sponsor: -; ","This research has been partially supported by National Natural Science Foundation of China (SN: 51579083 , 51739003 , 51479054 , 41323001 ), the National Key Research and Development Program of China (SN: 2016YFC0401601 ), Open Foundation of State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering (SN: 20165042112 , 20145027612 ), the Fundamental Research Funds for the Central Universities (Grant No. 2015B25414 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hyperspectral imaging techniques for diagnosis and monitoring of potato diseases","20185106261390","","Li, Xinting (1, 2); Feng, Jie (1, 2); Wang, Xinye (1, 2) ","(1) School of Physics and Electronic Information, Yunnan Normal University, Kunming, China (2) Yunnan Key Laboratory of Opto-electronic Information Technology, Kunming, China ","","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","Chinese Optical Society (COS); Society of Photo-Optical Instrumentation Engineers (SPIE)","SPIE","10826","","","2018","Infrared, Millimeter-Wave, and Terahertz Technologies V","","1 of 1","2018","English","0277786X","1996756X","9781510622500","10.1117/12.2502668","108261T","Infrared, Millimeter-Wave, and Terahertz Technologies V 2018","October 12, 2018 - October 13, 2018","Beijing, China","142964","PSISDG","Conference article (CA)","Hyperspectral imaging technology is used to study methods for diagnosing and monitoring potato diseases, so as to improve the efficiency and accuracy of disease diagnosis and monitoring, and to solve the information acquisition, processing and analysis of potato diseases. The experiment took potato late blight as the research object, using hyperspectral image acquisition system to collect the hyperspectral image data of potato plants for different days. After disease inoculation, in the hyperspectral image data in the range of 366-976 nm, feature extraction method was used to select the image corresponding to the characteristic wavelength and optimal principal component image. Hyperspectral imagery of potato plants was used to obtain spectral reflectance at different disease stages, and then the disease incidence trend of inoculation of late plague was studied to realize disease monitoring. The research results show that using hyperspectral imaging technology can achieve rapid and accurate diagnosis of potato disease. © 2018 SPIE.","13","Hyperspectral imaging","Diagnosis - Feature extraction - Image processing - Millimeter waves - Neural networks - Principal component analysis - Spectroscopy - Terahertz waves","BP neural networks - Feature extraction methods - Hyper-spectral imageries - Hyperspectral image datas - Hyperspectral imaging technologies - Information acquisitions - Late blight - Potato","461.6 Medicine and Pharmacology - 711 Electromagnetic Waves - 922.2 Mathematical Statistics","","This work was partially supported by National College Students Innovation and Entrepreneurship Training",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Location Model Based on Population Distribution of Language","20190406426304","","Huang, Yaqun (1); Ying, Haocong (1); Chen, Meiling (1); Yu, Qinyi (1); Jiang, Murong (1); Li, Haiyan (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China ","","Proceedings of 2018 IEEE 3rd Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2018","Proc. IEEE Adv. Inf. Technol., Electron. Autom. Control Conf., IAEAC","Chongqing Geeks Education Technology Co., Ltd; Chongqing Global Union Academy of Science and Technology; Global Union Academy of Science and Technology; IEEE Beijing Section","Institute of Electrical and Electronics Engineers Inc.","","","2227-2230","December 14, 2018","Proceedings of 2018 IEEE 3rd Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2018","","1 of 1","2018","English","","","9781538645086","10.1109/IAEAC.2018.8577904","8577904","3rd IEEE Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2018","October 12, 2018 - October 14, 2018","Chongqing, China","143703","","Conference article (CA)","According to the analysis of population growth and immigration rules, a model based on Logistic population growth model is established to predicte the population of native speakers, the migrants and total language speakers of the 20 most languages in the next 50 years. According to the predictions, we conclude the future distribution of main languages of the world. Moreover, an evaluation system is built considering the geographical location and the power of every city. The system is helpful to decide where to open new international office in order to work effectively with the development trend of language spread. © 2018 IEEE.","8","Population distribution","Population statistics","Development trends - Evaluation systems - Geographical locations - Language distribution - Location modeling - Logistic models - Logistic population - Population growth","405.3 Surveying",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Structural analysis and biological activity of a highly regular glycosaminoglycan from Achatina fulica","20174504365315","","Liu, Jie (1, 2); Zhou, Lutan (1, 3); He, Zhicheng (1, 3); Gao, Na (1); Shang, Feineng (1); Xu, Jianping (1); Li, Zi (1); Yang, Zengming (2, 4); Wu, Mingyi (1); Zhao, Jinhua (1) ","(1) State Key Laboratory of Phytochemistry and Plant Resources in West China, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming; 650201, China (2) School of Pharmacy, Yunnan University of TCM, Kunming; 650500, China (3) University of Chinese Academy of Sciences, Beijing; 100049, China (4) Yunnan Institute of Materia Medica, Kunming; 650500, China ","Wu, Mingyi(mingyiwu_tju@yahoo.com) ","Carbohydrate Polymers","Carbohydr Polym","","Elsevier Ltd","181","","433-441","February 1, 2018","","","","2018","English","01448617","","","10.1016/j.carbpol.2017.10.091","","","","","","CAPOD8","Journal article (JA)","Edible snails have been widely used as a health food and medicine in many countries. A unique glycosaminoglycan (AF-GAG) was purified from Achatina fulica. Its structure was analyzed and characterized by chemical and instrumental methods, such as Fourier transform infrared spectroscopy, analysis of monosaccharide composition, and 1D/2D nuclear magnetic resonance spectroscopy. Chemical composition analysis indicated that AF-GAG is composed of iduronic acid (IdoA) and N-acetyl-glucosamine (GlcNAc) and its average molecular weight is 118 kDa. Structural analysis clarified that the uronic acid unit in glycosaminoglycan (GAG) is the fully epimerized and the sequence of AF-GAG is →4)-α-GlcNAc (1 → 4)-α-IdoA2S (1→. Although its structure with a uniform repeating disaccharide is similar to those of heparin and heparan sulfate, this GAG is structurally highly regular and homogeneous. Anticoagulant activity assays indicated that AF-GAG exhibits no anticoagulant activities, but considering its structural characteristic, other bioactivities such as heparanase inhibition may be worthy of further study. © 2017 Elsevier Ltd","46","Chemical analysis","Bioactivity - Fourier transform infrared spectroscopy - Molluscs - Nuclear magnetic resonance spectroscopy - Polysaccharides - Structural analysis - Structure (composition) - Sulfur compounds","Anticoagulant - Chemical composition analysis - Glycosaminoglycans - Heparin - Monosaccharide composition - Nacetyl glucosamine (GlcNAc) - Snail - Structural characteristics","408.1 Structural Design, General - 461.6 Medicine and Pharmacology - 471 Marine Science and Oceanography - 801 Chemistry - 804.1 Organic Compounds - 951 Materials Science","Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 2017435, Acronym: -, Sponsor: Youth Innovation Promotion Association of the Chinese Academy of Sciences; Number: ZSTH-020, Acronym: -, Sponsor: Youth Innovation Promotion Association of the Chinese Academy of Sciences; Number: 2010CI116, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2016FA050, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: CASIMM0220151008, Acronym: -, Sponsor: -; Number: 81673330, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 81373292, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was funded in part by the National Natural Science Foundation of China ( 81373292 and 81673330 ), Yunnan Provincial Science and Technology Department in China ( 2010CI116 and 2016FA050 ), Institutes for Drug Discovery and Development ( CASIMM0220151008 ), Youth Innovation Promotion Association ( 2017435 ), and Discovery, Evaluation and Transformation of Active Natural Compounds, Strategic Biological Resources Service Network Programme (ZSTH-020) of Chinese Academy of Sciences . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Selective recovery of silver from aqueous solutions by poly (glycidyl methacrylate) microsphere modified with trithiocyanuric acid","20180704786219","","Xiong, Chao (1); Wang, Shixing (1, 2); Zhang, Libo (1, 2); Li, Ying (1); Zhou, Yang (3); Peng, Jinhui (1, 2) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (3) School of Textile Science and Engineering/National Engineering Laboratory for Advanced Yarn and Clean Production, Wuhan Textile University, Wuhan; 430200, China ","Wang, Shixing(wsxkm@kmust.edu.cn) ","Journal of Molecular Liquids","J Mol Liq","","Elsevier B.V.","254","","340-348","March 15, 2018","","","","2018","English","01677322","","","10.1016/j.molliq.2018.01.129","","","","","","JMLIDT","Journal article (JA)","The poly (glycidyl methacrylate) microsphere was modified with trithiocyanuric acid to achieve selective adsorption of silver ions from aqueous solutions. X-ray photoelectron spectroscopy (XPS), scanning electron microscope (SEM) and Fourier transform infrared spectroscopy (FT-IR) were used to characterize the microsphere. In this study, the effects of pH, initial silver ions concentration and contact time on silver ions adsorption, reusability and selectivity of the microsphere were investigated. Experimental results showed that the removal rate of silver ions reached 96.40% under pH 5, the adsorption equilibrium time was about 14 h and the maximum adsorption capacity was 217.17 mg/g at pH 5. Besides, the microsphere has an excellent selectivity for silver ions among Zn(II), Ni(II), Co(III) and Ge(IIII). The adsorption isotherm of Ag+on T-PGMA fitted the Langmuir isotherm model well and the adsorption kinetics followed the pseudo-second-order model, suggesting that the main adsorption is chemical monolayer adsorption. Moreover, the microsphere has a high reusability and the absorbability was slightly decreased from 96.29% to 94.01% after four cycles. All the experimental data indicated that the microsphere is very promising for silver ions adsorption from aqueous solutions. © 2018","46","Adsorption","Acrylic monomers - Adsorption isotherms - Catalyst selectivity - Cobalt compounds - Fourier transform infrared spectroscopy - Germanium compounds - Metal ions - Microspheres - Nickel compounds - Reusability - Scanning electron microscopy - Silver - Solutions - X ray photoelectron spectroscopy - Zinc compounds","Adsorption capacities - Adsorption mechanism - Fourier transform infra red (FTIR) spectroscopy - Langmuir isotherm models - Poly(glycidyl methacrylate) - Polymer microspheres - Pseudo-second order model - Silver ions","531.1 Metallurgy - 547.1 Precious Metals - 801 Chemistry - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.1 Organic Compounds","Number: 51664037, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors are grateful for the National Natural Science Foundation of China Project No: ( 51664037 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Establishment of High-Precision 3D Datum in Mining Areas-Taking Mine No. 1 of China Coal Pingshuo Group Co. Ltd for Example","20190306385851","","Zhang, Yaming (1); Liu, Yan (2, 3); Yang, Kun (1); Liu, Chao (4) ","(1) Yunnan Normal University, School of Information Science and Technology, Kunming, China (2) Ministry of Education, Yunnan Normal University, Key Laboratory of Education Informalization for Nationalities, Kunming, China (3) School of Electronic Engineering, Xi'An Shiyou University, Xi'an; 710065, China (4) School of Geodesy and Geomatics, Anhui University of Science and Technology, Huainan, China ","Yang, Kun(kmdcynu@163.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","","1 of 1","2018","English","2161024X","21610258","9781538676196","10.1109/GEOINFORMATICS.2018.8557192","8557192","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","In this paper, we take mine No. 1 of ChinaCoal Pingshuo group Co. Ltd for example, to establish the high-precision 3D datum underground and above, utilizing many equipments including GPS, maglev gyro total station, level and total station, etc. There are several theories and methods were employed and introduced about E-grade GPS network, 7' traversing, fourth-grade leveling and gyro-orientation. Then, combining specific observation data, the technical indicators and the main steps of the theories and methods above were described. Experiment results show that the 3D datum established in this paper is effective. This particular result provides strong technical support for fast and high-precision mine survey. © 2018 IEEE.","10","Coal mines","Global positioning system - Group theory - Gyroscopes - Magnetic levitation","GPS network - High-precision - Mining areas - Observation data - Technical indicator - Technical support - Total station - Traversing","503.1 Coal Mines - 701.2 Magnetism: Basic Concepts and Phenomena - 921.1 Algebra","Number: 2017JM6068, Acronym: -, Sponsor: Natural Science Foundation of Shaanxi Province; Number: 2017ZB012, Acronym: -, Sponsor: -; Number: 16JK1604, Acronym: -, Sponsor: Education Department of Shaanxi Province; ","Supported by the PhD early development program of Yunnan Normal University (No.2017ZB012, No.2017ZB014) ˈ Natural Science Basic Research Plan in Shaanxi Province of China (Program No. 2017JM6068)ˈ Scientific Research Program Funded by Shaanxi Provincial Education Department (Program No. 16JK1604)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Performance analysis and componets matching research on air conditioning system driven by distributed photovoltaic","20190106343259","","Luo, Xi (1); Su, Kunye (1); Xu, Yongfeng (1, 2); Li, Ming (1) ","(1) Solar Energy Research Institute of Yunnan Normal University, Kunming; 650092, China (2) Zhejiang Province Solar Products Quality Inspection Center, Haining; 314400, China ","Luo, Xi(luoxi303@126.com) ","Taiyangneng Xuebao/Acta Energiae Solaris Sinica","Taiyangneng Xuebao","","Science Press","39","10","2821-2830","October 28, 2018","","","","2018","Chinese","02540096","","","","","","","","","TYNPDG","Journal article (JA)","Constructing air conditioning system driven by distributed PV system, the mathematical model was established to analyze the matching and coupling characteristics between distributed PV generation system and cooling and heating performance of air conditioning system, and the experimental research work was carried out. The research results indicate that the cooling efficiency and heating efficiency of the main characteristic parameters for the distributed PV air conditioning system are 0.37 and 0.35, respectively. The highest operation guaranteed rate of air conditioning system driven by distributed PV system is up to 1.41. The parameters of each component of the system are optimized by the simulation and calculation, the system performance can be improved by 17.14%. Combined with national HVAC standards, using typical meteorological conditions to simulate and analyze the operational characteristics of distributed PV air conditioning system in three regions of Beijing, Kunming and Bangkok and parameter matching optimization relationship of associated components, and also compare and analyze the economic performance of distributed PV air conditioning systems in different regions. The research results can provide theoretical analysis basis and selection basis for the design and application of distributed PV air conditioning systems. © 2018, Editorial Board of Acta Energiae Solaris Sinica. All right reserved.","18","Air conditioning","Efficiency - Photovoltaic cells","Characteristic parameters - Coupling characteristic - Meteorological condition - Operational characteristics - Performance - Photovoltaic - Simulation - Simulation and calculations","643.3 Air Conditioning - 913.1 Production Engineering",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
