Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Research on the characteristic of seismic damage and seismic design of reinforced concrete simply-supported girder bridge","20194307563020","","Dai, Pan (1); Xu, Peng (1); Lu, Jiufei (1); Zhao, Gaojin (2); Mao, Dejun (3) ","(1) Yunnan Tongqu Engineering Testing Co. Ltd, Kunming, Yunnan; 650041, China (2) Highway Engineering Quality Supervision Station, Bureau of Transport of Hani-Yi Autonomous Prefecture of Honghe, Honghe, Yunnan; 661199, China (3) School of Urban and Rural Construction and Engineering Management, Kunming University, Kunming, Yunnan; 650214, China ","","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","Institute of Physics Publishing","592","1","","September 10, 2019","International Conference on Manufacturing Technology, Materials and Chemical Engineering","1 of 1","2019","English","17578981","1757899X","","10.1088/1757-899X/592/1/012118","012118","2019 2nd International Conference on Manufacturing Technology, Materials and Chemical Engineering, MTMCE 2019","June 14, 2019 - June 16, 2019","Wuhan, China","152411","","Conference article (CA)","In previous earthquakes, the bridge in the earthquake zone has been seriously damaged; especially the reinforced concrete simply-supported girder bridge that with poor integrity. In order to study the earthquake damage character and behavior of the reinforced concrete simply-supported girder bridge, according to the survey data of earthquake damage of the reinforced concrete simply-supported girder bridge, that occurred in several major earthquakes in China in recent years, earthquake damage characters of this kind of bridge are classification analyzed. According to the earthquake damage characters, seismic design countermeasures are put forward, which can provide reference for aseismic design of reinforced concrete simply-supported girder bridge. © Published under licence by IOP Publishing Ltd.","10","Reinforced concrete","Concrete beams and girders - Earthquakes - Manufacture - Seismic design","Aseismic design - Earthquake damages - Earthquake zones - Seismic damage - Simply-supported girder bridges - Survey data","408 Structural Design - 412 Concrete - 484 Seismology - 537.1 Heat Treatment Processes",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The exploration of fuzzy linguistic research: A scientometric review based on CiteSpace","20194307577325","","Chen, Jin (1); Meng, Sun (1); Zhou, Wei (1) ","(1) Business School, Yunnan University of Finance and Economics, Kunming, China ","Meng, Sun(mengsun_2004@163.com) ","Journal of Intelligent and Fuzzy Systems","J. Intelligent Fuzzy Syst.","IOS Press, Nieuwe Hemweg 6B, Amsterdam, 1013 BG, Netherlands","37","3","3655-3669","2019","","","2019","English","10641246","18758967","","10.3233/JIFS-182737","","","","","","","Journal article (JA)","In today's society, many decision-making problems cannot be merely solved based on quantitative data. Even though some issues are able to be addressed by quantitative data, researchers may face the difficulty of obtaining accurate and sufficient numbers. Some qualitative evaluations given by experts or decision makers are usually linguistic expressions. Therefore, fuzzy linguistic research has been broadly studied to address the above issues. This research has also been attracting increasing attention from researchers and decision makers in the world. It is believed that analyzing the status quo and emerging trends in this research area is of great necessity, especially for the beginners who are interested in fuzzy linguistic research. To do so, this paper provides the mapping knowledge domain of fuzzy linguistic research based on 648 papers on Web of Science from 1975 to 2018 by using CiteSpace which is an effective tool for scientometric studies. The visualization analyses of cited reference clusters, collaborations networks, author co-citation networks, burst detection and time zone view are presented in this study to show the research streams and the papers that made significant theoretical contributions. Also, the active counties, institutions, journals and authors in this research area are analyzed in detail. Besides, the specific hot spots and emerging trends can be known. There are two contributions in this study. Firstly, we give a comprehensive investigation about the status quo and emerging trends of fuzzy linguistic research in the recent 43 years. Secondly, we make the development of fuzzy linguistic research easier and direct to learn for beginners. © 2019-IOS Press and the authors. All rights reserved.","80","Fuzzy logic","Decision making - Linguistics","Citespace - Co-citation networks - Decision-making problem - Knowledge domains - Linguistic expressions - Qualitative evaluations - Scientometrics - Visualization analysis","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 912.2 Management",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Influence of size-induced segregation on the biomass gasification in bubbling fluidized bed with continuous lognormal particle size distribution","20193107253901","","Yang, Shiliang (1); Zhou, Tao (1); Wei, Yonggang (1); Hu, Jianhang (1); Wang, Hua (1) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Wang, Hua(wanghua65@163.com) ","Energy Conversion and Management","Energy Convers. Manage.","Elsevier Ltd","198","","","15 October 2019","","","2019","English","01968904","","","10.1016/j.enconman.2019.111848","111848","","","","","ECMADL","Journal article (JA)","Via the multiphase particle-in-cell approach, the biomass gasification in a three-dimensional bubbling fluidized bed with sand material of wide particle size distribution (PSD) is numerically simulated. The gas and solid motion are solved by treating the gas as the continuum medium in the Eulerian framework and numerical parcel in the Lagrangian framework, respectively. After validating the numerical results with experimental data, the radial and axial segregation induced by the wide PSD and chemical reactions, combined with the particle-scale information of both particle type (e.g., temperature, heat transfer coefficient, constituent mass fraction, and solid residence time) are discussed. The results demonstrate that obvious radial and axial segregation impact the spatial distribution of temperature and heat transfer of both particle types. The skewed distribution of the residence time of biomass particles is obtained. Biomass particles exiting the bed behave with large carbon content. PSD width exerts an evident influence on the spatial distribution of heat transfer coefficient, mass, and constituent content of biomass particles. Enlarging the PSD width enhances the gasification performance of biomass particles with the reduced mass and increased residence time for biomass particles in the bed, and the reduced char residual in the biomass particles lost. The results obtained in this work provide new insights regarding the presence of the radial and axial segregation induced by the wide size distribution and chemical reactions, which can be beneficial for the scale-up and the in-depth understanding of the fundamental mechanisms for the gasification process in this kind of reactor. © 2019","54","Residence time distribution","Biomass - Bubble formation - Chemical reactions - Computer simulation - Fluidization - Fluidized beds - Gasification - Heat transfer coefficients - Light transmission - Particle size - Particle size analysis - Segregation (metallography) - Size distribution - Spatial distribution","Biomass Gasification - Bubbling fluidized bed - Fundamental mechanisms - Gasifiers - In-depth understanding - Particle in cell - Spatial distribution of temperature - Wide size distribution","531.2 Metallography - 631.1.2 Gas Dynamics - 641.2 Heat Transfer - 723.5 Computer Applications - 741.1 Light/Optics - 802.2 Chemical Reactions - 802.3 Chemical Operations - 921 Mathematics - 922.1 Probability Theory - 922.2 Mathematical Statistics - 951 Materials Science","Number: -, Acronym: NSFC-Yunnan Joint Fund, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; ","The authors thank the financial support from National Natural Science Foundation of China -Yunnan joint fund (Grant No. U1602272 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Prediction of subgrade settlement using PMIGM(1,1) model based on particle swarm optimization and Markov optimization","20194307575797","MarkovPMIGM(1,1)","Liu, Hai-Ming (1); Zhou, Xiao-Gui (1); Wang, Zhong-Wei (2); Huang, Di (3); Yang, Huai-Hao (1) ","(1) Yunnan Key Laboratory of Disaster Reduction in Civil Engineering, Faculty of Civil Engineering and Mechanics, Kunming University of Science and Technology, Kunming; 650500, China (2) Shidian County Baoshi Expressway Investment Development Co., Ltd., Shidian; 678200, China (3) Yunnan Sales Branch, Chinese National Petroleum Corporation, Kunming; 650215, China ","","Yantu Gongcheng Xuebao/Chinese Journal of Geotechnical Engineering","Yantu Gongcheng Xuebao","Chinese Society of Civil Engineering","41","","205-208","July 1, 2019","","","2019","Chinese","10004548","","","10.11779/CJGE2019S1052","","","","","","YGXUEB","Journal article (JA)","Accurate prediction of subgrade settlement of expressways is of great significance to their disease prevention and treatment. The previous prediction models for the subgrade settlement are mostly single models or simple improved models. A PMIGM(1,1) prediction model based on the particle swarm optimization (PSO) and Markov optimization is proposed. Firstly, based on the grey theory, an improved GM(1,1) prediction model is put forward. Then, according to the theory knowledge of Markov chains, an MIGM(1, 1) model is built to correct the relative residuals of IGM(1, 1) model, which can reflect the volatility characteristics of the data. Based on the principle of PSO, an optimization of PMIGM(1, 1) model is set up, which crystallizes the parameters of grey interval. The forecasting model is applied to a high-fill subgrade of Baoshan-Shidian Expressway in Yunnan Province. The analysis results show that the proposed model can improve the accuracy of the forecasting model. © 2019, Editorial Office of Chinese Journal of Geotechnical Engineering. All right reserved.","6","Particle swarm optimization (PSO)","Forecasting - Geotechnical engineering - Markov processes - System theory","Accurate prediction - Disease prevention - Forecasting modeling - Grey theory - Improved GM(1 ,1) - Model-based OPC - Prediction model - Subgrade settlement","409 Civil Engineering, General - 481 Geology and Geophysics - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory - 961 Systems Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Self-crystallized Ba2LaF7 glass ceramics with high thermal-stability for white light-emitting-diodes and field emission displays","20194307589713","","Yang, Xi (1, 2); Zhang, Mingyu (2); Ma, Hongqin (3); Xu, Xuhui (1); Yu, Xue (1) ","(1) College of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Yunnan Provincial Energy Research institute Co. Ltd, Kunming; 650093, China (3) Shandong Provincial Key Laboratory of Soil Conservation and Environmental Protection, College of Resources and Environment, Linyi University, Linyi; 276000, China ","","ECS Journal of Solid State Science and Technology","ECS J. Solid State Sci. Technol.","Electrochemical Society Inc.","8","10","R127-R132","2019","","","2019","English","21628769","21628777","","10.1149/2.0151910jss","","","","","","","Journal article (JA)","Thermal management is still a significant challenge for high-power phosphor-converted white light-emitting-diodes (pc-WLEDs), which discourages their promising application as future general lighting. High junction temperature of light-emitting-diodes (LED) chips inevitably causes serious degradation of luminous efficiency and deteriorates WLEDs output properties. Here, the silicate glass embedded with Ba2LaF7: 35Eu3+/Eu2+, 20Tb3+ (BLF: Eu3+/Eu2+, Tb3+) nano-particles by the self-crystallized growth process achieves a low scattering loss, high luminous efficiency, good thermal stability, and the spectral chromaticity coordinate of which locates in white region even at 573 K. Moreover, this glass ceramics exhibit high transparency under UV-Chip-On-Board (UV-COB) excitation after thermal aging for 384 h. Hence, a thermal-stable organic-resin-free WLED device combined the self-crystallized BLF: Eu3+/Eu2+, Tb3+ glass ceramics with a UV-COB is achieved. Additionally, the cathodeluminescence (CL) spectra as a function of accelerating voltage and probe current indicate the excellent degradation resistance properties with good color stability of the as-obtained glass ceramics. Our results demonstrate unambiguously that the self-crystallized BLF: Eu3+/Eu2+, Tb3+ glass ceramics could serve as a bi-functional promising candidate for high-power WLEDs and field emission displays (FEDs). © 2019 The Electrochemical Society.","34","Field emission displays","Barium compounds - Diodes - Efficiency - Glass ceramics - Lanthanum compounds - Nanoparticles - Photodegradation - Silicates - Terbium compounds - Thermal aging - Thermodynamic stability","Accelerating voltages - Chromaticity coordinates - Degradation resistance - General lightings - High thermal stability - Junction temperatures - Luminous efficiency - White light emitting diodes","641.1 Thermodynamics - 741.1 Light/Optics - 761 Nanotechnology - 913.1 Production Engineering - 933 Solid State Physics - 951 Materials Science","Number: YNWR-QNBJ-2018-295, Acronym: -, Sponsor: -; Number: 2017HB011, Acronym: -, Sponsor: Candidate Talents Training Fund of Yunnan Province; Number: R2016DQ10, Acronym: CUAS, Sponsor: Chongqing University of Arts and Sciences; Number: 11664022, Acronym: -, Sponsor: National Aerospace Science Foundation of China; ","This work was financially supported by the National Nature Science Foundation of China (11664022, 61965012), Yunnan Ten Thousand Talents Plan Young & Elite Talents Project (YNWR-QNBJ-2018-295, YNWR-QNBJ-2018-325), the Reserve talents project of Yunnan Province (2017HB011), and Foundation of Chongqing University of Arts and Sciences (R2016DQ10).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A splitting Fourier pseudospectral method for Vlasov–Poisson–Fokker–Planck system","20194307579115","","Wang, Hanquan (1); Cheng, Ronghua (1, 2); Wu, Xinming (3) ","(1) School of Statistics and Mathematics, Yunnan University of Finance and Economics, Kunming, Yunnan Province; 650221, China (2) School of Mathematics and Statistics, Nanjing University of Information Science and Technology, Nanjing, Jiangsu Province; 210044, China (3) Shanghai Key Laboratory for Contemporary Applied Mathematics, School of Mathematical Sciences, Fudan University, 220 Handan Road, 200433, China ","Wang, Hanquan(hanquan.wang@gmail.com) ","Computers and Mathematics with Applications","Comput Math Appl","Elsevier Ltd","","","","2019","","","2019","English","08981221","","","10.1016/j.camwa.2019.10.001","","","","","","CMAPDK","Article in Press","In this paper, we propose a splitting Fourier pseudospectral method for Vlasov–Poisson–Fokker–Planck (VPFP) system, which describes the motion of charged particles in plasma. The numerical integration for the system is performed by employing the splitting method in time, Fourier Galerkin method in space direction, and Fourier collocation method in phase direction, respectively. The algorithm has spectral accuracy in both space and phase directions and can be implemented efficiently with the fast Fourier transform and technique of diagonalization, respectively. Extensive numerical results in one-dimensional phase space (or 1x×1v) from the proposed numerical method are shown and have proven the good agreement with the theory and previous studies. Numerical algorithm for the VPFP system in two-dimensional phase space (or 2x×2v) has been summarized in Appendix. © 2019 Elsevier Ltd","29","Numerical methods","Charged particles - Fast Fourier transforms - Galerkin methods - Phase space methods","Fourier collocation method - Fourier pseudospectral methods - Fourier-Galerkin methods - Numerical algorithms - Numerical integrations - Numerical results - Poisson system - Splitting techniques","921 Mathematics","Number: 91430103, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 17XD1400500, Acronym: STCSM, Sponsor: Science and Technology Commission of Shanghai Municipality; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The research of H. Wang is supported in part by the Natural Science Foundation of China (NSFC) under grant Nos. 91430103 and 11871418 . The work of X. Wu is supported partially by the NSFC grants 11971120 and 91730302 , and by Shanghai Science and Technology Commission, PR China Grant 17XD1400500 . Appendix",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Enhanced photocatalytic performance of BiOCl for carbamazepine degradation by coupling H-ZSM-5 and modifying phosphate groups: Improved charge separation efficiency with high redox ability","20193807453030","","Gao, Xiaoya (1); Yang, Xingxin (2); Guo, Qian (1); Peng, Wen (1); Luo, Yongming (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; 650500, China (2) College of Pharmaceutical Science, Yunnan University of Chinese Medicine, 1076 Yuhua Road, Kunming; Yunnan; 650500, China ","Luo, Yongming(environcatalysis222@yahoo.com) ","Journal of the Taiwan Institute of Chemical Engineers","J. Taiwan Inst. Chem. Eng.","Taiwan Institute of Chemical Engineers","104","","301-309","November 2019","","","2019","English","18761070","","","10.1016/j.jtice.2019.08.022","","","","","","","Journal article (JA)","The paper presents highly efficient BiOCl photocatalysts to degrade carbamazepine (CBZ) by coupling with H-ZSM-5 and then modifying with phosphoric acid. H-ZSM-5 could enhance surface area and pore volume of BiOCl, so as to promote CBZ adsorption and intraparticle molecular transfer. Furthermore, BiPO4 crystalline was formed on the BiOCl surface upon the phosphoric acid modification. Benefited from H-ZSM-5 and BiPO4, composite photocatalyst of PO4/H-ZSM-5/BiOCl displayed improved charge separation and high redox ability, based on results from photocurrent density, electrochemical impedance spectra, PL tests, and cyclic voltammetry. The optimal CBZ degradation was shown in 0.01 mol/L phosphate modified H-ZSM-5(0.025)/BiOCl, with a degradation of 83.2% after 30 min solar light irradiation. Holes (h+), superoxide radical (·O2−), and hydroxyl radicals (·OH) were demonstrated to be the predominant active species in the photocatalytic process. This work provides a feasible route for applicability of zeolite and inorganic acid to fabricate BiOCl with high photocatalytic activity. © 2019 Taiwan Institute of Chemical Engineers","52","Bismuth compounds","Amides - Chlorine compounds - Cyclic voltammetry - Phosphoric acid - Photocatalytic activity - Separation - Zeolites","Carbamazepine - Charge separations - Composite photocatalysts - Electrochemical impedance spectra - High photocatalytic activities - Photo catalytic degradation - Photocatalytic performance - PO4/H-ZSM-5/BiOCl","801.4.1 Electrochemistry - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds","Number: 10978172, Acronym: -, Sponsor: -; Number: U1402233, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We gratefully acknowledge the financial supports of the National Natural Science Foundation of China ( U1402233 ) and the High-level Scientific Research Foundation for Talent Introduction of Kunming University of Science and Technology ( 10978172 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Substrate effects on the CVD growth of MoS2 and WS2","20194307588812","","Yin, Hang (1); Zhang, Xudong (1); Lu, Jiangwei (1); Geng, Xuemin (1); Wan, Yanfen (1); Wu, Mingzai (2); Yang, Peng (1) ","(1) School of Materials Science and Engineering, Yunnan Key Laboratory for Micro/Nano Materials and Technology, Yunnan University, Kunming, China (2) School of Physics and Materials Science, Anhui University, Hefei, China ","Wan, Yanfen(yfwan@ynu.edu.cn) ","Journal of Materials Science","J Mater Sci","Springer New York LLC","55","3","990-996","January 1, 2020","","","2020","English","00222461","15734803","","10.1007/s10853-019-03993-9","","","","","","JMTSAS","Journal article (JA)","Chemical vapor deposition (CVD)-grown 2D materials like MoS2 and WS2 have been widely used for research and application. Here, we study substrates’ effects on CVD-grown MoS2 and WS2. The morphology, crystalline quality and optical properties have been modified while changing substrates, which can be derived from lattice matching between 2D materials and substrate, defect/impurities on the interface and conductance/transparency of different substrates. The results provide suggestion for further study in CVD growth of 2D materials and device fabrications. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","28","Chemical vapor deposition","Layered semiconductors - Molybdenum compounds - Morphology - Optical lattices - Optical properties - Substrates - Tungsten compounds","Chemical vapor depositions (CVD) - Crystalline quality - Cvd growths - Device fabrications - Different substrates - Lattice matching - Research and application - Substrate effects","741.1 Light/Optics - 744.8 Laser Beam Interactions - 802.2 Chemical Reactions - 951 Materials Science","Number: 2017FB080, Acronym: -, Sponsor: Applied Basic Research Key Project of Yunnan; Number: 51701177, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by the National Natural Science Foundation of China (51701177, 51771170) and the Yunnan Applied Basic Research Project (2017FB080, 2018FB090). Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Electrical transport and magnetoresistive properties of Nd-doped La0.8Sr0.2MnO3 ceramics","20194307567216","","Wang, Xiaojin (1); Chen, Qingming (1); Li, Ling (1); Wang, Chengyi (1); Sun, Peng (1); Zhang, Hui (1) ","(1) Faculty of Materials Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Zhang, Hui(harry_zhang71@163.com) ","Journal of Materials Science: Materials in Electronics","J Mater Sci Mater Electron","Springer New York LLC","30","20","19035-19042","October 1, 2019","","","2019","English","09574522","1573482X","","10.1007/s10854-019-02261-5","","","","","","","Journal article (JA)","In this paper, La0.8−xNdxSr0.2MnO3 (x = 0.03, 0.04, 0.05, and 0.06) ceramics were synthesized by a sol–gel method. The structure, surface morphology, electrical transport, and magnetoresistive properties of these materials were studied. X-ray diffraction (XRD) revealed samples to be single-phase with a distorted perovskite structure belonged to the (R 3 ¯ c) space group. Scanning electron microscopy (SEM) revealed the samples to contain compact grains, with the grain size increasing slightly with the amount of doping Nd3+. The standard four-probe method was used to test the electrical resistivity of the samples as a function of temperature (ρ–T). The metal–insulator transition temperature (Tp) shifted to lower temperatures and the resistivity (ρ) increased with the content of Nd3+. Peak temperature coefficient of resistance (TCR) and magnetoresistance (MR) were both affected by the Nd3+ substitution. At x = 0.05, peak TCR and MR reached 5.12% K−1 and 19.78%, respectively. The mechanism responsible for both electrical and magnetoresistive properties of these materials was discussed in the frame of double-exchange (DE) interaction. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","37","Neodymium compounds","Ceramic materials - Lanthanum compounds - Manganese compounds - Materials properties - Metal insulator transition - Morphology - Perovskite - Scanning electron microscopy - Sols - Strontium compounds - Surface morphology - Temperature","Double exchange interactions - Electrical transport - Lower temperatures - Magnetoresistive property - Peak temperatures - Perovskite structures - Space Groups - Standard four probe method","482.2 Minerals - 641.1 Thermodynamics - 804 Chemical Products Generally - 812.1 Ceramics - 951 Materials Science","Number: 201710674053, Acronym: -, Sponsor: Analysis and Testing Foundation of Kunming University of Science and Technology; Number: 11564021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation of China (Grant No. 11564021), the Analysis and Testing Foundation of Kunming University of Science and Technology, and the Innovation Training Program for College Students (Grant No. 201710674053). Springer Nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Revealing the Origin of Luminescence Center in 0D Cs4PbBr6 Perovskite","20194307589368","","Qin, Zhaojun (1, 2); Dai, Shenyu (2, 3); Hadjiev, Viktor G. (4, 5); Wang, Chong (2, 6); Xie, Lixin (4, 7); Ni, Yizhou (4, 7); Wu, Chunzheng (1, 2); Yang, Guang (8); Chen, Shuo (4, 7); Deng, Liangzi (4, 7); Yu, Qingkai (9); Feng, Guoying (3); Wang, Zhiming M. (1); Bao, Jiming (2, 8) ","(1) Institute of Fundamental and Frontier Sciences, University of Electronic Science and Technology of China, Chengdu, Sichuan; 610054, China (2) Department of Electrical and Computer Engineering, University of Houston, Houston; TX; 77204, United States (3) College of Electronics and Information Engineering, Sichuan University, Chengdu, Sichuan; 610064, China (4) Texas Center for Superconductivity, University of Houston, Houston; TX; 77204, United States (5) Department of Mechanical Engineering, University of Houston, Houston; TX; 77204, United States (6) School of Materials Science and Engineering, Yunnan University, Kunming, Yunnan; 650091, China (7) Department of Physics, University of Houston, Houston; TX; 77204, United States (8) Materials Science and Engineering, University of Houston, Houston; TX; 77204, United States (9) Ingram School of Engineering, Texas State University, San Marcos; TX; 78666, United States ","Hadjiev, Viktor G.(vhadjiev@central.uh.edu) ","Chemistry of Materials","Chem. Mater.","American Chemical Society","","","","2019","","","2019","English","08974756","15205002","","10.1021/acs.chemmater.9b03426","","","","","","CMATEX","Article in Press","0D perovskite Cs4PbBr6 has attracted considerable attention recently because of its highly efficient green photoluminescence (PL) and highly debated opposing mechanisms: embedded CsPbBr3 nanocrystals versus intrinsic Br vacancy states. Here we provide sensitive but noninvasive methods that can not only directly correlate luminescence with the underlying structure, but also distinguish point defects from embedded nanostructures. We first use correlated Raman-PL as a passive structure-property method to identify the difference between emissive and nonemissive Cs4PbBr6 crystals and reveal the existence of CsPbBr3 nanocrystals in emissive Cs4PbBr6. We then employ a diamond anvil cell to probe the response of luminescence centers to hydrostatic pressure. The observations of fast red-shifting, diminishing, and eventual disappearance of both green emission and Raman exclude Br vacancies as possible luminescent centers. The resolution of this long-lasting controversy paves the way for further device applications of low dimensional perovskites, and our techniques are applied to other emerging materials. © 2019 American Chemical Society.","60","Cesium compounds","Bromine - Crystal structure - Hydrostatic pressure - Lead compounds - Luminescence - Nanocrystals - Noninvasive medical procedures - Perovskite - Point defects - Red Shift","Device application - Diamond-anvil cell - Emerging materials - Green photoluminescence - Luminescence centers - Luminescent centers - Noninvasive methods - Passive structures","461.6 Medicine and Pharmacology - 482.2 Minerals - 631.1.1 Liquid Dynamics - 741.1 Light/Optics - 761 Nanotechnology - 804.2 Inorganic Compounds - 933.1.1 Crystal Lattice",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Communication—aluminum doping in LiMnPO4 with an unexpected charge compensation","20194307574012","","Chen, Wei (1, 2, 3); Fang, Haisheng (1, 2, 3) ","(1) Key Laboratory of Advanced Battery Materials of Yunnan Province, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Laboratory of Nonferrous Metals Vacuum Metallurgy of Yunnan Province, Kunming University of Science and Technology, Kunming; 650093, China (3) Faculty of Metallurgy and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China ","Fang, Haisheng(hsfang1981@hotmail.com) ","Journal of the Electrochemical Society","J Electrochem Soc","Electrochemical Society Inc.","166","13","A2752-A2754","2019","","","2019","English","00134651","19457111","","10.1149/2.0271913jes","","","","","","JESOAN","Journal article (JA)","Here a series of Al-doped LiMnPO4 with controlled cation ratios based on appropriate charge compensation mechanisms are synthesized and compared. The results suggest that Al3+ can be doped into the lattice of LiMnPO4 and the preferable doping mechanism is in a scheme of Li1-xAlxMnPO4 where Al3+ occupies Li+ site with charge compensation by electronic defect. Such a charge-compensation mechanism is much different from those previously reported and needs further study. © 2019 The Electrochemical Society.","20","Phosphorus compounds","Aluminum - Aluminum compounds - Lithium compounds - Manganese compounds","Al doped - Aluminum doping - Cation ratio - Charge compensation - Charge compensation mechanism - Doping mechanism - Electronic defects - LiMnPO4","541.1 Aluminum","Number: 51664031, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by National Natural Science Foundation of China (grant numbers 51664031 and 51874155).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Experimental investigation of the frequency breakdown characteristics of C4-PFN/CO2 mixtures under the nonuniform electric field","20194007490604","","Tian, Zengyao (1); Zhao, Hu (1); Lin, Hui (1); Deng, Yunkun (2) ","(1) School of Automation, Northwestern Polytechnical University, Xi'an, Shaanxi; 710072, China (2) Yunnan Electric Power Grid Research Institute, Kunming, Yunnan; 650217, China ","","AIP Advances","AIP Adv.","American Institute of Physics Inc.","9","9","","September 1, 2019","","","2019","English","","21583226","","10.1063/1.5125025","095054","","","","","","Journal article (JA)","The perfluoronitriles and its mixtures have great dielectric strength and are environmentally friendly, which are considered as a typical class of alternative gases. This paper investigates the frequency breakdown characteristics of C4-PFN/CO2 mixtures in the nonuniform electric field. The influences of the electric field distribution, pressure and the C4-PFN component ratio on the dielectric strength of C4-PFN/CO2 mixtures are studied, which is compared with the cases for SF6 under the same conditions. It is shown that the sensitivity of C4-PFN/CO2 mixtures to the nonuniform electric field increases with the increase of the C4-PFN component ratio. For C4-PFN/CO2 mixtures containing more than 5% C4-PFN, the sensitivity is much greater than that of SF6. © 2019 Author(s).","23","Mixtures","Dielectric properties of gases - Electric fields - Sulfur hexafluoride","Breakdown characteristics - Dielectric strengths - Electric field distributions - Experimental investigations - Nonuniform electric field","701.1 Electricity: Basic Concepts and Phenomena - 804.2 Inorganic Compounds - 931.2 Physical Properties of Gases, Liquids and Solids",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
