Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Novel Histidine Kinase Gene HisK2301 from Rhodosporidium kratochvilovae Contributes to Cold Adaption by Promoting Biosynthesis of Polyunsaturated Fatty Acids and Glycerol","20190206368092","","He, Jing (1, 2); Cui, Zhicheng (1); Ji, Xiuling (1); Luo, Yiyong (1); Wei, Yunlin (1); Zhang, Qi (1) ","(1) Faculty of Life Science and Technology, Kunming University of Science and Technology, Kunming, Yunnan; 650500, China (2) Genetic Diagnosis Center, Yunnan Provincial Key Laboratory for Birth Defects and Genetic Diseases, First People's Hospital of Yunnan Province, Kunming, Yunnan; 650032, China ","Zhang, Qi(qzhang37@gmail.com) ","Journal of Agricultural and Food Chemistry","J. Agric. Food Chem.","American Chemical Society","67","2","653-660","January 16, 2019","","","2019","English","00218561","15205118","","10.1021/acs.jafc.8b04859","","","","","","JAFCAU","Journal article (JA)","Hybrid histidine kinase (HHKs) are widespread in fungi, but their roles in the regulation of fungal adaptation to environmental stresses remain largely unclear. To elucidate this, we cloned HisK2301 from Rhodosporidium kratochvilovae strain YM25235, characterized HisK2301 as a novel HHK, and further investigated the role of HisK2301 by overexpressing it in YM25235. Our results revealed that HisK2301 can promote adaptation of YM25235 to cold, osmotic, and salt stresses. During cold stress, HisK2301 significantly enhanced the biosynthesis of polyunsaturated fatty acids (PUFA) and intracellular glycerol. HisK2301 also augmented the expression levels of Δ12/Δ15 fatty acid desaturase (RKD12) and glycerol-3-phosphate dehydrogenase1 (GPD1), which are responsible for PUFA and glycerol biosynthesis, respectively. To conclude, our findings give the first insight into the defense and mechanisms of HisK2301 in fungi against cold stress and suggest the potential use of the novel cold-adapted HHK HisK2301 in industrial processes, such as large-scale production of PUFA. © 2018 American Chemical Society.","54","Polyunsaturated fatty acids","Amino acids - Biochemistry - Biosynthesis - Cloning - Environmental regulations - Enzymes - Fungi - Glycerol","cold adaptation - Environmental stress - Glycerol biosynthesis - Histidine kinase - Industrial processs - Intracellular glycerol - Large scale productions - Rhodosporidium kratochvilovae",,"Number: D-201643, Acronym: -, Sponsor: -; Number: 31160016, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","*Phone: 86-871-65920751. E-mail: qzhang37@gmail.com. ORCID Qi Zhang: 0000-0002-3914-2992 Author Contributions #J.H. and Z.C. contributed equally to this work. Funding This study was supported by grants from the National Natural Science Foundation of China (Grants 31660454 and 31160016) and by a grant from the Project of Medical Academic Leader of Yunnan Province (Grant D-201643). Notes The authors declare no competing financial interest.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the characteristics of evaporation–atomization–combustion of biodiesel","20184706106505","","Shen, Yicheng (1, 2); Li, Fashe (1, 2); Liu, Zuowen (1, 2); Wang, Huage (1, 2); Shen, Jiaxu (1, 2) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Cleaning Utilization in Yunnan Province, Kunming; 650093, China (2) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China ","Li, Fashe(asanli@foxmail.com) ","Journal of the Energy Institute","J. Energy Inst.","Elsevier B.V.","92","5","1458-1467","October 2019","","","2019","English","17439671","17460220","","10.1016/j.joei.2018.08.005","","","","","","","Journal article (JA)","A great deal of research is being carried out on renewable diesel fuels. The number of raw materials (especially waste, animal, and vegetable oils), production technologies, and additives of biodiesel is increasing. In our work, a evaporation–atomization–combustion system consisting of a biomass liquid fuel was designed to produce a laminar premixed flame for studying the combustion–emission characteristics of biodiesel. The combustion characteristics of biodiesel including flame height, flame front area, flame speed, and OH total signal intensity were studied by planar laser-induced fluorescence of OH (OH-PLIF). The emission characteristics of biodiesel (CO, CO2, and NO) were studied with a flue gas analyzer. The experimental results showed that the flame height, flame front area, flame speed, and the OH total signal intensity changed with the equivalence ratio (Φ). The relationship between the OH radical intensity and the emission of CO/CO2 was obtained from the OH-PLIF average signal intensity. The [CO]/[CO2] ratio decreased with the OH-PLIF average signal intensity. Finally, we obtained the relationship between the OH-PLIF average signal intensity and the NO emissions. © 2018 Energy Institute","23","Waste incineration","Atomization - Biodiesel - Carbon dioxide - Evaporation - Free radicals - Nobelium","Combustion characteristics - Combustion flames - Emission characteristics - Laminar premixed - Laminar premixed flames - OH-PLIF - Planar laser induced fluorescence - [CO]/[CO2]","452.4 Industrial Wastes Treatment and Disposal - 523 Liquid Fuels - 622.1 Radioactive Materials, General - 802.3 Chemical Operations - 804.2 Inorganic Compounds","Number: 51766007, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; ","This work was supported by the National Natural Science Fund of China [Grant number: 51766007 ].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Fabrication and interaction mechanism of Ni-encapsulated ZrO2-toughened Al2O3 powders reinforced high manganese steel composites","20193007220799","","Ru, Juanjian (1); He, Han (2); Jiang, Y. (2); Zhou, Rong (2); Hua, Y. (1, 3) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Faculty of Material Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan Province; 650093, China (3) State Key Lab of Complex Nonferrous Metal Resources Clean Utilization, Kunming; 650093, China ","Ru, Juanjian(rujuanjian@kmust.edu.cn) ","Advanced Powder Technology","Adv Powder Technol","Elsevier B.V.","30","10","2160-2168","October 2019","","","2019","English","09218831","15685527","","10.1016/j.apt.2019.06.031","","","","","","APTEEE","Journal article (JA)","In order to solve the cast-infiltration difficulty and low interface bonding strength of ZrO2-toughened Al2O3 (ZTA) powders reinforced high manganese steel (HMS) matrix composite, uniform and continuous Ni-encapsulated ZTA powders (ZTAp@Ni) as reinforced phase are fabricated by electroless deposition assisted with ionic liquid additive. The effects of Ethaline concentration, temperature, ZTA concentration and deposition times on the morphology of ZTAp@Ni have been investigated. Experimental results show that the thickness of Ni coating is about 7–10 μm, and there is no casting crack or shrink on the composite, so compact bonding between ceramic and matrix is obtained. In addition, the impact abrasive wear resistance testing demonstrates that the performance of ZTAp@Ni reinforced HMS composite is superior to that of matrix. On the basis of experimental analysis, a schematic illustration of the cast-infiltration process is put forward. It implies that Ni-encapsulated ZTA can be wetted with molten HMS matrix to form a ZTA/Al2NiO4-Al2MnO4/Fe interface layer through Ni diffusion and reactive wetting. The interdiffusion of Ni and other elements at ZTA interface layer can reinforce the interfacial bonding strength to form an interface layer between metal and hard phases. © 2019 The Society of Powder Technology Japan","25","Nickel steel","Additives - Alumina - Aluminum alloys - Aluminum oxide - Deposition - Diffusion bonding - Electroless plating - Fabrication - Ionic liquids - Ionic strength - Manganese steel - Powder metals - Reinforcement - Wear resistance - Wetting - Zircaloy - Zirconia","Experimental analysis - High manganese steel - Infiltration process - Interaction mechanisms - Interface bonding strength - Interface layer - Interfacial bonding strength - Ionic liquid additives","539.3.2 Electroless Plating - 541.2 Aluminum Alloys - 801.4 Physical Chemistry - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science","Number: 51604136, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors acknowledge the financial support of the National Natural Science Foundation of China (Project Nos. 51604136 , 51571103 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A process partitioning technique for constructing decentralized web service compositions","20193207297600","","Xue, Gang (1); Liu, Di (1); Liu, Junsong (1); Yao, Shaowen (1) ","(1) School of Software, Yunnan University, Kunming, China ","Liu, Di(dliu@ynu.edu.cn) ","Software - Practice and Experience","Software Pract Exper","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","49","10","1550-1570","October 1, 2019","","","2019","English","00380644","1097024X","","10.1002/spe.2735","","","","","","SPEXBL","Journal article (JA)","Web service compositions have been widely applied in different applications. A service composition is usually implemented in either a centralized or decentralized manner. Compared with the centralized service composition, the decentralized composition has no central control component, and components interact with each other directly, thereby achieving better performance. Process partitioning is a technique to divide a process into multiple parts and has been shown that it can be successfully applied to decentralizing process-driven service compositions. This paper proposes a new process partitioning technique for constructing decentralized service compositions. The proposed technique, which is based on typed digraphs and a graph transformation technique, is used for exploring available process partitioning solutions. For applications, this paper discusses the topology and interaction features about the partitioning solutions and summarizes a ranking method for them. Three experiments are conducted to evaluate the proposed methods in this paper. Experimental results show that the proposed methods can be applied in constructing decentralized service compositions effectively. In addition, the results also show that the decentralized compositions can have lower average response times and higher throughputs than the corresponding centralized compositions in the experiments. © 2019 John Wiley & Sons, Ltd.","31","Web services","Graph theory - Quality of service - Websites","Central control - Decentralized compositions - Graph transformation techniques - Interaction features - Partitioning techniques - Ranking methods - Service compositions - Web service composition","921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory","Number: 2015SE101, Acronym: -, Sponsor: -; ","This work is supported by the Open Foundation of Key Laboratory in Software Engineering of Yunnan Province under Grant 2015SE101.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Response and intraspecific differences in nitrogen metabolism of alfalfa (Medicago sativa L.) under cadmium stress","20190206360990","","Yang, Shu (1, 2); Zu, Yanqun (1); Li, Bo (1); Bi, Yufen (3); Jia, Le (1); He, Yongmei (1); Li, Yuan (1) ","(1) College of Resources and Environment, Yunnan Agricultural University, Kunming, China (2) College of Science, Yunnan Agricultural University, Kunming, China (3) Faculty of Animal Science and Technology, Yunnan Agricultural University, Kunming, China ","Li, Yuan(liyuan@ynau.edu.cn) ","Chemosphere","Chemosphere","Elsevier Ltd","220","","69-76","April 2019","","","2019","English","00456535","18791298","","10.1016/j.chemosphere.2018.12.101","","","","","","CMSHAF","Journal article (JA)","Pot experiments were carried out to evaluate the response and intraspecific differences in nitrogen metabolism of 20 alfalfa cultivars under cadmium stress. To the aim, exogenous cadmium was added into soil with concentration of 0 (control) and 50 mg kg−1. Results showed that 20 alfalfa were ranked as following according to response index: Guochan (550.93) > Deqin (372.50) > Caoyuan No.1 (350.26) > Queen (345.45) > Xinmu No.2 (344.43) > Longzhong (274.85) > Victoria (233.13) > Emperor (233.13) > Giant (192.29) > Qianjing (101.21) > Xinjiangdaye (75.72) > Algonuin (−32.55) > Duoye (−62.44) > Altay (−102.77) > Sandeli (−155.02) > Turist (−193.24) > Gannong No.1 (−199.22) > Sijiwang (−245.14) > Zhongmu No.1 (−245.48) > WL525HQ (−268.26). Guochan was identified as cadmium tolerant cultivar. Compared with the control group, its plant height increased by 40.96%, shoot and root biomass respectively increased by 18.10% and 70.19%, total nitrogen content in shoot and root respectively increased by 26.69% and decreased by 12.59%, nitrate content decreased by 7.05%, content of ammonium, proline, free amino acid and soluble protein respectively increased by 13.67%, 89.63%, 28.09% and 14.86%, activity of nitrate reductase, glutamine synthetase, glutamate synthase and glutamate dehydrogenase increased respectively 58.52%, 36.63%, 97.79% and 75.44%. WL525HQ, its above indicators appeared significant differences with those of Guochan, was identified as cadmium sensitive cultivar. In conclusion that the nitrogen metabolism process played an important role for alfalfa to adapt cadmium stress, and the response of nitrogen metabolism to cadmium stress varied with different alfalfa cultivars. © 2018 Elsevier Ltd","46","Cadmium","Amino acids - Metabolism - Nitrates - Nitrogen - Physiology - Plants (botany)","Alfalfa - Cadmium stress - Intra-specific differences - Nitrogen metabolism - Response","461.9 Biology - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 804 Chemical Products Generally","Number: YNBY2016-002, Acronym: -, Sponsor: -; Number: 2017HC015, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 41867055, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (grant numbers 31860112 , 41867055 and 31560163 ), the Soil Pollution Comprehensive Treatment Major Projects of Ministry of Environmental Protection of China (grant numbers YNBY2016-002 ), and "the Innovation Team for Farmland Non-pollution Production of Yunnan Province" is a research team funded by Education Department of Yunnan Province (grant numbers 2017HC015 ). We wish to thank Yunnan Engineering Laboratory for Agricultural Environment Pollution Control and Ecological Remediation, Kunming of China, for helping to our experiment work.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of multifold characteristic ion filtering combined with statistical analysis for comprehensive profiling of chemical constituents in anti-renal interstitial fibrosis I decoction by ultra-high performance liquid chromatography coupled with hybrid quadrupole-orbitrap high resolution mass spectrometry","20191706834276","","Jiang, Yueping (1, 2, 3); Liu, Rui (1, 2, 3); Chen, Jingjing (1, 2, 3); Liu, Manhua (1, 2, 3); Liu, Min (1, 2, 3); Liu, Bin (1, 2, 3); Yi, Lunzhao (4); Liu, Shao (1, 2, 3) ","(1) Department of Pharmacy, Xiangya Hospital, Central South University, Changsha; 410008, China (2) Institute of Hospital Pharmacy, Central South University, Changsha; 410008, China (3) Institute for Rational and Safe Medication Practices, National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Changsha; 410008, China (4) Yunnan Institute of Food Safety, Kunming University of Science and Technology, Kunming; 650500, China ","Liu, Shao(liushao999@csu.edu.cn) ","Journal of Chromatography A","J. Chromatogr. A","Elsevier B.V.","1600","","197-208","30 August 2019","","","2019","English","00219673","18733778","","10.1016/j.chroma.2019.04.051","","","","","","JCRAEY","Journal article (JA)","A Chinese herbal formula of Anti-Renal Interstitial Fibrosis I Decoction (ARIF I) is composed of Eucommia ulmoides Oliv., Scutellaria baicalensis Georgi, and Rheum. officinale Baill., and it has been used for the treatment of chronic kidney disease for many years. However, the comprehensive chemical analysis of the formulated ARIF I has yet to be clarified. In this study, an ultra-high performance liquid chromatography coupled with hybrid quadrupole-orbitrap high resolution mass spectrometry (UHPLC/Q-orbitrap HRMS) method executed in full scan/data-dependent MS2 (full MS/dd-MS2) mode has been established in negative ion mode to analyze the major chemical constituents in ARIF I as well as in its three constituent herbs. To rapidly and efficient identify these compounds, we employed a combination of statistical analysis of the MS2 data and fragmentation pathway method to screen for elementary characteristic ions and sub-characteristic ions. Then, we applied multifold characteristic ion filtering to comprehensively profile ARIF I extract chemical constituents with diverse structures. A total of 360 compounds, including anthraquinones, sennosides, galloyl glucoside derivatives, catechin and its derivatives, flavonoids, iridoids, phenylpropanoids, lignan, organic acid, and other compounds were rapidly identified or tentatively characterized by multifold characteristic ion filtering based on their accurate mass spectra (within 5 ppm error) and structure types or by comparison with reference standards. All the ARIF I compounds were also detected in the individual constituent herbs. This study provides a basis for further pharmacokinetic studies of ARIF I and may help in the discovery of new chemical drugs to treat chronic kidney disease. This study also provides a more efficient approach for the screening of appropriate characteristic ions, and a practical strategy for the detection of the types of compounds identified in this study in other herbal medicines. © 2019 Elsevier B.V.","30","Plant extracts","Diagnosis - Drug products - Filtration - High performance liquid chromatography - Ketones - Mass spectrometry - Negative ions - Statistical methods","Fragmentation pathways - High resolution mass spectrometry - Pharmacokinetic studies - Renal interstitial fibrosis - Scutellaria baicalensis georgi - Statistic analysis - UHPLC/Q-orbitrap HRMS - Ultra-high performance liquid chromatographies",,"","This research did not receive any funding from the public, commercial, or not-for-profit sectors.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cloud service selection based on QoS-aware logistics","20193407350188","","Ran, Wenxue (1); Liu, Huijuan (2) ","(1) Yunnan University of Finance and Economics, Kunming, China (2) School of Management, Henan Institute of Technology, Xinxiang, China ","Liu, Huijuan(815160989@qq.com) ","Soft Computing","Soft Comput.","Springer Verlag","","","","2019","","","2019","English","14327643","14337479","","10.1007/s00500-019-04196-9","","","","","","","Article in Press","With the development of technologies such as cloud computing, Big Data, the Internet of Things, etc., Internet + logistics models are being sought by all parties, leading to the current rise of cloud service platforms for logistics. As such platforms combine many logistics services with similar functions, identification of methods to choose from among a large number of similar services to meet the personalized needs of customers has become especially important. In the work presented herein, QoS data are quantified and filtered through the establishment of quality of service (QoS) decision information systems. Meanwhile, using the variable precision rough set method, the weight of each QoS attribute index is calculated, then the similarity of services, to obtain a comprehensive sequence in terms of service quality that provides a basis for selection of the optimal service. The calculation and analysis results show that this method can effectively choose the best logistics service according to specific business needs. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","21","Quality of service","Cloud computing - Distributed database systems - Information filtering - Information use","Cloud service selections - Cloud services - Decision information system - Logistics model - Logistics services - Service selection - Terms of services - Variable precision rough sets","722.4 Digital Computers and Systems - 723.3 Database Systems - 903.1 Information Sources and Analysis - 903.3 Information Retrieval and Use",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A challenge in anaerobic digestion of swine wastewater: recalcitrance and enhanced-degradation of dietary fibres","20193607388130","","Zeng, Zhuo (1); Zheng, Ping (1); Shi, Cheng (1); Zhang, Meng (1, 2); Li, Yiyu (1); Zhang, Wudi (3); Shan, Shengdao (4) ","(1) Department of Environmental Engineering, Zhejiang University, Hangzhou; Zhejiang; 310058, China (2) Advanced Environmental Biotechnology Centre, Nanyang Environment & Water Research Institute, Nanyang Technological University, 1 Cleantech Loop, Singapore; 637141, Singapore (3) School of Energy & Environmental Science, Yunnan Normal University, Kunming; Yunnan; 650500, China (4) School of Environmental and Natural Resources, Zhejiang University of Science & Technology, 318 Liuhe Rd, Hangzhou; Zhejiang; 310023, China ","Zheng, Ping(pzheng@zju.edu.cn) ","Biodegradation","Biodegradation","Springer Netherlands","","","","2019","","","2019","English","09239820","15729729","","10.1007/s10532-019-09879-6","","","","","","BIODEG","Article in Press","Dietary fibres are main substances in the pig’s feed. Because of the recalcitrance, they could enter swine wastewater and become a serious obstruction factor for the anaerobic digestion process. In this work, three dietary fibres abundant in pig feedstocks: Wheat Bran Fibre (WBF), Alfalfa Fibre (AF) and Rice Chaff Fibre (RCF) were chosen and their anaerobic degradability was determined. The results showed that the biochemical methane potential in 10 days (BMP10) of WBF, AF and RCF was 258, 176 and 86 mL/g-VS, respectively. The size, purity, crystallinity, and lignin coating in particular, were found having influences on the anaerobic biodegradability of dietary fibres. To surprise, a negative rather than positive effect was observed for the direct addition of extraneous cellulase into the anaerobic digestion systems, leading to a longer lag time and a smaller BMP10. The enhancement was achieved for the addition of extraneous bacteria in the form of anaerobic granular sludge (AnGS), shortening the lag time of WBF and AF by 36% and 13%, respectively. By high-throughput sequencing analysis, abundant protein and amino acids degraders found in anaerobic activated sludge (AnAS) could degrade the exogenous enzymes. Abundant members affiliated to the family Anaerolineaceae, and Syntrophobacteraceae in AnGS, related to the cellulolytic and syntrophic activity respectively, probably contribute to the acceleration effect of AnGS. © 2019, Springer Nature B.V.","41","Anaerobic digestion","Activated sludge process - Biodegradability - Biodegradation - Crystallinity - Fibers - Mammals","Anaerobic biodegradability - Anaerobic digestion process - Biochemical methane potential - Degradability - Dietary fibre - Enhanced biodegradation - High-throughput sequencing - Swine wastewater","452.2 Sewage Treatment - 801.2 Biochemistry",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Treatment of corn alcohol wastewater by anaerobic expanded granular sludge bed reactor and analysis of prokaryotic microbial community","20193307311383","","Zheng, Zhanyao (1); Ji, Junlin (1); Yang, Hong (1); Yin, Fang (1); Zhang, Wudi (1); Zhao, Xingling (1); Wang, Changmei (1); Wu, Kai (1); Liu, Jing (1) ","(1) School of Energy and Environment Science, Yunnan Normal University, Kunming, China ","Yin, Fang(yf6709@sina.com) ","Energy Sources, Part A: Recovery, Utilization and Environmental Effects","Energy Sources Recovery Util. Environ. Eff.","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","","","","2019","","","2019","English","15567036","15567230","","10.1080/15567036.2019.1646842","","","","","","","Article in Press","In this study, the anaerobic treatment and microbial characteristics of high-concentration corn alcohol wastewater were studied by using a self-designed anaerobic expanded granular sludge bed (EGSB) reactor at different conditions which is 30°C, 35°C and ambiance temperature. The anaerobic reactor was started and operated for 215 days. At a temperature of 35°C and an organic loading rateof 14.8 kg/(m3·day), the chemical oxygen demand removal rate reached 95.8%, the hydraulic retention time (HRT) was 1.4 days, the volumetric gas production rate reached 10.72 (m3/m3·day), and the average methane volume fraction reached 60.39%. After the experiment was completed, sludge granulation can be achieved in the anaerobic reactor, and the particle size reaches 2 mm to 4 mm. For the microbial community in the anaerobic reactor, Methanosaeta was the major archaea in the reactor granular sludge. EGSB is a highly efficient anaerobic reactor suitable for treating high-concentration corn alcohol wastewater. © 2019, © 2019 Taylor & Francis Group, LLC.","17","Anaerobic digestion","Chemical oxygen demand - Granular materials - Microorganisms - Particle size analysis - Sludge digestion - Wastewater treatment","Alcohol wastewater - Anaerobic treatments - Chemical oxygen demand removals - Expanded granular sludge bed reactor - Granular sludge - Hydraulic retention time - Microbial characteristics - Microbial communities","452.2 Sewage Treatment - 452.4 Industrial Wastes Treatment and Disposal - 461.9 Biology - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Resilience-oriented optimal operation strategy of active distribution network","20193707423316","","Wang, Jun (1); Zheng, Xiaodong (1); Tai, Nengling (1); Wei, Wei (2); Li, Lingfang (3) ","(1) School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University, Shanghai; 200240, China (2) No.708 Institution, China State Shipbuilding Corporation Limited, Shanghai; 200011, China (3) Yunnan Power Grid Corporation, Kunming; 650000, China ","Zheng, Xiaodong(xiaodongzheng@sjtu.edu.cn) ","Energies","Energies","MDPI AG, Postfach, Basel, CH-4005, Switzerland","12","17","","September 2, 2019","","","2019","English","","19961073","","10.3390/en12173380","3380","","","","","","Journal article (JA)","The ability to withstand extreme disasters has a profound impact on the distribution network operation. This paper proposes a novel optimal operation strategy for an active distribution network to enhance system resilience.. The objectives in the proposed optimal strategy include, the resilience, operation cost, and its pollutant emissions. According to the existence of uncontrollable distributed energy resources in the active distribution network, the problem which takes the uncertainty most into account, is this multi-objective optimization problem. Thus, it can be treated as a min-max dual robust optimization problem. Benders decomposition is employed to decouple the problem, then non-dominated sorting genetic algorithm II is applied to search the multi-objective optimal solution which has an extremely low CPU time. The modified standard IEEE 34-node system, with different distributed energy resources types, is employed, as a studied case, to demonstrate the effectiveness of the proposed optimal operation strategy. The simulation results illustrate that, compared to other economic-oriented robust optimal operation models, the proposed strategy can enhance system resilience without a significant increase in the operation cost and pollutant emissions. © 2019 by the authors.","22","Energy resources","Genetic algorithms - Multiobjective optimization - Operating costs - Optimal systems - Pollution","Active distribution networks - Benders decomposition - Distributed Energy Resources - Distribution network operation - Multi-objective optimization problem - Non-dominated sorting genetic algorithm - ii - Optimal operation strategy - Resilience-oriented","525.1 Energy Resources and Renewable Energy Issues - 911.1 Cost Accounting - 921.5 Optimization Techniques - 961 Systems Science","Number: 18QA1402100, Acronym: -, Sponsor: Shanghai Rising-Star Program; Number: 2016YFB0900600, Acronym: -, Sponsor: Key Technologies Research and Development Program; Number: 2019-01-07-00-02-E00044, Acronym: -, Sponsor: Education and Scientific Research Project of Shanghai; Number: 51877135, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was funded by Natioanl Key Research and Developement Program of China, grant number 2016YFB0900600, National Natural Science Foundation of China, grant number 51877135, Major Scientific Research and Innovation Projects of Shanghai Education Commission in 2019, grant number 2019-01-07-00-02-E00044 and Shanghai Rising-Star Program, grant number 18QA1402100.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tannic Acid: a Novel Calibrator for Facile and Accurate Mass Measurement of Electrospray Ionization Mass Spectrometry","20192607114891","","Fu, Ling (1); Sun, Xiaochun (1); Gao, Yumei (1); Chen, Rui (1) ","(1) College of Chemistry and Chemical Engineering, Yunnan Normal University, Kunming; 650500, China ","Chen, Rui(rui_chen888@hotmail.com) ","Journal of the American Society for Mass Spectrometry","J. Am. Soc. Mass Spectrom.","Springer New York LLC","30","8","1545-1549","August 15, 2019","","","2019","English","10440305","18791123","","10.1007/s13361-019-02211-9","","","","","","JAMSEF","Journal article (JA)","Accurate mass calibration is beneficial to the identification of the unknown compounds quickly and accurately. The ESI mass spectrum of tannic acid (TA) tends to a normal distribution of the cluster ion peaks in m/z range from 371.0368 to 1739.1169. Based on the interesting result, we reported the use of TA, a natural plant polyphenol, as a novel calibrator for electrospray ionization mass spectrometry (ESI MS), which has the following three advantages, including (1) easy preparation, (2) the calibration range of m/z 200~2000, and (3) the calibration error is around 3.00 ppm in positive ion mode, which is less than the use of sodium formate (SF) and Prod #88323 calibrators. This TA calibrator has great potential for the wide applications in biological, chemical, and pharmacal analysis. [Figure not available: see fulltext.]. © 2019, American Society for Mass Spectrometry.","12","Electrospray ionization","Calibration - Chemical analysis - Electrodeposition - Flavonoids - Mass spectrometry - Normal distribution - Positive ions - Sodium compounds - Tannins","Accurate mass measurements - Calibration error - Calibrator - Electrospray ionization mass spectrometry - Mass measurements - Natural plants - Positive ion mode - Tannic acid","539.3.1 Electroplating - 801 Chemistry - 804.1 Organic Compounds - 922.1 Probability Theory","Number: 21565033, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by grants from the National Natural Sciences Foundation of China (Grant No. 21565033).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
