Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Tensor Rank Preserving Discriminant Analysis for Facial Recognition","20174304304057","Tao, Dapeng (1); Guo, Yanan (2); Li, Yaotang (2); Gao, Xinbo (3) ","(1) School of Information Science and Engineering, Yunnan University, Kumming; 650091, China (2) School of Mathematics and Statistics, Yunnan University, Kumming; 650091, China (3) State Key Laboratory of Integrated Services Networks, School of Electronic Engineering, Xidian University, Xi'an; 710071, China ","Tao, Dapeng(dapeng.tao@gmail.com) ","IEEE Transactions on Image Processing","IEEE Trans Image Process","","Institute of Electrical and Electronics Engineers Inc.","27","1","325-334","January 2018","","","2018","English","10577149","","","10.1109/TIP.2017.2762588","8066324","","","","","IIPRE4","Journal article (JA)","Facial recognition, one of the basic topics in computer vision and pattern recognition, has received substantial attention in recent years. However, for those traditional facial recognition algorithms, the facial images are reshaped to a long vector, thereby losing part of the original spatial constraints of each pixel. In this paper, a new tensor-based feature extraction algorithm termed tensor rank preserving discriminant analysis (TRPDA) for facial image recognition is proposed; the proposed method involves two stages: in the first stage, the low-dimensional tensor subspace of the original input tensor samples was obtained; in the second stage, discriminative locality alignment was utilized to obtain the ultimate vector feature representation for subsequent facial recognition. On the one hand, the proposed TRPDA algorithm fully utilizes the natural structure of the input samples, and it applies an optimization criterion that can directly handle the tensor spectral analysis problem, thereby decreasing the computation cost compared those traditional tensor-based feature selection algorithms. On the other hand, the proposed TRPDA algorithm extracts feature by finding a tensor subspace that preserves most of the rank order information of the intra-class input samples. Experiments on the three facial databases are performed here to determine the effectiveness of the proposed TRPDA algorithm. © 2017 IEEE.","42","Face recognition","Discriminant analysis - Extraction - Feature extraction - Spectrum analysis - Structure (composition) - Tensors - Vectors","Facial image recognition - Feature extraction algorithms - Feature representation - Feature selection algorithm - Optimization criteria - rank preserving - Spatial constraints - Tensor representation","802.3 Chemical Operations - 921.1 Algebra - 922 Statistical Methods - 951 Materials Science","Number: 61402458, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61432014, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61562053, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61572486, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61772402, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61772455, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Natural Science Foundation of China under Grant 61562053, Grant 61572486, Grant 61432014, Grant 61772402, Grant 61772455, and Grant 61402458, in part by the Yunnan Natural Science Funds under Grant 2016FB105, in part by the Guangdong Natural Science Funds under Grant 2014A030310252, in part by the Program for Excellent Young Talents of Yunnan University under Grant WX069051, in part by the National Key Research and Development Program of China under Grant 2016QY01W0200, in part by the National High-Level Talents Special Support Program of China under Grant CS31117200001, and in part by the Project of Innovative Research Team of Yunnan province. The associate editor coordinating the review of this manuscript and approving it for publication was Prof. Shiguang Shan.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Diastereoselective α-Fluorination of N- tert-Butanesulfinyl Imidates","20184706084779","Huang, Wei (2); Yao, Yun (1); Xu, Yan-Jun (2); Lu, Chong-Dao (1, 2) ","(1) School of Chemical Science and Technology, Yunnan University, Kunming; 650091, China (2) Key Laboratory of Plant Resources and Chemistry of Arid Zones, Xinjiang Technical Institute of Physics and Chemistry, Chinese Academy of Sciences, Urumqi; 830011, China ","Lu, Chong-Dao(clu@ms.xjb.ac.cn) ","Journal of Organic Chemistry","J. Org. Chem.","","American Chemical Society","83","23","14777-14785","December 7, 2018","","","2018","English","00223263","15206904","","10.1021/acs.joc.8b02375","","","","","","JOCEAH","Journal article (JA)","A diastereoselective α-fluorination of N-tert-butanesulfinyl imidates was developed. Deprotonation of N-tert-butanesulfinyl imidates with lithium hexamethyldisilazide generates aza-enolates that can be intercepted, with excellent diastereocontrol, by the inexpensive electrophilic fluorinating agent NFSI. This protocol was applied to the preparation of synthetically useful trans-2-fluoro-cyclohexamine with high enantiomeric purity (99.5% ee). © 2018 American Chemical Society.","59","Stereoselectivity","Fluorination - Halogenation - Lithium compounds","Diastereocontrol - Diastereoselective - Enantiomeric purity - Enolates - Fluorinating agents - Imidates - Lithium hexamethyldisilazide",,"Number: U1403301, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (21871292, 21572262, and U1403301) and the Recruitment Program of Global Experts (Xinjiang Program).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Terahertz magneto-optical properties of bi- and tri-layer graphene","20181705036922","Mei, Hongying (1, 2); Xu, Wen (1, 3); Wang, Chao (1, 2); Yuan, Haifeng (1, 2); Zhang, Chao (1); Ding, Lan (3); Zhang, Jin (3); Deng, Chao (4); Wang, Yifan (4); Peeters, Francois M. (5) ","(1) Key Laboratory of Materials Physics, Institute of Solid State Physics, Chinese Academy of Sciences, Hefei; 230031, China (2) University of Science and Technology of China, Hefei; 230026, China (3) Department of Physics and Astronomy, Key Laboratory of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China (4) Daheng New Epoch Technology Inc., Beijing; 100085, China (5) Department of Physics, University of Antwerp, Groenenborgerlaan 171, Antwerpen; B-2020, Belgium ","","Journal of Physics Condensed Matter","J Phys Condens Matter","","Institute of Physics Publishing","30","17","","April 6, 2018","","","2018","English","09538984","1361648X","","10.1088/1361-648X/aab81d","175701","","","","","JCOMEL","Journal article (JA)","Magneto-optical (MO) properties of bi- and tri-layer graphene are investigated utilizing terahertz time-domain spectroscopy (THz TDS) in the presence of a strong magnetic field at room-temperature. In the Faraday configuration and applying optical polarization measurements, we measure the real and imaginary parts of the longitudinal and transverse MO conductivities of different graphene samples. The obtained experimental data fits very well with the classical MO Drude formula. Thus, we are able to obtain the key sample and material parameters of bi- and tri-layer graphene, such as the electron effective mass, the electronic relaxation time and the electron density. It is found that in high magnetic fields the electronic relaxation time τ for bi- and tri-layer graphene increases with magnetic field B roughly in a form . Most importantly, we obtain the electron effective mass for bi- and tri-layer graphene at room-temperature under non-resonant conditions. This work shows how the advanced THz MO techniques can be applied for the investigation into fundamental physics properties of atomically thin 2D electronic systems. © 2018 IOP Publishing Ltd.","44","Graphene","Magnetic fields - Optical properties - Plasmons - Reflectometers - Relaxation time - Spectrophotometers - Terahertz spectroscopy - Time domain analysis","Electron effective mass - Faraday configuration - grapheme - High magnetic fields - Magnetooptical properties - Optical polarization measurements - Strong magnetic fields - Terahertz time domain spectroscopy","701.2 Magnetism: Basic Concepts and Phenomena - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 761 Nanotechnology - 804 Chemical Products Generally - 921 Mathematics - 931 Classical Physics; Quantum Theory; Relativity - 941.3 Optical Instruments","Number: 2011YQ130018, Acronym: MOST, Sponsor: Ministry of Science and Technology of the People's Republic of China; Number: -, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: -, Acronym: CASHIPS, Sponsor: Hefei Institutes of Physical Science, Chinese Academy of Sciences; Number: -, Acronym: CASHIPS, Sponsor: Hefei Institutes of Physical Science, Chinese Academy of Sciences; Number: 11304272, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11574319, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11304317, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (11574319, 11304317, 11304272), the Ministry of Science and Technology of China (2011YQ130018), the Center of Science and Technology of Hefei Academy of Science, the Department of Science and Technology of Yunnan Province, and by the Chinese Academy of Sciences.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of GA-BP model to fault diagnosis of hydro-turbine generating units","20183305698185","Zhao, M. (1); Ge, X.F. (2); Jiang, Q.F. (3); Li, J. (2); Ding, Y.S. (4); Du, J.Q. (4) ","(1) Research Institute of Yunnan Power Grid Co.Ltd, Kunming, China (2) College of Energy and Electric, Hohai University, Nanjing, China (3) Key Laboratory of Fluid and Power Machinery, Ministry of Education, Xihua University, Chengdu, China (4) Yunnan Electric Test and Research Institute Group. Co. Ltd, Kunming, China ","Jiang, Q.F.(qifeng.jiang@mail.xhu.edu.cn) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","163","1","","July 30, 2018","Asian Working Group - IAHR's Symposium on Hydraulic Machinery and Systems","1 of 1","2018","English","17551307","17551315","","10.1088/1755-1315/163/1/012125","012125","2017 AWG-IAHR Symposium on Hydraulic Machinery and Systems","November 16, 2017 - November 19, 2017","Beijing, China","138445","","Conference article (CA)","Hydro-turbine generating units play vital roles in safe and stable operation of the whole grid. Hydropower units may meet with some fault such as wear, decreasing productivity and increasing noise due to outside disturbance such as defects, vibration and so on after running for a certain period of time. These problems have to be settled in time to ensure operating safety. In this paper, 19 typical vibration faults and 16 features are proposed and analyzed in detail in order to prepare for the diagnosis model establishment from the aspects of hydraulic, electromagnetic and mechanical factors. An expert system of hydropower unit based on GA-BP is established considering the 19 typical vibration faults and 16 features mentioned above. The results show that the model is accurate and practical. It is seen that the GA-BP model is more rapid and effective than the BP model from the comparisons of the simulation results between the GA-BP and the BP network models. © Published under licence by IOP Publishing Ltd.","11","Fault detection","Expert systems - Hydraulic machinery - Hydraulic motors - Hydraulic turbines - Hydroelectric generators - Hydroelectric power - Turbogenerators - Vibration analysis","BP network models - Diagnosis model - Generating unit - Hydropower units - Hydroturbines - Mechanical factors - Stable operation - Vibration faults","611.1 Hydroelectric Power Plants - 617.1 Hydraulic Turbines - 632.2 Hydraulic Equipment and Machinery - 705.2 Electric Generators - 723.4.1 Expert Systems","Number: 2015B02814, Acronym: -, Sponsor: Support Program for Longyuan Youth and Fundamental Research Funds for the Universities of Gansu Province; Number: szjj2015-042, Acronym: -, Sponsor: -; Number: YNYJ2016043, Acronym: -, Sponsor: -; Number: 51339005, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The research work was supported by the following funding: the Central Universities fundamental research funds (2015B02814 ).& the National Natural Science Foundation of China (51339005) & the Open Research Subject of Key Laboratory of Fluid and Power Machinery, Ministry of Education , Xihua University"(szjj2015-042). & the Key Project of Yunnan Power Grid Co. Ltd. (YNYJ2016043).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An optimization of video sequence stitching method","20184606071034","Yu, Hong (1); Kong, Liuyang (2) ","(1) High voltage technique Electrical Research Institute of Yunnan Electric Power Grid (Group) Co,Ltd., Kunming; 650051, China (2) Department of Mechanical Engineering, North China Electric Power University, Baoding; 10079, China ","","Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018","Proc. IEEE Int. Conf. Mechatronics Autom., ICMA","","Institute of Electrical and Electronics Engineers Inc.","","","387-391","October 5, 2018","Proceedings of 2018 IEEE International Conference on Mechatronics and Automation, ICMA 2018","1 of 1","2018","English","","","9781538660720","10.1109/ICMA.2018.8484309","8484309","15th IEEE International Conference on Mechatronics and Automation, ICMA 2018","August 5, 2018 - August 8, 2018","Changchun, China","140630","","Conference article (CA)","Large field of view with high resolution has always been sought after for security monitoring personnel. Although the video sequence stitching has already been developed for several years, most existing method cannot achieve real-time stitching and fail to get excellent results. In this work, We used the same set of video frames to compare the time and the detection rate of three different feature point detection algorithms: SURF, Harris and ORB. In addition, we proposed a novel image fusion method. We calculated the region boundary and did morphological erosion operation. The pixels that need to be fused are determined, and the trigonometric functions are combined as the weights to be fused. Experiment shows that our optimized method not only achieve real-time stitching, but also meet the high quality requirements. © 2018 IEEE.","15","Image fusion","Video recording","Feature point detection - Image fusion methods - Large field of views - Morphological erosion - Region boundaries - Security monitoring - Trigonometric functions - Video sequence stitching","716.4 Television Systems and Equipment - 723.2 Data Processing and Image Processing",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dielectric spectroscopy and characteristic parameters of transformer oil-paper insulation aging","20190706504977","Liu, Ji (1); Zhao, Ming-Yun (1); Zhang, Ming-Ze (1); Li, Xiu-Jing (2); Yin, Meng-Han (3); Huang, Ling (3) ","(1) State Key Laboratory Breeding Base of Dielectrics Engineering, Harbin University of Science and Technology, Harbin; 150080, China (2) Yunnan Electric Power Technology Co., Ltd., Kunming; 650217, China (3) Key Laboratory of Engineering Dielectric and Its Application, Ministry of Education, Harbin University of Science and Technology, Harbin; 150080, China ","Liu, Ji ","Dianji yu Kongzhi Xuebao/Electric Machines and Control","Dianji yu Kongzhi Xuebao","","Editorial Department of Electric Machines and Control","22","11","67-74","November 1, 2018","","","2018","Chinese","1007449X","","","10.15938/j.emc.2018.11.009","","","","","","","Journal article (JA)","In order to research the influence of aging and moisture content on dielectric response characteristics of oil-paper insulation, the depolarization current, frequency domain dielectric spectroscopy and moisture content of the test sample of oil immersed pressboard were measured under the same conditions. The dielectric response characteristic curves in time and frequency domain were obtained. The least square method and the extended Debye model was used to fit the depolarization current. It is obvious from the results that the thermal aging has an important effect on the Debye RC branch with longer relaxation time. The Davidson-Cole model was used to fit the measured curves in frequency domain dielectric spectroscopy with different aging state and different moisture content, and used to extract characteristic parameters. It is shown that the relaxation time decreases with the increasing of aging and moisture content, which can be used to assess the aging and moisture content of oil-paper insulation in power transformer. © 2018, Harbin University of Science and Technology Publication. All right reserved.","27","Oil filled transformers","Aging of materials - Depolarization - Dielectric spectroscopy - Frequency domain analysis - Insulation - Least squares approximations - Moisture - Moisture determination - Paper - Power transformers - Relaxation time - Thermal aging","Davidson-Cole model - Depolarization currents - Dielectric response - Different moisture contents - Frequency domains - Least square methods - Oil paper insulation - Time and frequency domains","413 Insulating Materials - 704.2 Electric Equipment - 706.2 Electric Power Lines and Equipment - 811.1 Pulp and Paper - 921.3 Mathematical Transformations - 921.6 Numerical Methods - 931 Classical Physics; Quantum Theory; Relativity - 942.2 Electric Variables Measurements - 944.2 Moisture Measurements - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel method of synthesis and investigation on transformation of synthetic rutile powders from Panzhihua sulphate titanium slag using microwave heating","20174204270201","He, Aoxi (1); Chen, Guo (1, 2, 3); Chen, Jin (1); Peng, Jinhui (1); Srinivasakannan, C. (4); Ruan, Rongsheng (1, 5) ","(1) Key Laboratory of Resource Clean Conversion in Ethnic Regions of Education Department of Yunnan, Joint Research Centre for International Cross-border Ethnic Regions Biomass Clean Utilization in Yunnan, Yunnan Minzu University, Kunming; 650500, China (2) State Key Laboratory of Vanadium and Titanium Resources Comprehensive Utilization, Pangang Group Research Institute Co., Ltd., Panzhihua; 617000, China (3) State Key Laboratory of Multiphase Complex Systems, Institute of Process Engineering, Chinese Academy of Sciences, Beijing; 100190, China (4) Chemical Engineering Department, The Khalifa University of Science and Technology, The Petroleum Institute, Abu Dhabi, United Arab Emirates (5) Center for Biorefining, Bioproducts and Biosystems Engineering Department, University of Minnesota, 1390 Eckles Ave., Saint Paul; MN; 55108, United States ","Chen, Guo(guochen@kmust.edu.cn) ","Powder Technology","Powder Technol.","","Elsevier B.V.","323","","115-119","January 1, 2018","","","2018","English","00325910","1873328X","","10.1016/j.powtec.2017.10.020","","","","","","POTEBX","Journal article (JA)","A novel microwave roast process for synthesizing rutile TiO2having high crystallinity from Panzhihua sulphate titanium slag is developed in the present work. Properties of samples at various stages of reactions including the crystal structure, microstructure and molecular structure, were investigated by X-ray diffraction (XRD), scanning electron microscope (SEM) and Raman techniques, respectively. The work also addressed the phase transformation of sulphate titanium slag before and after microwave heating. The result of XRD showed that under the microwave roasting process, the sulphate titanium slag was decomposed following acidification of the sodium titanates. The SEM analysis showed morphology transformations during the whole process and the short rod-like structure of rutile after the treatment. The Raman spectroscopy demonstrated that the peaks of 141 cm− 1, 254.8 cm− 1, 428.8 cm− 1, and 606.2 cm− 1corresponded to the characteristic patterns of rutile TiO2. Based on the above results, this process could be an efficient way for rutile TiO2preparation utilizing Panzhihua sulphate titanium slag. © 2017 Elsevier B.V.","27","Titanium dioxide","Calcination - Crystal microstructure - Microwave heating - Microwaves - Oxide minerals - Scanning electron microscopy - Slags - Sodium compounds - Sulfur compounds - X ray diffraction","Crystal transition - High crystallinity - Low valent titanium - Morphology transformations - Rod-like structures - Rutile TiO2 - Sodium titanates - Titanium slag","482.2 Minerals - 711 Electromagnetic Waves - 711.1 Electromagnetic Waves in Different Media - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 933.1.1 Crystal Lattice","Number: 20125314120014, Acronym: -, Sponsor: -; Number: CE-2016-12, Acronym: -, Sponsor: -; Number: 51404114, Acronym: -, Sponsor: National Youth Foundation of China; Number: 51504110, Acronym: -, Sponsor: National Youth Foundation of China; Number: MPCS-2017-D-05, Acronym: -, Sponsor: -; ","Financial supports from the National Scientific Foundation of China (No: 51504110 , 51404114 ), the Open Research Fund of State Key Laboratory of Multiphase Complex Systems (No: MPCS-2017-D-05 ) and the Specialized Research fund for the Doctoral Program of High Education (No: 20125314120014 ) were sincerely acknowledged. School of Chemistry and Environment, Yunnan Minzu University Special Support Program (CE-2016-12).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A substrate integrated gap waveguide based wideband 3-dB Coupler for 5G applications","20184706088314","Shen, Dongya (1); Wang, Ke (1); Zhang, Xiupu (1, 2) ","(1) Yunnan Provincial Engineering Laboratory of Cloud Wireless Access and Heterogeneous Networks, School of Information Science and Engineering, Yunnan University, Kunming; 650500, China (2) IPhotonics Lab, Department of Electrical and Computer Engineering, Concordia University, Montreal; QC; H3G 1M8, Canada ","Zhang, Xiupu(johnxiupu.zhang@concordia.ca) ","IEEE Access","IEEE Access","","Institute of Electrical and Electronics Engineers Inc.","6","","66798-66806","2018","","","2018","English","","21693536","","10.1109/ACCESS.2018.2879438","8528402","","","","","","Journal article (JA)","A wideband 3-dB coupler using substrate integrated gap waveguide (SIGW) is proposed based on the principle of the branch-line coupler structure. The SIGW coupler design is comprehensively studied. It is found that SIGW conducting ridge vias play a significant role and have a strong impact on the cavity resonance, passband, and impedance matching. A prototype of the proposed SIGW coupler is fabricated and tested, and the measured agrees well with the simulated. The coupler, better than the reported, has a passband of 5 GHz from 23.59 to 29 GHz with the isolation above 20 dB, covering the 24.25-27.5-GHz and 27.5-28.5-GHz frequency bands of 5G. © 2013 IEEE.","27","Substrate integrated waveguides","5G mobile communication systems - Directional couplers - Electric impedance - Energy gap - Metamaterials - Periodic structures - Substrates - Waveguide couplers","coupler - Electromagnetic band gap (EBG) - Electromagnetic waveguides - Gap waveguides - Microstripes",,"Number: 2012HA005, Acronym: -, Sponsor: -; Number: 2013FA027, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61861046, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Natural Science Foundation of China under Grant 61561052, Grant 61561051, and Grant 61861046, in part by the Yunnan High-Tech Top-Talents Recruitment Project under Grant 2012HA005, and in part by the Yunnan Natural Science Key Foundation of China under Grant 2013FA027.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Membrane Protein Type Prediction for High-Dimensional Imbalanced Datasets","20190706499519","Guo, Lei (1); Wang, Shunfang (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming; 650504, China ","Wang, Shunfang(sfwang-66@ynu.edu.cn) ","Proceedings - 9th International Conference on Information Technology in Medicine and Education, ITME 2018","Proc. - Int. Conf. Inf. Technol. Med. Educ., ITME","China Jiliang University; et al.; Fujian University of Traditional Chinese Medicine; University of Texas at San Antonio (UTSA); Zhejiang Provincial Natural Science Foundation; Zhejiang University","Institute of Electrical and Electronics Engineers Inc.","","","847-851","December 26, 2018","Proceedings - 9th International Conference on Information Technology in Medicine and Education, ITME 2018","1 of 1","2018","English","","","9781538677438","10.1109/ITME.2018.00190","8589422","9th International Conference on Information Technology in Medicine and Education, ITME 2018","October 19, 2018 - October 21, 2018","Hangzhou, Zhejiang, China","144046","","Conference article (CA)","Research on membrane protein type prediction is of great significance, because the type of membrane protein is exceedingly related to its function. In this paper, a new method is proposed for prediction of membrane protein types. Firstly, two kinds of feature extraction methods, PseAAC and PsePSSM, are used to extract the information from the membrane protein samples. Secondly, feature selection based on random forest is used to eliminate redundant features and reduce the computational complexity. The problem of imbalanced dataset was solved by using the resampling technique which combine SMOTE and Tomek Link. Finally, an experimental comparative study was performed on the membrane protein dataset. The results show that this method can effectively improve the accuracy of membrane protein prediction. © 2018 IEEE.","18","Biological membranes","Decision trees - Extraction - Feature extraction - Forecasting - Membranes - Proteins","High dimensional feature - Imbalances datasets - Membrane proteins - Random forests - Resampling technique","461.2 Biological Materials and Tissue Engineering - 802.3 Chemical Operations - 804.1 Organic Compounds - 951 Materials Science - 961 Systems Science","Number: 2017FA032, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2018HB031, Acronym: -, Sponsor: -; Number: 11461079, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This research is supported by grants from National Natural Science Foundation of China (11661081, 11461079), Natural Science Foundation of Yunnan Province (2017FA032) and Training Plan for Young and Middle-aged Academic Leaders of Yunnan Province (2018HB031).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Change-oriented open source software process simulation","20184706107583","Zhang, Xuan (1, 2); Wang, Xu (3); Kang, Yanni (1) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) Key Laboratory of Software Engineering of Yunnan, Kunming; 650091, China (3) School of Economics, Yunnan University, Kunming; 650091, China ","Zhang, Xuan(zhxuan@ynu.edu.cn) ","IEEE Access","IEEE Access","","Institute of Electrical and Electronics Engineers Inc.","6","","70145-70163","2018","","","2018","English","","21693536","","10.1109/ACCESS.2018.2880998","8532349","","","","","","Journal article (JA)","The goal of our research is to find better ways for assessing the impact of changes to the software projects and the cost-effectiveness of process improvement strategies. To support decision-makers in analyzing changes effects and finding the optimal improvements of software process in a given project, a process simulation model using the system dynamics modeling technique is proposed and used in the context of a case study with open source software. Details of the system dynamics model, its usage scenarios and simulation experiments are provided. With the help of the simulation model, the process quality attributes of the open source software Spring Framework with varying change effects was evaluated. The project effort, delivery time, productivity, schedule, and product quality are impacted as a result of changes. Three different process improvement strategies were evaluated to help decision-makers choose most cost-effective improvement strategies. The simulation models can be used as an effective tool to evaluate the impact of changes, reason about the process improvement, and support consensus building by visualizing dynamic views of the process. © 2013 IEEE.","47","Open source software","Analytical models - Cost effectiveness - Decision making - Open systems - Process engineering - Productivity - Program debugging - Quality control - Scheduling - Software design - System theory","Change management - Computer bugs - Context modeling - Software process improvements - Software process simulation - System Dynamics",,"Number: YB2016013, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015Z020, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2017HC012, Acronym: -, Sponsor: -; Number: 2016FB106, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015SE202, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 18BJL104, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: 61502413, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Natural Science Foundation of China under Grant 61862063, Grant 61502413, Grant 61262025, Grant 61379032, and Grant 61662085, in part by the National Social Science Foundation of China under Grant 18BJL104, in part by the Natural Science Foundation of Yunnan Province under Grant 2016FB106, in part by the Natural Science Foundation of the Yunnan Educational Committee under Grant 2015Z020, in part by the Natural Science Foundation of the Key Laboratory of Software Engineering of Yunnan Province under Grant 2015SE202, in part by the Data Driven Software Engineering Innovative Research Team Funding of Yunnan Province under Grant 2017HC012, in part by the Social Science Foundation of Yunnan Province under Grant YB2016013, and in part by the Software Engineering Innovative Research Team Funding of Yunnan University.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Deep Fusion Feature Learning Network for MI-EEG Classification","20184706088309","Yang, Jun (1, 2); Yao, Shaowen (1); Wang, Jin (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming; 650504, China (2) School of Information Science and Automation, Kunming Science and Technology University, Kunming; 650504, China ","Yao, Shaowen(paradisewolf@126.com) ","IEEE Access","IEEE Access","","Institute of Electrical and Electronics Engineers Inc.","6","","79050-79059","2018","","","2018","English","","21693536","","10.1109/ACCESS.2018.2877452","8532289","","","","","","Journal article (JA)","Brain-computer interfaces (BCIs) are used to provide a direct communication between the human brain and the external devices, such as wheelchairs and intelligent apparatus, by interpreting the electroencephalograph (EEG) signals. Recently, motor imagery EEG (MI-EEG) has become an active research field where a subject's active intent can be detected. The accurate decoding of MI-EEG signals is essential for effective BCI systems but also very challenging due to the lack of informative correlation between the signals and the brain activities. To improve the precision performance of a BCI system, accurate feature discrimination from input signals and proper classification are necessary. However, the traditional deep learning scheme is failed to generate spatio-temporal representation simultaneously and capture the dynamic correlation for an MI-EEG sequence. To address this problem, we propose a long short-term memory network combined with a spatial convolutional network that concurrently learns spatial information and temporal correlations from raw MI-EEG signals. In addition, spectral representations of EEG signals are obtained via a discrete wavelet transformation decomposition. In order to achieve even higher learning rates and less demanding initialization, we employ a batch normalization method before training and recognition. Various experiments have been performed to evaluate the performance of the proposed deep learning architectures. Results indicate a high level of accuracy over both the public data set and the local data set. Our method can also serve as a useful and robust model for multi-task classification and subject-independent movement class decoder across many different methods. © 2013 IEEE.","40","Brain computer interface","Biomedical signal processing - Brain - Convolution - Decoding - Deep learning - Discrete wavelet transforms - Electroencephalography - Interfaces (computer) - Long short-term memory - Wavelet decomposition","Convolutional networks - Convolutional Neural Networks (CNN) - Discrete wavelet transformation - Feature discrimination - Intelligent apparatus - Learning architectures - Motor imagery - Spectral representations",,"Number: 61863036, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61640306, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Natural Science Foundation of China under Grant 61863036 and in part by the Natural Science Foundation of China under Grant 61640306.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
