Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Chemoselective synthesis of aryl(pyridinyl)methanol derivatives through Ni-NIXANTPHOS catalyzed α-arylation and tandem arylation/rearrangement of pyridylmethyl ethers","20182505320073","","Liu, Zhengfen (1); Li, Minyan (2); Wang, Bijun (1); Deng, Guogang (1); Chen, Wen (1); Kim, Byeong-Seon (2); Zhang, Hongbin (1); Yang, Xiaodong (1); Walsh, Patrick J. (2) ","(1) Key Laboratory of Medicinal Chemistry for Natural Resources, Ministry of Education and Yunnan Province, School of Chemical Science and Technology, Yunnan University, Kunming; 650091, China (2) Department of Chemistry, Roy and Diana Vagelos Laboratories, Penn/Merck Laboratory for High-Throughput Experimentation, University of Pennsylvania, Philadelphia; PA; 19104-6323, United States ","Yang, Xiaodong(xdyang@ynu.edu.cn) ","Organic Chemistry Frontiers","Org. Chem. Front.","","Royal Society of Chemistry","5","12","1870-1876","June 21, 2018","","","","2018","English","20524110","20524129","","10.1039/c8qo00207j","","","","","","","Journal article (JA)","An efficient synthesis of aryl(pyridyl)-methanol derivatives using a nickel-NIXANTPHOS catalyst is described. Combinations of the Ni-NIXANTPHOS catalyst, solvent, and reaction temperature achieved chemoselective arylation and tandem arylation/rearrangement of pyridylmethyl ethers. A large variety of aryl halides were tolerated (55 examples, up to 96% yield). The scalability of the reaction is demonstrated. The order of the tandem arylation and [1,2]-Wittig rearrangement was probed by comparative studies. © the Partner Organisations 2018.","46","Aromatic compounds","Catalysts - Chemical reactions - Ethers - Methanol","Aryl halides - Arylations - Chemoselective - Comparative studies - Efficient synthesis - Pyridyl - Reaction temperature - Wittig rearrangement","802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.1 Organic Compounds","Number: CHE-1464744, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: IRT17R94, Acronym: -, Sponsor: -; Number: 21662043, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by grants from the Natural Science Foundation of China (21662043, 21332007, 21572197 and U1702286), the Program for Changjiang Scholars and Innovative Research Team in University (IRT17R94), and the Donglu Scholar & Excellent Young Talents of Yunnan University. H. Z. acknowledges support from the YunLing Scholar of Yunnan Province. P. J. W. thanks the National Science Foundation (CHE-1464744) for financial support.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reactions and microstructure evolution in Al2O3-Al system in vacuum","20174304289611","","Feng, Yue Bin (1); Zhang, Xiao (1); Yang, Bin (2); Yang, Bao Min (1); Chen, Zhen (1) ","(1) Faculty of Science, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) National Engineering Laboratory of Vacuum Metallurgy, Faculty of Metallurgy and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Feng, Yue Bin(fenjys@126.com) ","Asia-Pacific Journal of Chemical Engineering","Asia-Pac. J. Chem. Eng.","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","13","1","","January/Februaryy 2018","","","","2018","English","19322135","19322143","","10.1002/apj.2144","e2144","","","","","","Journal article (JA)","The reactions and microstructure evolution in Al2O3-Al system were researched through the experiments at a temperature range of 1,573–1,773 K in vacuum, along with thermodynamic analysis. The X-ray diffraction and the scanning electron microscope were used to characterize the residues and the condensates. The results demonstrated that Al2O3and Al reacted to form gaseous Al2O, and then the gaseous Al2O disproportionated into Al2O3and Al with the decrease in temperature, which constituted the condensates together with the condensed Al from Al vapor. The residual Al2O3and Al were transformed into the composite powders consisting of the interconnected Al2O3flakes coated with Al, and the Al2O3in the condensates were not coated by Al even at the condensation temperature up to about 1,523 K. It was deduced that the reaction between Al2O3and molten Al should be the key factor leading to their bonding in vacuum. © 2017 Curtin University and John Wiley & Sons, Ltd.","34","Aluminum coatings","Alumina - Aluminum - Aluminum oxide - Microstructure - Powders - Scanning electron microscopy - Temperature - Thermoanalysis - Thermodynamics - X ray diffraction","Composite powders - Condensation temperature - In-vacuum - Key factors - Micro-structure evolutions - Temperature range - Thermo dynamic analysis - Wetting behavior","541.1 Aluminum - 641.1 Thermodynamics - 801 Chemistry - 804.2 Inorganic Compounds - 813.2 Coating Materials - 951 Materials Science","Number: 51364020, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the Fund of the National Natural Science Foundation of China (51364020).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"In3+-doped BiVO4photoanodes with passivated surface states for photoelectrochemical water oxidation","20182405303492","","Zhong, Xiaohui (1); He, Huichao (1); Yang, Minji (1); Ke, Gaili (1); Zhao, Zongyan (3); Dong, Faqin (1); Wang, Bowen (1); Chen, Yaqi (1); Shi, Xianying (1); Zhou, Yong (2) ","(1) State Key Laboratory of Environmental Friendly Energy Materials, Key Laboratory of Solid Waste Treatment and Resource Recycle, Ministry of Education, School of Materials Science and Engineering, Southwest University of Science and Technology, Mianyang; 621010, China (2) Ecomaterials and Renewable Energy Research Center, School of Physics, Nanjing University, Nanjing; 211102, China (3) Faculty of Materials Science and Engineering, Key Laboratory of Advanced Materials of Yunnan Province, Kunming University of Science and Technology, Kunming; 650093, China ","He, Huichao(hehuichao@swust.edu.cn) ","Journal of Materials Chemistry A","J. Mater. Chem. A","","Royal Society of Chemistry","6","22","10456-10465","2018","","","","2018","English","20507488","20507496","","10.1039/c8ta01377b","","","","","","JMCAET","Journal article (JA)","BiVO4is a promising photoanode material for photoelectrochemical water splitting, but its actual activity is hindered by the high energy surface states. Here, we report that In3+can be used as a dopant to substitute the partial sites of Bi3+in BiVO4for modifying the surface states and improving the water oxidation activity of a BiVO4nanoflake film. Among the In3+-doped BiVO4film photoanodes, the 7% In3+-doped BiVO4film shows optimal photoelectrochemical water oxidation activity. At 1.23 V vs. RHE, the 7% In3+-doped BiVO4photoanode exhibits a photocurrent density of 1.56 mA cm-2in 0.1 M Na2SO4, which is over 200% greater than that of the undoped BiVO4photoanode. In3+-doping did not change the morphology, phase and band gap of BiVO4obviously, but resulted in a positive shift of the flat band position and higher surface charge separation efficiency for water oxidation. Density functional theory calculations indicate that the surface energy of BiVO4decreased after In3+-doping that involved more unsaturated electrons of the Bi atom in the Bi-O bonds, thus reducing the amount of exposed unsaturated Bi atoms and broken Bi-O bonds. Therefore, the enhanced water oxidation activity on the In3+-doped BiVO4photoanode can be ascribed to In3+-doping that passivated the surface states of BiVO4and thus inhibited the surface charge recombination. © The Royal Society of Chemistry 2018.","44","Vanadium compounds","Density functional theory - Electrochemistry - Energy gap - Oxidation - Semiconductor doping - Sodium sulfate - Surface states","Charge recombinations - Charge separations - Passivated surface - Photoanode materials - Photocurrent density - Photoelectrochemical water oxidation - Photoelectrochemical water splitting - Water oxidation","712.1 Semiconducting Materials - 801.4.1 Electrochemistry - 802.2 Chemical Reactions - 804.2 Inorganic Compounds - 931 Classical Physics; Quantum Theory; Relativity - 932 High Energy Physics; Nuclear Physics; Plasma Physics","Number: -, Acronym: DICP, Sponsor: Dalian Institute of Chemical Physics; Number: 15zx7123, Acronym: SWUST, Sponsor: Southwest University of Science and Technology; Number: 15zx7104, Acronym: SWUST, Sponsor: Southwest University of Science and Technology; Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 2017JY0146, Acronym: -, Sponsor: Sichuan Province Science and Technology Support Program; Number: 2014CB846003, Acronym: -, Sponsor: -; Number: 41702037, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We acknowledge the National Basic Research Program of China (973 Program: 2014CB846003), the National Natural Science Foundation of China (41702037), the Sichuan Science and Technology Program (2017JY0146), and the Research Fund of Southwest University of Science and Technology (15zx7104 and 15zx7123) for funding and supporting this work. The authors thank Dr Tingting Yao (Dalian Institute of Chemical Physics, Chinese Academy of Sciences, China) for her help with faradaic efficiency of O2 evolution measurements and data analysis.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Application of Big Data Technology and Method in Moral Education in Colleges and Universities","20182805539257","","Fang, Xi (1); Wang, Juanjuan (1) ","(1) School of philosophy, politics and law, Yunnan Normal University, Kunming, Yunnan, 650500, China; School of philosophy, Hubei University, Wuhan, Hubei, 430062, China ","","Proceedings - 3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","Proc. - Int. Conf. Intell. Transp., Big Data Smart City, ICITBS","Communication Research Institute of Changsha University of Science and Technology; Cooperative Vehicle Infrastructure System; et al.; Hunan Key Laboratory of Smart Highway; St. John's University; Xiamen University Tan Kah Kee College","Institute of Electrical and Electronics Engineers Inc.","2018-January","","377-381","April 5, 2018","Proceedings - 3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","","1 of 1","2018","English","","","9781538642016","10.1109/ICITBS.2018.00102","","3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","January 25, 2018 - January 26, 2018","Xiamen, China","135790","","Conference article (CA)","With the growth of science and technology and the progress of scientific and technological means, we have entered a new era of 'big data', which influences and quietly changes our lives. In this new era, combined with the characteristics of their own and effective application of the technology and methods of big data, moral education in colleges and universities should seek favorable opportunities in a timely manner, and progressively realize the integration of digital technology and humanistic spirit, the complementary integration of network education and real education, the complementary integration of data thinking and traditional experience, and the complementary integration of situational awareness and ubiquitous°education. In doing so, the effective development of moral education in colleges and universities can be improved constantly. © 2018 IEEE.","10","Big data","Engineering education - Integration - Smart city","Big data technologies - Colleges and universities - Digital technologies - Growth of science - Moral educations - Network education - Situational awareness","723.2 Data Processing and Image Processing - 901.2 Education - 921.2 Calculus",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Torsional Oscillation Damping Control for DFIG-Based Wind Farm Participating in Power System Frequency Regulation","20181104904706","","Xi, Xinze (1, 2); Geng, Hua (1); Yang, Geng (1); Li, Shengnan (2); Gao, Fei (3) ","(1) Department of Automation, Tsinghua University, Beijing; 100084, China (2) Electric Power Research Institute, Yunnan Power Grid Co., Ltd., Kunming; 650011, China (3) Department of Energy, University of Technology of Belfort Montbeliard, Belfort; 90400, France ","Geng, Hua(genghua@tsinghua.edu.cn) ","IEEE Transactions on Industry Applications","IEEE Trans Ind Appl","","Institute of Electrical and Electronics Engineers Inc.","54","4","3687-3701","July-August 2018","","","","2018","English","00939994","","","10.1109/TIA.2018.2814559","","","","","","ITIACR","Journal article (JA)","Large-scale wind farms (WFs) are gradually required to participate in power system frequency regulation, especially in a weak grid. Corresponding ancillary frequency control functionalities and the contribution of the WF to system frequency stability are well studied. However, the impact of WF ancillary frequency control on wind turbine generators (WTGs) is rarely considered. It is found in this paper that the ancillary frequency control deteriorates drive-train torsional oscillation of the WTG, which restricts application of the ancillary control. To overcome this problem, this paper proposes an adaptive damping control scheme based on reactive power modulation of the WTG to suppress the drive-train torsional oscillation, which can assist the WF to meet the grid code requirements. Superior to the traditional active power modulation method, the proposed adaptive control scheme can achieve satisfactory damping improvement with less control effort. Furthermore, the adaptive scheme with a torsional frequency updating mechanism can effectively counteract torsional damping deterioration caused by parameter uncertainties, operating condition or control mode variations. Feasibility and effectiveness of the proposed damping control are validated by simulations and real-time experiments. © 1972-2012 IEEE.","36","Electric power system control","Adaptive control systems - Asynchronous generators - Control system stability - Damping - Electric frequency control - Electric power system interconnection - Electric power transmission networks - Electric utilities - Gas generators - Modulation - Oscillators (electronic) - Reactive power - Torque - Turbogenerators - Wind power - Wind turbines","Adaptive control schemes - Adaptive damping - Grid code requirements - Large-scale wind farms - Power system frequencies - Power system stability - Torsional oscillation - Wind farm",,"Number: e-mail:,cs_xxz@163.com, Acronym: -, Sponsor: -; Number: -, Acronym: EPRI, Sponsor: Electric Power Research Institute; Number: 61722307, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1510208, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51711530235, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: THU, Sponsor: Tsinghua University; ","Manuscript received May 8, 2017; revised August 31, 2017, November 10, 2017, and January 30, 2018; accepted March 4, 2018. Date of publication March 9, 2018; date of current version July 17, 2018. Paper 2017-IACC-0510.R3, presented at the 2016 IEEE Industry Applications Society Annual Meeting, Portland, OR USA, Oct. 2–6, and approved for publication in the IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS by the Industrial Automation and Control Committee of the IEEE Industry Applications Society. This work was supported by the National Natural Science Foundation of China under Grant 61722307, Grant U1510208, and Grant 51711530235. (Corresponding author: Hua Geng.) X. Xi is with the Department of Automation, Tsinghua University, Beijing 100084, China, and also with the Electric Power Research Institute, Yunnan Power Grid Co., Ltd., Kunming 650011, China (e-mail:,cs_xxz@163.com).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cobalt-catalyzed asymmetric reactions of heterobicyclic alkenes with in situ generated organozinc halides","20184806137580","","Li, Yun (1); Chen, Jingchao (1); He, Zhenxiu (1); Qin, Hongyu (1); Zhou, Yongyun (1); Khan, Ruhima (1); Fan, Baomin (1, 2) ","(1) YMU-HKBU Joint Laboratory of Traditional Natural Medicine, Yunnan Minzu University, Kunming; 650500, China (2) Key Laboratory of Chemistry in Ethnic Medicinal Resources, Yunnan Minzu University, Kunming; 650500, China ","Chen, Jingchao(chenjingchao84@163.com) ","Organic Chemistry Frontiers","Org. Chem. Front.","","Royal Society of Chemistry","5","7","1108-1112","April 7, 2018","","","","2018","English","20524110","20524129","","10.1039/c7qo01064h","","","","","","","Journal article (JA)","A general strategy for the asymmetric allylation and benzylation of heterobicyclic alkenes is described by employing in situ generated organozinc halides. This methodology features the application of a co-catalytic system comprising chiral cobalt complex and Lewis acid, which deliver both the asymmetric ring opening products of oxabenzonorbornadienes and the asymmetric addition products of azabenzonorbornadienes, respectively. © 2018 the Partner Organisations.","42","Cobalt compounds","Catalysts - In situ processing - Olefins - Organometallics","Asymmetric addition - Asymmetric allylation - Asymmetric reaction - Asymmetric ring opening - Benzylation - Catalytic system - Cobalt complexes - Organozinc halides","803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.1 Organic Compounds","Number: ZD2015012, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2017ZDX046, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2017FA004, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 21302162, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 21572198, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 21362043, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We gratefully thank the National Natural Science Foundation of China (21572198, 21362043, 21302162), the Applied Basic Research Project of Yunnan Province (2017FA004) and the Department of Education of Yunnan Province (2017ZDX046, ZD2015012) for financial support.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Direct growth of MnCO3on Ni foil for a highly sensitive nonenzymatic glucose sensor","20182205246853","","Dong, Chengjun (1, 2); Tao, You (1); Chang, Qing (1); Liu, Quanhui (1); Guan, Hongtao (1, 2); Chen, Gang (1, 2); Wang, Yude (1, 2) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Yunnan Province Key Lab of Micro-Nano Materials and Technology, Yunnan University, Kunming; 650091, China ","Wang, Yude(ydwang@ynu.edu.cn) ","Journal of Alloys and Compounds","J Alloys Compd","","Elsevier Ltd","762","","216-221","25 September 2018","","","","2018","English","09258388","","","10.1016/j.jallcom.2018.05.193","","","","","","JALCEU","Journal article (JA)","Here, a novel MnCO3directly grown on Ni foil for sensitive nonenzymatic glucose detection has been fabricated by a facile hydrothermal approach. The morphologies and structures were characterized by scanning electron microscopy (SEM), transmission electron microscopy (TEM), X-ray diffraction (XRD). These results show that the MnCO3initially compacted together in particles and then formed random rods due to the mismatch between MnCO3and substrate. The electrochemical performance of the MnCO3/Ni foil for glucose detection was investigated by cyclic voltammetry (CV) and chronoamperometry, which demonstrates a high sensitivity of 1254.4 μA mM-1cm-2with a detection limit of 1 μM at 0.55 V, and a fast response time of 10 s. Moreover, the MnCO3/Ni foil electrode exhibits excellent selectivity from interfering species such as KCl, NaCl, Ascorbic acid (AA), Uric acid (UA) and Dopamine (DA). Thus, the MnCO3would be a promising material in nonenzymatic glucose detection. © 2018 Elsevier B.V.","37","Manganese compounds","Amines - Ascorbic acid - Chronoamperometry - Cyclic voltammetry - Electrochemical electrodes - Glucose - Glucose sensors - High resolution transmission electron microscopy - Nickel - Potassium compounds - Scanning electron microscopy - Sodium chloride - Transmission electron microscopy","Electrochemical performance - Electrode material - Fast response time - Glucose detection - Interfering species - MnCO3 - Non-enzymatic glucose sensors - Sensitivity","462.1 Biomedical Equipment, General - 548.1 Nickel - 741.3 Optical Devices and Systems - 801.4.1 Electrochemistry - 804.1 Organic Compounds","Number: 2015Y008, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2014FB110, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 11564042, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (Grant no. 11564042 ), the Application Basic Research Fund of Yunnan Province (Grant no. 2014FB110 ), and the Project of the Department of Education of Yunnan Province (Grant no. 2015Y008 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Removal of heavy metal and sulfate ions by cellulose derivative-based biosorbents","20180804820308","","Gao, Xin (1); Zhang, Heng (1); Chen, Keli (1); Zhou, Jiali (1); Liu, Qixing (1) ","(1) Faculty of Chemical Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Zhang, Heng(zhangheng0625@sina.com) ","Cellulose","Cellulose","","Springer Netherlands","25","4","2531-2545","April 1, 2018","","","","2018","English","09690239","1572882X","","10.1007/s10570-018-1690-x","","","","","","CELLE8","Journal article (JA)","A series of environmentally-friendly bagasse pith cellulose-based adsorbents were prepared in an attempt to retain Cu2+and SO42−from aqueous solutions. The proof of ion adsorption on the biosorbents was identified from Fourier transform infrared spectroscopy and energy-dispersive X-ray spectroscopy-scanning electron microscope. The adsorption capacities were highly dependent on pH and the maximum uptakes of both ions were obtained at pH 5. An increase of solution temperature resulted in decreasing Cu2+removal but enhancing SO42−adsorption. The kinetic studies showed that the adsorptions of copper and sulfate ions followed the pseudo-second-order kinetics. The analysis of isotherm data indicated that the Langmuir and Freundlich models were in good agreement with the sorptions of Cu2+and SO42−, respectively. The proportion of carboxylate cellulose and quaternary ammonium-functionalized cellulose in biosorbents influenced on adsorption capacity of the above ions. The adsorption mechanism was mainly governed by ion exchange, complexation and electrostatic association. © 2018, Springer Science+Business Media B.V., part of Springer Nature.","58","Copper compounds","Adsorption - Bagasse - Carboxylation - Cellulose - Energy dispersive spectroscopy - Fourier transform infrared spectroscopy - Heavy metals - Ion exchange - Ions - Scanning electron microscopy - Solutions - Sulfur compounds","Adsorption mechanism - Bagasse pith - Biosorbents - Functionalizations - Sulfate ion","531 Metallurgy and Metallography - 801 Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 811.3 Cellulose, Lignin and Derivatives - 821.5 Agricultural Wastes","Number: KKSY201605058, Acronym: -, Sponsor: Canon Foundation for Scientific Research; Number: 2016zzx045, Acronym: -, Sponsor: -; Number: 51363013, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Acknowledgments The work was financially supported by National Natural Science Foundations of China (51363013), Science Research Foundation Project of Yunnan Municipal Education Commission (2016zzx045) and KMUST Scientific Research Foundation for the Introduction of Talent (KKSY201605058).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Radial growth response of Abies georgei to climate at the upper timberlines in central Hengduan Mountains, Southwestern China","20184005897797","","Yin, Dingcai (1); Xu, Derong (2); Tian, Kun (1, 3); Xiao, Derong (1, 4); Zhang, Weiguo (1); Sun, Dacheng (1); Sun, Hui (1); Zhang, Yun (1, 3) ","(1) National Plateau Wetlands Research Center, Southwest Forestry University, Kunming; 650224, China (2) Forestry College, Southwest Forestry University, Kunming; 650224, China (3) National Positioning Research Station for Dianchi Wetland Ecosystem, Kunming; 650224, China (4) PlateauWetlands Science Innovation Team of Yunnan Province, Kunming; 650224, China ","Zhang, Yun(zhangyuncool@163.com) ","Forests","Forests","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","9","10","","September 29, 2018","","","","2018","English","","19994907","","10.3390/f9100606","606","","","","","","Journal article (JA)","Climate change has an inevitable impact on tree radial growth, particularly at mountain timeberlines. To understand climate effects on conifer radial growth in the central HengduanMountains, and the potential impacts of future climate change on conifer forests, we studied the growth responses to climate variables in Abies georgei, the major tree species of conifer forest in the HengduanMountains. We collected tree ring samples fromfour sites near the timberlines and analyzed the relationship between principle components (PC#1) of four chronologies and climatic variables (monthly mean temperature and monthly total precipitation) by using response function analysis (RFA), redundancy analysis (RDA), and moving interval analysis (MIA). A. georgei growth was affected by both temperature (positive effects) and precipitation (negative effects). Specifically, the radial growth of A. georgei was significantly and positively correlated with current July (by 6.1%) and previous November temperature (by 17.3%) (detected by both RFA and RDA), while precipitation of current June (by 6.6%) and September (by 11.7%) inhibited tree growth (detected by RDA).More rapid warming in the most recent 20 years (1990-2010) clearly enhanced growth responses to July and November temperature, whereas the relationship was weakened for June and September precipitation, according to MIA. Under the climate trend of the study area, if the increasing temperature could offset the negative effects of excessive precipitation, A. georgei radial growth would likely benefit from warming. © 2018 by the authors.","53","Climate change","Forestry - Principal component analysis","Conifer forests - Dendrochronology - Increasing temperatures - Principle component - Redundancy analysis (RDA) - Response functions - Tibetan Plateau - Total precipitation","443.1 Atmospheric Properties - 922.2 Mathematical Statistics","Number: 2018Y118, Acronym: -, Sponsor: -; Number: 2012HC007, Acronym: -, Sponsor: Sichuan Province Youth Science and Technology Innovation Team; Number: 31600395, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Funding: This work was funded by the National Natural Science Foundation of China (31600395), the Scientific Research Foundation of the Educational Department of Yunnan Province (2015Z136, 2018Y118) and the Plateau Wetlands Science Innovation Team of Yunnan Province (2012HC007).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reconstruction of runoffs over Upper-Middle Reaches of Yellow River and its relationship between PDO since AD 1766","20185106260107","","Pan, Wei (1, 2); Zheng, Jingyun (2); Man, Zhimin (3) ","(1) Institute of Historical Geography, Yunnan University, Kunming; 650091, China (2) Key Laboratory of Land Surface Pattern and Simulation, Institute of Geographic Sciences and Natural Resources Research, CAS, Beijing; 100101, China (3) Center for Historical Geographical Studies, Fudan University, Shanghai; 200433, China ","","Dili Xuebao/Acta Geographica Sinica","Dili Xuebao/Acta Geogr. Sin.","","Science Press","73","11","2053-2063","November 25, 2018","","","","2018","Chinese","03755444","","","10.11821/dlxb201811001","","","","","","","Journal article (JA)","This study, through establishing the regression model, inverts the annual runoff of 1766-1911 AD, builds up and improves the annual runoff series of 1766-2000 AD in flood season in Lanzhou, Qingtongxia and Sanmenxia by using the records of water level stake of three gauge stations in the Upper-Middle Yellow River (UMYR) in the Qing Dynasty. Combining the annual runoff of 1766-1911 AD at Tangnaihai Station in riverhead reach, the study builds the runoff series of four stations at the riverhead and UMYR, which is presently the clearest runoff curve of the Yellow River by historical records. According to the research, the heavy 'river disaster' that appeared in the lower Yellow River in the mid-19th century was caused by sudden changes of the runoff at the Qingtongxia-Sanmenxia section. Drought period of the river in the 1920s existed from the riverhead to the middle reach, but it was not caused by sudden changes. Meanwhile, the study also reveals that PDO and the runoff of the UMYR had a periodic inverse phase relationship on the interdecadal scale. In the early and mid-20th century, the runoff of the four stations had an inverse phase relationship on the scale of 8-16 years. In the 1830-1850s, the inverse phase relationship between PDO and flow on the scale of 4-6 years was more obvious at Lanzhou-Sanmenxia section. According to the interactive wavelet analysis, there is a significant inverse correlation between PDO and the amount of water in the UMYR on a scale of 8-16 years, but only at the Sanmenxia-Lanzhou section, suggesting that the relationship between summer rainfall in the UMYR and PDO had obvious temporal and spatial differences. (1) During the study period, the change of runoff flow in the UMYR had obvious differences; On the natural state, there was no obvious consistency in the flow change of the UMYR. The occurrence of sudden change time point was not synchronous in history. In the long term, the runoff change of the UMYR had a unique phenomenon. The simultaneous reduction of flows of each reach since the 1970s is a special phenomenon, at least it is the only phenomenon discussed in this study within this time range. (2) It is concluded that the correlation between the PDO and runoff in the UMYR is periodic and there is no special obvious linear relationship, but regional differences are more obvious. The inverse correlation between PDO and runoff in the study reaches is mainly on a decadal scale. The Lanzhou-Sanmenxia section is relatively sensitive in the face of the change of the PDO on the decadal scale. When formulating the water resources strategy of the Yellow River, we should notice the differences in the response of different sections to the same environmental background. (3) In the mid-19th century, many large-scale floods in the lower reach resulted from the sudden increase of runoff in the middle reach. In the reign of Emperor Daoguang of the mid-19th century, the Qing Dynasty declined rapidly. During this period, large-scale flood disasters occurred in many parts of eastern China, especially in the populous North China Plain and Taihu Basin. The flood brought huge financial and social losses. Among them, eastern Henan of North China Plain suffered from the flood disaster in successive years by burst of the Yellow River in the 1840s, and the central government spent a huge amount of money to solve the problem of the river, which greatly aggravated the financial difficulties in that period. The large-scale flood in the lower Yellow River corresponds to the period of sudden change of runoff flow in Sanmenxia section revealed by this research, which indicates the sudden increase of rainfall in the Loess Plateau. Climate change was deeply involved in China's decline and depression during the reign of Daoguang. (4) Although some progress has been made in reconstruction of multi-site and long-time runoff series of the Yellow River based on different materials, further work is needed in data analysis so as to make clear the sequences of uncertainty, thus enabling the integration of data in the future to provide basic data for further research on long-time spatial and temporal change of runoff of the Yellow River. © 2018, Science Press. All right reserved.","23","Runoff","Climate change - Disasters - Floods - Inverse problems - Rain - Regression analysis - Rivers - Time series analysis - Uncertainty analysis - Water levels","Financial difficulties - Linear relationships - Phase relationships - Regional differences - Simultaneous reduction - Spatial and temporal changes - Temporal and spatial - Yellow river","442.1 Flood Control - 443.1 Atmospheric Properties - 443.3 Precipitation - 922.1 Probability Theory - 922.2 Mathematical Statistics","Number: 41401223, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","National Key Research & Development Program of China, No.2018YFA0605601; National Natural Science Foundation of China, No.41401223.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
