Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Effects of crystal structure transformation on cooperative up-conversion luminescence in the Tb3+-Yb3+co-doped oxyfluoride glass-ceramics","20174304311576","Li, Zhencai (1); Zhou, Dacheng (1, 2); Yang, Yong (1, 2); Ren, Peng (1); Zhu, Rui (1); Han, Tao (3); Qiu, Jianbei (1, 2) ","(1) Faculty of Material Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Lab. of Advanced Materials of Yunnan Province, Kunming; 650093, China (3) Chongqing Engineering Research Center for Optoelectronic Materials and Devices, Research Institute for New Materials Technology, Chongqing University of Arts and Sciences, Chongqing; 402160, China ","Qiu, Jianbei(qiu@kmust.edu.cn) ","Journal of Alloys and Compounds","J Alloys Compd","","Elsevier Ltd","731","","1044-1052","January 15, 2018","","","2018","English","09258388","","","10.1016/j.jallcom.2017.10.055","","","","","","JALCEU","Journal article (JA)","In this study, Tb3+-Yb3+co-doped transparent oxyfluoride glass-ceramics were prepared respectively from melt-quenched glass samples with the molar compositions of 45SiO2-15Al2O3-12Na2CO3-21BaF2-(7-x)LaF3-xYF3(x = 0, 1, 3, 6 and 7). It was found that the crystal structure of the annealed glass-ceramics strongly depended on the ratio of YF3/LaF3. X-ray diffraction (XRD) and transmission electron microscopy (TEM) results revealed that the crystal structure transformed from cubic Ba2LaF7phase to cubic intermediate phase and finally to cubic BaYF5phase, the BaYF5nanocrystal was determined as cubic structure instead of the reported tetragonal structure for the first time via a Rietveld refinement method with TOPAS. In the process of crystal structure transformation, the local symmetry around Tb3+ions was infected by different types of irregularly arranged interstitial F- ions, which further affected the effective phonon energy around Tb3+ions. The high effective phonon energy around Tb3+ions in the intermediate phase could strongly enhance the up-conversion (UC) luminescence intensity, and thus improved the UC luminescence efficiency. © 2017 Elsevier B.V.","48","Crystal symmetry","Alumina - Aluminum oxide - Barium compounds - Glass ceramics - High resolution transmission electron microscopy - Ions - Lanthanum compounds - Luminescence - Phonons - Rietveld refinement - Sodium Carbonate - Sodium compounds - Transmission electron microscopy - Uranium compounds - X ray diffraction","Crystal structure transformation - Intermediate phase - Local symmetry - Phonon energies - Up conversion","741.1 Light/Optics - 741.3 Optical Devices and Systems - 801 Chemistry - 804.2 Inorganic Compounds - 933.1.1 Crystal Lattice","Number: 2016FA021, Acronym: -, Sponsor: -; Number: 11774138, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61565009, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11664022, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (No. 61565009 , 11664022 , 11774138 ), Society Development Foundation of Yunnan Province ( 2016FA021 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The age of river terraces in the Jinjiangjie reach of the Jinsha River and its implications for valley and drainage evolution","20185106270049","Dong, Ming (1); Su, Huai (1); Shi, Zhengtao (1); Ming, Qingzhong (2); He, Huili (3) ","(1) College of Tourism and Geography Sciences, Yunnan Normal University, Kunming; 650500, China (2) Research Institute of Tourism and Culture Industry, Yunnan University of Finance and Economics, Kunming; 650221, China (3) Kunming Institute of Botany, CAS, Kunming; 650201, China ","Su, Huai(suhuai07@163.com) ","Dili Xuebao/Acta Geographica Sinica","Dili Xuebao/Acta Geogr. Sin.","","Science Press","73","9","1728-1736","September 25, 2018","","","2018","Chinese","03755444","","","10.11821/dlxb201809009","","","","","","","Journal article (JA)","The Jinsha River has attracted considerable attention for nearly a century due to its unusual drainage basin morphology. Most models describing its evolution suggest that the modern Jinsha River, draining the Tibetan Plateau margin, was once a tributary to a single, southward river system called 'Paleo-Red River', which drained into the South China Sea and then its flow direction changed to east to join the Yangtze River due to river capture. The Red River submarine fan, considered to have been primarily fed by the Paleo-Red River system, suddenly disappeared at 5.5 Ma provides an important chronological constraint on this reorganization of drainage lines and reversal event. However, no geomorphic evidence has been found to agree with this hypothesized timeframe. Here, we present electron spin resonance (ESR) ages from eight terraces preserved in the Jinjiangjie reach of the Jinsha River together with their GPS altimetry data. Their ages from old to young are 1.07 Ma, 0.70 Ma, 0.65 Ma, 0.51 Ma, 0.47 Ma, 0.44 Ma, 0.30 Ma and 0.18 Ma, with a calculated average river incision rate of 147 mm/ka since 1.0 Ma. The paleo-topography, reconstructed by filling the deeply incised river gorges with digital elevation model (DEM) data, shows that the upper reach of the Paleo-Red River was captured by the Yangtze River and changed its flow direction eastward at the time of disruption of the 2000 m asl paleo-topographic surface in the Jinsha River drainage basin. The age of the paleo-topographic surface formation would be approximately 5.5 Ma using the average river incision rate extrapolation, suggesting that the present Jinsha River system was born after 5.5 Ma. This data support the chronological constraint from the Red River submarine fan, and hypothesized evolution of the Jinsha River. © 2018, Science Press. All right reserved.","33","Rivers","Catchments - Electron spin resonance spectroscopy - Magnetic moments - Stream flow - Submarines - Surveying","Digital elevation model - Geomorphic evidence - Jinjiangjie reach - Paleo topography - South China sea - Surface formation - Terrace - Tibetan Plateau","405.3 Surveying - 407.2 Waterways - 672.1 Combat Naval Vessels - 701.2 Magnetism: Basic Concepts and Phenomena - 801 Chemistry","Number: 41762014, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 41462007, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 41362010, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 41001010, Acronym: -, Sponsor: National Natural Science Foundation of China; ","收稿日期：2017-09-18; 修订日期：2018-05-17 基金项目：国家自然科学基金项目(41762014,41462007,41362010,41001010);云南省应用基础研究计划项目(2013FZ047) [Foundation: National Natural Science Foundation of China, No.41762014, No.41462007, No.41362010, No.41001010;AppliedBasicResearchProjectofY unnan Province,No.2013FZ047] 作者简介：董铭(1976-), 女, 吉林白山人, 硕士, 副教授, 主要从事第四纪环境演化与数字地貌研究。 E-mail:dongm2001@sina.com 通讯作者：苏怀(1977-), 男, 云南保山人, 博士, 副教授, 主要从事河流地貌研究。E-mail: suhuai07@163.com",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anti-swing design for overhead crane based on dual sliding mode control","20182105212266","Xiao, Renxin (1); Wang, Zelin (1); Chen, Zheng (1); Shen, Jiangwei (1) ","(1) Faculty of Transportation Engineering, Kunming University of Science and Technology, Kunming, Yunnan, China ","","Proceedings of the IEEE International Conference on Industrial Technology","Proc IEEE Int Conf Ind Technol","IEEE Industrial Electronics Society (IES); The Institute of Electrical and Electronics Engineers (IEEE)","Institute of Electrical and Electronics Engineers Inc.","2018-February","","81-86","April 27, 2018","Proceedings - 2018 IEEE International Conference on Industrial Technology, ICIT 2018","1 of 1","2018","English","","","9781509059492","10.1109/ICIT.2018.8352156","","19th IEEE International Conference on Industrial Technology, ICIT 2018","February 19, 2018 - February 22, 2018","Lyon, France","136204","85RSAY","Conference article (CA)","A dual sliding mode based controller (DSMC) is proposed to suppress the payload swing and adjust the crane position precisely for the overhead crane system. The friction coefficient between the crane and the cable is considered for the nonlinear system. The DSMC is employed for the adjustment of the crane position and the payload swing, integral and differential terms are added into the design of the sliding surface. In order to eliminate the chattering caused by conventional switching function, the variable exponent reaching law is implemented. Simulation and experiment show that DSMC exhibits satisfied robustness for the anti-swing control system. © 2018 IEEE.","22","Sliding mode control","Bridge cranes - Friction - Gantry cranes - Nonlinear systems","Anti swings - Antiswing control - Friction coefficients - Overhead crane - Overhead crane system - Sliding modes - Sliding surface - Variable exponent reaching law","693.1 Cranes - 731.1 Control Systems - 961 Systems Science","Number: 2015YB053, Acronym: -, Sponsor: Analysis and Testing Foundation of Kunming University of Science and Technology; Number: 14078368, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 51567012, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61763021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT The Research is supported by National Science Foundation of China (Grant No. 51567012, 61763021) in part, the Innovation Foundation of Kunming University of Science and Technology (Grant No. 2015YB053) in part and the Innovation Team Program of Kunming University of Science and Technology (No. 14078368) in part. In addition, the authors would like to thank the B&R Automation LLC for their hardware and program training support.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Near infrared light triggered reactive oxygen species responsive nanoparticles for chemo-photodynamic combined therapy","20181705039594","Zhang, Xuefei (1, 2); Huang, Binyao (1); Shen, Yifeng (1); Yang, Chanzhen (1); Huang, Zeqian (1); Huang, Yanjuan (1); Xu, Xiaoyu (1); Jiang, Yali (1); Sun, Xiaoqi (1); Li, Xining (1); Yan, Mina (1); Zhao, Chunshun (1) ","(1) School of Pharmaceutical Sciences, Sun Yat-sen University, Guangzhou Higher Education Mega Center, 132 Waihuan East Road, GuangZhou; 510006, China (2) School of Traditional Dai-Thai Medicine, West Yunnan University of Applied Sciences Jinghong, Yunnan; 666100, China ","Zhao, Chunshun(zhaocs@mail.sysu.edu.cn) ","Journal of Materials Chemistry B","J. Mater. Chem. B","","Royal Society of Chemistry","6","15","2347-2357","2018","","","2018","English","20507518","2050750X","","10.1039/c8tb00308d","","","","","","JMCBDV","Journal article (JA)","Currently, the strategy of combining photodynamic therapy (PDT) and chemotherapy for enhancing cancer therapeutic efficiency has aroused extensive interest. Nonetheless, weaknesses such as low local concentration, uncontrollable release of the drug, a non-suitable treatment light source, and a low response to the tumor site of PDT lead to the combined treatment effect not being ideal. Herein, we proposed simple and intelligent ROS-responsive zinc phthalocyanine sensitized TiO2nanoparticles which conjugated with chlorambucil (CBL) (mTiO2-BCBL@ZnPC NPs) in an attempt to solve these issues. Not only were the nanoparticles triggered in near infrared radiation (NIR) for PDT with various reactive oxygen species (ROS) being generated, but the nanoparticles also realized the controllable release of CBL by H2O2, a major kind of ROS, through cleavage of the phenylboronic ester between CBL and the nanoparticle. Impressively, the controllable release of CBL under NIR irradiation showed an on-off characteristic and time dependency. In addition, the well-defined mTiO2-BCBL@ZnPC NPs with a 30 nm average diameter showed good stability and biocompatibility. The in vitro cytotoxicity studies demonstrated that the mTiO2-BCBL@ZnPC NPs were more cytotoxic under NIR irradiation than the mTiO2@ZnPC NPs and CBL, while the mTiO2-BCBL@ZnPC NPs were less cytotoxic under dark conditions. The above results implied that photo-controlled drug release is a promising choice for cancer therapy due to its high selectivity, good safety and low side-effects, and would be expected to be used in chemo-photodynamic combined therapy for improving the therapeutic efficiency. © The Royal Society of Chemistry 2018.","53","Controlled drug delivery","Biocompatibility - Chemotherapy - Cytotoxicity - Diseases - Efficiency - Image enhancement - Infrared devices - Infrared radiation - Irradiation - Light sources - Nanoparticles - Oxygen - Photodynamic therapy - Targeted drug delivery - Titanium dioxide - Zinc compounds","Controllable release - Controlled drug release - Near-infrared radiations - Photodynamic therapy (PDT) - Reactive oxygen species - Therapeutic efficiency - TiO2 nano-particles - Zinc phthalocyanines","461 Bioengineering and Biology - 741.1 Light/Optics - 761 Nanotechnology - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 913.1 Production Engineering - 933 Solid State Physics","Number: -, Acronym: -, Sponsor: Guangzhou Science and Technology Program key projects; Number: 81673369/H3008, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 201604020157, Acronym: -, Sponsor: -; ","This work was supported by the National Natural Science Foundation of China (grant number: 81673369/H3008) and Science and Technology Program of Guangzhou, China (grant number: 201604020157).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Novel pH-responsive and self-assembled nanoparticles based on Bletilla striata polysaccharide: preparation and characterization","20185006242337","Zhu, Junxiao (1, 2); Guo, Xiaoxi (1, 3); Guo, Tingting (1, 2); Yang, Ye (1, 2); Cui, Xiuming (1, 2); Pan, Jun (4); Qu, Yuan (1, 2); Wang, Chengxiao (1, 2) ","(1) Faculty of Life Science and Technology, Kunming University of Science and Technology, Kunming; 650500, China (2) Key Laboratory of Sustainable Utilization of Panax Notoginseng Resources of Yunnan Province, Kunming; 650500, China (3) University Based Provincial Key Laboratory of Screening and Utilization of Targeted Drugs, Kunming; 650500, China (4) Institute of Food Science and Technology, Yunnan Provincial Academy of Agricultural Sciences, Kunming; 650205, China ","Wang, Chengxiao(wcx1192002@126.com) ","RSC Advances","RSC Adv.","","Royal Society of Chemistry","8","70","40308-40320","2018","","","2018","English","","20462069","","10.1039/C8RA07202G","","","","","","RSCACL","Journal article (JA)","In this investigation, innovative pH-sensitive and amphiphilic nanoparticles (NPs) were synthesized by grafting histidine (His, pH sensitive molecule) and stearic acid (SA, hydrophobic segment) onto the polysaccharides of Bletilla striata (BSP). The His-SA-BSP was able to self-assemble into NPs with pH sensitivity. The acidic conditions could trigger the imidazole ionization and reverse the surface charge, while the electrostatic repulsion wrecked the structure and drove the NPs to a swollen state, as revealed by dynamic light scattering (DLS), transmission electron microscopy (TEM), and critical micelle concentration (CMC) analyses. By increasing the degree of substitution (DS) of His, the NPs showed improved pH sensitivity. The NPs could accelerate Doxorubicin (Dox) release to a remarkably greater extent (3-fold) at pH 5 than at pH 7.4. The CCK-8 assay demonstrated a good biocompatibility of the NPs towards different cell lines and a specific inhibition effect of Dox-loaded NPs against tumor cells. Furthermore, the NPs showed the improved cellular uptake of Dox towards MCF-7 by fluorescence microscopy and flow cytometry. Therefore, the new His-SA-BSP showed potential applications in drug nanocarrier systems. © The Royal Society of Chemistry.","51","Drug delivery","Amino acids - Biocompatibility - Cell culture - Critical micelle concentration - Dynamic light scattering - Fluorescence microscopy - High resolution transmission electron microscopy - Micelles - Nanoparticles - pH sensors - Synthesis (chemical) - Transmission electron microscopy","Acidic conditions - Critical micelle concentration (cmc) - Degree of substitution - Electrostatic repulsion - Hydrophobic segment - Inhibition effect - Nanoparticle (NPs) - Self assembled nanoparticles","461.9.1 Immunology - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 761 Nanotechnology - 801.1 Chemistry, General - 801.3 Colloid Chemistry - 802.2 Chemical Reactions - 804.1 Organic Compounds - 931.4 Quantum Theory; Quantum Mechanics - 933 Solid State Physics","Number: 81760643, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2018ZF011-2018110506, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was nancial supported by the National Natural Science Foundation of China (No. 81760643) and Key technologies R&D program of Yunnan, China (No. 2018ZF011-2018110506). The authors are also grateful to ShenZhenBoRui Saccharide Biotech Co. Ltd. for the helpful discussion of our work.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of stress inhomogeneous coefficient of a continuous rigid frame bridge during construction stage","20184706115239","Shi, Jing-Xian (1); Ran, Zhi-Hong (2); Zhao, Lu-Chang (2) ","(1) Oxbridge College, Kunming University of Science and Technology, KunMing, Yunnan; 650106, China (2) Yunnan University, KunMing Yunnan; 650106, China ","Shi, Jing-Xian(sara_shivip@163.com) ","MATEC Web of Conferences","MATEC Web Conf.","","EDP Sciences","175","","","July 2, 2018","2018 International Forum on Construction, Aviation and Environmental Engineering-Internet of Things, IFCAE-IOT 2018","1 of 1","2018","English","","2261236X","","10.1051/matecconf/201817503016","03016","2018 International Forum on Construction, Aviation and Environmental Engineering-Internet of Things, IFCAE-IOT 2018","May 11, 2018 - May 13, 2018","Guangzhou, China","141840","","Conference article (CA)","The box section which can meet the requirements of wider deck is widely used in the construction of continuous rigid frame bridge. However, the shearing force lag is very obvious, which causes the inhomogeneous distribution of stress in the cross section, and it may threaten the safety of the bridge structure when it is serious. Taking a continuous rigid frame bridge located in Yunnan, China as an example, this paper establishes the finite element calculation model of the bridge to analyze the stress inhomogeneity in the construction stage. The results show that the shear lag coefficient of the section is constantly changing during the dynamic process of construction, with the increase of the length of the cantilever, the shear lag coefficient gradually converges to 1; prestress is the most important factor that causes the lateral inhomogeneity of the positive stress. © The Authors, published by EDP Sciences 2018.","6","Bridges","Environmental engineering - Fiber optic sensors - Internet of things - Rigidity","Bridge structures - Construction stages - Continuous rigid frame bridges - Dynamic process - Inhomogeneities - Inhomogeneous distribution - Lateral inhomogeneity - Positive stress","401.1 Bridges - 723 Computer Software, Data Handling and Applications - 741.1.2 Fiber Optics - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Canopy openness and topographic habitat drive tree seedling recruitment after snow damage in an old-growth subtropical forest","20183105638470","Song, Xiaoyang (1); Hogan, J. Aaron (2); Lin, Luxiang (1); Wen, Handong (1); Cao, Min (1); Yang, Jie (1) ","(1) CAS Key Laboratory of Tropical Forest Ecology, Xishuangbanna Tropical Botanical Garden, Chinese Academy of Sciences, Yunnan; 666303, China (2) International Center for Tropical Botany, Department of Biological Sciences, Florida International University, Miami; FL; 33199, United States ","Cao, Min(caom@xtbg.ac.cn) ","Forest Ecology and Management","For. Ecol. Manage.","","Elsevier B.V.","429","","493-502","1 December 2018","","","2018","English","03781127","","","10.1016/j.foreco.2018.07.038","","","","","","FECMDW","Journal article (JA)","We investigated the relative and combined effect of topography and light environment on the recruitment of seedlings in a subtropical forest after snow damage to the canopy. The tree seedling community in an old-growth subtropical forest was monitored using 500 2 m × 2 m seedling plots at six-month intervals for 2 years. With a focus on recruitment following canopy damage, we related abiotic and biotic environmental variables to seedling dynamics, and we tested if significant topographic and light habitat associations were present for seedlings recruiting via a torus translation test. Then, we used variance partitioning to examine the relative effects of spatial, topographic and light variables on the temporal assemblages of seedlings. A total of 3047 seedlings from 58 species recruited in the first 2 years following snow damage. At the community level, increases in seedling abundance and richness were positively correlated with canopy openness and negatively correlated with elevation. At the species level, both pioneer and late-successional tree species had more recruits in high light environment than in low light environment. 84.3% of the recruiting seedlings were significantly associated to either light environment (35.7%), topography (26.5%) or both (22.1%). Despite this, at the plot level, spatial variables (PCNM) explained the majority of the variability in seedling composition over time. Our results suggest that snow damage to the canopy increases species richness and abundance via light-facilitated seedling recruitment, and that the composition of recruiting seedlings was largely spatially dependent. Topographic habitat filtering acts as a persistent force in determining the recruitment of seedlings and increases in strength with increased light-facilitated seedling recruitment. Our results highlight that, in this subtropical forest, both light requirement and topographic specialization interact over time to play a key role in promoting coexistence of tree species through selection of individuals at the seedling stage. We also suggest exploring the possibilities of management intervention to speed up the recovery of this forest. © 2018 Elsevier B.V.","85","Reforestation","Ecosystems - Light - Plants (botany) - Snow - Topography - Tropics","Disturbance - Environmental variables - Forest gap - Habitat associations - Management interventions - Regeneration - Seedling dynamics, topography, environmental filtering, Ailaoshan - Seedling recruitment","443 Meteorology - 443.3 Precipitation - 454.3 Ecology and Ecosystems - 741.1 Light/Optics - 951 Materials Science","Number: 2014GA003, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: Y4ZK111B01, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 2017XTBG-T01, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: GJHZ201317, Acronym: -, Sponsor: -; Number: 2014CB954100, Acronym: -, Sponsor: -; Number: 31400362, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31570430, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31670442, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Key Basic Research Program of China ( 2014CB954100 ), National Natural Science Foundation of China ( 31670442 , 31400362 and 31570430 ), the West Light Foundation of Chinese Academy of Sciences , the Externa1 Cooperation Program of BIC , Chinese Academy of Sciences ( GJHZ201317 ), Applied Fundamental Research Foundation of Yunnan Province ( 2014GA003 ), Southeast Asia Biodiversity Research Institute, CAS ( Y4ZK111B01 ) and the CAS 135 program (No. 2017XTBG-T01 ). We are grateful for the support from Ailaoshan Station for Subtropical Forest Ecosystem Studies (ASSTRE). We thank Chengchang Luo, Dawen Li, Fayu Chen, Jinhua Qi, Jiu Ma, Lang Ma, Tao Hu, Wenzheng Yang, Yongzhen Shen and Zhenhua Sun for their hard work in collecting data. Appendix See . Tables A1–A3 See . Figs. A1–A4 Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Evaluation of Large Data Analysis Function of Chinese National Knowledge Infrastructure Based on Mountain Tourism Research in China","20190906564150","Wang, Juan (1, 2); Lou, Siyuan (3); Ming, Qingzhong (4) ","(1) School of Tourism and Geographical Sciences, Yunnan Normal University, Kunming, China (2) School of Educational Science, Guangxi College of Education, Nanning, China (3) School of Tourism Management, Henan University of Animal Husbandry and Economy, Zhengzhou, China (4) Institute of Tourism Culture Research, Yunnan University of Finance and Economics, Kunming, China ","","Proceedings - 2018 5th International Conference on Information Science and Control Engineering, ICISCE 2018","Proc. - Int. Conf. Inf. Sci. Control Eng., ICISCE","et al.; Henan University of Science and Technology; Hunan University; Minjiang University; Swinburne University of Technology; Wayne State University","Institute of Electrical and Electronics Engineers Inc.","","","216-220","July 2, 2018","Proceedings - 2018 5th International Conference on Information Science and Control Engineering, ICISCE 2018","1 of 1","2018","English","","","9781538655009","10.1109/ICISCE.2018.00053","8612551","5th International Conference on Information Science and Control Engineering, ICISCE 2018","July 20, 2018 - July 22, 2018","Zhengzhou, Henan, China","144426","","Conference article (CA)","More and more scholars use big data as a literature analysis tool and have made certain achievements. But few study has evaluated this method. This paper makes an attempt on this problem by using the big data analysis function of Chinese National Knowledge Infrastructure (CNKI) database. The 4 statistical functions of 'Quantity Change', 'Keywords Co-occurrence Network', 'Research Institutions' and 'Research Hierarchy Distribution', which are included in 'Metering Visualization Analysis' brought by CNKI itself, are used to discuss the current research status of mountain tourism in China. The result shows that, 'Metering Visualization Analysis' is useful and effective. Although it is one of the best statistical tools in literature review, which can help us grasp the main research status as a whole, it still has some limitations. Using big data to analyze the literatures should be fully integrated into the subject background to further explore the statistical results. And the function of big data analysis must be refined and improved by technicians further on. Only in this way can we acquire the ideas, methods and results of certain papers in details, and master the main current situation of certain research as well as the trend of future development. © 2018 IEEE.","19","Data visualization","Big data - Data handling - Function evaluation - Information analysis - Landforms - Statistical mechanics - Visualization","Approach evaluation - CNKI - Co-occurrence networks - Current research status - mountain tourism in China - Research institutions - Statistical functions - Visualization analysis","481.1 Geology - 723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis - 921.6 Numerical Methods - 922.2 Mathematical Statistics","Number: 2018KY1252, Acronym: -, Sponsor: Education Department of Guangxi Zhuang Autonomous Region; Number: No.B2017001, Acronym: -, Sponsor: -; Number: 41671147, Acronym: -, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT This research is financially supported by the National Natural Science Foundation of China(No.41671147), Fund of Guangxi Education Department(No.2018KY1252), and Program of Guangxi College of Education (No.B2017001 and No. XJJG17B04).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An integrated neural model for sentence classification","20183205650677","Guo, Yanbu (1); Li, Weihua (1); Jin, Chen (1); Duan, Yunhao (1); Wu, Shuang (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming; 650091, China ","Li, Weihua(lywey@163.com) ","Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018","Proc. Chin. Control Decis. Conf., CCDC","","Institute of Electrical and Electronics Engineers Inc.","","","6268-6273","July 6, 2018","Proceedings of the 30th Chinese Control and Decision Conference, CCDC 2018","1 of 1","2018","English","","","9781538612439","10.1109/CCDC.2018.8408230","","30th Chinese Control and Decision Conference, CCDC 2018","June 9, 2018 - June 11, 2018","Shenyang, China","137781","","Conference article (CA)","Text classification is one of the fundamental problems in natural language processing. The difficulty of text classification still lies in the ambiguity and rhetorical of natural language. In order to classify sentences more effectively, we propose a hybrid L-MCNN model to represent the semantics of sentences, and this model consists of two parts, bidirectional long short-term memory (LSTM) and multichannel convolutional neural networks (CNNs). Different from the existing methods, our model utilizes the bidirectional LSTM to acquire the max contextual information of every position in sentences, and then the abstract semantics would be fed into the multichannel convolution layer which uses several filters to extract active local n-gram features. By combining the advantages of both architectures, the L-MCNN model can capture both long-distance dependencies and local information within sentences to improve the classification performance. Several experiments are conducted, and the results indicate that our system outperforms the baseline algorithms on sentiment analysis and question classification tasks. © 2018 IEEE.","24",,,,,"Number: -, Acronym: -, Sponsor: Innovative Team of Jiangsu Province; Number: 2017B00016, Acronym: -, Sponsor: -; Number: WX173602, Acronym: YNU, Sponsor: Yunnan University; Number: 11661081, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is supported by Integration of Cloud Computing and Big Data, Innovation of Science and Education (2017B00016), Program for Excellent Young Talents, Yunnan University (WX173602), National Science Foundation of China (Grant NO.11661081), the Project of Innovative Research Team of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Thermal performance of indirect forced convection solar dryer and kinetics analysis of mango","20180604776927","Wang, Wei (1); Li, Ming (2); Hassanien, Reda Hassanien Emam (2, 3); Wang, Yunfeng (2); Yang, Luwei (1) ","(1) School of Physical and Electronic Information, Yunnan Normal University, Kunming; 650500, China (2) Solar Energy Research Institute, Yunnan Normal University, Kunming; 650500, China (3) Agricultural Engineering Department, Faculty of Agriculture, Cairo University, Giza; 12613, Egypt ","Li, Ming(lmllldy@126.com) ","Applied Thermal Engineering","Appl Therm Eng","","Elsevier Ltd","134","","310-321","April 2018","","","2018","English","13594311","","","10.1016/j.applthermaleng.2018.01.115","","","","","","ATENFT","Journal article (JA)","In this paper, an indirect forced convection solar dryer (IFCSD) with auxiliary heating device has been presented for drying mango. The dryer consists of the evacuated tube solar air collector, three phase inverter fan, auxiliary heating device, drying chamber, and automatic control system. Moreover, the influence of different drying air temperatures on the dryer performance, the drying characteristic and the drying kinetics of mango slices in this dryer have been investigated. The experimental results showed that the temperatures at four different locations of the drying chamber were varied within a narrow band. Meanwhile, the average thermal efficiency of IFCSD was between 30.9% and 33.8%, the specific moisture extraction rate (SMER) was 1.67 (kg water/kWh) with the drying temperature of 52 °C. In addition, results revealed that the Page's model was the most appropriate for describing the drying kinetics of mango slices in IFCSD. The effective moisture diffusivity (Deff) values of mango slices were obtained from the Fick's diffusion equation varying from 6.41 × 10−11to 1.18 × 10−10m2/s, over the temperature range of 40–52 °C. Furthermore, results revealed that Deffvalues increased with the increasing of drying air temperatures, due to the increase of heating energy would increase the activity of water molecules of mango slices. Thus, this study contributed to provide the basic theoretical and experimental data support for the follow-up research. © 2018","29","Drying","Atmospheric temperature - Automation - Electric inverters - Forced convection - Fruits - Heating equipment - Kinetics - Mathematical models - Moisture - Molecules - Solar dryers","Drying air temperatures - Drying kinetic - Effective moisture diffusivity - Fick's diffusion equation - Mango - Solar drying - Specific moisture extraction rates - Thermal Performance","443.1 Atmospheric Properties - 641.2 Heat Transfer - 657.1 Solar Energy and Phenomena - 731 Automatic Control Principles and Applications - 821.4 Agricultural Products - 931 Classical Physics; Quantum Theory; Relativity - 931.3 Atomic and Molecular Physics","Number: 05300205020516009, Acronym: -, Sponsor: -; Number: 2015DFA60120, Acronym: -, Sponsor: -; ","This work was supported by the Collaborative Innovation Center of Research and Development of Renewable Energy in the southwest area in China (No. 05300205020516009 ) and the Project on Co-establishing China-Laos Joint Lab for Renewable Energy (No. 2015DFA60120 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
