Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Prototype coupled-vibration test of generator set and power-house and FEM feedback analysis","20122515137705","Song, Zhiqiang (1); Ma, Zhenyue (2) ","(1) Institute of Water Resources and Hydro-electric Engineering, Xi'an University of Technology, Xi'an 710048, China (2) Faculty of Infrastructure Engineering, Dalian University of Technology, Dalian, Liaoning 116023, China ","Song, Z.(szhiq2004@126.com) ","Shuili Fadian Xuebao/Journal of Hydroelectric Engineering","Shuili Fadian Xuebao","","Tsinghua University Press","31","2","170-174+205","April 2012","","","2012","Chinese","10031243","","","","","","","","","","Journal article (JA)","Prototype vibrations were tested for a generator set and hydropower house on Lancangjiang River in Yunnan. Their mechanism is analyzed in this paper and they are evaluated by the corresponding rules. The features of vibration sources and propagation paths are examined, and a finite-element method is used to compute the dynamic responses of the power house. Some suggestions for operation safety and vibration control are given.","7","Vibration analysis","Feedback - Finite element method - Houses - Hydraulic structures - Hydroelectric generators - Hydroelectric power","Coupled vibrations - Feedback analysis - Hydraulic excitations - Hydropower unit and house - Operation safety - Propagation paths - Prototype tests - Vibration sources","402.3 Residences - 611.1 Hydroelectric Power Plants - 731.1 Control Systems - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Geochemical characteristics and sedimentary environment of Triassic siliceous rocks from Muyinhe formation in Changning-Menglian Belt, Southwest Yunnan","2001476742578","Zhang, Z. ; Feng, Q. ; Fang, N. ; Huang, J. ; Li, S. ; Chen, X. ","(1) Fac. Earth Sci. and Mineral Rsrc., China University of Geosciences, Beijing 100083, China ","","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","26","5","449-455","September 2001","","","2001","Chinese","10002383","","","","","","","","","DIKEEL","Journal article (JA)","Detailed studies of biostratigraphy and sedimentology of the siliceous rocks from the Muyinhe Formation in the Changning-Menglian belt, Southwest Yunnan indicate that the deposition occurred in a deep-water basin in Middle Triassic. However, its depositional tectonic setting is little understood. The main purpose of this article is to analyze its provenance and depositional tectonic background by using molecular organic geochemistry and inorganic geochemistry. The carbon number distribution of the normal paraffin in the siliceous rock is relatively wide, C14-C36, with two peaks, which implies that this organic matter is derived from both higher terrigenous plants and marine autochthonous organisms. The features of the steroid and terpenoid hydrocarbons suggest that the organic is mainly originated from marine sources mixed with terrigenous sources. The REE characteristics of the siliceous rock are as followed: total w(REE) ranges from 83.56×10-6 to 124.1×10-6, w(Ce)/w(Ce*) between 0.76 and 0.99, w(La)n/w(Yb)n from 0.77 to 1.98. These characteristics show that the basin was apparently influenced by terrigenous sources. In addition, w(MnO)/w(TiO2) ratio and w(La)n/w(Ce)n vs. w(Al2O3)/w(Al2O3 + Fe2O3) plot consistently show that the chert was influenced by land sources during its depositional process. While the incorporating characteristics of the organic and inorganic in the siliceous rocks suggest that the studied area was a limited deep-water basin and was strongly influenced by terrigenous matter and that molecular organic geochemistry can provide more information about the provenance and sedimentary environment of siliceous rocks.",,,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dynamic monitoring and simulation of Cyanobacteria Bloom based on wireless sensor network and GIS","20170103218607","Yang, Kun (1, 2); Luo, Yi (1, 2, 3); Xu, Yufei (1, 2); Shang, Chunxue (4); Yang, Yang (1, 2) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming; 650500, China (2) The Engineering Research Center of GIS Technology in Western China, Ministry of Education, Kunming; 650500, China (3) School of Tourism and Geographical Science, Kunming; 650500, China (4) Dean's Office, Yunnan Normal University, Kunming; 650500, China ","Luo, Yi(luoyi861030@163.com) ","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","","Chinese Society of Agricultural Engineering","32","24","197-205","December 15, 2016","","","2016","Chinese","10026819","","","10.11975/j.issn.1002-6819.2016.24.026","","","","","","NGOXEO","Journal article (JA)","Because of the fast development of Chinese urbanization, the intense growth of mankind activities, and the global warming, the inland lake pollution problems have become more serious and complex, the inland lakes are becoming more eutrophic, suffering from both point and non-point pollutions, and exposing to both endogenous and exogenous pollutions, and the deterioration of water quality has severely hindered sustainable social and economic development of nearby cities. Eutrophication is not just the result of natural process, but the aggregated result of the interaction and mutual influences between natural process and human process. As the 'eyes' of water protection and management, water quality monitoring is the premise for the forecast of cyanobacteria outbreak and the assessment of bloom intensity. As technology advances, the monitoring tools and measuring indicators become increasingly diverse. In the meantime, the measurement accuracy is also constantly improving. In the domain of water quality monitoring, the combination of position sensors and wireless sensor networks makes the observations with high density, high precision and continuity possible. In addition, such methods can simultaneously collect both water quality data and surrounding environmental data, which can be used to simulate the interaction between the internal and external factors of water pollution as well as the mechanism of pollution process. The cyanobacteria bloom of inland lake has the characteristics of suddenness, randomness, and regionalism, the paper proposed a cyanobacteria bloom dynamic monitoring and spatial-temporal process simulation method based on wireless sensor networks (WSNs) and geographic information system (GIS). Firstly, multi-parameter sensor array is designed using water quality sensors in order to acquire real-time water quality data, and the monitoring node is composed of 4-layer architecture, including monitoring layer, data storage layer, model layer, and application layer; secondly, the improved grey model and back propagation (BP) artificial neural network are combined to forecast the cyan bacteria bloom in 24 h. This model incorporates both environmental factors (precipitation, wind speed, and wind direction) and the internal water environment factors (nitrogen, phosphorus, chemical oxygen demand, permanganate, chlorophyll, dissolved oxygen, pH value, and temperature). Thirdly, with the advantage of spatial analysis, GIS is used to describe the spatial-temporal processing of cyan bacteria. Finally, the simulation experiment results showed that the correlation coefficient achieved up to 0.995. Moreover, we conducted the empirical experiment in Dianchi Lake, Yunnan, China using the proposed method, and the correlation coefficient was 0.86 and the predicting error was 9.74. The field experiment results show that the method discussed in the paper has certain universality and can provide theoretical basis and data support for protecting and controlling the lake environment. © 2016, Editorial Department of the Transactions of the Chinese Society of Agricultural Engineering. All right reserved.","31","Wireless sensor networks","Backpropagation - Bacteria - Biochemical oxygen demand - Digital storage - Dissolved oxygen - Eutrophication - Forecasting - Geographic information systems - Global warming - Information systems - Information use - Lake pollution - Lakes - Monitoring - Neural networks - Pollution - Precipitation (chemical) - Water quality - Wind","Gray Model - Internal and external factors - Point and non-point pollution - Social and economic development - Spatial-temporal processing - Water quality monitoring - Wireless sensor network (WSNs) - Wireless sensors networks","443.1 Atmospheric Properties - 445.2 Water Analysis - 453 Water Pollution - 722.1 Data Storage, Equipment and Techniques - 722.3 Data Communication, Equipment and Techniques - 723.4 Artificial Intelligence - 802.3 Chemical Operations - 903.3 Information Retrieval and Use",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Zircon U-Pb age and geological significance of arc-volcanic rocks in Chiang Khong, northern Thailand","20125015795533","Qian, Xin (1); Wei, Hong (1); Wang, Yue-Jun (2); Chonglakmani, Chongpan (3); Monjai, Denchok (3); Feng, Qing-Lai (1) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (2) Guangzhou Institute of Geochemistry, Chinese Academic of Sciences, Guangzhou 510640, China (3) School of Geotechnology, Suranaree University of Technology, Nakhon Ratchasima 30000, Thailand ","Feng, Q.-L.(qinglaifeng@cug.edu.cn) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","37","SUPPL.2","195-203","November 2012","","","2012","Chinese","10002383","","","10.3799/dqkx.2012.S2.020","","","","","","DIKEEL","Journal article (JA)","There are a lot of volcanic rocks in Chiang Khong area of northern Thailand and they were dated to the Permian and Triassic by the way of the regional geology. The zircon U-Pb geochronology of the volcanic rocks is studied by the method of LA-ICP-MS. The zircon ages of two basaltic andesite samples, TL-1-B and TL-31-B, from the Doi Yao zone are 241.1±6.9 Ma and 241.1±3.9 Ma respectively. The rhyolite from the Doi Khun Ta Khuan zone, TL-32-B1is with the zircon age of 238.0±8.9Ma. The zircon ages of the three samples belong to early Middle Triassic and can be compared with the zircon ages from the arc-volcanic rocks in Lampang area, northern Thailand and in Jinghong area, southwestern Yunnan, which indicates that the Chiang Rai arc-volcanic rock belt can be linked with the Lancangjiang arc-volcanic rock belt in southwestern Yunnan. In addition, zircon ages from 1885±16 Ma to 1323±13 Ma are discovered in this study, which indicates the existence of the Early Proterozoic-Mesoproterozoic basement in northern Thailand.","33","Volcanic rocks","Binary alloys - Geochronology - Lead alloys - Silicate minerals - Uranium alloys - Volcanoes - Zircon","Basaltic andesite - Geological significance - Northern Thailand - Proterozoic - Regional geology - Triassic - Zircon U-Pb age - Zircon U-Pb geochronologies","481.1 Geology - 482.2 Minerals - 482.2.1 Gems - 484 Seismology - 546.1 Lead and Alloys - 547 Minor, Precious and Rare Earth Metals and Alloys",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A 3-D target height extraction method based on SAS 2-D imaging","20140417229022","Guan, Jing (1); Wang, Hongxing (2); Wang, Jing (2) ","(1) School of Marine Science and Technology, Northwestern Polytechnical University, Xi'an, China (2) School of Information Science and Engineering, Yunnan University, Kunming, China ","Wang, J.(wj8538@163.com) ","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","9781479910274","10.1109/ICSPCC.2013.6664148","6664148","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","The concept SAS (synthetic aperture sonar) comes from SAR (synthetic aperture radar) which is one of the most advanced imaging radar so far. With the development of sonar platform motion-control techniques and motion compensation algorithms, the research on SAS is attracting more and more attentions. However, SAS imaging is mostly used in topographic survey at present because the imaging algorithms are almost all for 2-D circumstance. But the 3-D target and its information such as the height, the posture and so on are much more important in many applications. A 3-D target height extraction method (3-DTHEM) based on SAS 2-D imaging is proposed in this paper. The simulation results show that the proposed method could image a 3-D target and then extract the height information of the target. © 2013 IEEE.","6","Synthetic aperture sonar","Extraction - Motion compensation - Radar imaging - Radar signal processing - Sonar - Synthetic aperture radar","2-d imaging - Control techniques - Height extractions - Imaging algorithm - Motion compensation algorithm - SAR(synthetic aperture radar) - Sonar platform - Topographic surveys","716.2 Radar Systems and Equipment - 752.1 Acoustic Devices - 802.3 Chemical Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synchronization of master-slave systems with mixed time delays and mismatched parameters","20084011616701","Yuan, Kun (1); Cao, Jinde (1) ","(1) School of Automation, Southeast University, Nanjing 210096, China ","Yuan, K.(kyuan@seu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","540-543","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605704","4605704","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Based on Lyapunov stability theory and some inequality techniques, synchronization of master-slave systems with mismatched parameters and mixed time delays is studied. Simple sufficient condition is given to guarantee the master-slave system to be quasisynchronized.","23","Time delay","Synchronization","Inequality techniques - Lyapunov stability theory - Master-slave systems - Mismatched parameter - Mixed time delays","713 Electronic Circuits - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Fine-resolution precipitation mapping in a mountainous watershed: Geostatistical downscaling of TRMM products based on environmental variables","20180404665705","Zhang, Yueyuan (1, 2); Li, Yungang (1, 2); Ji, Xuan (1, 2); Luo, Xian (1, 2); Li, Xue (1, 2) ","(1) Asian International Rivers Center, Yunnan University, Kunming; 650091, China (2) Yunnan Key Laboratory of International Rivers and Transboundary Eco-Security, Yunnan University, Kunming; 650091, China ","Li, Yungang(ygli@ynu.edu.cn) ","Remote Sensing","Remote Sens.","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","10","1","","January 1, 2018","","","2018","English","","20724292","","10.3390/rs10010119","119","","","","","","Journal article (JA)","Accurate precipitation data at a high spatial resolution are essential for hydrological, meteorological, and ecological research at regional scales. This study presented a geostatistical downscaling-calibration procedure to derive the high spatial resolution maps of precipitation over a mountainous watershed affected by a monsoon climate. Based on the relationships between precipitation and other environmental variables, such as the Normalized Difference Vegetation Index (NDVI) and digital elevation model (DEM), a regression model with a residual correction method was applied to downscale the Tropical Rainfall Measuring Mission (TRMM) 3B43 product from coarse resolution (25 km) to fine resolution (1 km). Two methods, geographical difference analysis (GDA) and geographical ratio analysis (GRA), were used to calibrate the downscaled TRMM precipitation data. Monthly 1 km precipitation data were obtained by disaggregating 1 km annual downscaled and calibrated precipitation data using monthly fractions derived from original TRMM data. The downscaled precipitation datasets were validated against ground observations measured by rain gauges. According to the comparison of different regression models and residual interpolation methods, a geographically-weighted regression kriging (GWRK) method was accepted to conduct the downscaling of TRMM data. The downscaled TRMM precipitation data obtained using GWRK described the spatial patterns of precipitation reasonably well at a spatial resolution of 1 km with more detailed information when compared with the original TRMM precipitation. The results of validation indicated that the GRA method provided results with higher accuracy than that of the GDA method. The final annual and monthly downscaled precipitation not only had significant improvement in spatial resolution, but also agreed well with data from the validation rain gauge stations (i.e., R2= 0.72, RMSE = 161.0 mm, MAE = 127.5 mm, and Bias = 0.050 for annual downscaled precipitation during 2001 to 2015; and R2= 0.91, RMSE = 22.2 mm, MAE = 13.5 mm, and Bias = 0.048 for monthly downscaled precipitation during 2001 to 2015). In general, the downscaling-calibration procedure is useful for complex mountainous areas with insufficient ground gauges.","92","Rain","Calibration - Image resolution - Interpolation - Precipitation (chemical) - Rain gages - Regression analysis - Surveying - Watersheds","China - Complex mountainous areas - Down-scaling - Geographically weighted regression kriging (GWRK) - Normalized difference vegetation index - Red River basin - TRMM 3B43 - Tropical rainfall measuring missions","405.3 Surveying - 443.2 Meteorological Instrumentation - 443.3 Precipitation - 444.1 Surface Water - 802.3 Chemical Operations - 921.6 Numerical Methods - 922.2 Mathematical Statistics",,"Number: 2017FB071, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 2016YFA0601601, Acronym: -, Sponsor: -; ","Acknowledgments: This work was funded by the National Key R & D Program of China (grant 2016YFA0601601) and Applied Basic Research Programs of Yunnan Province (grant 2017FB071). We are very grateful to the editors and anonymous reviewers for their valuable comments, which greatly improved the quality of the paper.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel obstacle avoidance strategy of nonholonomic mobile robot based on virtual simulation platform","20161102092722","Wu, Peng (1); Xie, Shaorong (1); Liu, Hengli (1); Luo, Jun (1); Li, Qingmei (1); Gu, Jason (2) ","(1) Department of Mechatronic Engineering, Shanghai University, Shanghai, China (2) Department of Electrical and Computer Engineering, Dalhousie University, Halifax; NS; B3J2X4, Canada ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","185-190","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279282","7279282","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","The obstacle avoidance is the key technology of nonholonomic mobile robot, where obstacle avoidance algorithm is the core. Artificial potential field (APF) algorithm has the advantage of sample mathematical model, which is understood and applied into practice easily. However, there are some problems in APF algorithm, for examples, local minimum and GNRON problem, which limits the effect of APF algorithm. In order to solve these problems, we propose a modified APF algorithm in this paper. This modified algorithm utilizes the improved potential field formulas for GNRON problem. Otherwise, this algorithm uses a method of boundary detection and setting a secondary target for optimal path and local minimum. Finally, we use MRPT virtual simulation platform to verify the modified algorithm. The simulation result and field test show that the modified is feasible. © 2015 IEEE.","14","Problem solving","Automation - Collision avoidance - Mobile robots","Artificial potential fields - GNRON - Local minimums - MRPT - Non-holonomic mobile robots","731 Automatic Control Principles and Applications - 731.5 Robotics - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Control of a heterogeneous vehicular platoon with uniform communication delay","20161102092935","Gao, Feng (1); Dang, Dongfang (1); Li, Shengbo Eben (2) ","(1) School of Electrical Engineering, Chongqing University, Chongqing, China (2) State Key Laboratory of Automotive Safety and Energy, Tsinghua University, Beijing, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2419-2424","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279692","7279692","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Platoon driving is critical to improve safety, efficiency, and fuel economy. This paper presents a control method for heterogeneous vehicular platoons with uncertain dynamics and uniform communication delay. The requirements of string stability, robustness and tracking performance are measured by H-infinity norm and satisfied by casting into a linear fractional transformation (LFT) format. A delay-dependent linear matrix inequality (LMI) is derived to numerically solve the decentralized controllers. Many communication topologies can be covered by properly formulating the structure of LMI. The robust stability and performance of the platoon is analyzed theoretically by using a delay-dependent Lyapunov function including a linear quadratic function of states during the delay period. Simulations using a nonlinear vehicle model were conducted to demonstrate the effectiveness of the H-infinity controllers under the conditions of different vehicle mass, time constant and communication delay. © 2015 IEEE.","20","Vehicle to vehicle communications","Automation - Controllers - Decentralized control - Fuel economy - Linear matrix inequalities - Linear transformations - Lyapunov functions - Mathematical transformations - Robust control - Robustness (control systems)","Communication delays - Communication topologies - Decentralized controller - H-infinity controller - Linear Fractional Transformations - Robust stability and performance - Tracking performance - Vehicle platoons","525.2 Energy Conservation - 716 Telecommunication; Radar, Radio and Television - 731 Automatic Control Principles and Applications - 731.1 Control Systems - 732.1 Control Equipment - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The asymptotic stability of general stochastic hybrid systems","20084011616172","Liu, Haijun (1, 2); Mu, Xiaowu (1) ","(1) Department of Mathematics, Zhengzhou University, Zhengzhou 450052, China (2) Institute of Physics Engineering, Zhengzhou University, Zhengzhou 450052, China ","Liu, H.(liuhaijun05@163.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","628-631","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605256","4605256","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","This paper deals with the stability of general stochastic hybrid systems. With the extended generator formula and differential formula for GSHS, Lypunov asymptotic stability theorem is extended to general stochastic hybrid systems.","12","System stability","Asymptotic stability - Convergence of numerical methods - Hybrid systems - Lyapunov functions - Stochastic control systems - Stochastic systems","Asymptotic stability theorem - Martingale - Stochastic hybrid systems","731.1 Control Systems - 921 Mathematics - 921.6 Numerical Methods - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Globally asymptotic almost automorphic synchronization of clifford-valued RNNs with delays","20192407040691","Li, Yongkun (1); Xiang, Jianglian (1); Li, Bing (2) ","(1) Department of Mathematics, Yunnan University, Kunming; 650091, China (2) School of Mathematics and Computer Science, Yunnan Nationalities University, Kunming; 650500, China ","Li, Yongkun(yklie@ynu.edu) ","IEEE Access","IEEE Access","","Institute of Electrical and Electronics Engineers Inc.","7","","54946-54957","2019","","","2019","English","","21693536","","10.1109/ACCESS.2019.2912838","8695709","","","","","","Journal article (JA)","In this paper, we consider a class of Clifford-valued recurrent neural networks (RNNs) with discrete and infinitely distributed delays. In order to overcome the non-commutativity of the multiplication of Clifford numbers, we first transform the Clifford-valued RNNs with discrete and infinitely distributed delays into real-valued systems based on the multiplication rule and properties of Clifford numbers. Then, we establish the existence and uniqueness of almost automorphic solutions for the neural networks under consideration by applying the contraction mapping principle, and we obtain the globally asymptotic almost automorphic synchronization of the neural networks under consideration by designing a novel state feedback controller and constructing an appropriate Lyapunov function. Finally, we present a numerical example to illustrate the feasibility of the results of this paper. © 2013 IEEE.","42","Recurrent neural networks","Banach spaces - Lyapunov functions - State feedback - Synchronization - Time delay","Almost automorphic - Asymptotic synchronization - ClIFFORD - Contraction Mapping principles - Existence and uniqueness - Infinitely distributed delay - Recurrent neural network (RNNs) - State feedback controller","713 Electronic Circuits - 731.1 Control Systems - 921 Mathematics - 921.1 Algebra - 961 Systems Science",,"Number: 11861072, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China under Grant 11861072.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synergistic inhibition between dodecylamine and potassium iodide on the corrosion of cold rolled steel in 0.1 M phosphoric acid","20084811738600","Qu, Q. (1); Hao, Z. (1); Jiang, S. (1); Li, L. (2); Bai, W. (3) ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China (2) Laboratory for Conservation and Utilization of Bio-Resources, Yunnan University, Kunming 650091, China (3) Department of Chemistry, Yunnan Nationalities University, Kunming 650091, China ","Qu, Q.(quqing58@yahoo.com.cn) ","Materials and Corrosion","Mater. Corros.","","Wiley-VCH Verlag","59","11","883-888","November 2008","","","2008","English","09475117","15214176","","10.1002/maco.200804176","","","","","","WSKRAT","Journal article (JA)","The corrosion inhibition of cold rolled steel in 0.1 M aerated phosphoric acid (H3PO4) in the presence of dodecylamine (DDA) and potassium iodide (KI) has been investigated by Tafel polarization curve and electrochemical impedence spectroscopy (EIS) at 20°C. The results obtained from polarization curve show that the inhibition efficiency of DDA with and without KI increases with increase in concentration of DDA but the inhibition efficiency of DDA without KI is not too high. A synergistic effect exists when DDA and KI are combined together to prevent cold rolled steel corrosion in 0.1 M H3PO4. All impedance spectra in EIS tests exhibit one capacitive loop which indicates that the corrosion reaction is controlled by charge transfer process. Inhibition efficiencies obtained from Tafel polarization, transfer resistance (Rt) are consistent. © 2008 WILEY-VCH Verlag GmbH & Co. KGaA.","27","Steel corrosion","Charge transfer - Cold rolled steel - Cold rolling - Corrosion prevention - Efficiency - Electrochemical corrosion - Metal cladding - Phosphoric acid - Polarization - Potassium iodide - Steel sheet","Charge transfer process - Corrosion inhibition - Electrochemical impedence spectroscopy - Inhibition efficiency - Polarization curves - Synergistic inhibition - Tafel polarization curves - Transfer resistance","535.1 Metal Rolling - 535.1.2 Rolling Mill Practice - 539.1 Metals Corrosion - 539.2 Corrosion Protection - 802.2 Chemical Reactions - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 913.1 Production Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and global exponential stability of anti-periodic solutions for delayed quaternion-valued cellular neural networks with impulsive effects","20184305971289","Li, Yongkun (1); Qin, Jiali (1); Li, Bing (1, 2) ","(1) Department of Mathematics, Yunnan University, Kunming, China (2) School of Mathematics and Computer Science, Yunnan Nationalities University, Kunming, China ","Li, Bing(bli123@126.com) ","Mathematical Methods in the Applied Sciences","Math Methods Appl Sci","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","42","1","5-23","January 15, 2019","","","2019","English","01704214","10991476","","10.1002/mma.5318","","","","","","MMSCDB","Journal article (JA)","In this paper, we consider a class of delayed quaternion-valued cellular neural networks (DQVCNNs) with impulsive effects. By using a novel continuation theorem of coincidence degree theory, the existence of anti-periodic solutions for DQVCNNs is obtained with or without assuming that the activation functions are bounded. Furthermore, by constructing a suitable Lyapunov function, some sufficient conditions are derived to guarantee the global exponential stability of anti-periodic solutions for DQVCNNs. Our results are new and complementary to the known results even when DQVCNNs degenerate into real-valued or complex-valued neural networks. Finally, an example is given to illustrate the effectiveness of the obtained results. © 2018 John Wiley & Sons, Ltd.","58","Cellular neural networks","Convergence of numerical methods - Lyapunov functions - Neural networks","Activation functions - Anti-periodic solutions - Complex-valued neural networks - Continuation theorem of coincidence degree theory - Global exponential stability - Impulsive effects - quaternion",,,"Number: 11361072, Acronym: -, Sponsor: Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China; ","This work is supported by the National Natural Sciences Foundation of People's Republic of China under grant no. 11361072.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
