Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Chemical and genetic study of Ligularia anoleuca and L. veitchiana in Yunnan and Sichuan Provinces of China","20104713404339","","Nagano, Hajime (1); Kanda, Midori (1); Yamada, Hiroka (1); Hanai, Ryo (2); Gong, Xun (3); Kuroda, Chiaki (4) ","(1) Department of Chemistry, Ochanomizu University, Otsuka, Bunkyo-ku, Tokyo 112-8610, Japan (2) Department of Life Science, Rikkyo University, Nishi-Ikebukuro, Toshima-ku, Tokyo 171-8501, Japan (3) Kunming Institute of Botany, Chinese Academy of Science, Kunming 650204, China (4) Department of Chemistry, Research Center for Smart Molecules, Rikkyo University, Nishi-Ikebukuro, Toshima-ku, Tokyo 171-8501, Japan ","Nagano, H.(nagano.hajime@ocha.ac.jp) ","Helvetica Chimica Acta","Helv. Chim. Acta","","Wiley Blackwell","93","10","1945-1952","October 2010","","","","2010","English","0018019X","15222675","","","10.1002/hlca.201000266","","","","","","HCACAV","Journal article (JA)","Chemical and genetic study of Ligularia anoleuca and L. veitchiana, which belong to section Ligularia, series Speciosae, was carried out. From L. anoleuca samples, collected in Yunnan and Sichuan Provinces of China, a new compound, furanoeremophil-1(10)-en-6α-ol, was isolated together with known 6β-{[2-(hydroxymethyl)prop-2-enoyl]oxy}furanoeremophil-1(10)-ene and 1β,10β-epoxy-6β-{[2-(hydroxymethyl)prop-2-enoyl]oxy} furanoeremophilane. From L. veitchiana samples, collected in Yunnan Province, euparin, 2-isopropenyl-5,6-dimethoxybenzofuran, and 6-hydroxy-3β- methoxytrementone were isolated. DNA Sequencing of the internal transcribed spacers of the ribosomal RNA gene showed that the two species are not particularly close despite morphological similarities, in agreement with the chemical results. © 2010 Verlag Helvetica Chimica Acta AG, Zurich, Switzerland.","57","Genetic engineering","Biodiversity - DNA sequences - Gene encoding - Methanol","Benzofurans - DNA Sequencing - Furanoeremophilanes - Genetic studies - Internal transcribed spacers - Ligularia species - Sichuan province - Yunnan province","454 Environmental Engineering - 461 Bioengineering and Biology - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study of rock desertification processes and driving force in southern part of Yunnan, China between 1994 and 2014 - A case study on thirty counties based on remote sensing","20180304655354","","Yang, Minglong (1, 2); Gan, Su (1, 2) ","(1) Faculty of Land Resource Engineering, Kunming University of Science and Technology, Kunming, China (2) Research and Application Center of Spatial Information, Surveying and Mapping Technology for Plateau Mountain in Yunnan Province, Kunming, China ","","Proceedings - 2017 4th International Conference on Information Science and Control Engineering, ICISCE 2017","Proc. - Int. Conf. Inf. Sci. Control Eng., ICISCE","et al.; Hunan University; Hunan University of Humanities, Science and Technology; Minjiang University; University of Technology Sydney; Wayne State University","Institute of Electrical and Electronics Engineers Inc.","","","1727-1732","November 14, 2017","Proceedings - 2017 4th International Conference on Information Science and Control Engineering, ICISCE 2017","","1 of 1","2017","English","","","","9781538630136","10.1109/ICISCE.2017.361","8110588","4th International Conference on Information Science and Control Engineering, ICISCE 2017","July 21, 2017 - July 23, 2017","Changsha, Hunan, China","132547","","Conference article (CA)","China is one of the important rocky desertification regions, and this paper mainly study the karst mountainous area in southern part of Yunnan Province. Under the influence of climatic changes and human activities, the rocky decertified areas have experienced positive or negative phases in recent 50 years in south Yunnan. In this paper, based on the classification type and synthetically land-scape of rocky desertified land in the study area, using remote sensing, mapping, GIS analysis and statistical analysis, we analysed the temporal-spatio dynamics of rocky desertified lands and then reconstructed the developmental and evolutional processes of rocky desertification between 1974 and 2004. We found the rocky desertified land is initially reversed between the early 1970s and the late 1980s, and is duratively and acceleratively reversed between the late 1980s and the early 2000s. The analyses of the relationship between climatic changes, human activities and rocky desertification indicated that human activities are the main driving force to the development and reverse of rocky desertification, especially policy change has a leading effect, and its contribution rate is greater than the climatic force. Restricted by regional and complicated ecological process of rocky desertification, its dynamical mechanisms are complex, which are composed of interference driving forces, natural and human coupling driving factors, oriented influence policy and feedback between driving forces and rocky desertification. © 2017 IEEE.","21","Weathering","Climatology - Remote sensing","Contribution rate - Driving forces - Dynamical mechanisms - Ecological process - Human activities - Karst mountainous areas - Rocky desertification - Yunnan","443 Meteorology",,"Number: 41261092, Acronym: -, Sponsor: -; Number: 4156010125, Acronym: -, Sponsor: -; Number: KKSY201556044, Acronym: -, Sponsor: -; Number: 2015FA016, Acronym: -, Sponsor: University Natural Science Research Project of Anhui Province; ","ACKNOWLEDGEMENTS This study was supported by China National Natural Science Research Fund Project (No.41261092, No. 4156010125), Yunnan Province Natural Science Research Fund Project (No. 2015FA016) and Talent Introduction Start-up Fund Scientific Research Project of Kunming University of Science and Technology (No. KKSY201556044).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis and study on dam site selection of yangquanhe reservoir in Yunnan province","20191106631015","","Ding, Fengfeng (1); Zhang, Xiangqun (1) ","(1) Yunnan Vocational College of Land and Resources, Yunnan Province, China ","","Proceedings of the 6th Academic Conference of Geology Resource Management and Sustainable Development","Proc. Acad. Conf. Geol. Resour. Manag. Sustain. Dev.","Hubei Zhongke Geology and Environment Technology Institute; School of Energy Resources, China University of Geosciences","Aussino Academic Publishing House","","","466-470","February 10, 2019","Proceedings of the 6th Academic Conference of Geology Resource Management and Sustainable Development","","1 of 1","2019","English","","","","9781921712678","","","6th Academic Conference of Geology Resource Management and Sustainable Development, GRMSD 2018","December 27, 2018 - December 28, 2018","Beijing, China","145283","","Conference article (CA)","The selection of dam site of reservoir is the most important part of the pre-construction project of reservoir. Taking Yangquanhe Reservoir in Yunnan Province as an example. The topography and geomorphology, stratum lithology, geological structure, physical geological phenomena, hydrogeological conditions and physical and mechanical properties of rocks and rock masses in the proposed dam site area are analyzed. The comparison and analysis of the proposed upper and lower dam sites are carried out. 2019 Aussino Academic Publishing House.","5","Reservoirs (water)","Dams - Hydrogeology - Lithology - Planning - Resource allocation - Site selection - Sustainable development","Academic publishing - Comparison and analysis - Dam site - Geological structures - Hydrogeological conditions - Physical and mechanical properties - Pre-construction - Yunnan province","441.1 Dams - 441.2 Reservoirs - 481.1 Geology - 912.2 Management",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Beneficiation of Fe-Mn minerals in Yunnan province","20132816485436","","Deng, Rong Dong (1); Liu, Quan Jun (1); Hu, Ting (2) ","(1) Kunming University of Science and Technology, Kunming, China (2) Kunming Vocational and Technical College of Industry, Anning 650302, Yunnan, China ","","Advanced Materials Research","Adv. Mater. Res.","International Science and Education Researcher Association, China; Beijing Gireida Education Research Center; VIP-Information Conference Center, China","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","703","","147-150","2013","Advanced Research on Information Science, Automation and Material System III","","","2013","English","10226680","","","9783037857069","10.4028/www.scientific.net/AMR.703.147","","2013 3rd International Conference on Information Science, Automation and Material System, ISAM 2013","April 13, 2013 - April 14, 2013","Guangzhou, China","97692","","Conference article (CA)","The paper recovered the Fe and Mn minerals from a refractory ore in Yunnan province. The grade of Fe in raw ore is 30.16% and the grade of Mn in raw ore is 20.05%. Through technological mineralogy study, we found the Fe was mainly in the forms of Hematite and limonite, and the Mn was mainly in the forms of pyrolusite and psilomelane. Through the process of strong magnetic separation, re-grinding and magnetic separation, the minerals of Fe and Mn were recovered, and the Fe mineral was separated from mixed concentrate successfully. Finally, we got two products. They were Fe concentrate with the grade of 60.35%, recovery of 81.26%, and Mn concentrate with the grade of 37.35%, recovery of 71.26%. This test to increase enterprise efficiency and reduce the environmental pressure is of much benefit. © (2013) Trans Tech Publications, Switzerland.","4","Ores","Information science - Magnetic separation - Manganese - Materials science - Recovery","Enterprise efficiency - Environmental pressures - Mine environment - Refractory ores - Separation efficiency - Technological mineralogies - Two-product - Yunnan province","903 Information Science - 708.4 Magnetic Materials - 543.2 Manganese and Alloys - 951 Materials Science - 531 Metallurgy and Metallography - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations - 505 Mines and Mining, Nonmetallic",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sky emissivity at clear nights in Yunnan, China","20131916312369","","Xu, Delin (1); Tang, Runsheng (1); Cheng, Yanbin (1) ","(1) Education Ministry Key Laboratory of Advanced Technology, Preparation for Renewable Energy Materials, Yunnan Normal University, Kunming 650092, China ","Tang, R.(kingtang01@126.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","291-294","","96-100","2013","Advances in Energy Science and Technology","","","2013","English","16609336","16627482","","9783037856345","10.4028/www.scientific.net/AMM.291-294.96","","2012 International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2012","December 29, 2012 - December 30, 2012","Guangzhou, China","95887","","Conference article (CA)","In this work, sky thermal radiation fallen on the horizon and inclined collector surface at clear nights were directly measured by pyr-radiometers, and an empirical correlation to estimate the emissivity of clear night sky was obtained by linearly fitting the measured data. Results showed that the sky emissivity at clear nights in Yunnan Highlands of China was slightly lower than that expected from correlations of Berdahl et al. and Tang et al. under climatic conditions during the period of measurements, implying that the actual sky over Yunnan highlands was 'cooler' than that predicted by other correlations. Results also showed that atmosphere radiation fallen on the surface inclined at 30o from the horizon was slightly lower than that expected from other empirical correlations, the equivalent sky temperature over all the sky dome in Yunnan highlands was almost uniform, and the atmosphere radiation from the sky dome could be regarded as to be isotropic. © (2013) Trans Tech Publications, Switzerland.","16","Electromagnetic wave emission","Domes","Atmosphere radiation - Clear nights - Climatic conditions - Empirical correlations - Sky emissivity - Sky temperatures - Yunnan , China - Yunnan of China","408.2 Structural Members and Shapes - 711 Electromagnetic Waves",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Security and stability analysis for Yunnan power grid with wind power integration","20135117100752","","Qiu, Yinghui (1); Liu, Chao (1) ","(1) School of Electrical and Electronic Engineering, North China Electric Power University, Beijing, 102206, China ","Qiu, Y.(hbqiuyinghui@yeah.net) ","Journal of Networks","J. Netw.","","Academy Publisher","8","12","2893-2899","2013","","","","2013","English","17962056","","","","10.4304/jnw.8.12.2893-2899","","","","","","","Journal article (JA)","Wind power is sustainable, renewable and clean energy. There are abundant wind resources in Yunnan province, China. In recent years, wind power integration has developed rapidly in Yunnan province. With the first batch of the wind farm being built and a part of them going into production in Yunnan, the wind power resources will be large-scale developed and utilized in the future. Based on the wind power planning of Yunnan, the impacts of security and stability after wind power are studied in this paper. The major researches are made on the capacity analysis for accessing high-capacity wind farm, the analysis for power system voltage stability and comparison of different windgenerator model structures, thus finding out the most suitable choice for fan selection in Yunnan Power Grid. © 2013 ACADEMY PUBLISHER.","15","Electric power transmission networks","Electric power generation - Electric power system interconnection - Electric power system stability - Electric utilities - Model structures - Wind power","Capacity analysis - Fan models - Power system voltage stability - Renewable energies - Security and stability - Wind power integrations - Wind power resources - Yunnan power grid","615.8 Wind Power (Before 1993, use code 611 ) - 706.1 Electric Power Systems - 706.1.1 Electric Power Transmission",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ecological security assessment and affecting factors analysis of longitudinal range-gorge region in Yunnan Province, China","20080911124610","","Zhang, Xianghui (1); Gao, Jixi (2); Dong, Wei (1); Song, Cunyi (1) ","(1) School of Civil and Environmental Engineering, University of Science and Technology Beijing, Beijing 100083, China (2) Institute of Ecological Engineering, Chinese Research Academy of Environmental Sciences, Beijing 100012, China ","Zhang, X. ","Beijing Keji Daxue Xuebao/Journal of University of Science and Technology Beijing","Beijing Keji Daxue Xuebao","","University of Science and Technology Beijing, 30 Xueyuan Lu, Beijing, 100083, China","30","1","1-6","January 2008","","","","2008","Chinese","1001053X","","","","","","","","","","BKDXEZ","Journal article (JA)","According to eco-environmental characteristics of longitudinal range-gorge region in Yunnan Province, China, an appraisal indicators system of ecological security was established by the analytic hierarchy process method. Based on this system, the comprehensive index method and gray correlation theory were applied to appraise the ecological security state and analyze the key factors of ecological security of the region. The results show that the ecological security state in the region as a whole is good. Main factors which affect ecological security are vegetation overcast rate, population natural growth rate, water quantity change, industry structure, population diathesis, soil losing rate, and exploiture land rate. There are different ecological states in different regions and drainage areas, and the ecological states of west region and Nujiang drainage area are the best. Different measures should be taken to manage eco-environment in the region so as to protect the coordination development of natural, economic and ecological environment.","15","Environmental impact assessments","Analytic hierarchy process - Correlation theory - Growth rate","Affecting factor - Ecological security assessment - Gray correlation - Longitudinal range gorge region - Yunnan area","454.2 Environmental Impact and Protection - 921 Mathematics - 922.2 Mathematical Statistics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hierarchical fuzzy comprehensive evaluation for CBM favorable areas in western Guizhou and Eastern Yunnan","20141117442673","","Guo, Le Le (1); Tang, Da Zhen (1); Xu, Hao (1); Li, Song (1); Meng, Yan Jun (1) ","(1) School of Energy Resources, China University of Geosciences, Beijing 100083, China ","","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications","522-524","","1238-1244","2014","Environmental Protection and Sustainable Development","","","2014","English","16609336","16627482","","9783038350224","10.4028/www.scientific.net/AMM.522-524.1238","","2013 2nd International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2013","December 28, 2013 - December 29, 2013","Shenzhen, China","102944","","Conference article (CA)","In order to select favorable coal bed methane (CBM) areas in western Guizhou and Eastern Yunnan, 5 typical mining areas were used to estimate. Based on physical properties, reservoir capacity and coal geological features, coal reservoirs evaluation model was constructed through hierarchical fuzzy comprehensive evaluation method. The results showed that: coal reservoirs were divided into 4 types, and among them, type I was the best reservoir which was mainly distributed in the western part of Zhina and Gemudi, the southeast of Panguan, and the northern part of Enhong and Laochang. © (2014) Trans Tech Publications, Switzerland.","11","Coal","Coal deposits - Fuzzy set theory - Methane","CBM - Coal reservoirs - Coalbed methanes - Evaluation modeling - Geological features - Hierarchical fuzzy - Reservoir capacity - Western guizhou and eastern yunnan","482 Mineralogy - 503 Mines and Mining, Coal - 522 Gas Fuels - 524 Solid Fuels - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characteristics of magentic susceptibility of rocks from the iron-copper deposit in Dongchuan region of Yunnan","20142217769396","","Lu, Jia (1) ","(1) Kunming University of Science and Technology, Kunming, 650093, China ","Lu, J.(chn_lu@qq.com) ","Advanced Materials Research","Adv. Mater. Res.","HongKong Control Engineering and Information; International Frontiers of science and; Science Research Association; technology Research Association; YaoWenli, Chongqing Xueya Conferences Co.,Ltd (China)","Trans Tech Publications","912-914","","61-64","2014","Frontiers of Advanced Materials and Engineering Technology II","","","2014","English","10226680","","","9783038350774","10.4028/www.scientific.net/AMR.912-914.61","","2014 International Conference on Frontiers of Advanced Materials and Engineering Technology, FAMET 2014","March 28, 2014 - March 29, 2014","Hong kong","105247","","Conference article (CA)","The magentic susceptibility of rocks, breccia, dolomite, diabase, slate, siltstone and tuff are main concern, have been measured in the Dongchuan region of Yunnan, China. The experimental data suggest that different rocks have different magnetic susceptibility, and magentic susceptibility of igneous rocks is the highest and has big variation, that is represented by diabase, and these characteristics always react on identification of rock types quickly in the field operation and laboratory technique. As an economic and effective technique, the magentic susceptibility is important magnetic parameters for the rocks in Dongchuan, at the same time is also an obvious sign in looking for cupreous magnetite. © (2014) Trans Tech Publications, Switzerland.","10","Rocks","Copper deposits - Engineering technology - Magnetic susceptibility","Diabase - Dongchuan - Field operation - Iron-copper - Laboratory techniques - Magnetic parameters - Rock types - Yunnan , China","481.1 Geology - 544.1 Copper - 701.2 Magnetism: Basic Concepts and Phenomena - 901 Engineering Profession - 902 Engineering Graphics; Engineering Standards; Patents",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Quantitative assessment of prospecting target areas for base and precious metal deposits in western Yunnan terrain, southwestern China using MORPAS2.0 software","20142617859157","","Chen, Yongqing (1); Xia, Qinglin (2); Chen, Jianguo (2) ","(1) DR Center of China Geological Survey, Fuwai Avenue 45, Beijing 100037, China (2) China University of Geosciences, Lumo Road 388, Wuhan 430074, China ","","GIS and Spatial Analysis - 2005 Annual Conference of the International Association for Mathematical Geology, IAMG 2005","GIS Spatial Anal. - Annu. Conf. Int. Assoc. Math. Geol., IAMG","China Univ. of Geosciences, State Key Lab of; Geological Processes and Mineral Resources; Geological Survey of Canada; International Association for Mathematical Geology; University of Toronto, Department of Geology; York University","IAMG 2005 Conference Secretariat, The Woolen Mill, 4 Cataraqui Street, Suite 310, Kingston, ON K7K 1Z7, Canada","","","1077-1082","2005","GIS and Spatial Analysis - 2005 Annual Conference of the International Association for Mathematical Geology, IAMG 2005","","","2005","English","","","0973422025","9780973422023","","","2005 Annual Conference of the International Association for Mathematical Geology: GIS and Spatial Analysis, IAMG 2005","August 21, 2005 - August 26, 2005","Toronto, ON, Canada","105718","","Conference article (CA)","MORPAS2.0, a special GIS software developed on the platform of the MAPGIS, is mainly used for data management, extraction of ore-prospecting information and quantitative delineation and assessment of ore-prospecting target areas (Hu and Chen, 2000). It has been widely applied in mineral exploration in China. An example of quantitative delineation and assessment of target areas of base and precious metal deposits in western Yunnan terrain, southwestern China is given to illustrate its effect of mineral resource assessment.","3","Economic geology","Deposits - Information management - Mineral exploration - Mineral resources - Ore treatment - Precious metals - Spatial variables measurement","GIS software - Quantitative assessments - Resource assessments - Western yunnan","481.1 Geology - 501.1 Exploration and Prospecting Methods - 533.1 Ore Treatment - 547.1 Precious Metals - 943.2 Mechanical Variables Measurements",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dynamic stability analysis on Yunnan-Guangdong ultra-high voltage AC/DC hybrid transmission system in 2015","20101712891586","","Shu, H.C. (1); Sun, S.Y. (1); Zhang, M. (1); Liao, L.X. (1); Wang, Y.N. (1); Tao, Y.T. (1); Song, Q.L. (1) ","(1) Kunming University of Science and Technology, Kunming 650051, Yunnan, China ","Shu, H. C.(kmshc@sina.com) ","1st International Conference on Sustainable Power Generation and Supply, SUPERGEN '09","Int. Conf. Sustainable Power Gener. Supply, SUPERGEN","","IEEE Computer Society","","","","2009","1st International Conference on Sustainable Power Generation and Supply, SUPERGEN '09","","","2009","English","","","","9781424449347","10.1109/SUPERGEN.2009.5347903","5347903","1st International Conference on Sustainable Power Generation and Supply, SUPERGEN '09","April 6, 2009 - April 7, 2009","Nanjing, China","79815","","Conference article (CA)","Till 2015, a large scale, ultra-high voltage and AC/DC hybrid power transmission configuration, including three ±800kV ultra-high voltage DC systems, will be formed. Eigenvalue and eigenvector of the system are calculated using the eigenvalue analysis method of multi-machine, information of oscillatory mode, such as damping ratio, correlation ratio, right-eigenvector and participation factor, are given under weak damping. Oscillatory modes correlated with sending system Yunnan power network are mainly analyzed, whose modal graphs of right-eigenvector are described. Effective measures to enhance system's dynamic stability are proposed in this article, which is instructive for the planning of 2015 ultra-high voltage and AC/DC hybrid power transmission system.","6","HVDC power transmission","Damping - Eigenvalues and eigenfunctions - Electric network analysis - Electric power transmission networks - Power transmission - System stability - UHV power transmission","AC/DC hybrid transmission system - Dynamic stability analysis - Eigenvalue analysis - Oscillation mode - Participation factors - Power from Yunnan to Guangdong - Small signal stability - Ultra high voltage DC","602.2 Mechanical Transmissions - 703.1.1 Electric Network Analysis - 706.1.1 Electric Power Transmission - 931.1 Mechanics - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the coupling development between Urbanization and ecosystem - The comparative analysis based on Guizhou, Yunnan, Hunan and Zhejiang Province","20171703599304","","Luo, Lingyun (1); Li, Chenggang (1); Hu, Jue (2); Yang, Bing (1); Pan, Kang (1) ","(1) Faculty of Finance, Guizhou University of Finance and Economics, Guiyang, China (2) College of Textiles, Donghua University, Shanghai, China ","Luo, Lingyun(lly0089@163.com) ","MATEC Web of Conferences","MATEC Web Conf.","","EDP Sciences","100","","","March 8, 2017","13th Global Congress on Manufacturing and Management, GCMM 2016","","1 of 1","2017","English","","2261236X","","","10.1051/matecconf/201710005030","10005030","13th Global Congress on Manufacturing and Management, GCMM 2016","November 28, 2016 - November 30, 2016","Zhengzhou, China","127173","","Conference article (CA)","Urbanization and ecological environment coordinated development is the development direction of contemporary urbanization. In this paper, the coupling degree model is used to analyze the coupling degree and coupling coordination degree of Guizhou, Yunnan, Hunan and Zhejiang Province in 2014. The analysis results showed that, four provinces are highly coupled in the coupling degree. Guizhou province is in the low degree of disorder and the lag of urbanization for the coupling coordination degree; Yunnan province is also in a low degree of disorder and urbanization hysteresis; Zhejiang province is in a good coordination, while its urbanization is slightly lagging behind; Hunan province is in a low degree of imbalance, and there is a coordinated development of urbanization and ecosystem. In this paper, the research results help four provinces above to better realize the coordinated development of urbanization and ecological environment. © The Authors, published by EDP Sciences.","8","Ecosystems","Manufacture","Comparative analysis - Coordination degree - Development directions - Ecological environments - Guizhou Province - Research results - Yunnan province - Zhejiang Province","454.3 Ecology and Ecosystems - 537.1 Heat Treatment Processes",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Spatial-temporal Distribution and Trend of Rainfall Erosivity in Yunnan Province","20180404673114","","Chen, Zhengfa (1, 2); Shi, Dongmei (1); He, Wei (2); Xia, Jianrong (2); Jin, Huifang (1); Lou, Yibao (1) ","(1) College of Resources and Environment, Southwest University, Chongqing; 400715, China (2) Kunming Engineering Corporation Limited, POWERCHINA, Kunming; 650051, China ","Shi, Dongmei(shidm_1970@126.com) ","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","Nongye Jixie Xuebao","","Chinese Society of Agricultural Machinery","48","10","209-219","October 25, 2017","","","","2017","Chinese","10001298","","","","10.6041/j.issn.1000-1298.2017.10.026","","","","","","NUYCA3","Journal article (JA)","Due to ecological changes and human activities, the ecological environment has become extremely fragile with the soil seriously eroded. Rainfall erosivity (R) is an important parameter for forecasting soil erosion by using the USLE/RUSLE. However, there were few studies focusing on the suitability of simple R calculation models for Yunnan Province. Using the daily rainfall data from 1951 to 2010 in Kunming, a suitable calculation model of R for Yunnan Province were selected according to suitability analysis on five models which were commonly used in the southern parts of China, and the temporal and spatial distribution characteristics of rainfall and rainfall erosivity were also analyzed according to rainfall data collected by 36 meteorological stations distributed evenly in Yunnan Province. Through the suitability analysis, in the five kinds of rainfall erosivity calculation models, model B was the most suitable ones for Yunnan Province because of its better stability, the largest effective coefficient (Ef) and the smallest relative deviation (Er). Yunnan Province recorded an average annual rainfall of 1 106.84 mm, and the average annual rainfall of seven regions changed between 745.8 mm and 1 533.3 mm. The distribution of rainfall in different seasons was not uniform, and the rainfall was mainly concentrated in summer which accounted for 53.97% of annual rainfall. Rainfall was unevenly distributed in different regions, which showed a decreasing trend from southwest to northeast in Yunnan Province. The average annual rainfall erosivity of Yunnan Province was 2 719.31 MJ·mm/(hm2·h), and the average annual rainfall erosivity of seven regions ranged between 1 837.23 MJ·mm/(hm2·h) and 3 949.12 MJ·mm/(hm2·h). The seasonal distribution of rainfall erosivity was uneven. Rainfall erosivity was concentrated in summer which accounted for 67.06% of annual rainfall erosivity. There was also a significant difference in the spatial distribution of rainfall erosivity, and it also showed a decreasing trend from southwest to northeast. The trend index of rainfall erosivity varied from-0.34 to-0.02, which showed a decreasing tendency in nearly 60 years in different regions. This paper could provide some references for improving soil and water ecological environment and developing soil erosion models of Yunnan Province. © 2017, Chinese Society of Agricultural Machinery. All right reserved.","27","Rain","Ecology - Erosion - Soils - Spatial distribution","Ecological environments - Meteorological station - Rainfall erosivity - Seasonal distributions - Soil erosion - Spatial-temporal distribution - Temporal and spatial distribution - Yunnan","443.3 Precipitation - 454.3 Ecology and Ecosystems - 483.1 Soils and Soil Mechanics - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ore-bearing potential and ore-searching prospect for molybdenum, nickel pollymetallic deposits in cambrian black rock series of Yunnan Province","20140217179378","","Guo, Yuan-Sheng (1); Yang, Xue-Shan (1); Guo, Xin (2); Cui, Yin-Liang (1); Chen, Yan-Xia (3); Ding, De-Sheng (4); Liu, Han-He (4); Duan, Sheng-Jie (4) ","(1) Yunnan Nonferrous Metals Geology Bureau, Kunming, Yunnan 650051, China (2) Yunnan Land and Resources Vocational College, Kunming, Yunnan 650217, China (3) Kunming University of Science and Technology, Kunming, Yunnan 650093, China (4) No. 317 Geological Party, Yunnan Nonferrous Metals Geological Bureau, Qujing, Yunnan 655000, China ","Guo, Y.-S.(guoyuansh@163.com) ","Acta Geoscientica Sinica","Acta Geoscientica Sin.","","Science Press, 16 Donghuangchenggen North Street, Beijing, 100717, China","34","SUPPL.1","1-9","June 2013","","","","2013","Chinese","10063021","","","","10.3975/cagsb.2013.s1.01","","","","","","","Journal article (JA)","Black rock series and the prospecting for black-rock-series-type ore deposits have currently become one of the hotspots in the field of geology. On the basis of collecting data and field geological survey, the authors comprehensively analyzed the distribution and characteristics of the Cambrian black rock series in Yunnan Province, systematically studied their ore-bearing potential and, on such a basis, considered that they have the favorable metallogenic geological conditions and spaces in search for molybdenum, nickel polymetallic ore deposits. The key areas for ore-prospecting are also indicated. By further working, it is hopeful to find out multiple ore deposits with a certain size and realize ore-prospecting breakthrough. The results obtained by the authors are of realistic reference and guiding significance in search for the Cambrian black-rock-series-type ore deposits in Yunnan Province.","31","Ore analysis","Deposits - Economic geology - Molybdenum - Molybdenum deposits - Nickel - Nickel deposits - Ores - Rocks - Search engines","Analysis of ore-bearing potential - Black rock series - Cambrians - Ore-searching prospect - Polymetallic - Yunnan","801 Chemistry - 723 Computer Software, Data Handling and Applications - 617 Turbines and Steam Turbines - 612 Engines - 548.1 Nickel - 543.3 Molybdenum and Alloys - 532 Metallurgical Furnaces - 505 Mines and Mining, Nonmetallic - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations - 481.1 Geology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
