Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Antioxidant activity of extracts of sun-dried green tea in Yunnan","20134416914859","","Guo, Gangjun (1); Peng, Chunxiu (2); He, Xiang (3); Gong, Jiashun (3) ","(1) Yunnan Institute of Tropical Crops, Jinghong 666100, Yunnan, China (2) College of Horticulture and Landscape, Yunnan Agricultural University, Kunming 650201, China (3) College of Food Science and Technology, Yunnan Agricultural University, Kunming 650201, China ","Gong, J. ","Journal of Chinese Institute of Food Science and Technology","J. Chin. Inst. Food Sci. Technol.","","Chinese Institute of Food Science and Technology","13","8","42-48","2013","","","","2013","Chinese","10097848","","","","","","","","","","Journal article (JA)","Antioxidant activity of different solvent extracts of sun-dried green tea was studied in this paper. The scavenging ability of DPPH free radical, OH- free radical, superoxide anion free radical and nitrite of different solvent extracts of sun-dried green tea as well as reducing power were investigated by using rutin and ascorbic acid (vitamin C) as control. Results suggested that the different solvent extracts of sun-dried green tea had significant scavenging effects on the DPPH free radical, OH- free radical, superoxide anion free radical and nitrite, all kinds of extracts had significant reducing power. Antioxidant activity of different solvent extracts of sun-dried green tea had positive correlation with their concentrations. The scavenging effects of ethanol sedimentation segment (IC5093.80 μg/mL), n-butanol extract (IC50153.90 μg/mL), ethanol extract (IC50161.20 μg/mL) on the DPPH free radical were stronger than that of rutin control at the same concentration. All kinds of extracts had significant scavenging effects on ·OH- free radical, IC50value of different solvent extracts of sun-dried green tea was very small except chloroform extract (IC5057.67 μg/mL) and ethanol sedimentation segment (IC5013.10 μg/mL). The scavenging effects of ethanol sedimentation segment and water extract on superoxide anion free radical were stronger than that of VC control at the 20 μg/mL concentration and stronger other extracts at the same concentration. Acetal extract and ethanol extract had stronger ability of scavenging nitrite, but lower than that of VC control. Reducing power of water extract, ethanol sedimentation segment and acetal extract had stronger than that of rutin control at the same concentration. These results suggest that the antioxidant activity of different solvent extracts of sun-dried green tea had significant differences.","16","Solvent extraction","Alcohols - Antioxidants - Ascorbic acid - Chlorine compounds - Ethanol - Free radicals - Ions - Organic solvents - Sedimentation","Anti-oxidant activities - Ascorbic acids (vitamin C) - Chloroform extracts - Different solvents - DPPH free radicals - Green tea - Positive correlations - Scavenging ability","802.3 Chemical Operations - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Improvement of weighted weights of evidence and its applications in Sn-Cu mineral potential mapping in Gejiu, Yunnan Province, China","20125015795497","","Zhang, Sheng-Yuan (1, 2); Cheng, Qiu-Ming (2); Zhang, Su-Ping (1); Xu, De-Yi (2, 3) ","(1) Institute of Natural Resources and Environmental Engineering, Shijiazhuang University of Economics, Shijiazhuang 050031, China (2) State Key Laboratory of Geology Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (3) School of Economics and Management, China University of Geosciences, Wuhan 430074, China ","Xu, D.-Y.(xdy@cug.edu.cn) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","37","6","1175-1182","November 2012","","","","2012","Chinese","10002383","","","10.3799/dqkx.2012.125","","","","","","DIKEEL","Journal article (JA)","This paper proposes a new method to estimate weighting coefficients in weighted weights of evidence (WWofE) in order to reduce the influence of correlation among evidence layers when hypothesis of conditional independence is not true. Sequential estimation method in WWofE combines WWofE and dual weights of evidence (DWofE) to gradually add evidence layers with specific sequence to WWofE model. In the process, the posterior probability obtained by former evidence layers is considered as fuzzy training layer in DWofE to correct the sequence of layers. The weighting coefficients are estimated by using conditional correlation coefficient. As a case study, a group data generated by four variable normal distribution and Sn-Cu mineral resources assessment in Gejiu, Yunan, southwestern China are used. The results show that WWofE model is effective to reduce the influence of correlations among evidence layers.","17","Mineral resources","Binary alloys - Copper alloys - Estimation - Mathematical models - Normal distribution - Ores - Tin alloys","Conditional correlation - Conditional independences - Mineral potential mappings - Posterior probability - Sequential estimation - Specific sequences - Weighting coefficient - Weights of evidences","544.2 Copper Alloys - 546.2 Tin and Alloys - 921 Mathematics - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on beneficiation of a copper sulphide ore in Yunnan","20142517839725","","Zhang, Qi Fu (1); Lan, Zhuo Yue (1); Shang, Xing Ke (1) ","(1) Kunming University of Science and Technology, Kunming 650093, China ","Lan, Z. Y.(xingdakg@126.com) ","Advanced Materials Research","Adv. Mater. Res.","Engineering of Qingdao University; et al; Institute for Computational Science and; Laboratory of Qingdao University; New fiber materials and modern textile State Key","Trans Tech Publications Ltd","926-930","","206-209","2014","Progress in Applied Sciences, Engineering and Technology","","","2014","English","10226680","","9783038350996","10.4028/www.scientific.net/AMR.926-930.206","","2014 International Conference on Materials Science and Computational Engineering, ICMSCE 2014","May 20, 2014 - May 21, 2014","Qingdao, China","105668","","Conference article (CA)","The mineral processing technology of a copper ore was studied in this paper. In light of the characteristics of the ore, the experiment studied the process flow and reagent system two aspects and finally determined one roughing, one cleaning, a scavenging of flotation process and reasonable system of medicament. The results showed that for the raw ore with Cu grade of 1.0%, Cu concentrate with Cu grade of 14.62% and recovery of 88. 01% was obtained. The whole process is simple, low cost and can be widely used in industrial production. © (2014) Trans Tech Publications, Switzerland.","5","Concentration (process)","Beneficiation - Copper - Flotation - Ores","Copper sulphides - Flotation process - Industrial production - Mineral processing - Process flows - Reagent systems - Sulphide ores - Whole process","502 Mines and Quarry Equipment and Operations - 504 Mines and Mining, Metal - 505 Mines and Mining, Nonmetallic - 533.1 Ore Treatment - 544.1 Copper - 802.3 Chemical Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The formation and evolution of the Lanping basin in western Yunnan","2002527289438","","Tao, Xiao-Feng (1); Zhu, Li-Dong (1); Liu, Deng-Zhong (1); Wang, Guo-Zhi (1); Li, Yu-Guo (1) ","(1) Chengdu University of Technology, China ","Tao, X.-F. ","Journal of the Chengdu Institute of Technology","J. Chengdu Inst. Technol.","","Chengdu Institute of Technology","29","5","521-525","October 2002","","","","2002","Chinese","10059539","","","","","","","","","CLIXFB","Journal article (JA)","The history of the formation and evolution of the Lanping basin is long and complex. The Lanping basin has undergone the process from oceanic basin to the transformation of ocean-continent to the intra-continental basin to the transformation of basin-mountain. According to the characteristics of the basin filling and orogenic belt, this paper discusses the evolutionary process and the corresponding relation of the basin-mountain. By the analysis of the geological materials in the Lanping basin, the evolutionary process of the Lanping basin can be divided into three phases, that is, the formation of the basement of Lanping; the evolution of the intra-continental basin and the transformation of the basin-mountain.","7","Engineering geology","Geographical regions - Surface waters","Basin-mountains - Orogenic zones","444.1 Surface Water - 481 Geology and Geophysics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Assessment of Drought Characteristics in Yunnan Province Based on SPI and SPEI from 1961 to 2100","20190706495355","","Liu, Xiaogang (1); Leng, Xianxian (1); Sun, Guangzhao (1); Peng, Youliang (1); Huang, Yifeng (1); Yang, Qiliang (1) ","(1) Faculty of Modern Agricultural Engineering, Kunming University of Science and Technology, Kunming; 650500, China ","","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","Nongye Jixie Xuebao","","Chinese Society of Agricultural Machinery","49","12","236-245 and 299","December 25, 2018","","","","2018","Chinese","10001298","","","10.6041/j.issn.1000-1298.2018.12.029","","","","","","NUYCA3","Journal article (JA)","Drought is an extreme climate event with long duration of slow development, and the impact of climate change on drought is particularly significant, drought has become a global problem in a changing climate. Assessing the impact of climate change on the drought characteristics of Yunnan Province is particularly important. The drought conditions in Yunnan Province were analyzed by using the multi-time scale standardized precipitation index (SPI) and standardized precipitation evapotranspiration index (SPEI). The seasonal variation of two indexes and the characteristics of drought in the region were analyzed by using non-exceedance probability and runs theory, respectively. The results showed that the non-exceedance probability of SPEI (1) below and equal to -1.0 in the winter of 1961-1995 was 5.2%, and it was increased to 18.4% from 2066 to 2100; the non-exceedance probability of SPEI (6) below and equal to -1.0 was increased from 4. 4% to 21.4%, SPEI (24) was increased from 7.0% to 25.7%. It was showed that due to climate change, serious droughts may occur in the future, and the medium and long-term droughts were more serious than short-term droughts. Severe droughts caused by climate change during the winter and summer periods from 1961 to 1995 and from 2066 to 2100, and the severity of medium-and long-term droughts was particularly strong during winter and summer. SPI and SPEI time series were applied to the runs theory and it was found that the drought intensity determined by SPEI (1) from 1961 to 1995 was 28.3, which reached 60.9 by 2066 to 2100, indicating that the climate changes had exacerbated the future drought. The results were instructive and practical for drought prediction and assessment in Yunnan Province, as well as its risk management and application decisions. At the same time, it can provide a scientific reference for the future dry farming ecological management and drought evolution prediction. © 2018, Chinese Society of Agricultural Machinery. All right reserved.","35","Climate change","Drought - Evapotranspiration - Risk assessment - Risk management - Stream flow","Exceedance probability - Runs theory - Standardized precipitation evapotranspiration index - Standardized precipitation index - Yunan Province","407.2 Waterways - 443.1 Atmospheric Properties - 444 Water Resources - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sediment phosphorus form, space distribution characteristic and influencing factor of Cao Hai in Dian Lake, Yunnan, China","20135217140681","","Shi, Jing (1); Zu, Xiao-Jing (1); Zhang, Nai-Ming (1); Bao, Li (1); Xia, Yun-Sheng (1); Zhang, Shi-Ying (1) ","(1) College of Resource and Environment, Yunnan Agricultural University, Kunming 650201, China ","Zhang, N.-M.(zhangnaiming@sina.com) ","Zhongguo Huanjing Kexue/China Environmental Science","Zhongguo Huanjing Kexue","","Chinese Society for Environmental Sciences","33","10","1808-1813","October 2013","","","","2013","Chinese","10006923","","","","","","","","","ZHKEEI","Journal article (JA)","Internal phosphorus contamination plays a key role in eutophication when the external contamination be controlled effectively. Therefore, it is significant that study the distribution of phosphorus in the sediments, influence factors of the control of eutrophication at Lake Dianchi. This paper uses sediment sampling in Caohai of Dianlake. The main results were as following: Every form phosphorus contents and the space distribution characteristic displayed the obvious difference. Average contents of O-P, Ca-P, Al-P, Fe-P were 804.08 mg/kg, 768.35 mg/kg, 167.29 mg/kg, 63.01 mg/kg in Cao Hai respectively. The contents of phosphorus form in sediment were: O-P> Ca-P> Al-P> Fe-P. The O-P contents that the organic compound were maximal, and every form phosphorus existed difference. The contents of total P, O-P, Ca-P, Al-P, Fe-P of sediment in southwest, north and middle east area were the higher than the other areas of Dian Lake. The physics and chemistry of sediment and overlying water were the key factors of the effect on phosphorus form character in sediment. Firstly, there were significant correlations between the total phosphorus and O-P (R2=0.741*), Ca-P(R2=0.678*) of sediment. And the pH displays significant negative correlations with Al-P(R2=0.714*), Fe-P(R2=0.664*). Organic matter and O-P were significant correlations (R2=0.758*). Secondly, there were significant negative correlations between DO of overlying water and Fe-P (R2=0.750*). And the chlorophyll a of overlying water displayed significant correlations with Al-P (R2=0.601*). The result showed that the relations existed between organic, pH and phosphorus form release of sediment. At the same time, DO of overlying water restricted Fe-P release and thechlorophyll a of overlying water promoted Al-P release of sediment.","26","Sediments","Aluminum compounds - Calcium compounds - Eutrophication - Forming - Iron compounds - Lake pollution - Lakes - Organic compounds - Phosphorus","External contamination - Negative correlation - Overlying water - Phosphorus contamination - Phosphorus contents - Sediment sampling - Space distribution - Total phosphorus","453 Water Pollution - 483 Soil Mechanics and Foundations - 804 Chemical Products Generally - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Extreme drought-induced trend changes in MODIS EVI time series in Yunnan, China","20142517832953","","Huang, Kaicheng (1); Zhou, Tao (1); Zhao, Xiang (2) ","(1) State Key Laboratory of Earth Surface Processes and Resource Ecology, Beijing Normal University, Beijing, 100875, China (2) College of Global Change and Earth System Science, Beijing Normal University, Beijing, 100875, China ","Zhou, T.(tzhou@bnu.edu.cn) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","LDE; LIESMARS; NRSCC; REIS","Institute of Physics Publishing","17","1","","2014","35th International Symposium on Remote Sensing of Environment, ISRSE 2013","","","2014","English","17551307","17551315","","10.1088/1755-1315/17/1/012070","012070","35th International Symposium on Remote Sensing of Environment, ISRSE 2013","April 22, 2013 - April 26, 2013","Beijing, China","108165","","Conference article (CA)","Extreme climatic events triggered by global climate change are expected to increase significantly hence research into vegetation response is crucial to evaluate environmental risk. Yunnan province, locating in southwest China, experienced an extreme drought event (from autumn of 2009 to spring of 2010), with the lowest percentage rainfall anomaly and the longest non-rain days in the past 50 years. This study aimed to explore the characteristics and differences in the response to drought of four land cover types in Yunnan province, including forest, grassland, shrub, and cropland during the period 2001-2011. We used remote sensing data, MODIS-derived EVI (Enhanced Vegetation Index) to study the vegetation responses to this extreme drought event. The EVI time series were decomposed into trend, seasonal and remainder components using BFAST (Breaks For Additive Seasonal and Trend) which accounts for seasonality and enables the detection of trend changes within the time series. The preliminary results showed that: (1) BFAST proved to be capable of detecting drought-induced trend changes in EVI time series. (2) Changes in the trend component over time consisted of both gradual and abrupt changes. (3) Different spatial patterns were found for abrupt and gradual changes. (4) Cropland exhibited an abrupt change, due to its sensitivity to severe drought, while the forest seemed least affected by the extreme drought.","18","Drought","Climate change - Forestry - Radiometers - Rain - Remote sensing - Time series - Vegetation","Enhanced vegetation index - Environmental risks - Global climate changes - Rainfall anomaly - Remote sensing data - Spatial patterns - trend - Vegetation response","443.1 Atmospheric Properties - 443.3 Precipitation - 922.2 Mathematical Statistics - 944.7 Radiation Measuring Instruments",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of singularity theory in prediction of tin and copper mineral deposits in Gejiu District, Yunnan, China: Weak information extraction and mixing information decomposition","20091412008201","","Cheng, Qiu-Ming (1, 2); Zhao, Peng-Da (1); Chen, Jian-Guo (1); Xia, Qing-Lin (1); Chen, Zhi-Jun (1); Zhang, Sheng-Yuan (3); Xu, De-Yi (1, 4); Xie, Shu-Yun (1, 5); Wang, Wen-Lei (2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (2) Department of Earth and Space Science and Engineering, York University, Toronto M3J1P3, Canada (3) Institute of Natural Resource and Environment Engineering, Shijiazhuang University of Economics, Shijiazhuang 050031, China (4) School of Economics and Management, China University of Geosciences, Wuhan 430074, China (5) Faculty of Earth Sciences, China University of Geosciences, Wuhan 430074, China ","Cheng, Q.-M.(qiuming@cug.edu.cn) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","34","2","232-242","March 2009","","","","2009","Chinese","10002383","","","10.3799/dqkx.2009.021","","","","","","DIKEEL","Journal article (JA)","New non-linear theory and methods of multifractal singularity are applied to map weak anomalies related to deeply buried ores and mineralization halos. The main contents of singularity theory and methodology include three main principles and models: Local singularity analysis (for example Δ-analysis) for enhancing weak anomalies caused by buried ores, generalized self-similarity analysis (for example C-A and S-A models) for anomaly decomposition and for anomaly and background separation, and fractal spectrum analysis (for example mapping posterior probability) for characterizing spatial distribution of singularities and anomalies. This paper uses the local singularity analysis to map the anomalies not only in the eastern area where known mineral deposits are found but also in the western area where few mineral deposits have been found. It also uses the generalized self-similarity analysis method S-A model in integration of the principle component analysis in separating element association anomalies in both eastern and western areas. The results show that the eastern and western areas depict significant background difference and the local anomalies obtained using both local singularity model and S-A model show generalized self-similarity in eastern and western areas. Several target areas are delineated on the basis of these local anomalies.","27","Principal component analysis","Copper deposits - Deposits - Economic geology - Fractals - Ores - Probability distributions - Spectrum analysis - Tin - Tin deposits","Background differences - Information decomposition - Mineral resource prediction - Multifractal models - Non-linear theory - Posterior probability - Principle component analysis - Spatial information technologies","481.1 Geology - 504.3 Heavy Metal Mines - 546.2 Tin and Alloys - 921 Mathematics - 922.1 Probability Theory - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of singularity theory in prediction of tin and copper mineral deposits in Gejiu District, Yunnan, China: Information integration and delineation of mineral exploration targets","20091412008202","","Cheng, Qiu-Ming (1, 2); Zhao, Peng-Da (1); Zhang, Sheng-Yuan (3); Xia, Qing-Lin (1); Chen, Zhi-Jun (1); Chen, Jian-Guo (1); Xu, De-Yi (1, 4); Wang, Wen-Lei (2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (2) Department of Earth and Space Science and Engineering, York University, Toronto M3J1P3, Canada (3) Institute of Natural Resource and Environment Engineering, Shijiazhuang University of Economics, Shijiazhuang 050031, China (4) School of Economics and Management, China University of Geosciences, Wuhan 430074, China ","Cheng, Q.-M.(qiuming@cug.edu.cn) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","34","2","243-252","March 2009","","","","2009","Chinese","10002383","","","10.3799/dqkx.2009.022","","","","","","DIKEEL","Journal article (JA)","This paper is based on several research projects conducted in Gejiu Sn and Cu mineral districts on regional mineral resource assessment, 3D mineral resource assessment and prediction of deeply buried mineral deposits. New non-linear theory and methods of multifractal singularity have been applied in these projects to map weak anomalies related to deeply buried ores and mineralization halos. The weights of evidence model with corrected posterior probability using a newly developed correction method is applied to integrate various geo-evidential layers to map mineral potentials in the Gejiu area. The binary evidential layers include two layers defined on the basis of geochemical data, with one on distance from intersection of faults and the other on Gejiu Formation. Each addition of a binary layer can be considered as a partition of the study area and redistribution of posterior probability which can be treated as a general multiplicative cascade process and the final product may show multifractal properties with multiple singularities. A power-law model was established between posterior probability and undiscovered mineral deposits for the area.","29","Mineral exploration","Copper deposits - Deposits - Economic geology - Forecasting - Fractals - Geographic information systems - Ores - Tin - Tin deposits","Information integration - Multi-fractal property - Multiplicative cascades - Non-linear theory - Posterior probability - Quantitative assessments - Resource assessments - Weights of evidences","481.1 Geology - 501.1 Exploration and Prospecting Methods - 504.3 Heavy Metal Mines - 546.2 Tin and Alloys - 903.3 Information Retrieval and Use - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Water area annual variations of nine plateau lakes in Yunnan province, China: A brief spatiotemporal analysis with landsat time series","20170103213167","","Wu, Penghai (1, 2); Cai, Ning (1); Chen, Qi (1); Jiang, Changsheng (1); Wu, Yanlan (1, 2); Li, Junli (3) ","(1) School of Resources and Environmental Engineering, Anhui University, Hefei, China (2) Engineering Center for Geographic Information of Anhui Province Hefei, China (3) School of Resources and Environment, Anhui Agricultural University, Hefei, China ","Wu, Penghai(wuph@ahu.edu.cn) ","International Geoscience and Remote Sensing Symposium (IGARSS)","Dig Int Geosci Remote Sens Symp (IGARSS)","The Institute of Electrical and Electronics Engineers, Geoscience and Remote Sensing Society (GRSS)","Institute of Electrical and Electronics Engineers Inc.","2016-November","","6233-6236","November 1, 2016","2016 IEEE International Geoscience and Remote Sensing Symposium, IGARSS 2016 - Proceedings","","","2016","English","","","9781509033324","10.1109/IGARSS.2016.7730628","7730628","36th IEEE International Geoscience and Remote Sensing Symposium, IGARSS 2016","July 10, 2016 - July 15, 2016","Beijing, China","124694","IGRSE3","Conference article (CA)","Lake are sensitive to both climate change and human activities, and therefore serves as an excellent indicator of environmental changes. Based on series Landsat images, this paper provides a first picture of the annual variations in area of nine plateau lakes in Yunnan province, China using the Modified Normalized Difference Water Index (MNDWI) and Object-based image analysis (OBIA) method. A spatiotemporal analysis had carried out for these lakes. The results showed that water area annual variations of nine plateau lakes are inferenced by both climate change and human activities in different degrees. For Qilu and Yilong Lakes, the human activities paly more important role. © 2016 IEEE.","14",,,,,,"Number: GCWD201406, Acronym: -, Sponsor: -; Number: 1608085MD83, Acronym: -, Sponsor: Natural Science Foundation of Anhui Province; Number: 2014NGCM05, Acronym: -, Sponsor: -; Number: 41501376, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41571400, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by Mining environmental restoration and wetland ecological security Collaborative Innovation Center, the National Natural Science Foundation of China under Grants 41501376 and 41571400, Natural Science Foundation of Anhui Province under Grants 1608085MD83, the Key Laboratory for National Geographic Census and Monitoring, NationalAdministration of Surveying, Mapping and Geoformation under Grants 2014NGCM05, and the Open Research Fund Program of Key Laboratory of Digital Mapping and Land Information Application Engineering, NASG under Grants GCWD201406.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Geology and fluid inclusion of the Bijiashan Sb deposit in western Yunnan Province","20163502749339","","Tong, ZiDa (1); Zhang, Jing (1); Li, Tengjian (1) ","(1) State Key Laboratory of Geological Process and Mineral Resources, China University of Geosciences, Beijing; 100083, China ","","Yanshi Xuebao/Acta Petrologica Sinica","Yanshi Xuebao/Acta Petrol. Sin.","","Science Press","32","8","2379-2391","2016","","","","2016","Chinese","10000569","20958927","","","","","","","","","Journal article (JA)","The Bijiashan Sh deposit in the Weishan County, Yunnan Province, is located in the middle section of the Lanping- Simao basin in Sanjiang Orogeny, which belongs to the Weishan-'Yongping polymetallic ore belt. The Sb orebodies are hosted in the Upper Triassic carbonate-shale formation of the Heihuijiang anticline and are strictly controlled by the strata oeeurrence. The hydrotliermal ore-forming process can be divided into two stages, which are characterized by the fluorite-stibnite (stage I ) and fluorite-quartz-earbonate (stage II ) respectively, and the stage I is the main mineralization stage. The valentinite is widely formed in supergene process. Hie fluid inclusions in fluorite and caleite are simple and dominated by NaCl-H2solution. rI1ie homogenization temperatures of fluid inclusions in stage- I and II gangue minerals are concentrated at 145 ∼ 185°C and 125 ∼ 155T! respectively. The salinities of each stage are mainly less than 6% NaCleqv, showing it belongs to a medium- To-low temperature and salinity fluid system. 'Hie comprehensive researches on ore geologieal characteristics, fluid inclusion and isotope analysis show that the Bijiashan antimony deposit owns characteristics of stratabound sedimentary transformation type hydrothermal deposit. 'Hie sulfur, antimony metallogenic elements were mainly sourced from the Upper Triassic Sanhedong and Waluba formations, and the hydrothermal fluid related to the fluorite in stages I and II was probably a formation water or a mixture fluid system of basin brine water and atmospheric precipitation.","35","Ore deposit geology","Antimony compounds - Antimony deposits - Deposits - Fluorspar - Mineralogy - Ore analysis - Ores - Sodium chloride - Sulfide minerals - Temperature","Atmospheric precipitation - Comprehensive research - Fluid inclusion - Homogenization temperatures - Hydrothermal deposits - Hydrothermal fluids - Ore-forming process - Transformation types","481.1 Geology - 482 Mineralogy - 482.2 Minerals - 504.3 Heavy Metal Mines - 641.1 Thermodynamics - 801 Chemistry",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rainfall difference between the deposition fan and source area of Touzhai Landslide in Yunnan, China","20174804478025","","Wang, Kun (1); Ren, Zhe (1); Mei, Xuefeng (1); Tian, Lin (1); Yang, Kui (1); Zhou, Zhenhua (2); Luo, Jianjie (1); Xu, Zemin (1) ","(1) Faculty of Civil Engineering and Mechanics, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) Faculty of Land Resources Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Xu, Zemin(xzm768@kmust.edu.cn) ","Bulletin of Engineering Geology and the Environment","Bull. Eng. Geol. Environ.","","Springer Verlag","78","3","1937-1954","April 3, 2019","","","","2019","English","14359529","","","10.1007/s10064-017-1207-0","","","","","","","Journal article (JA)","Threshold models based on rainfall data have been shown to be useful for predicting imminent rainfall-induced landslides and dangerous debris flows in communities. The accuracy of such models greatly depends on the reliability of the rainfall data used. In turn, due to spatio-temporal variations in rainfall, the reliability of the rainfall data is mainly controlled by the distance between the rain gauge and the source area of the event. The high variability of rainfall events has been noted by many researchers, but detailed analysis using local rainfall data is scarce. We report here our comparison of rainfall data derived from two meteorological stations (MS.1 and MS.2) which were located at the deposition fan (1820 m.a.s.l) and source area (2400 m.a.s.l), respectively, of Touzhai Landslide in Yunnan, China. The two MSs spanned 580 m in elevation and 2.23 km in horizontal distance. Rainfall data collected hourly for a 1-year period (1 October 2013 to 30 September 2014) were analyzed. The results showed that rainfall at the two locations differed significantly. First, the vertical rainfall gradient between the two MSs was up to 187.9 mm/100 m, and the rainfall amount at MS.2 was 1.8-fold greater than that at MS.1. Second, MS.2 had both a greater amount of rainfall and a longer duration of events compared to MS.1, and high-intensity rainfall events were more frequent at MS.2. Thirdly, rainfall at the two locations was asynchronous, i.e. the rainfall at MS.2 always started earlier and ended later than that at MS.1. Both MSs showed a diurnal rainfall pattern in which it rained less during the daytime and more during the nighttime. These data revealed a negative relationship between rainfall and temperature and a positive correlation between rainfall and elevation. Based on all data together, the rainfall difference between the deposition fan and the depopulated source area of Touzhai Landslide is distinct. We conclude that in mountainous areas with a large altitude difference, rainfall data can improve the precision of rainfall threshold models only when rain gauges are sufficiently close to the source areas. © 2017, Springer-Verlag GmbH Germany, part of Springer Nature.","87","Rain","Deposition - Landslides - Rain gages","Diurnal rainfall - High intensity rainfall - Meteorological station - Positive correlations - Rainfall distribution - Rainfall induced landslides - Rainfall thresholds - Spatio-temporal variation",,,"Number: U1033601, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; Number: U1502232, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; ","This work is supported by National Natural Science Foundation of China–Yunnan Joint Fund (U1502232, U1033601) and Research Fund for the Doctoral Program of Higher Education of China (2013531411005). We greatly appreciated the anonymous reviewers’ pertinent comments on this work.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
