Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A new genetic algorithm for release-time aware divisible-load scheduling","20150800546691","Wang, Xiaoli (1); Wang, Yuping (1); Meng, Kun (1) ","(1) School of Computer Science, Xidian University, Xi'an, Shaanxi; 710071, China ","Wang, Yuping(wangxiaolibox@gmail.com) ","Proceedings - 2014 10th International Conference on Computational Intelligence and Security, CIS 2014","Proc. - Int. Conf. Comput. Intell. Secur., CIS","Aviation Key Laboratory of Science and Technology on Airborne and Missileborne Computer; Beijing Normal University; Guangdong University of Technology; IEEE CPS; Shenzhen University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","134-138","January 20, 2015","","","1of1","2015","English","","","","9781479974344","10.1109/CIS.2014.97","7016868","10th International Conference on Computational Intelligence and Security, CIS 2014","November 15, 2014 - November 16, 2014","Kunming, Yunnan, China","110202","","Conference article (CA)","Divisible-load scheduling has become an increasingly important subject in the research of information technologies in recent years. It focuses on finding an efficient scheduling strategy for massive computing in parallel and distributed systems so that the make-span of the workload is minimized. Most existing scheduling models assume that all processors are idle at the beginning of workload assignment. However, in the real parallel and distributed environments, many processors may still in busy when a new workload arrived. Processors may have different waiting time from the busy state to the idle, that is, processors have different release time. This paper proposed a release-time aware divisible-load scheduling model with hybrid time constraints and designed an effective global optimization genetic algorithm to solve it. Finally, the experiment results show the efficiency and effectiveness of the proposed algorithm. © 2014 IEEE.","","17","Scheduling algorithms","Genetic algorithms - Global optimization - Network security - Parallel processing systems - Scheduling","Distributed environments - Divisible load scheduling - Efficient scheduling - New genetic algorithms - Optimization genetic algorithms - Parallel and distributed systems - Release time - Time constraints","722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 912.2 Management - 921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Liquid phase oxidation of 2-methylnaphthalene to 2-methyl-1,4- naphthoquinone over lanthanum doped MCM-41","20141017417287","Zi, Guoli (1); Chen, Daomei (1); Li, Bin (1); Li, Zhiqiang (1); Luo, Xia (1); Zhang, Jinping (1); Li, Lin (1); Wang, Jiaqiang (1) ","(1) Universities' Center for Photocatalytic Treatment of Pollutants in Yunnan Province, School of Chemical Sciences and Technology, Yunnan University, Kunming 650091, China ","Wang, J.(jqwang@ynu.edu.cn) ","Catalysis Communications","Catal. Commun.","","Elsevier B.V.","49","","10-14","April 5, 2014","","","","2014","English","15667367","","","","10.1016/j.catcom.2014.01.027","","","","","","CCAOAC","Journal article (JA)","Liquid phase oxidation of 2-methylnaphthalene was carried out under mild reaction conditions over lanthanum doped MCM-41 using aqueous hydrogen peroxide (30%) as oxidant and acetic acid as solvent without adding any initiator. The catalyst exhibited very high substrate conversion (95.8%) and reasonable product (2-methyl-1,4-naphthoquinone) selectivity (69.3%) under mild condition. Fast hot catalyst filtration experiment proved that the catalyst acted as a heterogeneous one and it can be reused two times without losing its activity to a greater extent. A possible mechanism was proposed. © 2014 Published by Elsevier B.V.","","39","Catalyst selectivity","Ketones - Lanthanum - Oxidation","2-methyl-1 ,4-naphthoquinone - 2-methylnaphthalene - Filtration experiments - Liquid-phase oxidation - Mild reaction conditions - Naphthoquinone - Possible mechanisms - Substrate conversion","547.2 Rare Earth Metals - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.1 Organic Compounds",,"Number: U1033603, Acronym: -, Sponsor: -; Number: 21063016, Acronym: -, Sponsor: -; Number: -, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 21263027, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: -, Sponsor: Guangdong Innovative Research Team Program; ","The authors thank the National Natural Science Foundation of China (Project 21263027 , NSFC-YN U1033603 , 21063016 ), Major Special Project of Scientific Research Foundation , Education Department of Yunnan Province , and Program for Innovative Research Team (in Science and Technology) in University of Yunnan Province (IRTSTYN) for financial support. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Individual intelligence based optimization and its application to ITAE standard forms","20150800546576","Yang, Qiwen (1); Fu, Shanshan (1); Xue, Yuncan (1); Ruan, Shanna (1); Chen, Junfeng (1) ","(1) College of IOT Engineering, Hohai University, Changzhou, China ","","Proceedings - 2014 10th International Conference on Computational Intelligence and Security, CIS 2014","Proc. - Int. Conf. Comput. Intell. Secur., CIS","Aviation Key Laboratory of Science and Technology on Airborne and Missileborne Computer; Beijing Normal University; Guangdong University of Technology; IEEE CPS; Shenzhen University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","109-113","January 20, 2015","","","1of1","2015","English","","","","9781479974344","10.1109/CIS.2014.54","7016863","10th International Conference on Computational Intelligence and Security, CIS 2014","November 15, 2014 - November 16, 2014","Kunming, Yunnan, China","110202","","Conference article (CA)","By learning from the behaviors of social creatures, swarm intelligence based optimization (SIO) has become an attractive research area which leads to the emergence of numerous intelligent optimization algorithms, such as ant colony algorithm, particle swarm optimization (PSO). In this paper, another creature intelligence instead of swarm intelligence, individual intelligence, is studied by learning from the behaviors of solitary creatures, and individual intelligence based optimization (IIO) is proposed. The flowchart of IIO is given according to the foraging procedure of solitary creatures, and an IIO algorithm containing three modules is presented. The validity of the proposed IIO algorithm is verified on function test. Experimental results show that the global optimization ability of IIO is more powerful and converges more quickly than SIO. Its application to standard forms subjected to the criterion of the integral of time multiplied by the absolute value of error (ITAE) indicates the effectiveness of IIO in practice. © 2014 IEEE.","","11","Particle swarm optimization (PSO)","Ant colony optimization - Global optimization - Swarm intelligence","Absolute values - Ant colony algorithms - Function tests - Individual intelligence - Intelligent optimization algorithm - ITAE - ITS applications - Optimization ability","921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Packet faking attack: A novel attack and detection mechanism in OppNets","20150800546584","Alajeely, Majeed (1); Ahmad, Asma'A (1); Doss, Robin (1); Mak-Hau, Vicky (1) ","(1) School of Information Technology, Deakin University, Melbourne, Australia ","","Proceedings - 2014 10th International Conference on Computational Intelligence and Security, CIS 2014","Proc. - Int. Conf. Comput. Intell. Secur., CIS","Aviation Key Laboratory of Science and Technology on Airborne and Missileborne Computer; Beijing Normal University; Guangdong University of Technology; IEEE CPS; Shenzhen University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","638-642","January 20, 2015","","","1of1","2015","English","","","","9781479974344","10.1109/CIS.2014.15","7016974","10th International Conference on Computational Intelligence and Security, CIS 2014","November 15, 2014 - November 16, 2014","Kunming, Yunnan, China","110202","","Conference article (CA)","Security is a major challenge in Opportunistic Networks (OppNets) due to its characteristics of being an open medium with dynamic topology, there is neither a centralized management nor clear lines of defence. A packet dropping attack is one of the major security threats in OppNets as neither source nodes nor destination nodes have any knowledge of when or where a packet will be dropped. In this paper, we present a novel attack and detection mechanism against a special type of packet dropping where the malicious node drops one packet or more and injects a new fake packet instead. Our novel detection mechanism is very powerful and has very high accuracy. It relies on a very simple yet powerful idea, the creation time of each packet. Significant results show this robust mechanism achieves a very high accuracy and detection rate. © 2014 IEEE.","","10","Network security","Denial-of-service attack - Packet loss","Denial of Service - Malicious node detections - Opportunistic networks - Packet dropping attack - Security","723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Safety aware robot coverage motion planning with virtual-obstacle-based navigation","20161102093085","Luo, Chaomin (1); Yang, Simon X. (2); Mo, Hongwei (3); Li, Xinde (4) ","(1) Department of Electrical and Computer Engineering, University of Detroit Mercy, MI, United States (2) School of Engineering, University of Guelph, ON, Canada (3) Automation College, Harbin Engineering University, Harbin, China (4) School of Automation, Southeast University, Nanjing, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2110-2115","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279636","7279636","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","A coverage motion planning (CMP) is a kind of coverage path planning, which requires the robot path to fill every grid of the workspace. It is an essential issue in plenty of robotic applications. Safety aware collision-free coverage motion planning of an autonomous vehicle is one of the major challenges in intelligent vehicle systems. Many studies have been focused on the obstacle avoidance to prevent 'too close' or 'too far' from obstacles, but difficult to obtain an optimal path. In this paper, a virtual obstacle (VO) based safety aware strategy integrated with a biologically inspired neural network (BNN) method is proposed for CMP in a non-stationary environment as safety consideration is greatly crucial in vehicle CMP. The real-time vehicle trajectory is planned through the varying neural activity landscape that represents the dynamic environment. The proposed model for vehicle navigation with safety consideration is capable of planning a real-time appropriate trajectory. The proposed approach is capable of overcoming the either 'too close' or 'too far' shortcoming. Simulation and comparison studies validate that the proposed model is capable of performing CMP mission to plan more reasonable and shorter collision-free trajectories in non-stationary and unstructured environments. © 2015 IEEE.","","15","Robot programming","Automation - Collision avoidance - Motion planning - Navigation - Neurons - Robots - Trajectories - Vehicles","Bio-inspired neural network - Biologically inspired neural networks - Collision-free - Collision-free trajectory - Intelligent vehicle systems - Non-stationary environment - Safety-aware - Virtual obstacle","461.9 Biology - 731 Automatic Control Principles and Applications - 731.5 Robotics - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The CT image reconstruction algorithm based on the least absolute criterion by alternating direction iterative","20150800546572","He, Wenzhang (1); Xu, Hongjian (1); Guo, Zhengyang (1); Liang, Jie (1); Wang, Lina (1) ","(1) Tianjin University of Technology and Education, Tianjin, China ","","Proceedings - 2014 10th International Conference on Computational Intelligence and Security, CIS 2014","Proc. - Int. Conf. Comput. Intell. Secur., CIS","Aviation Key Laboratory of Science and Technology on Airborne and Missileborne Computer; Beijing Normal University; Guangdong University of Technology; IEEE CPS; Shenzhen University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","124-128","January 20, 2015","","","1of1","2015","English","","","","9781479974344","10.1109/CIS.2014.75","7016866","10th International Conference on Computational Intelligence and Security, CIS 2014","November 15, 2014 - November 16, 2014","Kunming, Yunnan, China","110202","","Conference article (CA)","Based on the least absolute criteria, the image reconstruction problem is transformed into an optimization one by constructing the objective function for optimization. The optimization problem is transformed into the separable optimization problem to be solved by using the alternating direction method. At the same time, a new CT image reconstruction algorithm is got by combining with ART algorithm. Experimental results show that the algorithm is better than ART algorithm in obviously improving reconstruction quality, and as a result, the image signal to noise ratio has increased significantly. © 2014 IEEE.","","8","Image reconstruction","Computerized tomography - Image enhancement - Iterative methods - Optimization - Signal to noise ratio","Alternating direction methods - Alternating directions - Ct image reconstruction - Objective functions - Optimization problems - Reconstruction problems - Reconstruction quality - The least absolute criteria","716.1 Information Theory and Signal Processing - 723.5 Computer Applications - 921.5 Optimization Techniques - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Local influence analysis of nonlinear structural equation models with nonignorable missing outcomes from reproductive dispersion models","20092012086710","Fu, Ying-Zi (1); Tang, Nian-Sheng (1); Chen, Xing (1) ","(1) Department of Statistics, Yunnan University, Kunming, 650091, China ","Tang, N.-S.(nstang@ynu.edu.cn) ","Computational Statistics and Data Analysis","Comput. Stat. Data Anal.","","Elsevier","53","10","3671-3684","August 1, 2009","","","","2009","English","01679473","","","","10.1016/j.csda.2009.03.011","","","","","","CSDADW","Journal article (JA)","Nonlinear structural equation models with nonignorable missing outcomes from reproductive dispersion models are proposed to identify the relationship between manifest variables and latent variables in modern educational, medical, social and psychological studies. The nonignorable missing mechanism is specified by a logistic regression model. An EM algorithm is developed to obtain the maximum likelihood estimates of the structural parameters and parameters in the logistic regression model. Assessment of local influence is investigated in nonlinear structural equation models with nonignorable missing outcomes from reproductive dispersion models on the basis of the conditional expectation of the complete-data log-likelihood function. Some local influence diagnostics are obtained via observations of missing data and latent variables that are generated by the Gibbs sampler and Metropolis-Hastings algorithm on the basis of the conformal normal curvature. A simulation study and a real example are used to illustrate the application of the proposed methodologies. © 2009 Elsevier B.V. All rights reserved.","","24","Nonlinear equations","Diagnosis - Dispersions - Maximum likelihood estimation - Regression analysis","Conditional expectation - Conformal normal curvature - Logistic Regression modeling - Maximum likelihood estimate - Metropolis-Hastings algorithm - Nonlinear structural equations - Reproductive dispersion models - Structural parameter","461.6 Medicine and Pharmacology - 922 Statistical Methods - 922.2 Mathematical Statistics - 951 Materials Science",,"Number: 10561008,10761011, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: NCET-07-0737, Acronym: NCET, Sponsor: Program for New Century Excellent Talents in University; Number: 20060673002, Acronym: -, Sponsor: -; ","This research is fully supported by grants from the National Nature Science Foundation of China (10561008,10761011), the Ph.D. Special Scientific Research Foundation of Chinese University (20060673002), and by the program for New Century Excellent Talents in University (NCET-07-0737). The authors wish to thank the editor, an associate editor and two referees for their helpful comments and suggestions which have greatly improved the manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Evaluation of the mercury contamination in mushrooms of genus Leccinum from two different regions of the world: Accumulation, distribution and probable dietary intake","20153501226928","Falandysz, Jerzy (1); Zhang, Ji (2); Wang, Yuanzhong (2); Krasiska, Grazyna (1); Kojta, Anna (1); Saba, Martyna (1); Shen, Tao (3); Li, Tao (3); Liu, Honggao (4) ","(1) Gdask University, Laboratory of Environmental Chemistry and Ecotoxicology, 63 Wita Stwosza Str., Gdask; 80-952, Poland (2) Institute of Medicinal Plants, Yunnan Academy of Agricultural Sciences, Kunming; 650200, China (3) College of Resources and Environment, Yuxi Normal University, Yuxi, Yunnan; 653100, China (4) College of Agronomy and Biotechnology, Yunnan Agricultural University, Kunming; 650201, China ","Falandysz, Jerzy(jerzy.falandysz@ug.edu.pl) ","Science of the Total Environment","Sci. Total Environ.","","Elsevier B.V.","537","","470-478","December 15, 2015","","","","2015","English","00489697","18791026","","","10.1016/j.scitotenv.2015.07.159","","","","","","STEVA8","Journal article (JA)","This study focused on investigation of the accumulation and distribution of mercury (Hg) in mushrooms of the genus Leccinum that emerged on soils of totally different geochemical bedrock composition. Hg in 6 species from geographically diverse regions of the mercuriferous belt areas in Yunnan of SW China, and 8 species from the non-mercuriferous regions of Poland in Europe was measured. Also assessed was the probable dietary intake of Hg from consumption of Leccinum spp., which are traditional organic food items in SW China and Poland. The results showed that L. chromapes, L. extremiorientale, L. griseum and L. rugosicepes are good accumulators of Hg and the sequestered Hg in caps were up to 4.8, 3.5, 3.6 and 4.7mgHgkg-1dry matter respectively. Leccinum mushrooms from Poland also efficiently accumulated Hg with their average Hg content being an order of magnitude lower due to low concentrations of Hg in forest topsoil of Poland compared to the elevated contents in Yunnan. Consumption of Leccinum mushrooms with elevated Hg contents in Yunnan at rates of up to 300g fresh product per week during the foraging season would not result in Hg intake that exceeds the provisional weekly tolerance limit of 0.004mgkg-1body mass, assuming no Hg ingestion from other foods. © 2015 Elsevier B.V.","","98","Mercury (metal)","Fungi - Nutrition - Soil pollution","China - Dietary intakes - Foraging - Leccinum - Low concentrations - Mercury contamination - Poland - Tolerance limits","461.7 Health Care - 483.1 Soils and Soil Mechanics - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals",,"Number: UMO-2011/03/N/NZ9/04136, Acronym: NCN, Sponsor: Narodowe Centrum Nauki; Number: 31160409, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31260496, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Part of this project was supported by the National Science Centre of Poland ( UMO-2011/03/N/NZ9/04136 ) and the National Natural Science Foundation of China (No. 31260496 , 31160409 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Oscillatory criteria of general nonlinear hyperbolic equations with continuous deviating arguments","2002507263997","Liu, Wenxiang (1); Qin, Maochang (1); Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Applied Mathematics and Computation (New York)","Appl Math Comput (New York)","","Elsevier Inc.","137","2-3","451-458","May 25, 2003","","","","2003","English","00963003","","","","10.1016/S0096-3003(02)00150-9","","","","","","AMHCBQ","Journal article (JA)","A class of hyperbolic partial functional differential equations boundary value problem was discussed. Sufficient conditions for the oscillation of solutions of the equation under the consideration of two kinds of boundary conditions were obtained. The approach was to reduce the multidimensional problem under study to a one-dimensional oscillation problem for ordinary differential equations or inequalities.","(Edited Abstract)","9","Nonlinear equations","Boundary conditions - Boundary value problems - Oscillations - Partial differential equations - Problem solving","Hyperbolic equations","921.1 Algebra - 921.2 Calculus - 921.6 Numerical Methods","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Investigating river pollution flowing into dianchi lake using a combination of GC-MS analysis and toxicological tests","20140317198524","Yao, Jianhua (1, 2, 3); Gao, Qian (3); Li, Xuemei (3); Hu, Mingyang (3); Miao, Mingming (3); Pan, Bo (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming 650500, China (2) Lab of Molecular Genetics of Aging and Tumor, Faculty of Life Science and Technology, Kunming University of Science and Technology, 650500, Kunming, China (3) Yunnan Academy of Tobacco Science, Kunming 650106, China ","Pan, B.(panbocai@gmail.com) ","Bulletin of Environmental Contamination and Toxicology","Bull. Environ. Contam. Toxicol.","","Springer New York LLC","92","1","67-70","January 2014","","","","2014","English","00074861","14320800","","","10.1007/s00128-013-1132-2","","","","","","BECTA6","Journal article (JA)","Due to the presence of various harmful compounds in polluted water, toxicological tests should be combined to evaluate whether a body of water is polluted. The water quality of four rivers flowing into Dianchi Lake, which is well known for its heavy and lasting pollution, was investigated in this study using a combination of GC-MS analysis and cytotoxicity and mutagenicity tests. GC-MS analysis showed that the rivers investigated contained a variety of chemicals and suggested that severe water pollution existed. In addition, the water obtained from the four rivers induced acute cytotoxicity in CHO cells and dose-dependent mutagenicity in four Salmonella typhimurium strains (TA97, TA98, TA100 and TA102). The integration of GC-MS analysis and short-term in vitro toxicological tests might be a valuable approach that can be used to monitor the health hazards that may result from water pollution. © 2013 Springer Science+Business Media New York.","","19","River pollution","Cytotoxicity - Health hazards - Lake pollution - Lakes - Quality control - Risk assessment - Rivers - Salmonella - Water quality","Cytotoxicity test - GC-MS analysis - Harmful compounds - Organic contaminant - Polluted water - Salmonella typhimurium - Toxicological tests - Yunnan","445.2 Water Analysis - 453 Water Pollution - 461.7 Health Care - 461.9 Biology - 913.3 Quality Assurance and Control - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The design and implementation of a parallel configurable paseudorandom sequence generator","20121414929234","Yang, Jun (1); Zhao, Ga (1); Wang, Xiaojun (1); Shu, Pingping (1); Yang, Hengfen (2) ","(1) School of Information Science and Engineering, Yunnan University, China (2) School of Economics, Yunnan University, China ","Yang, J.(junyang@ynu.edu.cn) ","Advanced Materials Research","Adv. Mater. Res.","Fujian University of Technology; Xiamen University; Fuzhou University; Huaqiao University; University of Wollongong","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","468-471","","1903-1906","2012","Automation Equipment and Systems","","","2012","English","10226680","","","","10.4028/www.scientific.net/AMR.468-471.1903","","3rd international Conference on Manufacturing Science and Engineering, ICMSE 2012","March 27, 2012 - March 29, 2012","Xiamen, China","88899","","Conference article (CA)","In this paper, we study the implements a data rate can be adjusted, m series can be equipped with pseudo-random series of sequence generator. This design in the basis of linear feedback shift register, through the linear feedback function to produce mould the longest m sequence. In order to carry on it, we use the hardware description language VHDL, take advantage of the FPGA reconfigurability and flexibility, using Quartus II 8.0 for the integrated wiring, and give the Model simulation waveforms. For the sake of verifying the feasibility of this design, we adapt it to the DE2 board, and with an oscilloscope and other equipment were tested. © (2012) Trans Tech Publications.","","4","Design","Computer hardware description languages - Field programmable gate arrays (FPGA) - Manufacture - Shift registers","Configurable - Data rates - Linear feedback - Linear feedback shift registers - M sequence - Model simulation - Pseudo random - Quartus II - Reconfigurability - Sequence generators - Wave forms","408 Structural Design - 537.1 Heat Treatment Processes - 721.3 Computer Circuits - 722 Computer Systems and Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The design and implementation of a high-speed parallel AES crypto-chip","20121414929195","Yang, Jun (1); Zhang, Weiping (1); Shu, Pingping (1); Wang, Xiaojun (1); Zhao, Ga (1); Yang, Hengfen (2) ","(1) School of Information Science and Engineering, Yunnan University, China (2) School of Economics, Yunnan University, China ","Yang, J.(ajunyang@ynu.edu.cn) ","Advanced Materials Research","Adv. Mater. Res.","Fujian University of Technology; Xiamen University; Fuzhou University; Huaqiao University; University of Wollongong","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","468-471","","1721-1725","2012","Automation Equipment and Systems","","","2012","English","10226680","","","","10.4028/www.scientific.net/AMR.468-471.1721","","3rd international Conference on Manufacturing Science and Engineering, ICMSE 2012","March 27, 2012 - March 29, 2012","Xiamen, China","88899","","Conference article (CA)","This paper direct to security and real-time requirements in high-speed network transmission processing, based on SOPC technology, design a High throughput AES encryption/decryption processing unit with pipelining. The design goal is to optimize the hardware structure and improve the throughput, S-box design and parallel processing structure. Compared with traditional AES crypto-chip has faster rate with encryption and less consumption of resources advantages. This design adopts VHDL hardware description language, use Quartus II 8.0 for the synthesis and routing, and this processing unit is packaged an independent IP core, attached to the Altera provided the Nios II system, finally download and test validation on the DE2 development platform. © (2012) Trans Tech Publications.","","7","Cryptography","Computer hardware description languages - Design - Manufacture - Parallel processing systems","AES - AES encryption - Crypto-chip - Design goal - Development platform - Faster rates - Hardware structures - High-speed - High-throughput - IP core - Network transmission - NIOS II - Parallel processing - Processing units - Quartus II - Real time requirement - S-box design - SOPC - Sopc technologies - Test validation","722.4 Digital Computers and Systems - 722 Computer Systems and Equipment - 718 Telephone Systems and Related Technologies; Line Communications - 723 Computer Software, Data Handling and Applications - 717 Optical Communication - 537.1 Heat Treatment Processes - 408 Structural Design - 716 Telecommunication; Radar, Radio and Television",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Correlation analysis between vector magnetograms measured by S3T and MSFC","20071710575705","Liang, H.F. (1, 2); Qu, Z.Q. (2); Zhao, H.J. (3); Xiang, F.Y. (4) ","(1) Yunnan Normal University, Kunming, 650011, China (2) National Astronomical Observatories/Yunnan Observatory, CAS, Kunming, 650011, China (3) National Satellite Meteorological Center, China Meteorological Administration, Beijing, 100081, China (4) Xiangtan University, Hunan, China ","Liang, H.F.(njuf2003@yahoo.com.cn) ","New Astronomy","New Astron","","Elsevier, P.O. Box 211, Amsterdam, 1000 AE, Netherlands","12","6","497-506","August 2007","","","","2007","English","13841076","","","","10.1016/j.newast.2007.03.001","","","","","","NEWAST","Journal article (JA)","By quantitative analysis of AR NOAA10484 two-dimensional Stokes spectra obtained from the Solar Stokes Spectral Telescope (S3T) at the Yunnan Observatory, we have derived three components, the flux intensity B, the inclination γ and the azimuth χ of the vector magnetic fields in the AR. The contours of the flux intensity B have a basic agreement to the morphological configuration of the sunspot group in white-light. Comparing the vector magnetograms obtained by S3T and by the NASA/Marshall Space Flight Center (MSFC), basic agreement on the longitudinal and transverse components between the S3T and MSFC magnetograms is found, resulting in correlation coefficients ρB = 0.904, ρBt = 0.749 and ρaz = 0.941. There is a split of 241 mA between the two σ lines of Fe I 6302.5 A which implies the field flux intensity near the center of the west umbra is 2600 G. This value is consistent with the result obtained by fitting the Stokes profiles. © 2007 Elsevier B.V. All rights reserved.","","27","Space flight","NASA - Optical correlation - Radiative transfer - Space telescopes - Spectrum analysis","Correlation analysis - Marshall Space Flight Center (MSFC) - Sunspots - Vector magnetic fields","655 Spacecraft - 656.1 Space Flight - 701 Electricity and Magnetism - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 941 Acoustical and Optical Measuring Instruments","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A least squares based parameter identification of the Mesic respiratory system model","20095312596269","Liu, Ya-Jie (1); Feng, Ji-Hua (2); Shi, Xin-Ling (3); Chen, Jian-Hua (3) ","(1) Kunming Medical University (Tumor Hospital of Yunnan Province), Kunming Yunnan 650118, China (2) School of Information Science and Technology, Sun Yat-Sen University, Guangzhou, Guangdong, 510275, China (3) Department of Biomedical Engineering, Information College, Yunnan University, Kunming Yunnan 650091, China ","Liu, Y.-J.(lyjcome@yahoo.com.cn) ","3rd International Conference on Bioinformatics and Biomedical Engineering, iCBBE 2009","Int. Conf. Bioinformatics Biomed. Eng., iCBBE","Beijing Institute of Technology; Beijing University of Posts and Telecommunications; et al.; Fudan University; Gordon Life Science Institute; IEEE Engineering in Medicine and Biology Society","IEEE Computer Society","","","","2009","3rd International Conference on Bioinformatics and Biomedical Engineering, iCBBE 2009","","","2009","English","","","","9781424429028","10.1109/ICBBE.2009.5162180","5162180","3rd International Conference on Bioinformatics and Biomedical Engineering, iCBBE 2009","June 11, 2009 - June 13, 2009","Beijing, China","79013","","Conference article (CA)","A Mesic respiratory system parameter identification is studied in this paper for providing the useful theory and data support in the improvement of human respiratory model accuracy, respiratory disease diagnosis and design of the new ventilator. The Mesic respiratory system model is established based on Simulink platform. The least-square algorithm is then used to do the static and dynamic parameter identification with the theoretical data, clinical data and fitted clinical data. Finally, the validation of the parameter identification is performed by the clinical data. The parameters got by clinical fitting data could reach the physiological characteristics well. The pressure, volume and flow curve is the most similar compared with clinical data. This method provides an efficient way for the identification research of relative models. It is also a supplement of Mesic respiratory system. ©2009 IEEE.","","12","Parameter estimation","Bioinformatics - Biomedical engineering - Diagnosis - Identification (control systems) - Physiological models - Respiratory system","Clinical data - Data support - Least Square - Least square algorithms - Physiological characteristics - Respiratory model - Respiratory system models - Respiratory system parameters","461 Bioengineering and Biology - 731.1 Control Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
