Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Experimental study on reduction of Aβ by berberine in serum and brain of diabetic rats","20153601247149","","Zhou, You (1); Tan, Ying (1); Li, Lun (1); Wang, Dong-Xue (1); Zhao, Ying (1) ","(1) School of Pharmacy, Harbin University of Commerce, Harbin, China ","Zhao, Ying ","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","249-252","2015","","1 of 1","2015","English","","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","Objective: Study the influence of berberine on β amyloid protein in brain and serum of diabetic rats. Method: Male Wistar rats were fed a high-fat diet for 8 weeks and were induced with diabetes by the intraperitoneal injection of streptozotocin (STZ). The model rats were randomly divided into five groups by blood glucose levels and body weights: negative control group, model control group, high dose group of berberine (H, 129.45 mg/kg.d), low dose group of berberine (L, 64.72 mg/kg.d), and positive control group (Pioglitazone, 2.72 mg/kg.d). Rats were sacrificed after being administered for 8 weeks continuously, and serum and brain tissue were separated. Fasting glucose, insulin levels, and Aβ levels in serum and brain were observed. Results: Compared with the negative control group, there was a significant increase in weight of the model rats (P © 2015 Taylor & Francis Group, London.","2","Rats","Body fluids - Glucose - Insulin - Proteins","Beta amyloid proteins - Blood glucose level - Insulin resistance - Insulin sensitivity - Intraperitoneal injections - Negative control - Positive control group - Streptozotocin","461.2 Biological Materials and Tissue Engineering - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mammograms contrast enhancement based on background homogenization","20140417229006","","Chen, Mengxu (1); Wang, Junfeng (1); Zhan, Tianyi (1) ","(1) Department of Electrical Engineering, Shanghai JiaoTong University, Shanghai, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664132","6664132","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","Breast cancer is one of the most pervasive women diseases. Mammography can greatly facilitate the early detection of breast cancer. The low quality of the mammogram undermines the accuracy of diagnosis. Image enhancement techniques are often used to enhance the mammogram contrast and assist the radiologists to detect the cancer. Histogram Equalization (HE) is one of the most widely used methods for enhancement. However, after HE processing, dark region remains unfading. The edge of mammogram which provides important information for diagnosing usually belongs to dark regions. To increase the luminance range, we proposed a new method for contrast enhancement by compressing luminance and applying HE. The intensity depends on the mean values of both small windows and the original image. The proposed algorithm showed promising performance when applied on several mammogram. © 2013 IEEE.","9","Image enhancement","Diseases - Equalizers - Graphic methods - Luminance - Mammography - X ray screens","Breast Cancer - Contrast Enhancement - Early detection of breast cancer - Histogram equalizations - Low qualities - Mammogram - Mean values - Original images","713.5 Electronic Circuits Other Than Amplifiers, Oscillators, Modulators, Limiters, Discriminators or Mixers - 746 Imaging Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Generalized space-time shift keying: Randomized bitwise Markov chain Monte Carlo detection and code design","20140417228969","","Zheng, Jianping (1); Sun, Yue (1) ","(1) State Key Lab of ISN, Xidian University, Xi'an, 710071, Shaanxi, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664095","6664095","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","In this paper, the low-complexity near-optimal (LCNO) detector and code design for the generalized space-time shift keying (G-STSK) scheme are studied. First, the LCNO randomized bitwise Markov chain Monte Carlo (R-b-MCMC) detector is presented. Next, the low-density parity-check code is optimized based on the extrinsic-information transfer chart technique. Simulation results are provided to demonstrate the performance of the proposed detector and the optimized code. © 2013 IEEE.","7","Space time codes","Chains - Channel coding - Forward error correction - Markov processes - Monte Carlo methods - Optimal systems - Satellite communication systems - Signal processing - Turbo codes","Code designs - Extrinsic information transfer charts - Low-density parity-check (LDPC) codes - Markov Chain Monte-Carlo - Near-optimal - Space-Time Shift Keying","602.1 Mechanical Drives - 655.2.1 Communication Satellites - 716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 922.1 Probability Theory - 922.2 Mathematical Statistics - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A memory reduced stack algorithm for MIMO detection","20140417228940","","Yue, Zhi (1); He, Guanghui (1); Ma, Jun (1); Mao, Zhigang (1) ","(1) School of Microelectronics, Shanghai Jiao Tong University, Shanghai, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664066","6664066","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","Multiple-input multiple-output (MIMO) technology can enhance the spectral efficiency significantly at the cost of high detection complexity. The stack algorithm can minimize the average complexity and achieve the optimal performance, but it suffers from the large memory size to store the candidate nodes. In this paper, we propose a memory reduced stack algorithm for soft-output MIMO detection. With the leaf enumeration scheme and parallel hypotheses update method, the proposed algorithm only stores non-leaf nodes in the stack and the leaf nodes are used for updating the soft-output. The proposed node pruning rule can simplify the search process and reduce the memory size further. The simulation results show that the proposed algorithm can reduce the demanded memory size of the advanced stack algorithm by 50% to achieve the same BER performance with the STS-SD for a 4 × 4 64QAM MIMO system. © 2013 IEEE.","8","MIMO systems","Codes (symbols) - Feedback control - Signal processing - Telecommunication repeaters","Detection complexity - Enumeration schemes - Memory reduction - Multiple-input multiple-output technologies - Optimal performance - Soft output - Spectral efficiencies - Stack algorithm","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 731.1 Control Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"High resolution direction-of-arrival estimation based on beam-spectra envelope","20140417229015","","Xiang, Yang (1); Huang, Jianguo (1); Shi, Wentao (1); Zhang, Qunfei (1) ","(1) School of Marine Technonogy, Northwestern Polytechnical University, Xi'an, Shaanxi, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664141","6664141","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","By exploiting the beam-spectra envelop information of the spatial spectrum which is generated by the conventional beamforming (CBF) method, a high resolution direction-of-arrival (DOA) estimation method named DOA-BE is proposed. This method is decomposed into two different parts. A threshold of 3-dB width of CBF spectrum is obtained by using Neyman-Pearson criterion to determine the number of narrow-band sources. On the other hand, the DOA estimates are calculated by using multiple beam-spectra envelope information. The simulation and experimental results show that the DOA-BE method possesses higher resolution probability and smaller root mean squared error than Capon's and MUSIC methods. Furthermore, the experimental results have proved that DOA-BE method has better performance than maximum likelihood (ML) method in some aspects, and that it will be perfectly used in the real time processing system. © 2013 IEEE.","10","Direction of arrival","Learning algorithms - Maximum likelihood estimation - Mean square error - Signal processing","Beam-spectra envelop - Conventional beamforming - Direction of arrival estimation - Direction of arrivalestimation(DOA) - High resolution - Maximum likelihood methods - Neyman - Pearson criterion - Root mean squared errors","716.1 Information Theory and Signal Processing - 922 Statistical Methods - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An energy-efficient clustering algorithm in mobile sensor networks","20140417228799","","Ma, Changlin (1); Liu, Nian (1); Ruan, Yuan (1) ","(1) School of Computer, Central China Normal University, Wuhan 430079, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663925","6663925","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","The random mobility of mobile sensor networks causes many difficulties on designing related algorithms and protocols, such as high energy consumption, low energy efficiency and short lifetime. In order to improve the performance of mobile sensor networks, this paper proposes an energy-efficient clustering algorithm in which residual energy of sensor nodes and average residual energy of systems are considered to co-design the clustering algorithm. It can overcome the problems brought by the random mobility in mobile sensor networks. A novel residual energy difference ratio is presented to select cluster-heads, which can reduce energy consumption, increase throughput rate and prolong the network lifetime. The NS2 software is used to simulate the algorithm and the simulation results verify the validity of the new clustering algorithm. © 2013 IEEE.","17","Clustering algorithms","Computer software - Energy efficiency - Energy utilization - Low power electronics - Sensor networks - Sensor nodes - Signal processing","Average residual energy - Energy Efficient clustering - High energy consumption - Mobile sensor networks - New clustering algorithms - Random mobilities - Reduce energy consumption - Residual energy","525.2 Energy Conservation - 525.3 Energy Utilization - 716.1 Information Theory and Signal Processing - 722 Computer Systems and Equipment - 723 Computer Software, Data Handling and Applications - 903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A VMM/FPGA co-verification method for 'Longtium Stream' processor","20140417229012","","Bai, Longfei (1); Fan, Xiaoya (1); Zhang, Meng (1); Sun, Lichao (1) ","(1) School of Computer Science, Northwestern Polytechnical University, Xi'an, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664138","6664138","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","The growth of chip complexity increases the workload of verification and new advanced verification methodology is needed to face this challenge. We adopt the verification methodology based Verification Methodology Manual (VMM) to build an automatic coverage-driven verification platform for functional verification of the 'Longtium Stream' processor instruction set, which improves the efficiency and functional coverage of verification and enhances the reusability and portability of the verification platform. The stream processor was implemented in a FPGA prototype system for evaluation of the functionality and performance. After analyzing the result obtained by running test program set and the key bottleneck that restrict acceleration performance, we optimized the performance of stream processor by improving the architecture. © 2013 IEEE.","15","Signal processing","Field programmable gate arrays (FPGA) - Program processors - Reusability - Software testing","Acceleration performance - Coverage-driven verifications - Fpga prototypes - Functional verification - Instruction set - Stream processor - Verification methodology - Verification platforms","716.1 Information Theory and Signal Processing - 721.2 Logic Elements - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A cooperation stimulating mechanism of commercial ad dissemination in vehicular ad hoc networks","20140417228804","","Dong, Hua (1); Sun, Hao (1); Sun, Lihui (1); Cao, Ning (1) ","(1) Department of Applied Mathematics, Northwestern Polytechnical University, Xi'an, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663930","6663930","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","This paper presents two game models based on stimulating mechanism that efficiently stimulate cooperation of the commercial ad dissemination system in vehicular ad hoc networks (VANETs). Firstly, two different coalitional tree game based on the contributions of all vehicles are proposed. Secondly, two corresponding stable payoff allocation mechanisms are provided. Finally, experiments results are illustrated to make a comparison of the values and two models' validity in stimulating cooperation for ad dissemination of our schemes. © 2013 IEEE.","11","Vehicular ad hoc networks","Forestry - Signal processing","Allocation mechanism - Commercial ad dissemination - Game models - Stimulating mechanisms - Tree games - Vehicular Adhoc Networks (VANETs)","716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sliding modes robust control for electrohydraulic servo system","20140417228829","","Yuan, Zhaohui (1); Yuan, Ming (1) ","(1) University of Northwestern Polytechnical, Department of Automation, Xian, Shanxi Province, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663955","6663955","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","This document explains the uncertain-nonlinear-system'control problem. I present a robust adaptive sliding mode control, combing the Backstepping algorithm with sliding mode control. Design sliding mode control recursive rules, and then get the virtual control value. By the time, CMAC neural network learns system' uncertainty as well as the derivative information of each order virtual control value Real-time. The conventional sliding mode control easily leads to chattering as the result of using sign function as switching function. So, we use hyperbolic tangent function instead of sign function as sliding mode switching function, to avoid the possible chattering problem owing to discontinuous terms. Finally, the proposed control algorithm is verified by simulation, within the mathematical model of electric hydraulic servo system. © 2013 IEEE.","13","Sliding mode control","Backstepping - Boolean functions - Hydraulic servomechanisms - Hyperbolic functions - Neural networks - Nonlinear systems - Robust control - Servomotors - Signal processing - Switching functions","Backstepping algorithms - CMAC neural network - Conventional sliding mode controls - Electro hydraulic servo system - Hyperbolic tangent function - Robust adaptive sliding mode control - Sliding modes - Uncertain nonlinear systems","632.2 Hydraulic Equipment and Machinery - 705.3 Electric Motors - 716.1 Information Theory and Signal Processing - 731 Automatic Control Principles and Applications - 731.1 Control Systems - 921 Mathematics - 921.1 Algebra - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Urban green space remote sensing image registration using image mixed features","20193207281658","","Gao, Xue-Yan (1); Pan, An-Ning (1); Yang, Yang (1) ","(1) School of Information Science and Technology, The Engineering Research Center of GIS Technology in Western China of Ministry of Education of China, Yunnan Normal University, Kunming; 650500, China ","Yang, Yang(yyang_ynu@163.com) ","Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science)","Zhejiang Daxue Xuebao (Gongxue Ban)","","Zhejiang University","53","6","1205-1217","June 2019","","","2019","Chinese","1008973X","","","","10.3785/j.issn.1008-973X.2019.06.021","","","","","","CHHPDK","Journal article (JA)","A remote sensing image registration method based on image mixed features was proposed in order to solve the problem that the remote sensing images of urban green space in the same scene are not in the same coordinate system due to the change of viewpoint, and the change detection cannot be performed. Firstly, SIFT-based feature point extraction: exact sufficient SIFT feature points from the sensed image and the reference image. Secondly, SIFT feature point registration based on mixed features: the correspondence estimation between the feature point set Y and X, and then the correspondence was used to establish a spatial mapping function to continuously update the position of the transformed source point set. Thirdly, image registration: a mapping function was constructed based on the source point set and the transformed source point set to register the image. The experimental results show that, compared with four popular methods (SIFT, CPD, RSOC, GLMDTPS), the proposed method all gives accurate registration results, even presents better performance than the other methods in most cases. © 2019, Zhejiang University Press. All right reserved.","27","Remote sensing","Geometry - Image registration - Mapping - Space optics","Multi-temporal - Multi-views - Multiple image features - Non-rigid - Remote sensing images","405.3 Surveying - 656.1 Space Flight - 723.2 Data Processing and Image Processing - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"High-resolution 2-D imaging using narrowband MIMO sonar","20140417228998","","Liu, Xiong-Hou (1); Sun, Chao (1); Zhuo, Jie (1); Xiang, Long-Feng (1); Liu, Zong-Wei (1) ","(1) Institute of Acoustic Engineering, Northwestern Polytechnical University, Xi'an 710072, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664124","6664124","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","For an underwater 2-D imaging sonar system, to discriminate echoes reflected back in the 3-D space, a rectangular array is necessary. However, to obtain a high cross-range resolution, the physical size and the sensor number of the array will become inevitably large. To avoid this, a highresolution 2-D imaging approach based on a multiple-input multiple-output (MIMO) sonar is proposed in this paper. The MIMO sonar is composed of four uniform linear arrays (ULAs) located on four sides of a rectangle. And narrowband waveforms coded with orthogonal polyphase sequences are employed as transmitting waveforms. By matched filtering the outputs at each receiving sensor, the MIMO sonar is equivalent to a virtual rectangular array with a twice big aperture. With theoretical analysis and computer simulations, we show that the MIMO sonar can save a great number of sensors and double the cross-range resolution simultaneously, when compared to a conventional rectangular array with the same physical size. © 2013 IEEE.","13","Sonar","Codes (symbols) - Feedback control - MIMO systems - Signal processing - Telecommunication repeaters - Underwater acoustics - Underwater imaging","2-d imaging - Cross-range resolution - High resolution - Multiple input multiple output (MIMO) sonars - Narrowband waveforms - Polyphase sequences - Sonar imaging - Uniform linear arrays","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 731.1 Control Systems - 746 Imaging Techniques - 751.1 Acoustic Waves - 752.1 Acoustic Devices",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on BeiDou positioning performance in urban environments","20140417228816","","Xiang, Caibing (1); Bian, Shaofeng (1) ","(1) Navigation Engineering Department, Naval University of Engineering, Wuhan, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663942","6663942","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","BeiDou Navigation Satellite System had seen the accomplishment of the construction of its area system by the end of 2012. Considering urban environments are the most frequently used environments of satellite navigation systems, comparative tests are done to analyze the positioning performances of current BeiDou system in urban environments in Wuhan, central China. Based on the observing data acquired along the track of the tests, the visibility, position dilution of precision, (PDOP), and the positioning accuracy are analyzed, according to which the basic positioning performances of current BeiDou Navigation Satellite System in urban environments are revealed. © 2013 IEEE.","8","Signal processing","Communication satellites - Position control - Radio navigation - Satellite navigation aids - Satellites - Urban planning","BeiDou - Beidou navigation satellite systems - Position dilution of precision - Positioning accuracy - Positioning performance - Satellite navigation systems - Urban - Urban environments","403.1 Urban Planning and Development - 655.2 Satellites - 655.2.1 Communication Satellites - 716.1 Information Theory and Signal Processing - 716.3 Radio Systems and Equipment - 731.3 Specific Variables Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An on-chip debugging method based on bus access","20140417229001","","Peng, Zhang (1); Xiaoya, Fan (1); Xiaoping, Huang (1) ","(1) School of Computer Science, Northwestern Polytechnical University, Xi'an, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664127","6664127","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","Supporting the online debugging is one of the design goals of SoC. Usually the function unit and the debugging structure are tightly coupled, thus it is hard to reuse the debug structure in other systems. This paper presents an on-chip debug method for SoC bus architecture. The system reuses On Chip Bus(OCB) as the transmission path for debugging data and debugs the units in system in form of bus access through debug interface. To implement debugging of embedded processor, Debug Support Unit and Debug Handle Unit is designed. The method fits for mainstream SoCs. It includes various debug functions and few limitations of debug interface, which is also very efficient. SoC of AMBA architecture with debug architecture of this kind has been implemented, and the debug function has been verified. The experiment indicates that the design satisfies the demand of SoC debugging. © 2013 IEEE.","10","Integrated circuit design","Closed loop control systems - Program debugging - Programmable logic controllers - Signal processing - System-on-chip","Bus architecture - Debug interfaces - Embedded processors - On chips - On-chip bus - On-chip-debugging - Online debugging - Transmission paths","714.2 Semiconductor Devices and Integrated Circuits - 716.1 Information Theory and Signal Processing - 723.1 Computer Programming - 732.1 Control Equipment - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Vehicle detection from complex scenes based on combination features and ELM","20140417228815","","Xun, Li (1); Shiru, Qu (1); Lei, Cai (1) ","(1) Department of Automatic Control, Northwestern Polytechnical University, Xi'an 710072, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663941","6663941","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","A new interactive detection method is proposed in order to deal with the vehicle detection problem in complex scenarios. Each target vehicle is marked by hand as the initialization to our method; the PCA-HOG and discrete moment invariants features are extracted from the manually labeled window which is considered as the bounding box of the object. Then an extreme learning machine (ELM), which is a single-hidden layer feed-forward neural network, is used to learn two kinds of features independently at the same time. At phase of detection, each detection window is checked by two trained classifiers. The experiments show that, comparing to the support vector machine (SVM), the overall performance of the proposed method is improved significantly, as the result of the great improvement by the ELM on parameter optimization and time consuming in training process without losing detection effect. As combination of features was used, the misclassified cases are reduced. This interactive detection method is suitable for vehicle detection problem under some complex scenarios. © 2013 IEEE.","10","Complex networks","Image processing - Knowledge acquisition - Neural networks - Support vector machines - Vehicles","Detection effect - Detection methods - Detection windows - Extreme learning machine - Parameter optimization - PCA-HOG - Single-hidden layer feed-forward neural network - Vehicle detection","722 Computer Systems and Equipment - 723 Computer Software, Data Handling and Applications - 723.4 Artificial Intelligence",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A multi-application mapping case study for NoC-based MPSoCs","20140417228966","","Zhu, Guolei (1); Wang, Yingmin (1) ","(1) School of Marine Engineering, Northwestern Polytechnical University, Xi'an, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6664092","6664092","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","Contemporary researches on Network-on-Chip (NoC) have seen advancements in both software application mapping and hardware implementation techniques. However, two important issues remain untouched: (1) while single-application mapping algorithms are focused, few multi-application mapping methodologies exist in the literature, and (2) with HW and SW technologies developed in nearly orthogonal tracks, deficiencies in real application+platform development have been observed. This paper presents a platform-involved design flow for multi-application mapping onto tiled NoC. The methodology allows accurate mapping design space exploration by integrating various single-application heuristics. As a real implementation, a case study on mapping two multimedia applications, JPEG and AVC/H.264, onto an FPGA-based NoC (FbNoC) is presented. Different mapping outcomes are evaluated in experimental results for selecting the most appropriate mapping heuristics. © 2013 IEEE.","17","Integrated circuit design","Algorithms - Application programs - Conformal mapping - Field programmable gate arrays (FPGA) - Hardware - Heuristic methods - Mapping - Network-on-chip - Signal processing","Application mapping - Hardware implementations - Multi-application - Multimedia applications - Network on chip (NoC) - Platform development - Real applications - Software applications","405.3 Surveying - 605 Small Tools and Hardware - 714.2 Semiconductor Devices and Integrated Circuits - 716.1 Information Theory and Signal Processing - 721.2 Logic Elements - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
