Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Spatial analysis of three vegetation types in Xishuangbanna on a road network using the network K-function","20110813690380","Yang, Juejie (1); Liu, Shiliang (1); Dong, Shikui (1); Zhao, Qinghe (1); Zhang, Zhi-Ming (2) ","(1) School of Environment, Beijing Normal University, Beijing, 100875, China (2) Institute of Ecology and Geobotany, Yunnan University, Kunming 650091, China ","Liu, S.(shiliangliu@163.com) ","Procedia Environmental Sciences","Procedia Environ. Sci.","","Elsevier B.V.","2","","1534-1539","2010","International Conference on Ecological Informatics and Ecosystem Conservation, ISEIS 2010","","","2010","English","","18780296","","10.1016/j.proenv.2010.10.166","","","","","","","Conference article (CA)","Previous studies have demonstrated the inherent relationships between landscape pattern and road networks. A new technique for analyzing the distribution of points on a network has been developed, called the network K-function for univariate analysis. Using this method, we analyzed the spatial patterns of three types of vegetations in Xishuangbanna in Yunnan province with different periods, to investigate the effects of road disturbance. Comparing different periods of K curves, we can explore the characteristics of different types of vegetations distributing along the road network. The results of the Kernel and network K-function analyses showed that populations of three types of vegetations were tending to cluster by road networks. The broad-leaved forests were not randomly distributed within road networks in three periods at all distance. In contrast, the coniferous forests is peculiar, with significant small-scale clustering of at distances up to 120 km and significant large-scale repulsion of clusters of populations >120 km. However the number of plantation forests increased and tend to cluster with the road networks. © 2010 Published by Elsevier Ltd.","","17","Roads and streets","Ecology - Forestry - Motor transportation - Spatial variables measurement - Vegetation","Broad-leaved forests - Coniferous forests - Kernel estimation - Plantation forests - Randomly distributed - Road network - Univariate analysis - Xishuangbanna","406.2 Roads and Streets - 454.3 Ecology and Ecosystems - 943.2 Mechanical Variables Measurements",,"Number: 2008BAB38B02, Acronym: -, Sponsor: -; Number: 50939001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40871237, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was funded by the National Natural Sciences Foundation of China (No. 40871237, No. 50939001,) and Key Technologies R&D Program of China (2008BAB38B02).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Plain abstraction of business process model","20124815708635","Xue, Gang (1); Zhang, Kun (2); Yang, Jinwu (3); Yao, Shaowen (1) ","(1) School of Software Engineering, Yunnan University, Kunming 650091, China (2) Department of Mathematics, Chuxiong Normal University, Chuxiong 675000, China (3) School of Information Science and Engineering, Yunnan University, Kunming 650091, Yunnan, China ","Xue, G. ","Proceedings - 6th International Conference on Computer Sciences and Convergence Information Technology, ICCIT 2011","Proc. - Int. Conf. Comput. Sci. Convergence Inf. Technol., ICCIT","Inst. Electr. Electron. Eng. (IEEE), Korea Counc.; Inst. Electr. Electron. Eng. (IEEE), Seoul Sect.; Institute of Electrical and Electronics Engineers (IEEE)","IEEE Computer Society","","","338-341","2011","Proceedings - 6th International Conference on Computer Sciences and Convergence Information Technology, ICCIT 2011","","","2011","English","","","9788988678541","","6316633","6th International Conference on Computer Sciences and Convergence Information Technology, ICCIT 2011","November 29, 2011 - December 1, 2011","Seogwipo, Jeju Island, Korea, Republic of","93890","","Conference article (CA)","Abstraction technology is used to reduce the information or graphical decorations of representation of business process. This paper applies abstraction slider to generating abstraction of process module, and some related structural and behavioral features of abstraction are also discussed in the text. © 2011 AICIT.","","16","Abstracting","Computer science - Computers","Behavioral features - Business Process - Business process model","903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Applications of Hesitant Fuzzy Multi-Attribute Decision Making in the Teaching Effectiveness Evaluation of Flipped Classroom Model","20183505753580","Bie, Mei (1); Song, Kai (2) ","(1) Institute of Education, Changchun Normal University, Changchun, China (2) School of Life Science, Changchun Normal University, Changchun, China ","Song, Kai(singsongderen@gmail.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","5","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 4. Environmental Materials","","5 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/5/052007","052007","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","This paper investigates the multi-attribute decision making (MADM) problems with hesitant fuzzy uncertain linguistic information, which is used to evaluate the teaching effectiveness of the flipped classroom model. We studied the prominent characteristic of this proposed operator. And the induced hesitant fuzzy uncertain linguistic ordered weighted averaging (IHFULOWA) operator was applied to solve the hesitant fuzzy uncertain linguistic multi-attribute decision making problems which is considered as a powerful tool. Evaluating the teaching effectiveness of flipped classroom model as a typical and practical example is utilized to illustrate the developed procedures. © 2018 Published under licence by IOP Publishing Ltd.","","11","Decision making","Bridge decks - Composite materials - Linguistics - Manufacture - Teaching","Flipped classrooms - Fuzzy multi-attribute decision makings - Multi attribute decision making - Ordered weighted averaging - Teaching effectiveness - Uncertain linguistic - Uncertain linguistic informations","401.1 Bridges - 537.1 Heat Treatment Processes - 912.2 Management - 951 Materials Science",,"Number: 13513138B, Acronym: -, Sponsor: Education Department of Jilin Province; Number: JJKH20181193SK, Acronym: -, Sponsor: Education Department of Jilin Province; Number: GH170667, Acronym: -, Sponsor: -; ","This work was financially supported by the 13th Five Years Programs for Social Science Research of the Education Department of Jilin Province (JJKH20181193SK, [2015]515, [2015]537), Jilin Educational Scientific Research Leading Group (GH170667), the 13th Five Years Programs for Education Science of the Jilin Province Society of Education (13513138B), and the Higher Education Foundation of Changchun Normal University (No. [2017]11).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Numerical Simulation Research on the Deformation and Solidification of Corrosion Protection Shell Casting","20183505756613","Wei, Donglei (1); Dong, Anping (2); Wu, Wenyun (1) ","(1) School of Materials Engineering, Shanghai University of Engineering Science, Shanghai; 201620, China (2) School of Materials Science and Engineering, Shanghai Jiao Tong University, Shanghai; 200240, China ","Dong, Anping(apdong@sjtu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","","3 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/3/032111","032111","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The temperature and stress field in the deformation and solidification process of the corrosion protection shell casting was simulated based on the ProCAST software to predict the possible defect area and prevent the deformation. According to the simulation results, the qualification rate of products could be improved and the parts which are more qualified could be produced by optimizing the process parameters, then analyzing the simulation results and optimizing the optimal process parameters in the end. © Published under licence by IOP Publishing Ltd.","","5","Corrosion protection","Bridge decks - Composite materials - Corrosion prevention - Deformation - Manufacture - Solidification","Numerical simulation research - Optimal process - Process parameters - Solidification process - Stress field","401.1 Bridges - 537.1 Heat Treatment Processes - 539.2 Corrosion Protection - 802.3 Chemical Operations - 951 Materials Science",,"Number: 51771118, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1760110, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51705314, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by National Natural Science Foundation of China (51705314, 51771118, U1760110) fund.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A note on variational Bayesian factor analysis","20093612291553","Zhao, Jian-hua (1, 2); Yu, Philip L.H. (1) ","(1) Department of Statistics and Actuarial Science, The University of Hong Kong, Hong Kong (2) School of Mathematics and Statistics, Yunnan University, Kunming, 650091, China ","Zhao, J.-h.(jhzhao.ynu@gmail.com) ","Neural Networks","Neural Netw.","","Elsevier Ltd","22","7","988-997","September 2009","","","","2009","English","08936080","","","10.1016/j.neunet.2008.11.002","","","","","","NNETEB","Journal article (JA)","Existing works on variational bayesian (VB) treatment for factor analysis (FA) model such as [Ghahramani, Z., & Beal, M. (2000). Variational inference for Bayesian mixture of factor analysers. In Advances in neural information proceeding systems. Cambridge, MA: MIT Press; Nielsen, F. B. (2004). Variational approach to factor analysis and related models. Master's thesis, The Institute of Informatics and Mathematical Modelling, Technical University of Denmark.] are found theoretically and empirically to suffer two problems: 1{circled} penalize the model more heavily than BIC and 2{circled} perform unsatisfactorily in low noise cases as redundant factors can not be effectively suppressed. A novel VB treatment is proposed in this paper to resolve the two problems and a simulation study is conducted to testify its improved performance over existing treatments. © 2008 Elsevier Ltd. All rights reserved.","","15","Factor analysis","Multivariant analysis","Bayesian mixture - Informatics - Neural information - Simulation studies - Technical University of Denmark - Variational approaches - Variational bayesian - Variational inference","922 Statistical Methods - 922.2 Mathematical Statistics",,"Number: -, Acronym: CUHK, Sponsor: Chinese University of Hong Kong; ","The authors would like to thank the reviewers for their insightful comments that led to an improved article with a more general and in-depth simulation study. In addition, Appendix C was added under the suggestions of the reviewers. The authors are supported by a small project funding from The University of Hong Kong. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Pseudo almost periodic solutions for neutral type high-order Hopfield neural networks with mixed time-varying delays and leakage delays on time scales","20174404331542","Li, Yongkun (1); Meng, Xiaofang (1); Xiong, Lianglin (2) ","(1) Department of Mathematics, Yunnan University, Kunming; Yunnan; 650091, China (2) School of Mathematics and Computer Science, Yunnan Minzu University, Kunming; Yunnan; 650500, China ","Li, Yongkun(yklie@ynu.edu.cn) ","International Journal of Machine Learning and Cybernetics","Intl. J. Mach. Learn. Cybern.","","Springer Verlag","8","6","1915-1927","December 1, 2017","","","","2017","English","18688071","1868808X","","10.1007/s13042-016-0570-7","","","","","","","Journal article (JA)","We propose a class of neutral type high-order Hopfield neural networks with mixed time-varying delays and leakage delays on time scales. Applying the exponential dichotomy of linear dynamic equations on time scales, Banach’s fixed point theorem and theory of calculus on time scales, we obtain several sufficient conditions to ensure the existence and global exponential stability of pseudo almost periodic solutions of the proposed neural networks. Finally, we illustrate the effectiveness of the obtained results with an example. The example also shows that the continuous-time neural network and its discrete-time analogue have the same dynamical behaviors when considering the pseudo almost periodicity. © 2016, Springer-Verlag Berlin Heidelberg.","","63","Hopfield neural networks","Calculations - Continuous time systems - Fixed point arithmetic - Time delay - Time measurement - Time varying control systems - Time varying networks","Continuous-time neural networks - Global exponential stability - High-order Hopfield neural networks - Leakage delays - Linear dynamic equations - Mixed time-varying delays - Pseudo almost periodic - Time-scales","703.1 Electric Networks - 713 Electronic Circuits - 731.1 Control Systems - 921 Mathematics - 921.6 Numerical Methods - 943.3 Special Purpose Instruments - 961 Systems Science",,"Number: 11461082, Acronym: -, Sponsor: -; ","This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grants 11361072 and 11461082.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Survey of grid and grid computing","20113814346284","Liu, Yang (1); Rong, Zong (1); Chang, Jun (1); Ping, Chen Yun (1) ","(1) Yunnan University, School of Information, Kunming Yunnan 650091, China ","Liu, Y. ","2011 International Conference on Internet Technology and Applications, iTAP 2011 - Proceedings","Int. Conf. Internet Technol. Appl., iTAP - Proc.","","IEEE Computer Society","","","","2011","2011 International Conference on Internet Technology and Applications, iTAP 2011 - Proceedings","","","2011","Chinese","","","9781424472550","10.1109/ITAP.2011.6006390","6006390","","","","","","Conference article (CA)","Grid Computing is the third revolution of information technology after internet and web. It will change the mode of sharing distributed resource and services finally. This paper presents a historical record of the advent of Grid, then the new researched in grid architecture was introduced, which is core technology in the design of grid system. © 2011 IEEE.","","3","Grid computing","Computer architecture","Core technology - Distributed resources - Grid architectures - Grid systems - Historical records - OGSA - WSRF","722.4 Digital Computers and Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The significance of the development of 3D printing in China: The view of the gradient theory","20164202918582","Wu, Ye (1); Liu, Dapeng (2) ","(1) Yunnan Minzu University, School of Preparatory, Kunming, Yunnan Province; 650033, China (2) Dianchi College of Yunnan University, School of Accounting, Kunming, Yunnan Province; 650228, China ","Liu, Dapeng ","Journal of Computational and Theoretical Nanoscience","J. Comput. Theor. Nanosci.","","American Scientific Publishers","13","7","4236-4241","July 2016","","","","2016","English","15461955","15461963","","10.1166/jctn.2016.5274","","","","","","","Journal article (JA)","The gradient theory believes that there objectively exist the development differences of the economic, human resources, and skills development among the regions or nations. 3D printing technology is also known as 'rapid prototyping,' which is an advanced manufacturing technology with the combination of Digital analog technology, Mechanical and electrical control technology, Laser technology, Information technology, Materials science and chemical technology, among which3D printing technology is also the main form of 'additive manufacturing.' The new manufacturing industry representative by highly innovative 3D printing bring the anterior powered and new ideas for China's industrial upgrading and reforming, through the combination of the technology gradient transfer and the human resources transfer. © 2016 American Scientific Publishers All rights reserved.","","14","3D printers","Automation - Manufacture - Printing","3-D printing - Advanced manufacturing technologies - Chemical technologies - Gradient theory - Industrial upgrading - Manufacturing industries - Mechanical and electrical - Printing technologies","537.1 Heat Treatment Processes - 731 Automatic Control Principles and Applications - 745.1 Printing - 745.1.1 Printing Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Three-dimensional solution for the problem of three fixed centers","1996533295171","Qin, Yiping (1); Nie, Zhaoming (1) ","(1) Yunnan Observatory, Academia Sinica, Kunming, China ","Qin, Yiping ","Applied Mathematics and Mechanics (English Edition)","Appl Math Mech Engl Ed","","Shanghai University, China","17","6","555-558","June 1996","","","","1996","English","02534827","","","","","","","","","AMMEEQ","Journal article (JA)","The plane solution for the problem obtained by Arazov and Habibov was further extended here by defining the three fixed centers in a four-dimensional space to obtain a three-dimensional solution for the problem of three fixed centres. The significance and the possible applications of the three-dimensional solution obtained here were briefly discussed too.","(Edited Abstract)","5","Degrees of freedom (mechanics)","Dynamics","Celestial mechanics - Fixed centers - Three dimensional solution","931.1 Mechanics","Applications (APP); Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"RNAStudio, a full-featured object-oriented program for visualizing RNA secondary structures","2002266988149","Zhang, Hao (1); Liu, Ci-Quan (1) ","(1) Modern Biological Center, Yunnan University, Kunming, Yunnan 650091, China ","Liu, C.-Q.(tbrg@publick.km.yn.cn) ","Journal of Molecular Graphics and Modelling","J. Mol. Graph. Model.","","Elsevier Inc.","21","1","1-2","2002","","","","2002","English","10933263","","","10.1016/S1093-3263(01)00141-3","","","","","","JMGMFI","Journal article (JA)","The function of a RNA molecule relies on the underlying physical mechanisms and geometric properties in terms of secondary or tertiary structure, in which one of the most important properties is topological connectivity. RNAStudio, available at http://rnastudio.51.net, brings the convenience of Windows to the representation of RNA folding topology including the sections mentioned below. © 2002 Published by Elsevier Science Inc.","",,"Molecular graphics","RNA - Topology","Tertiary structures","461.2 Biological Materials and Tissue Engineering - 723.5 Computer Applications","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Transformation of Panax notoginseng saponins by steaming and Trichoderma longibrachiatum","20160601904601","Ge, Feng (1); Huang, Zhuangjia (1); Yu, Hong (2); Wang, Yan (1); Liu, Diqiu (1) ","(1) Kunming University of Science and Technology, Kunming; Yunnan, China (2) Yunnan Herbal Laboratory, Institute of Herb Biotic Resources, Yunnan University, Kunming; Yunnan, China ","Ge, Feng(gefeng79@aliyun.com) ","Biotechnology and Biotechnological Equipment","Biotechnol. Biotechnol. Equip.","","Diagnosis Press Limited.","30","1","165-172","2016","","","","2016","English","13102818","","","10.1080/13102818.2015.1102611","","","","","","","Journal article (JA)","Panax notoginseng has been used for medicinal purposes in China for many years. Saponins are believed to be the major bioactive ingredients in P. notoginseng. Two different processes, steaming and biotransformation, were used to study the transformations of saponins in P. notoginseng. During an 8-h steaming process, the ginsenosides Rb1, Rd, Rg1, Re and notoginsenoside R1, decreased to 1.07 mg/g dry weight (DW), 0.91, 0.64, 0 and 0 mg/g DW, respectively. Meanwhile, ginsenoside 20(S)-Rg3, 20(S)-Rh1, F2 and compound K significantly increased to 5.85, 6.10, 0.81 and 6.62 mg/g DW, respectively. On the other hand, one fungus was isolated from the root of P. notoginseng, which could transform ginsenoside Rb1 to ginsenoside Rd specifically. The fungus was identified as Trichoderma longibrachiatum species based on sequence analysis of the rRNA internal transcribed spacers region. The results implied a prospective feasibility for setting up different processing techniques to improve the quality of P. notoginseng and add its value. © 2015 The Author(s). Published by Taylor & Francis.","","20","Pharmacodynamics","Metabolites - RNA","Bioactive ingredients - Biotransformation - Ginsenoside 20(s) rg3 - Ginsenoside Rb1 - Ginsenoside-Rd - Internal transcribed spacers - Panax notoginseng - Trichoderma longibrachiatum","461.2 Biological Materials and Tissue Engineering - 461.6 Medicine and Pharmacology",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anti-periodic solutions for a class of Cohen-Grossberg neural networks with time-varying delays on time scales","20112614099847","Li, Yongkun (1); Yang, Li (1); Wu, Wanqin (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","International Journal of Systems Science","Int J Syst Sci","","Taylor and Francis Ltd.","42","7","1127-1132","July 2011","","","","2011","English","00207721","14645319","","10.1080/00207720903308371","","","","","","IJSYA9","Journal article (JA)","In this article, a class of Cohen-Grossberg neutral networks (CGNNs) with time-varying delays on time scales is considered. We establish some sufficient conditions on the existence and exponential stability of anti-periodic solutions for CGNNs xΔi(t) = -ai(xi(t))[bi(xi(t)) -nΣj=1cij(t) fj(xj(t)) -nΣj=1dij(t) fj(xj(t - τij(t))) + Ii(t)], where t ∈ T,T is a periodic time scale, i=1, 2, , n. © 2011 Taylor & Francis.","","22","Time varying networks","Asymptotic stability - Convergence of numerical methods - Neural networks - Time delay - Time measurement - Time varying control systems","Anti-periodic solutions - Cohen-Grossberg neural networks - Delta-I - Neutral network - Periodic time - Time varying- delays - Time-scales","703.1 Electric Networks - 713 Electronic Circuits - 731.1 Control Systems - 921.6 Numerical Methods - 943.3 Special Purpose Instruments",,"Number: -, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","This work is supported by the National Natural Sciences Foundation of People’s Republic of China and the Natural Sciences Foundation of Yunnan Province",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Solid phase extraction and spectrophotometric determination of silver with 2-(2-quinolylazo)-5-dimethylaminophenol","2005289210052","Huang, Z.J. (1); Yang, G.Y. (1); Hu, Q.F. (1); Yin, J.Y. (1) ","(1) Department of Chemistry, Yunnan University, Kunming, 650091, China ","Huang, Z.J. ","Journal of Analytical Chemistry","J. Anal. Chem.","","Maik Nauka Publishing / Springer SBM","60","6","566-570","June 2005","","","","2005","English","10619348","","","10.1007/s10809-005-0128-4","","","","","","JACTE2","Conference article (CA)","A new chromogenic reagent, 2-(2-quinolylazo)-5-Dimethylaminophenol (QADMAP) was synthesized, and a sensitive, selective, and rapid method was developed for the determination of the μg/L level of silver ions. The method is based on the rapid reaction of silver(I) with QADMAP and the solid phase extraction of the colored chelate using a C18 cartridge. The QADMAP reacts with Ag(I) in the presence of a citric acid-sodium hydroxide buffer solution (pH 5.0) and a sodium dodecyl sulfonate (SDS) medium to form a violet chelate of molar ratio 1:2 (silver to QADMAP). This chelate was enriched by solid phase extraction with C18 cartridge, and the retained chelate was eluted from the cartridge using ethanol (with 1% acetic acid). In the ethanol medium (with 1% acetic acid), the molar absorptivity of the chelate was 1.25 × 105 L mol-1 cm-1 at 584 nm. Beer's law was obeyed in the range 0.01-0.6 μg/mL. The relative standard deviation for eleven replicate samples of 0.01 μg/mL was 1.86%. The detection limit is 0.02 μg/L in the original samples. The method was applied to the determination of μg/L levels of silver ions in water with good results. © 2005 Pleiades Publishing, Inc.","","26","Aromatic compounds","Chelation - Ethanol - Extraction - Positive ions - Silver - Solutions - Spectrophotometry","Chromogenic reagent - Conjugated system - Silver ions - Solid phase extraction","547.1 Precious Metals - 801 Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.1 Organic Compounds - 941 Acoustical and Optical Measuring Instruments","Experimental (EXP)","Number: 0111143, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","ACKNOWLEDGMENTS The project was supported by Natural Science Foundation of Yunnan Province (0111143)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Periodic solutions for a class of fuzzy bam neural networks with distributed delays and variable coefficients","20102913082395","Li, Yongkun (1); Yang, Li (1); Wu, Wanqin (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y. ","International Journal of Bifurcation and Chaos","Int. J. Bifurcation Chaos","","World Scientific Publishing Co. Pte. Ltd, 5 Toh Tuck Link, Singapore, 596224, Singapore","20","5","1551-1565","May 2010","","","","2010","English","02181274","","","10.1142/S0218127410026708","","","","","","","Journal article (JA)","In this paper, we consider a class of fuzzy BAM neural networks with distributed delays and variable coefficients. By using Brouwer fixed point theorem and differential inequality, we obtain some sufficient conditions for the existence and global exponential stability of periodic solutions for a class of fuzzy BAM neural networks with distributed delays and variable coefficients. In addition, we also present an illustrative example to show the effectiveness of obtained results. © 2010 World Scientific Publishing Company.","","26","Fuzzy neural networks","Exponential functions - Problem solving","BAM neural network - Brouwer fixed point theorem - Distributed delays - Exponential stability - Periodic solution","723.4 Artificial Intelligence - 921 Mathematics",,"Number: -, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 10971183, Acronym: -, Sponsor: -; ","∗This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grant 10971183 and the Natural Sciences Foundation of Yunnan Province, China. †Author for correspondence",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and stability of positive periodic solution for BAM neural networks with delays","2005139008939","Li, Yongkun (1); Liu, Ping (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Mathematical and Computer Modelling","Math. Comput. Model.","","Elsevier Ltd","40","7-8","757-770","October 2004","","","","2004","English","08957177","","","10.1016/j.mcm.2004.10.007","","","","","","MCMOEG","Journal article (JA)","In this paper, we use Krasnosel'skii's fixed-point theorem in cones and Lyapunovfunctions to study the existence and stability of a positive periodic solution for a class of two-layer heteroassociative networks called bidirectional associative memory (BAM) networks with state dependent delays dxi/dt=-ai(t)xi(t)+∑j=1mcji(t)fj(yj(αji(t,yj(t))))+Ii(t),dyjdt=-bj(t) yj(t)+∑i=1ndij(t)fi(xi(βij(t,xi(t))))+Jj(t), where i = 1,2,, n, j =m. © 2004 Elsevier Ltd. All rights reserved.","","13","Neural networks","Lyapunov methods - Stability - Theorem proving","Bidirectional associative memory (BAM) - Heteroassociative networks - State dependent delays","723.4 Artificial Intelligence - 921 Mathematics","Theoretical (THR)","Number: 2003A0001M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 10361006, Acronym: FANEDD, Sponsor: Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China; ","*Author to whom all correspondence should be addressed at ykl±o©ynu, edu. cn. This work is supported by the National Natural Sciences Foundation of the People's Republic of China under Grant 10361006 and the Natural Sciences Foundation of Yunnan Province under Grant 2003A0001M.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Positive periodic solutions for a class of higher-dimensional state-dependent delay functional differential equations with feedback control","2004478463864","Li, Yongkun (1); Zhu, Lifei (1) ","(1) Department of Mathematics, Yunnan University, Cuihu Beilu 2, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Applied Mathematics and Computation (New York)","Appl Math Comput (New York)","","Elsevier Inc.","159","3","783-795","December 15, 2004","","","","2004","English","00963003","","","10.1016/j.amc.2003.11.003","","","","","","AMHCBQ","Journal article (JA)","We use the Krasnosel'skii's fixed point theorem for cones to study the existence of positive periodic solutions of the following a class of higher-dimensional state-dependent delay functional differential equations with feedback controlx(t)=-A(t)x(t)+f(t,x t,x(t-τ(t,x(t))),u(t-α(t))),u(t)=-B(t)u(t)+C(t)x(h(t, x(t))). Moreover, we apply our results obtained in this paper to some population model. © 2003 Elsevier Inc. All rights reserved.","","2","Feedback control","Differential equations - Integration - Mathematical operators - Problem solving - Set theory - Theorem proving","Delay differential system - Fixed point theorem - Positive periodic solution - State-dependent delay","723.4 Artificial Intelligence - 731.1 Control Systems - 921.2 Calculus - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory","Theoretical (THR)","Number: 2003A0001M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 10061004, Acronym: FANEDD, Sponsor: Foundation for the Author of National Excellent Doctoral Dissertation of the People's Republic of China; ","This work is supported by the National Natural Sciences Foundation of People's Republic of China under Grant 10061004 and the Natural Sciences Foundation of Yunnan Province under Grant 2003A0001M.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
