Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A WEB service-based virtual value net model","20115114606148","Kang, Hongwei (1); Liang, Zhihong (1); Shen, Yong (1); Sun, Xingping (1) ","(1) School of Software, Yunnan University, Kunming, Yunnan, 650091, China ","Kang, H.(hwkang@ynu.edu.cn) ","2011 International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2011","Int. Conf. Syst. Sci., Eng. Des. Manuf. Informatization, ICSEM","","IEEE Computer Society","2","","297-300","2011","2011 International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2011","","2011","English","","","","9781457702471","10.1109/ICSSEM.2011.6081302","6081302","2011 International Conference on System Science, Engineering Design and Manufacturing Informatization, ICSEM 2011","October 22, 2011 - October 23, 2011","Guiyang, China","87650","","Conference article (CA)","Firstly, this paper presents a concept of WEB service-based virtual value net (WSVVN) in consideration of change of application environment for value net. Secondly, it gives a definition of value model for WSVVN, and makes an analysis on actions of member enterprises under this value model. In order to make a value analysis on business process of enterprise, this paper conducts expansion of basic Petri net and proposes a WSVVN Petri net model. Last, it makes an analysis on degree of order of WSVVN Petri net model by using comentropy and structure entropy. © 2011 IEEE.","7","Web services","Entropy - Manufacture - Petri nets - Structural design - Websites","Application environment - Business Process - comentropy - Degree of order - Member Enterprise - Petri net models - Structure entropy - Value-net","408.1 Structural Design, General - 537.1 Heat Treatment Processes - 641.1 Thermodynamics - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An intrusion detection System model for Ad hoc networks based on the adjacent agent","20094112369146","Zhou, Hua (1); Li, Junlin (1); Zhao, Na (1); Dai, Fei (1); Jiang, Rong (1) ","(1) School of Software Yunnan University, Kunming, China ","Zhou, H.(HZhou@ynu.edu.cn) ","Proceedings - 2008 International Conference on MultiMedia and Information Technology, MMIT 2008","Proc. - Int. Conf. MultiMedia Inf. Technol., MMIT","Intelligent Information Technology Application Association; International Science and Engineering Center","IEEE Computer Society","","","598-601","2008","Proceedings - 2008 International Conference on MultiMedia and Information Technology, MMIT 2008","","2008","English","","","","9780769535562","10.1109/MMIT.2008.176","5089194","2008 International Conference on MultiMedia and Information Technology, MMIT 2008","December 30, 2008 - December 31, 2008","Three Gorges, China","77335","","Conference article (CA)","Due to the inherent characteristics of the Ad hoc network, the traditional intrusion detection technology (IDS) can not function effectively in the Ad hoc network. We apply the idea of Systems Analysis and Integration to constructing the IDS model. And by doing so, we produce an intrusion detection system model for ad hoc networks, which is with a local character repository and only apply distributed mobile agents to the adjacent nodes. © 2008 IEEE.","11","Intrusion detection","Ad hoc networks - Computer crime - Mobile ad hoc networks - Mobile agents - Network security - Systems analysis","Adjacent nodes - Inherent characteristics - Intrusion Detection Systems - Intrusion detection technologies - Local character repository","723 Computer Software, Data Handling and Applications - 723.5 Computer Applications - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On Schur complement of block diagonally dominant matrices","2006119762811","Zhang, Cheng-Yi (1); Li, Yao-Tang (1); Chen, Feng (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.-T.(liyaotang@ynu.edu.cn) ","Linear Algebra and Its Applications","Linear Algebra Its Appl","","Elsevier Inc.","414","2-3","533-546","April 15, 2006","","","2006","English","00243795","","","","10.1016/j.laa.2005.10.046","","","","","","LAAPAW","Journal article (JA)","It is well-known that the Schur complements of strictly diagonally dominant matrices are strictly diagonally dominant [D. Carlson, T. Markham, Schur complements of diagonally dominant matrices, Czech. Math. J. 29 (104) (1979) 246-251]; the same is true of generalized strictly diagonally dominant matrices [Jianzhou Liu, Yungqing Huang, Some properties on Schur complements of H-matrix and diagonally dominant matrices, Linear Algebra Appl. 389 (2004) 365-380]. In this paper, this result is extended to the block (strictly) diagonally dominant matrices and the generalized block (strictly) diagonally dominant matrices, that is, it is shown that the Schur complement of a block (strictly) diagonally dominant matrix is a block (strictly) diagonally dominant matrix and so is the Schur complement of a generalized block (strictly) diagonally dominant matrix. © 2005 Elsevier Inc. All rights reserved.","17","Matrix algebra","Linear algebra","I-(II-)block diagonally dominant matrices - I-(II-)generalized block diagonally dominant matrices - Schur complements","921.1 Algebra","Theoretical (THR)","Number: 03Z169A, Acronym: -, Sponsor: -; Number: 2003Z013C, Acronym: -, Sponsor: -; ","Foundation items: This work is supported by the Science Foundations of the Education Department of Yunnan Province (03Z169A) and the Science Foundations of Yunnan University (2003Z013C). ∗ Corresponding author. E-mail address: liyaotang@ynu.edu.cn (Y.-t. Li).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anti-periodic solutions for Cohen-Grossberg neural networks with bounded and unbounded delays","20090811911575","Li, Yongkun (1); Yang, Li (1) ","(1) Department of Mathematics, Yunnan University, Cuihu Beilu 2, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Communications in Nonlinear Science and Numerical Simulation","Comm. Nonlinear Sci. Numer. Simul.","","Elsevier","14","7","3134-3140","July 2009","","","2009","English","10075704","","","","10.1016/j.cnsns.2008.12.002","","","","","","","Journal article (JA)","In this paper, a class of Cohen-Grossberg neural networks (CGNNs) with bounded and unbounded delays are considered. We establish some sufficient conditions on the existence and exponential stability of anti-periodic solutions for the following Cohen-Grossberg neural networksxi′(t) = - ai(xi(t)) fenced(bi(xi(t)) - underover(∑, j = 1, n) cij(t) fj(xj(t)) - underover(∑, j = 1, n) dij(t) gj(xj(t - τij(t)))) fenced(- underover(∑, j = 1, n) eij(t) ∫0∞kij(θ) hj(xj(t - θ)) d θ - Ii(t)), i = 1, 2, ..., n .Moreover, we also present an example to illustrate the feasibility and effectiveness of our results. © 2008 Elsevier B.V. All rights reserved.","22","Neural networks","Asymptotic stability - Computer simulation - Numerical analysis","Anti-periodic solutions - Bounded and unbounded delays - Cohen-Grossberg neural networks","723.5 Computer Applications - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Monomodal registration with adaptive parameter computing","20113614313754","Jiang, Murong (1); Lin, Yongyan (1); Guo, Xiaojie (1); Kang, Junfang (1) ","(1) School of Information, Yunnan University, Kunming, 650091, China ","Jiang, M.(jiangmr@ynu.edu.cn) ","International Journal of Computer Applications in Technology","Int J Comput Appl Technol","","Inderscience Enterprises Ltd.","41","1-2","132-136","September 2011","Special Issue on System Identification and Intelligent Computing","","2011","English","09528091","","","","10.1504/IJCAT.2011.042243","","","","","","IJCTEK","Journal article (JA)","Most implementations for image registration are produced by defining a similarity measure between two given images, then minimising an energy functional that combines both similarity and regularity measures. The registration result greatly relies on the weight parameter, which usually is given in advance, big or small parameter may produce the discontinuous deformation field or bad registration. In this paper, we discuss an adaptive parameter computing method for monomodal image registration, employ the energy functional with probability density function searching the weight parameter corresponding to the local degrees of variability in matching. Some experiments show that this method can be less sensitive to the choice of the parameter, drop the iteration step and save computation time. Copyright © 2011 Inderscience Enterprises Ltd.","18","Probability density function","Image registration - Intelligent computing - Iterative methods - Parameter estimation","Adaptive computing - Adaptive parameters - Computing methods - Discontinuous deformation - Energy functionals - Mono-modal registration - Similarity measure - Weight parameters","723.2 Data Processing and Image Processing - 723.4 Artificial Intelligence - 921.6 Numerical Methods - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Generalized path-integral solution and coherent states of the harmonic oscillator in D-dimensions","2005479484947","Ma, Yu-Quan (1); Zhang, Jin (1); Chen, Yong-Kang (1); Dai, Hong (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Zhang, J.(zhangjin@vip.km169.net) ","Chinese Physics","Chin. Phys.","","Institute of Physics Publishing","14","11","2170-2175","November 1, 2005","","","2005","English","10091963","","","","10.1088/1009-1963/14/11/005","","","","","","CHPHF4","Journal article (JA)","We construct a general form of propagator in arbitrary dimensions and give an exact wavefunction of a time-dependent forced harmonic oscillator in D(D ≥ 1) dimensions. The coherent states, defined as the eigenstates of annihilation operator, of the D-dimensional harmonic oscillator are derived. These coherent states correspond to the minimum uncertainty states and the relation between them is investigated. © 2005 Chin. Phys. Soc. and IOP Publishing Ltd.","13","Electron energy levels","Harmonic analysis - Integral equations - Uncertain systems","Coherent states - D-dimensional harmonic oscillator - Pathe-integral solution - Propagators","921.2 Calculus - 921.6 Numerical Methods - 931.3 Atomic and Molecular Physics","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Global exponential stability of fuzzy interval delayed neural networks with impulses on time scales","20100312635955","Li, Yongkun (1); Zhang, Tianwei (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","International Journal of Neural Systems","Int. J. Neural Syst.","","World Scientific Publishing Co. Pte Ltd","19","6","449-456","December 2009","","","2009","English","01290657","","","","10.1142/S0129065709002142","","","","","","","Journal article (JA)","In this paper, we investigate the existence and uniqueness of equilibrium point for fuzzy interval delayed neural networks with impulses on time scales. And we give the criteria of the global exponential stability of the unique equilibrium point for the neural networks under consideration using Lyapunov method. Finally, we present an example to illustrate that our results are effective. © 2009 World Scientific Publishing Company.","38","Fuzzy neural networks","Fuzzy inference - Lyapunov methods - Stability criteria - Time measurement","Equilibrium point - Existence and uniqueness - Fuzzy interval - Global exponential stability - Impulse - Time-scales","723.4 Artificial Intelligence - 723.4.1 Expert Systems - 943.3 Special Purpose Instruments - 961 Systems Science",,"Number: 10971183, Acronym: -, Sponsor: -; ","This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grant 10971183.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Permanence and almost periodic sequence solution for a discrete delay logistic equation with feedback control","20111113758775","Li, Yongkun (1); Zhang, Tianwei (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Nonlinear Analysis: Real World Applications","Nonlinear Anal. Real World Appl.","","Elsevier Ltd","12","3","1850-1864","June 2011","","","2011","English","14681218","","","","10.1016/j.nonrwa.2010.12.001","","","","","","","Journal article (JA)","In this paper, we consider a discrete delay logistic equation with feedback control. By applying the theory of difference inequality and constructing a suitable Lyapunov functional, sufficient conditions which guarantee the permanence and existence of a unique globally attractive positive almost periodic sequence solution of the system are obtained. The result of this paper is completely new. An example is employed to illustrate our main result. © 2010 Elsevier Ltd. All rights reserved.","32","Feedback control","Lyapunov functions","Almost periodic - Almost periodic solutions - Discrete - Discrete delay - Logistic equations - Lyapunov functionals - Permanence","731.1 Control Systems - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Video background subtracion using improved Adaptive-K Gaussian Mixture Model","20104613374252","Zhou, Hao (1); Zhang, Xuejie (1); Gao, Yun (1); Yu, Pengfei (1) ","(1) Information School of Yunnan University, Kunming, China ","Zhou, H.(zhouhao@ynu.edu.cn) ","ICACTE 2010 - 2010 3rd International Conference on Advanced Computer Theory and Engineering, Proceedings","ICACTE - Int. Conf. Adv. Comput. Theory Eng., Proc.","","IEEE Computer Society","5","","V5363-V5366","2010","ICACTE 2010 - 2010 3rd International Conference on Advanced Computer Theory and Engineering, Proceedings","","2010","English","","","","9781424465408","10.1109/ICACTE.2010.5579536","5579536","","","","","","Conference article (CA)","Video stream segmentation is a critical step in many computer vision applications. Background subtraction based on Gaussian Mixture Model (GMM) is a commonly used technique for video segmentation. In this paper, an improved Adaptive-K Gaussian Mixture Model (AKGMM) method was presented for updating background. The dimension of the parameter space at each pixel can be adjusted adaptively according to the frequency of pixel value changes. The number of GMM reflected the complexity of pattern at the pixel. Experimental results demonstrated that the proposed method is more adaptive and robust than some existing approaches. © 2010 IEEE.","7","Gaussian distribution","Computer hardware description languages - Image segmentation - Pixels","Background subtraction - Computer vision applications - Critical steps - Gaussian Mixture Model - Parameter spaces - Pixel values - Video segmentation","723.1.1 Computer Programming Languages - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Positive periodic solutions of a class of functional differential systems with feedback controls","2004248205057","Li, Yongkun (1); Liu, Ping (1); Zhu, Lifei (1) ","(1) Department of Mathematics, Yunnan University, Cuihu Beilu 2, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Nonlinear Analysis, Theory, Methods and Applications","Nonlinear Anal Theory Methods Appl","","Elsevier Ltd","57","5-6","655-666","May/June 2004","","","2004","English","0362546X","","","","10.1016/j.na.2004.03.006","","","","","","NOANDD","Journal article (JA)","In this paper, by using the upper and lower solutions method, we investigate the existence and nonexistence of positive periodic solutions of infinite delay functional differential system with a parameter and feedback controls {x(t)=A(t)x(t)-λF(t,xt,x(g(t,x(t))),u(α(t, x(t)))), u(t)=-B(t)u(t)+E(t,xt,x(h(t,x(t)))). © 2004 Elsevier Ltd. All rights reserved.","13","Nonlinear equations","Boundary conditions - Differential equations - Feedback control - Theorem proving","Delay differential equation - Positive periodic solutions - State dependent delay - Upper and lower solution methods","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 731.1 Control Systems - 921.1 Algebra - 921.2 Calculus","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Creating randomness: Visual sequences of exhaustive numbers from two logic variables on variant logic functional spaces","20113814346236","Wan, Jie (1); Zheng, Jeffrey Z.J. (1) ","(1) School of Software, Yunnan University, Kunming, China ","Wan, J.(wanjiech@gmail.com) ","2011 International Conference on Internet Technology and Applications, iTAP 2011 - Proceedings","Int. Conf. Internet Technol. Appl., iTAP - Proc.","","IEEE Computer Society","","","","2011","2011 International Conference on Internet Technology and Applications, iTAP 2011 - Proceedings","","2011","English","","","","9781424472550","10.1109/ITAP.2011.6006342","6006342","","","","","","Conference article (CA)","Creating randomness number mechanism plays an important role in any network security and security information systems from a cryptography viewpoint. In this paper, an exhaustive scheme is proposed to create a series of number sequences between a functional space of logical functions under complementary and permutation operations to show indirectly from the visualization of matrices. Following an example, an exhaustive model has been established to express the functional space of n-ary logical function. A visual structure is represented as a diagrammatic representation for function sequences. The visual results are represented in W, F and C codes respectively, to provide the basic support for the variant logic framework. © 2011 IEEE.","8","Computer circuits","C (programming language) - Network security - Random processes","Exhaustive functional - Logic functions - Random image - Symmetric distributions - Variant logic","721.3 Computer Circuits - 723 Computer Software, Data Handling and Applications - 723.1.1 Computer Programming Languages - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Delta shock waves as limits of vanishing viscosity for 2-D steady pressureless isentropic flow","20110813676265","Cheng, Hongjun (1); Yang, Hanchun (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China ","Cheng, H.(hjcheng@mail.ynu.edu.cn) ","Acta Applicandae Mathematicae","Acta Appl Math","","Kluwer Academic Publishers","113","3","323-348","March 2011","","","2011","English","01678019","15729036","","","10.1007/s10440-010-9602-6","","","","","","AAMADV","Journal article (JA)","The Riemann problem for the two-dimensional steady pressureless isentropic flow in gas dynamics is solved completely. The Riemann solutions contain two kinds: delta-shock solutions and vacuum solutions. Under suitable generalized Rankine-Hugoniot relation and entropy condition, the existence and uniqueness of delta-shock solutions is established. Moreover, the stability of delta-shock solution to a reasonable viscous perturbation is proven. The numerical results coinciding with the theoretical solutions are also presented. © 2011 Springer Science+Business Media B.V.","19","Shock waves","Computer simulation - Entropy - Gas dynamics - Viscosity","Delta shock waves - Entropy conditions - Existence and uniqueness - Generalized rankine-hugoniot relations - Isentropic flow - Numerical results - Theoretical solutions - Vanishing viscosity","631.1 Fluid Flow, General - 631.1.2 Gas Dynamics - 641.1 Thermodynamics - 723.5 Computer Applications - 931 Classical Physics; Quantum Theory; Relativity - 931.2 Physical Properties of Gases, Liquids and Solids",,"Number: 10961025, Acronym: -, Sponsor: -; Number: 2007A020M, Acronym: -, Sponsor: -; ","Supported by NNSF of China under Grant 10961025 and NSF of Yunnan province under Grant 2007A020M.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tween-40 as corrosion inhibitor for cold rolled steel in sulphuric acid: Weight loss study, electrochemical characterization, and AFM","2005489512648","Li, Xianghong (1); Mu, Guannan (1) ","(1) Department of Chemistry, Yunnan University, Kunming 650091, China ","Mu, G.(guannan@public.km.yn.cn) ","Applied Surface Science","Appl Surf Sci","","Elsevier","252","5","1254-1265","December 15, 2005","","","2005","English","01694332","","","","10.1016/j.apsusc.2005.02.118","","","","","","ASUSEE","Journal article (JA)","The inhibition action of a non-ionic surfactant of tween-40 on the corrosion of cold rolled steel (CRS) in 0.5-7.0 M sulphuric acid (H 2SO4) was studied by weight loss and potentiodynamic polarization methods. Atomic force microscope (AFM) provided the surface conditions. The inhibition efficiency increases with the tween-40 concentration, while decreases with the sulphuric acid concentration. The adsorption of inhibitor on the cold rolled steel surface obeys the Langmuir adsorption isotherm equation. Effect of immersion time was studied and discussed. The effect of temperature on the corrosion behavior of cold rolled steel was also studied at four temperatures ranging from 30 to 60 °C, the thermodynamic parameters such as adsorption heat, adsorption free energy and adsorption entropy were calculated. A kinetic study of cold rolled steel in uninhibited and inhibited acid was also discussed. The kinetic parameters such as apparent activation energy, pre-exponential factor, rate constant, and reaction constant were calculated for the reactions of corrosion. The inhibition effect is satisfactorily explained by both thermodynamic and kinetic parameters. Polarization curves show that tween-40 is a cathodic-type inhibitor in sulphuric acid. The results obtained from weight loss and potentiodynamic polarization are in good agreement, and the tween-40 inhibition action could also be evidenced by surface AFM images. © 2005 Elsevier B.V. All rights reserved.","55","Cold rolling","Adsorption isotherms - Atomic force microscopy - Corrosion inhibitors - Entropy - Polarization - Rate constants - Steel - Sulfuric acid - Surface active agents","Cold rolled steel - Immersion time - Non-ionic surfactant - Tween-40","535.1.2 Rolling Mill Practice - 539.2.1 Protection Methods - 545.3 Steel - 641.1 Thermodynamics - 701.1 Electricity: Basic Concepts and Phenomena - 741.3 Optical Devices and Systems - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804.2 Inorganic Compounds","Literature review (LIT); Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anti-periodic solutions to impulsive shunting inhibitory cellular neural networks with distributed delays on time scales","20111113751947","Li, Yongkun (1); Shu, Jiangye (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Communications in Nonlinear Science and Numerical Simulation","Comm. Nonlinear Sci. Numer. Simul.","","Elsevier B.V.","16","8","3326-3336","August 2011","","","2011","English","10075704","","","","10.1016/j.cnsns.2010.11.004","","","","","","","Journal article (JA)","By using the method of coincidence degree and constructing suitable Lyapunov functional, several sufficient conditions are established for the existence and global exponential stability of anti-periodic solutions to impulsive shunting inhibitory cellular neural networks with distributed delays on time scale T. Our results are new even if the time scale T=R or Z. An example is given to illustrate our feasible results. © 2010 Elsevier B.V.","31","Cellular neural networks","Lyapunov functions - Time measurement","Anti-periodic solutions - Global exponential stability - Impulse - Shunting inhibitory cellular neural networks - Time-scales","723.4 Artificial Intelligence - 921 Mathematics - 943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Numerical simulation study of the state variable correlation function of a bistable system subject to cross-correlated noises","2006279976924","Mei, D.C. (1); Xiang, Y.L. (1); Xie, C.W. (1) ","(1) Department of Physics, Yunnan University, Kunming 650091, China ","Mei, D.C.(kmdcmei@public.km.yn.cn) ","Physica Scripta","Phys Scr","","Institute of Physics Publishing","74","1","123-127","July 1, 2006","","","2006","English","00318949","14024896","","","10.1088/0031-8949/74/1/016","016","","","","","PHSTBO","Journal article (JA)","We apply a numerical simulation method to study a normalized correlation function C(t) of a bistable system driven by cross-correlated noises. Based on a stochastic equivalent rule, we get a stochastic equivalent Stratonovich stochastic differential equation driven by Gaussian white noise for a bistable system driven by cross-correlated noises. Making use of a differential equation, C(t) was calculated by the numerical simulation procedure. Comparing C(t) calculated by the projection operator method of theoretics approximation to C(t) by the numerical simulation procedure, we find: (i) the difference in C(t) between the result of the theoretics approximation and that of the numerical simulation procedure is very small, i.e. the two results are approximately consistent; (ii) there is no difference in C(t) between the result of the theoretics approximation and the result of the numerical simulation procedure when the decay time t is large, i.e. they are entirely consistent; (iii) when the projection operator method is used to calculate C(t), the effects of higher orders of memory can be neglected. © 2006 The Royal Swedish Academy of Sciences.","22","Flip flop circuits","Approximation theory - Computer simulation - Differential equations - Gaussian noise (electronic) - Numerical analysis - Stochastic control systems","Bistable systems - Cross-correlated noises - Normalized correlation function - Projection operator method","701.1 Electricity: Basic Concepts and Phenomena - 713.4 Pulse Circuits - 723.5 Computer Applications - 731.1 Control Systems - 921.2 Calculus - 921.6 Numerical Methods","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Network expansion problem on the spanning tree in graphs","20094712465004","Jianping, Li (1); Juanping, Zhu (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China ","Jianping, L.(jianping@ynu.edu.cn) ","2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009","WRI World Congr. Comput. Sci. Inf. Eng., CSIE","","IEEE Computer Society","2","","691-695","2009","2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009","","2009","English","","","","9780769535074","10.1109/CSIE.2009.336","5171428","2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009","March 31, 2009 - April 2, 2009","Los Angeles, CA, United states","78368","","Conference article (CA)","Motivated by various network improvement models, we study the problem to add some new edges to satisfy the increasing information demand and keep the underlying structure of the networks unchanged. In this paper we propose the general network expansion problem on the spanning tree in graphs (GNEST), then we present the polynomial equivalence between the GNEST problem and the constrained minimum spanning tree problem (CST), which indicates the GNEST problem is NP-hard. By utilizing an algorithm [5] to solve the CST problem, we can design a PTAS to solve the GNEST problem, and the computational complexity is the same as that of the algorithm given in [5]. Finally we study two special versions of the GNEST problem: the minimum network expansion on spanning tree problem (MNEST) and the minimum-cost network expansion on spanning tree (MCNEST). We design two polynomial-time algorithms to solve these two new problems. To solve the MNEST problem we use T-exchange method on spanning trees. To find the optimal solution of the MCNEST problem, we utilize lexicographical order and modify Sollin's algorithm to find the minimum spanning tree as required. © 2008 IEEE.","9","Problem solving","Polynomial approximation - Trees (mathematics)","Constrained minimum spanning tree - Lexicographical order - Minimum spanning trees - Network expansion - Polynomial equivalence - Polynomial-time algorithms - Spanning tree - Strongly polynomial time algorithm","921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of multi-channel and random multi-access ad hoc protocol with probability detection","20071810576416","Liu, Bin-Bin (1); Zhao, Dong-Feng (1); Ding, Hong-Wei (1) ","(1) Communication Engineering Department, Yunnan University, Kunming 650091, China ","Liu, B.-B. ","Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology","Dianzi Yu Xinxi Xuebao","","Science Press, 18,Shuangqing Street,Haidian, Beijing, 100085, China","29","3","719-724","March 2007","","","2007","Chinese","10095896","","","","","","","","","","DKXUEC","Journal article (JA)","To provide a higher QoS for Ad hoc network, this paper presents a Probability-based Detection Multi-Channel and Multi-Access (PDMCMA) protocol. It analyzes the systemic throughput of fixed occupation and sequent occupation system along with the result of throughput based on priority. The results show that the computer simulation is in concordance with the theoretical analysis.","12","Ad hoc networks","Computer simulation - Network protocols - Probability - Quality of service","Channel load equilibrium - Multichannel - PDMCMA protocol - Probability detection - Random multiaccess - Sequent occupation system - Systemic throughput","722.3 Data Communication, Equipment and Techniques - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Testing equality of risk ratios in multiple 2 × 2 tables with structural zero","20104813429725","Tang, Nian-Sheng (1); Jiang, Shao-Ping (1) ","(1) Department of Statistics, Yunnan University, Kunming 650091, China ","Tang, N.-S.(nstang@ynu.edu.cn) ","Computational Statistics and Data Analysis","Comput. Stat. Data Anal.","","Elsevier B.V.","55","3","1273-1284","March 1, 2011","","","2011","English","01679473","","","","10.1016/j.csda.2010.09.016","","","","","","CSDADW","Journal article (JA)","This paper investigates the equality test of risk ratios in multiple 2×2 tables with structural zero, which is formed by a confounding factor such as age, gender, severity of disease, region or other variables of interest. Score statistic, Wald statistic and likelihood ratio statistic for testing equality of risk ratios in multiple 2×2 tables with structural zero are proposed. Three procedures for calculating p-values of the above three statistics based on the MaxT, MinP and Bonferroni methods are developed. An algorithm for determining sample size required for attaining the pre-specified power is presented. Empirical results show that (1) likelihood ratio statistic and score statistic via the MaxT and MinP methods behave satisfactorily in the sense that their type I error rates are close to the pre-given significance level; (2) the Wald-type statistic with logarithmic transformation behaves better than the Wald-type statistic. Simulation studies and a real example are used to illustrate the proposed methodologies. © 2010 Elsevier B.V. All rights reserved.","16","Statistics","Statistical tests","Bonferroni method - Equality tests - Likelihood ratio statistics - Logarithmic transformations - Multiple testing - Score test - Significance levels - Simulation studies","922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multi-waveband photons and high energy neutrinos from the Crab nebula","20092312104494","Yang, X.C. (1); Zhang, L. (1) ","(1) Department of Physics, Yunnan University, 650091 Kunming, China ","Yang, X. C. ","Astronomy and Astrophysics","Astron. Astrophys.","","EDP Sciences","496","3","751-758","March 2009","","","2009","English","00046361","14320746","","","10.1051/0004-6361/200810871","","","","","","AAEJAF","Journal article (JA)","We study multi-waveband photon emission properties and possible high-energy neutrino emission from the Crab nebula produced by pulsar's accelerated heavy nuclei. Heavy nuclei are accelerated in the outer magnetosphere of the Crab pulsar, and then suffer partial photo-disintegration in the non-thermal radiation fields of the pulsar's outer magnetosphere. The products (protons and neutrons) of the photo-disintegration and surviving heavier nuclei are injected into the expanding supernova remnant in which the surviving heavier nuclei are further accelerated in the pulsar wind zone. In such a case, relativistic hadrons and leptons are produced; the hadrons consist of direct protons and the protons produced through neutron decay in nuclei disintegration process, the leptons consist of positrons accelerated in a realistic magneto-sonic lepton-heavy iron plasma shock, electrons from the neutron decay, direct electrons, and secondary electron/positron pairs in a proton-proton interaction. We calculate the photo-disintegration rate for a nucleus of atomic number A releasing ","46","Disintegration","Atoms - Gamma rays - Hadrons - Magnetosphere - Neutrons - Photons - Pulsars - Shellfish - Tellurium compounds","Gamma rays: theory - High energy neutrinos - ISM: individual objects: Crab Nebula - Non-thermal radiation - Photo-disintegration - Photon-emission properties - Radiation mechanisms: non thermal - Secondary electrons","443.1 Atmospheric Properties - 461.9 Biology - 657.2 Extraterrestrial Physics and Stellar Phenomena - 931.3 Atomic and Molecular Physics - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
