Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Optimization for fundus molecular imaging","20153601247023","","Liu, Yu-Hong (1); Zhang, Ping (2); Xie, Dan-Mei (3); Wang, Ti-Chun (2); Xie, Zheng-Xiang (2) ","(1) Chengdu Medical University, Chengdu; Sichuan, China (2) Chongqing Medical University, Chongqing, China (3) Shanghai Dianji University, Shanghai, China ","Xie, Zheng-Xiang ","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","627-632","2015","","1 of 1","2015","English","","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","Fundus molecular imaging is an imaging modus under a special environment. Generally, there are two types of an autoflourescence imaging excited by Blue laser (488nm) and infrared laser (787nm), briefly called B-AFI and IR-AFI. An optimization method for the two types of images was reported in this text. © 2015 Taylor & Francis Group, London.","6","Molecular imaging",,"Blue lasers - Optimization method","746 Imaging Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A 3D path planning approach for quadrotor UAV navigation","20161102093002","","Li, Wei (1, 2); Chen, Wenwen (2, 3); Wang, Chong (1, 2); Liu, Ming (2); Ge, Yunjian (2); Song, Quanjun (1) ","(1) Department of Automation, University of Science and Technology of China, Hefei; 230027, China (2) Institute of Intelligent Machines, Chinese Academy of Sciences, Hefei; 230031, China (3) Department of Automation Engineering, Qingdao Technological University, Qingdao; 266071, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2481-2486","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","","9781467391047","10.1109/ICInfA.2015.7279703","7279703","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper presents a 3D path planning approach for UAV navigation given a mission task specified by a sequence of midway points and required orientation at each point. The approach developed was inspired by the Dubins 2D airplane algorithm. To avoid the difficulty of direct extension to 3D, the heading adjusting is undertaken in horizontal 2D plane at different altitude and the z motion is applied only in the straight section of the path planned. Therefore simple x and y motions of Dubins 2D results can be directly applied, while z motion can be easily planned by applying pitch variation. The effectiveness of the algorithm is clarified by computer simulation using a full dynamic model of a quadrotor UAV. © 2015 IEEE.","8","Motion planning","Air navigation - Automation - Planning - Unmanned aerial vehicles (UAV)","3D path planning - Dubins - heading adjust - Quad-rotor UAV - Time-optimal","431.5 Air Navigation and Traffic Control - 652.1 Aircraft, General - 731 Automatic Control Principles and Applications - 912.2 Management",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stroke edge based binarization algorithm for the palm leaf manuscripts","20173804169261","","Ge, Peng (1); Yu, Pengfei (1); Li, Haiyan (1); Li, Hongsong (1) ","(1) Information School, Yunnan University, Kunming, China ","","2017 2nd International Conference on Image, Vision and Computing, ICIVC 2017","Int. Conf. Image, Vis. Comput., ICIVC","","Institute of Electrical and Electronics Engineers Inc.","","","778-782","July 18, 2017","2017 2nd International Conference on Image, Vision and Computing, ICIVC 2017","1 of 1","2017","English","","","","9781509062379","10.1109/ICIVC.2017.7984660","7984660","2nd International Conference on Image, Vision and Computing, ICIVC 2017","June 2, 2017 - June 4, 2017","Chengdu, China","129351","","Conference article (CA)","A binarization algorithm based on strokes edge detection is presented which could binary the images of palm leaf manuscripts effectively with pretty performance in this paper. Firstly, the binarized contrast map is obtained by using an adaptive algorithm. Secondly, the stroke edge map is detected by combining the binarized contrast map with Canny edge map based on the bitwise AND operator. And then, get an exact stroke edge map by using a connected component labeling based denoising algorithm. Finally, distinguish the stroke pixels from the background pixels according to the gray values of the stroke edge pixels. The proposed algorithm is compared with some relevant algorithms and the experimental results demonstrate the superior performance of our work. © 2017 IEEE.","11","Edge detection","Adaptive algorithms - Binary images - Palmprint recognition - Pixels","Background pixels - Binarization algorithm - Binarizations - Connected component labeling - Contrast map - De-noising algorithm - Edge pixels - Palm leaf manuscripts","723.2 Data Processing and Image Processing - 723.5 Computer Applications",,"Number: 61561050, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61462094, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2015FBI16, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","The authors would like to thank the fmancial supports by National Natural Science Foundation of China (Grant No.61462094, 61561050) and Natural Science Foundation of Yunnan Province of China (Grant No.2015FBI16).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sensitive information filtering system","20143017985610","","Jianying, Zhang (1); Jiamei, Wang (1); Xue, Tang (1); Fei, Zhao (1) ","(1) Yunnan University of Nationalities, Yunnan, Kunming, China ","","WIT Transactions on Information and Communication Technologies","WIT Trans. Inf. Commun. Tecnol.","WIT Transactions on Information and Communication Technologies","","54 VOLUME 1","","389-396","2014","Green Communications and Networks","","2014","English","17433517","","","9781845648732","10.2495/GCN130521","","3rd International Conference on Green Communications and Networks, GCN 2013","December 12, 2013 - December 14, 2013","Chongqing, China","106475","","Conference article (CA)","The popularity of the network makes network security has become a very important issue. Put forward Yi network sensitive information filtering system in order to ensure the security of information dissemination minority. This paper describes the analysis of its framework, to achieve the Yi language information filtering through the establishment of Yi text information filtering model. © 2014 WIT Press.","6","Information filtering","Information dissemination - Security of data","Extract the contents - Sensitive informations - Yi participle","723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis - 903.2 Information Dissemination",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A binarization method for palm leaf manuscripts","20170403289027","","Yu, Pengfei (1); Li, Haiyan (1); Ge, Peng (1); Zhou, Hao (1) ","(1) Information School, Yunnan University, Kunming, China ","","Proceedings - 2016 8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016","Proc. - Int. Conf. Intell. Hum.-Mach. Syst. Cybern., IHMSC","","Institute of Electrical and Electronics Engineers Inc.","2","","174-178","December 14, 2016","Proceedings - 2016 8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016","2of2","2016","English","","","","9781509007684","10.1109/IHMSC.2016.198","7783814","8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016","September 11, 2016 - September 12, 2016","Hangzhou, Zhejiang, China","125444","","Conference article (CA)","A binarization method for image enhancement of the palm leaf manuscripts is proposed, which can effectively perform the image binarization as well as remove superfluous lines on the images of palm leaf manuscripts. Firstly, an improved background elimination method is presented to solve the problem caused by different background color in a palm leaf. Then the classical Niblack's method is used to binarize image. But there are many noises on the result images obtained by the Niblack's method, so a morphology based method is applied to remove noise. Finally, a connected domain based method is described to delete superfluous lines. The experimental results show the effectiveness of the proposed method. © 2016 IEEE.","17","Image enhancement","Cybernetics - Man machine systems - Noise abatement","Binarizations - Binarize - Connected domains - Elimination method - Image binarization - Niblack - Palm leaf manuscript - REmove noise","751.4 Acoustic Noise",,"Number: 61163024, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61561050, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61462094, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2015FB116, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","The authors would like to thank the financial supports by National Natural Science Foundation of China (Grant No.61462094, 61561050, 61163024) and Natural Science Foundation of Yunnan Province of China(Grant No. 2015FB116)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Trustworthiness requirement-oriented software process modeling","20185106265692","","Zhang, Xuan (1, 2); Wang, Xu (3); Kang, YanNi (1) ","(1) School of Software, Yunnan University, Kunming; Yunnan, China (2) Key Laboratory of Software Engineering of Yunnan, Kunming; Yunnan, China (3) School of Economics, Yunnan University, Kunming; Yunnan, China ","Zhang, Xuan(zhxuan@ynu.edu.cn) ","Journal of Software: Evolution and Process","J. Softw. Evol. Process","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","30","12","","December 2018","","","2018","English","","20477481","","","10.1002/smr.1991","e1991","","","","","","Journal article (JA)","Trustworthy software is delivered by enacting trustworthy software processes. The purpose of this paper is to propose an approach to modeling trustworthiness requirement-oriented software processes. First, based on the aspect-oriented modeling techniques, separation of concerns is used to separate the crosscutting activities and the core activities according to the different trustworthiness requirements and functional requirements. A goal-oriented modeling and reasoning method for trustworthiness requirements to find the crosscutting activities that satisfy multiple trustworthiness requirements is presented. Then, base processes are modeled for functional requirements. The crosscutting activities for trustworthiness requirements are decomposed into processes or tasks and encapsulated in aspects that are woven into the base processes. In the weaving procedure, correct weaving methods between multiple aspects and between aspects and base processes are designed. Errors or mistakes of aspect-oriented process modeling are prevented. Finally, trustworthy third-party certification authority software is studied systematically in a case study, and performance evaluations are conducted to show the cost and effect of the approach. © 2018 John Wiley & Sons, Ltd.","68","Process engineering","Petri nets - Weaving","Aspect oriented modeling - Functional requirement - Goal oriented modeling - Performance evaluations - Separation of concerns - Software process modeling - Software trustworthiness - Third party certification","819.5 Textile Products and Processing - 913.1 Production Engineering - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,"Number: 2016FB106, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015Z020, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2017HC012, Acronym: -, Sponsor: -; Number: 2015SE202, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 18BJL104, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: 61502413, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61262025, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61662085, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61379032, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 61862063, Acronym: -, Sponsor: National Natural Science Foundation of China; ","National Natural Science Foundation of China, Grant/Award Numbers: 61862063, 61502413, 61262025, 61379032 and 61662085; National Social Science Foundation of China, Grant/Award Number: 18BJL104; Natural Science Foundation of Yunnan Province, Grant/Award Number: 2016FB106; Natural Science Foundation of Yunnan Educational Committee, Grant/Award Number: 2015Z020; Natural Science Foundation of Key Laboratory of Software Engineering of Yunnan Province, Grant/Award Number: 2015SE202; Data‐Driven Software Engineering Innovative Research Team Funding of Yunnan Province, Grant/Award Number: 2017HC012; Software Engineering Innovative Research Team Funding of Yunnan University",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and uniqueness of periodic solution for a discrete-time SIR epidemic model with time delays and impulses","20114014406645","","Liu, Ling (1); Ye, Yuan (2) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, Taiwan (2) Graduate School of Yunnan University, Yunnan University, Kunming, Yunnan 650091, Taiwan ","Ye, Y.(yye_yd@yahoo.com.cn) ","World Academy of Science, Engineering and Technology","World Acad. Sci. Eng. Technol.","","WASET - World Academy of Science, Engineering and","81","","922-928","September 2011","","","2011","English","2010376X","20103778","","","","","","","","","","Journal article (JA)","In this paper, a discrete-time SIR epidemic model with nonlinear incidence rate, time delays and impulses is investigated. Sufficient conditions for the existence and uniqueness of periodic solutions are obtained by using contraction theorem and inequality techniques. An example is employed to illustrate our results.","16","Disease control","Time delay","Discrete time - Existence and uniqueness - Impulse - Inequality techniques - Non-linear incidence rates - Periodic solution - SIR epidemic model","713 Electronic Circuits",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Asymptotic properties of the maximum quasi-likelihood estimator in quasi-likelihood nonlinear models","20082811357224","","Xia, Tian (1); Kong, Fanchao (2); Wang, Shunfang (3, 4); Wang, Xueren (1) ","(1) Department of Statistics, Yunnan University, Kunming, China (2) Department of Mathematics, Anhui University, Hefei, China (3) School of Information Science and Engineering, Yunnan University, Kunming, China (4) School of Information Science and Engineering, Yunnan University, Kunming 650091, China ","Wang, S.(sfwang402@hotmail.com) ","Communications in Statistics - Theory and Methods","Commun Stat Theory Methods","","Taylor and Francis Inc.","37","15","2358-2368","September 2008","","","2008","English","03610926","1532415X","","","10.1080/03610920801931838","","","","","","CSTMDC","Journal article (JA)","Quasi-likelihood nonlinear models (QLNM) are a further extension of generalized linear models by only specifying the expectation and variance functions of the response variable. In this article, some mild regularity conditions are proposed. These regularity conditions, respectively, assure the existence, strong consistency, and the asymptotic normality of the maximum quasi-likelihood estimator (MQLE) in QLNM.","12","Nonlinear systems","Communication - Mathematical techniques - Statistical methods - Statistics","Asymptotic normality - Asymptotic properties - Consistency - Expectation and variance - Generalized linear model - Maximum quasi-likelihood estimator - Non-linear model - Regularity condition","716 Telecommunication; Radar, Radio and Television - 922.2 Mathematical Statistics - 961 Systems Science",,"Number: 2005Z007C, Acronym: -, Sponsor: -; Number: 10626048, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; Number: 10761011, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors wish to thank the referee and editor for valuable comments which have greatly improved the article. This work was partially supported by Natural Science Foundation of China (10761011), Mathematical Tianyuan Fund of National Science Foundation of China (10626048), Natural Science Foundations of Yunnan University (2005Z007C), and Special Foundation for Middle and Young Excellent Teachers of Yunnan University.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distance Metric Based Diversified Ranking on Large Graphs","20182805531372","","Li, Jin (1, 2); Yue, Kun (3); Cai, Jiao (1); Zhang, Zhi-Jian (3); Liu, Wei-Yi (3) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) Key Laboratory of Software Engineering of Yunnan Province, Kunming; 650091, China (3) School of Information Science and Engineering, Yunnan University, Kunming; 650091, China ","Yue, Kun(kyue@ynu.edu.cn) ","Ruan Jian Xue Bao/Journal of Software","Ruan Jian Xue Bao","","Chinese Academy of Sciences","29","3","599-613","2018","","","2018","Chinese","10009825","","","","10.13328/j.cnki.jos.005455","","","","","","RUXUEW","Journal article (JA)","Expansion relevance which combines both relevance and diversity into a single function is resorted to a submodular optimization objective that can be solved by applying the classic cardinality constrained monotone submodular maximization. However, expansion relevance do not directly capture the dis-similarity over a pair of nodes. Existing submodular algorithms are sequential and not easy to take full advantage of the power of distributed cluster computing platform, such as Spark, to significantly improve the efficiency of algorithm. To tackle this issue, in this paper, a distance metric, which is defined by a sum function of personalized PageRank scores over the symmetry difference of neighbors of a pair of nodes, is first introduced to capture the pairwise dis-similarity over pairs of nodes. Then, the problem of diversified ranking on graphs is formulated as a max-sum k-dispersion problem with metrical edge weight. A polynomial time 2-approximate algorithm is proposed to solve the problem. Considering the computational independence of different pairs of nodes, a MapReduce algorithm is further developed to boost the efficiency of the process. Finally, extensive experiments are conducted on real network datasets to verify the effectiveness and efficiency of the proposed algorithm. © Copyright 2018, Institute of Software, the Chinese Academy of Sciences. All rights reserved.","18","Clustering algorithms","Cluster computing - Computational efficiency - Constrained optimization - Dispersions - Efficiency - Polynomial approximation - Problem solving","Computing platform - Distributed clusters - Diversified graph ranking - Effectiveness and efficiencies - Graph data - Map-reduce - Personalized PageRank - Submodular optimizations","722.4 Digital Computers and Systems - 903.1 Information Sources and Analysis - 913.1 Production Engineering - 921.6 Numerical Methods - 951 Materials Science - 961 Systems Science",,"Number: 2014FA023, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2016FB110, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61472345, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61562091, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","National Natural Science Foundation of China (61562091, 61472345); Program for the Second Batch of Yunling Scholar of Yunnan Province (C6153001); Natural Science Foundation of Yunnan Province (2014FA023, 2016FB110); Foundation of Backbone Teacher Development of Yunnan University (WX173602); Program for Excellent Young Talents of Yunnan University (XT412003); Project of Data Driven Software Engineeringinnovation Team of Yunnan University, Yunnan Province (2017HC012).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Change-oriented open source software process simulation","20184706107583","","Zhang, Xuan (1, 2); Wang, Xu (3); Kang, Yanni (1) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) Key Laboratory of Software Engineering of Yunnan, Kunming; 650091, China (3) School of Economics, Yunnan University, Kunming; 650091, China ","Zhang, Xuan(zhxuan@ynu.edu.cn) ","IEEE Access","IEEE Access","","Institute of Electrical and Electronics Engineers Inc.","6","","70145-70163","2018","","","2018","English","","21693536","","","10.1109/ACCESS.2018.2880998","8532349","","","","","","Journal article (JA)","The goal of our research is to find better ways for assessing the impact of changes to the software projects and the cost-effectiveness of process improvement strategies. To support decision-makers in analyzing changes effects and finding the optimal improvements of software process in a given project, a process simulation model using the system dynamics modeling technique is proposed and used in the context of a case study with open source software. Details of the system dynamics model, its usage scenarios and simulation experiments are provided. With the help of the simulation model, the process quality attributes of the open source software Spring Framework with varying change effects was evaluated. The project effort, delivery time, productivity, schedule, and product quality are impacted as a result of changes. Three different process improvement strategies were evaluated to help decision-makers choose most cost-effective improvement strategies. The simulation models can be used as an effective tool to evaluate the impact of changes, reason about the process improvement, and support consensus building by visualizing dynamic views of the process. © 2013 IEEE.","47","Open source software","Analytical models - Cost effectiveness - Decision making - Open systems - Process engineering - Productivity - Program debugging - Quality control - Scheduling - Software design - System theory","Change management - Computer bugs - Context modeling - Software process improvements - Software process simulation - System Dynamics",,,"Number: YB2016013, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015Z020, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2017HC012, Acronym: -, Sponsor: -; Number: 2016FB106, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2015SE202, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 18BJL104, Acronym: -, Sponsor: National Aerospace Science Foundation of China; Number: 61502413, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported in part by the National Natural Science Foundation of China under Grant 61862063, Grant 61502413, Grant 61262025, Grant 61379032, and Grant 61662085, in part by the National Social Science Foundation of China under Grant 18BJL104, in part by the Natural Science Foundation of Yunnan Province under Grant 2016FB106, in part by the Natural Science Foundation of the Yunnan Educational Committee under Grant 2015Z020, in part by the Natural Science Foundation of the Key Laboratory of Software Engineering of Yunnan Province under Grant 2015SE202, in part by the Data Driven Software Engineering Innovative Research Team Funding of Yunnan Province under Grant 2017HC012, in part by the Social Science Foundation of Yunnan Province under Grant YB2016013, and in part by the Software Engineering Innovative Research Team Funding of Yunnan University.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Data-Driven Bilayer Software Process Mining","20190306377997","","Zhu, Rui (1, 2); Li, Tong (1, 2); Mo, Qi (1); He, Zhen-Li (1); Yu, Qian (1); Wang, Yi-Quan (1) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) Key Laboratory in Software Engineering of Yunnan Province, Yunnan University, Kunming; 650091, China ","Li, Tong(tli@ynu.edu.cn) ","Ruan Jian Xue Bao/Journal of Software","Ruan Jian Xue Bao","","Chinese Academy of Sciences","29","11","3455-3483","November 1, 2018","","","2018","Chinese","10009825","","","","10.13328/j.cnki.jos.005304","","","","","","RUXUEW","Journal article (JA)","To address the issue of difficulty in applying the traditional process mining on software process data due to the deficiency of activity and case attribute, this paper focus on the software process data and proposes a bilayer software process mining approach. In the mining activity layer, a weighted structured linked vector mode is proposed to vectorize the process log. The result of fuzzy clustering, which can be regarded as activity information, is determined by the average activity entropy. In the process layer, based on the heuristic relation metrics, this paper studies the non-complete cycle situation and presents the single firing sequence of loop dividing condition of log completeness, and then proposes a method to measure the affiliation of loop. The real-world data sets are used to show the effectiveness and correctness of the proposed bilayer software process mining. © Copyright 2018, Institute of Software, the Chinese Academy of Sciences. All rights reserved.","58","Heuristic methods","Data mining - Fuzzy clustering","Activity informations - Data driven - Firing sequences - Heuristic relation metrics - Mining activities - Process mining - Software process - Vector mode","723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing",,"Number: http://kns.cnki.net/kcms/detail/11.2560.TP.20180607.1453.001.html, Acronym: -, Sponsor: -; Number: -, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","∗ 基金项目: 国家自然科学基金(61662085, 61862065); 云南省教育厅科学研究基金(2017ZZX227); 云南大学数据驱动的软件工 程省科技创新团队项目(2017HC012); 阿里巴巴青年学者支持计划 Foundation item: National Natural Science Foundation of China (61662085, 61862065); Project of Yunnan Provincial Department of Education Science Research Fund (2017ZZX227); Yunnan University Data-Driven Software Engineering Provincial Science and Technology Innovation Team Project (2017HC012); Alibaba Young Scholars Support Program 收稿时间:?2017-01-06; 修改时间: 2017-04-14; 采用时间: 2017-05-07; jos 在线出版时间: 2018-06-07 CNKI 网络优先出版: 2018-06-07 14:53:30, http://kns.cnki.net/kcms/detail/11.2560.TP.20180607.1453.001.html",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and implementation of data gateway communication protocol based on XML","20171403534933","","Zou, Hao (1); Yu, Pengfei (1); He, Lesheng (1); Wang, Weilian (1) ","(1) Information School, Yunnan University, Kunming, Yunnan Province, China ","","Proceedings of 2016 IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2016","Proc. IEEE Adv. Inf. Manag., Commun., Electron. Autom. Control Conf., IMCEC","Chongqing Global Union Academy of Science and Technology; Global Union Academy of Science and Technology; IEEE Beijing Section; Xi'an Peihua University","Institute of Electrical and Electronics Engineers Inc.","","","821-824","February 28, 2017","Proceedings of 2016 IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2016","1 of 1","2016","English","","","","9781467396127","10.1109/IMCEC.2016.7867324","7867324","2016 IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2016","October 3, 2016 - October 5, 2016","Xi'an, China","126706","","Conference article (CA)","Energy consumption data management center requires the gateway device to collect lots of energy data come from energy meters. However, these meters use different communication protocols other than TCP/IP protocol, so it can not be transmit these energy data across these energy data across TCP/IP networks. This problem is usually resolved by a data gateway in the energy management system. But the communication protocol design is not easy for the data gateway development. To solve this problem, an XML based communication protocol method is proposed in this paper. The reason is that XML has good features, such as platform-independent, readability and scalability. Finally, the upload data packet is taken as an example to introduce the specific implementation. © 2016 IEEE.","10","Gateways (computer networks)","Energy management systems - Energy utilization - Internet protocols - Network protocols - Transmission control protocol - XML","Communication protocol design - Design and implementations - Energy consumption datum - Gateway devices - Platform independent - TCP/IP - TCP/IP networks - TCP/IP protocol","525.3 Energy Utilization - 706 Electric Transmission and Distribution - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Image colorization using convolutional neural network","20163602780807","","Zhao, Yili (1, 2); Xu, Dan (1); Zhang, Yan (2) ","(1) Yunnan University, Kunming; Yunnan; 650091, China (2) Southwest Forestry University, Kunming; Yunnan; 650224, China ","Zhao, Yili(ylzhao@vip.sina.com) ","Communications in Computer and Information Science","Commun. Comput. Info. Sci.","","Springer Verlag","634","","238-244","2016","Advances in Image and Graphics Technologies - 11th Chinese Conference, IGTA 2016, Proceedings","1 of 1","2016","English","18650929","","","9789811022593","10.1007/978-981-10-2260-9_27","","11th Chinese Conference on Advances in Image and Graphics Technologies, IGTA 2016","July 8, 2016 - July 9, 2016","Beijing, China","179849","","","This paper presents an automatic grayscale image colorization method using convolutional neural network.Besides the gray target image, the user doesn’t need to provide a reference color image nor manual guidance.First we train the convolutional neural network using residual connections based on the VGG-16 model.For colorization, a grayscale image is forwarded through the network and using the highest layer infers some color information, then it up-scales the color guess and adds in information from the next highest layer.Experimental results and user study on a large set of images demonstrate that our colorization method is competitive with previous state-of-the-art methods. © Springer Science+Business Media Singapore 2016.","17","Data communication systems","Color - Convolution - Neural networks","Color information - Color transfers - Convolutional neural network - Gray-scale images - Grayscale image colorizations - Image colorizations - State-of-the-art methods - Target images","716.1 Information Theory and Signal Processing - 741.1 Light/Optics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Lumbar spinal finite element analysis in a gravity environment","20164903101519","","Li, Kerun (1); Zhang, Junhua (1); Jiang, Jianbo (1); Ma, Shanshan (1) ","(1) Yunnan University, Information School, Kunming; 650500, China ","","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","Chengdu University of Information Technology; Chinese Academy of Sciences Chengdu Institute of Computer Applications; International Association of Computer Science and Information Technology; Sichuan Province Computer Federation","SPIE","10033","","","2016","Eighth International Conference on Digital Image Processing, ICDIP 2016","1of1","2016","English","0277786X","1996756X","","9781510605039","10.1117/12.2244610","100334H","8th International Conference on Digital Image Processing, ICDIP 2016","May 20, 2016 - May 23, 2016","Chengu, China","124814","PSISDG","Conference article (CA)","Finite element analysis employed for the adjuvant treatment of spinal diseases has yet to consider the effect of gravity on analytical results. This article simulates the gravity environment on the simulated spine of a standing human body to employ finite element analysis and calculate the changes in stress and node displacement of the lumbar spine. Analytical and calculation results demonstrate that in standing pose with the gravity, the stress distribution of each vertebral body surface is five to six times of that of the intervertebral disc, and for the small joint node, the stress and displacement is increased mostly by 16.57% or decreased mostly by 72.36%. © 2016 SPIE.","14","Finite element method","Gravitation - Image processing","Adjuvant treatment - Analytical results - Calculation results - Gravity environments - Intervertebral discs - Lumbar spines - Stress and displacements - Three-dimensional reconstruction","921.6 Numerical Methods - 931.5 Gravitation, Relativity and String Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
