Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"New evidence for the original tethysan island-arc volcanic rocks in the southern segment of South Lancangjiang Belt","20091211965656","Shen, Shang-Yue (1); Feng, Qing-Lai (1); Wei, Qi-Rong (1); Zhang, Zhi-Bin (2) ","(1) Chinese University of Geosciences, Wuhan 430074, China (2) Institute of Regional Surve, Yunnan Institute of Geological Survey, Yuxi 653100, China ","Shen, S.-Y.(ssy027@126.com) ","Kuangwu Yanshi/ Journal of Mineralogy and Petrology","Kuangwu Yanshi","","Kuangwu Yanshi","28","4","59-63","December 2008","","","2008","Chinese","10016872","","","","","","","","","","","Journal article (JA)","Based on the study of petrographic characteristics, rock assemblage, petrochemistry, REE, trace elements, lead isotopes and geotectonic setting, the characteristics of pre-Ordovician (Pt3) metamorphic volcanic rocks in the Huimin-Manlai region of Yunnan Province are described. The metamorphic volcanic rocks are characterized by a basalt-andesite-dacite assemblage, basic-intermediate-intermediate-acid in chemical composition with blasto-intergranular and blasto-andesitic textures. They belong to semi-alkaline rocks, with coexistence of calc-alkaline series and tholeiite series. Their REE distribution patterns are characteristic of LREE enrichment, right inclined type, enriched in large cation elements, commonly enriched in Th, depleted in Ti and partly depleted in Cr. Their Pb isotopic composition indicates that they belong to the Gondwana type because the data points fall mostly within the field of island-arc volcanic rocks. All these characteristics provided new evidence for the existence of original Tethysan island-arc volcanic rocks in the studied region.","13","Volcanic rocks","Alkalinity - Isotopes - Metamorphic rocks - Textures - Trace elements - Volcanoes","Chemical compositions - Distribution patterns - Gondwana type - Island arc - Isotopic composition - Original Tethysan - Petrographic characteristics - Yunnan province","482.2 Minerals - 484 Seismology - 801.1 Chemistry, General",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Recovery copper from a low grade and ultra-fine-grained dissemination mixed copper ore by flotation","20134016818470","Xian, Yong Jun (1); Wen, Shu Ming (1); Shen, Hai Ying (1); Nie, Qi (2) ","(1) Kunming University of Science and Technology, Kunming 650093, China (2) Kunming Metallurgy College, Kunming 650033, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","734-737","","962-966","2013","Resources and Sustainable Development","","2013","English","10226680","","","9783037857441","10.4028/www.scientific.net/AMR.734-737.962","","2013 2nd International Conference on Energy and Environmental Protection, ICEEP 2013","April 19, 2013 - April 21, 2013","Guilin, China","99790","","Conference article (CA)","The present study aims to characterize the copper ore from east area of Yunnan province. The results indicate that the ores is a representative low grade and and ultra-fine-grained ore. As a result, a suitable flotation flow i.e. 'ultrafine grinding- sulphidizing and dispersing - bulk flotation with low dosage collector' was presented for processing of eligible copper concentrate with high recovery and the main factors i.e. grinding fineness, regulators types and dosage and collector dosage affecting the indexes of roughing concentration was investigated. As a result, a close-circuit flotation test scheme was proceeded, which obtained a high quality copper concentrate with Cu grade of 25.12%, copper recovery of 87.63%. This index is successful in the aim of recovery copper for such mixed copper ore. © (2013) Trans Tech Publications, Switzerland.","4","Flotation","Copper - Copper metallurgy - Copper smelting - Grinding (machining) - Ores - Recovery","Collector dosages - Copper concentrates - Copper ore - Flotation tests - Low grade - Ultra-fine grinding - Ultra-fine-grained - Yunnan province","606.2 Abrasive Devices and Processes - 544.1 Copper - 533.1 Ore Treatment - 531 Metallurgy and Metallography - 505 Mines and Mining, Nonmetallic - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mössbauer spectroscopic study of Fe-Mg tourmalines with different Fe contents","20123615395086","Zhao, ChangChun (1); Liao, LiBing (1) ","(1) School of Materials Science and Technology, China University of Geosciences, Beijing 100083, China ","Liao, L.(lbliao@cugb.edu.cn) ","Science China Earth Sciences","Sci. China Earth Sci.","","Science in China Press","55","9","1489-1493","September 2012","","","2012","English","16747313","","","","10.1007/s11430-012-4385-4","","","","","","","Journal article (JA)","We studied four tourmalines with different Fe contents from Xinjiang, Sichuan, and Yunnan provinces of China using Mossbauer spectroscopy and single crystal X-ray diffraction. The valence and location of Fe in the four tourmalines and two heat-treated tourmalines have been investigated. The experimental results showed that Fe in the four tourmalines at room temperature had two valence states and two locations, i. e. Fe2+(Y), Fe2+(Z), Fe3+(Y). After being heated at 850°C for 48 and 72 h, Fe elements in tourmaline were nearly completely oxidized and mainly occupied Y sites, and a small amount of Fe3+shifted to Z sites. Simultaneously, the amount of mixed valence state Fe2. 5+progressively increased with heating time, and electron delocalization occurred between the adjacent sites [Fe2+-Fe3+]. © 2012 Science China Press and Springer-Verlag Berlin Heidelberg.","12","Iron","Binary alloys - Heat treatment - Magnesium alloys - Molybdenum alloys - Silicate minerals - Single crystals - Spectroscopic analysis - X ray diffraction","Electron delocalization - Mixed valence state - Nearest neighbors - Single crystal x-ray diffraction - Spectroscopic studies - Ssbauer spectroscopies - tourmaline - Yunnan province","482.2 Minerals - 537.1 Heat Treatment Processes - 542.2 Magnesium and Alloys - 543.3 Molybdenum and Alloys - 545.1 Iron - 801 Chemistry - 933.1 Crystalline Solids",,"Number: -, Acronym: LZU, Sponsor: Lanzhou University; Number: 40672031, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (Grant No. 40672031). We sincerely thank Key Laboratory for Magnetism and Magnetic Material of the Education Ministry of China, Lanzhou University for their contributions to the experimental work.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Reform Intelligent Effect Evaluation System (RIEES) of Teaching Methods of Ideological and Political Theory Course in Colleges and Universities","20190706499164","Yanchun, Kong (1) ","(1) Department of Marxism-Leninism, Yunnan Technology and Business University, Kunming Yunnan; 651700, China ","Yanchun, Kong(1368114098@qq.com) ","Proceedings - 2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018","Proc. - Int. Conf. Smart Grid Electr. Automation, ICSGEA","Central South University; Communications Research Institute of Changsha University of Science and Technology; Department of Urban Management, Hunan City College; Hongkong Intelligent Computation Technology and Automation Association","Institute of Electrical and Electronics Engineers Inc.","","","287-290","October 18, 2018","Proceedings - 2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018","1 of 1","2018","English","","","","9781538669532","10.1109/ICSGEA.2018.00078","8498337","2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018","June 9, 2018 - June 10, 2018","Changsha, China","141421","","Conference article (CA)","In view of the problems of low accuracy and slow speed of teaching methods of ideological and political theory course in colleges and universities by traditional teaching effect evaluation system, this paper proposes a reform intelligent effect evaluation system (RIEES) of teaching methods of ideological and political theory course in colleges and universities. Based on the teaching methods of ideological and political theory course in colleges and universities, this system adds the intelligent effect evaluation system after the teaching-learning stage, also transforms the evaluation problems of the teaching methods of ideological and political theory course in colleges and universities into the evaluation problems of linear function effect. The Foreny function verifies the efficiency of RIEES system. The simulation results show that the intelligent effect evaluation system significantly improves the accuracy and speed of the evaluation of teaching methods of ideological and political theory course in colleges and universities, and verifies the feasibility and effectiveness of the system. © 2018 IEEE.","6","Teaching","Electric power transmission networks - Function evaluation - Mathematical transformations - Smart power grids","Colleges and universities - Effect - Effect evaluation - Evaluation problems - Political theory course - Teaching effects - Teaching methods - Teaching-learning","706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 921.3 Mathematical Transformations - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Separation of flavonoids from Millettia griffithii with high-performance counter-current chromatography guided by anti-inflammatory activity","20150200403294","Tang, Huan (1); Wu, Bo (1); Chen, Kai (1); Pei, Heying (1); Wu, Wenshuang (1); Ma, Liang (1); Peng, Aihua (1); Ye, Haoyu (1); Chen, Lijuan (1) ","(1) State Key Laboratory of Biotherapy, West China Hospital, Sichuan University, Gaopeng Street, Keyuan Road 4, Chengdu, China ","Ye, Haoyu ","Journal of Separation Science","J. Sep. Sci.","","Wiley-VCH Verlag","38","3","523-529","February 1, 2015","","","2015","English","16159306","16159314","","","10.1002/jssc.201401068","","","","","","JSSCCJ","Journal article (JA)","Millettia griffithii is a unique Chinese plant located in the southern part of Yunnan Province. Up to now, there is no report about its phytochemical or related bioactivity research. In our previous study, the n-hexane crude extract of Millettia griffithii revealed significant anti-inflammatory activity at 100 μg/mL, inspiring us to explore the anti-inflammatory constituents. Four fractions (I, II, III, and A) were fractionated from n-hexane crude extract by high-performance counter-current chromatography with solvent system composed of nhexane/ethyl acetate/methanol/water (8:9:8:9, v/v) and then were investigated for the potent anti-inflammatory activity. Fraction A, with the most potent inhibitory activity was further separated to give another four fractions (IV, V, VI, and B) with solvent system composed of n-hexane/ethyl acetate/methanol/water (8:4:8:4, v/v). Compound V and fraction B exhibited remarkable anti-inflammatory activity with nitric oxide inhibitory rate of 80 and 65%, which was worth further fractionation. Then, three fractions (VII, VIII, and IX) were separated from fraction B with a solvent system composed of n-hexane/ethyl acetate/methanol/water (8:1:8:1, v/v), with compound VIII demonstrating the most potent inhibitory activity (80%). Finally, the IC50 values of compound V and VIII were tested as 38.2 and 14.9 μM. The structures were identified by electrospray ionization mass spectrometry and 1H and13C NMR spectroscopy. © 2015 WILEY-VCH Verlag GmbH &Co. KGaA, Weinheim.","29","Hexane","Electrospray ionization - Liquid chromatography - Mass spectrometry - Nitric oxide - Nuclear magnetic resonance spectroscopy - Organic solvents - Separation","13C NMR spectroscopy - Anti-inflammatories - Anti-inflammatory activity - Electrospray ionization mass spectrometry - High-performance counter-current chromatography - Inhibitory activity - Millettia griffithii - Yunnan province","801 Chemistry - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on application of intensifying depression talcum in the copper sulphide flotation","20131216129005","Li, Guodong (1); Gao, Likun (1); Dai, Huixin (1); Dong, Haifang (2) ","(1) Kunming University of Science and Technology, Kunming, Yunnan 650093, China (2) Shandong Police College, Jinan, Shandong 250014, China ","Li, G.(guodong8947@163.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","295-298","","3043-3049","2013","Progress in Environmental Protection and Processing of Resource","","2013","English","16609336","16627482","","9783037856499","10.4028/www.scientific.net/AMM.295-298.3043","","2012 International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2012","December 29, 2012 - December 30, 2012","Guangzhou, China","95889","","Conference article (CA)","Talcum is a common gangue with which sulphide ores are associated, it has an adverse impact on sulphide ores flotation and product index due to its high natural floatability. In this paper it takes talcum-bearing copper sulphide ores from DongChuan in Yunnan province as experimental samples, and a series of tests on depressing talcum in the copper suphide ore flotation were carried out. Results show that when took the composed CMC and sodium hexametaphosphate as depressant with respective dosage 200g/t and 300g/t, it obtained a favourableeffect. In addition, depression effect can get improved with the dosage of collector increasing properly, it shows that when took the composed CMC and sodium hexametaphosphate as depressant, it can make the flotation process stable.It employed rougher-scavenger-three cleaners system as the closed-circuit flowsheet, and attained a Cu concentrate product of whom grade and recovery is 16.16%, 78.78% respectively.The results might contribute to dispose some similar talcum-bearing sulphide ores in the future. © (2013) Trans Tech Publications, Switzerland.","14","Ore treatment","Copper - Flotation - Ores - Sodium - Sulfur compounds","Copper sulphides - Depressant - Depression effect - Flotation process - Sodium hexametaphosphate - Sulphide ores - Talcum - Yunnan province","804.1 Organic Compounds - 549.1 Alkali Metals - 544.1 Copper - 533.1 Ore Treatment - 505 Mines and Mining, Nonmetallic - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Yunnaneic Acid B, a Component of Pulmonaria officinalis Extract, Prevents Peroxynitrite-Induced Oxidative Stress in Vitro","20172203699793","Krzyzanowska-Kowalczyk, Justyna (1); Kolodziejczyk-Czepas, Joanna (2); Kowalczyk, Mariusz (1); Pecio, Lukasz (1); Nowak, Pawel (2); Stochmal, Anna (1) ","(1) Department of Biochemistry and Crop Quality, Institute of Soil Science and Plant Cultivation, State Research Institute, Czartoryskich 8, Pulawy; 24-100, Poland (2) Department of General Biochemistry, Faculty of Biology and Environmental Protection, University of Lodz, Pomorska 141/143, Lodz; 90-236, Poland ","Kolodziejczyk-Czepas, J.(joannak@biol.uni.lodz.pl) ","Journal of Agricultural and Food Chemistry","J. Agric. Food Chem.","","American Chemical Society","65","19","3827-3834","May 17, 2017","","","2017","English","00218561","15205118","","","10.1021/acs.jafc.7b00718","","","","","","JAFCAU","Journal article (JA)","Our work reveals that the aerial parts of Pulmonaria officinalis L. are a new source of yunnaneic acid B. We studied antioxidant activity and cytotoxicity of this compound (1-50 μg/mL) and its contents in various plant extracts. This is the first study confirming the presence of yunnaneic acid B in P. officinalis L. and Pulmonaria obscura Dumort and hence in the Boraginaceae family. Determination of 1,1-diphenyl-2-picrylhydrazyl radical reduction and peroxynitrite-scavenging efficacy in inorganic experimental systems provided EC50values of 7.14 and 50.45 μg/mL, respectively. Then we examined the antioxidant action of yunnaneic acid B in blood plasma under peroxynitrite-induced oxidative stress in vitro. Yunnaneic acid B effectively diminished oxidative damage to blood plasma proteins and lipids. Furthermore, it was able to prevent the peroxynitrite-induced decrease in nonenzymatic antioxidant capacity of blood plasma. Additionally, cytotoxicity of yunnaneic acid B (at concentrations ≤50 μg/mL) toward peripheral blood mononuclear cells was excluded. © 2017 American Chemical Society.","41","Blood","Antennas - Antioxidants - Cytotoxicity - Plant extracts","1 ,1-diphenyl-2-picrylhydrazyl - Anti-oxidant activities - Antioxidant action - Blood plasma - Experimental system - Non-enzymatic antioxidants - Peripheral blood mononuclear cells - Pulmonaria","461.2 Biological Materials and Tissue Engineering - 461.9 Biology - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally",,"Number: UMO-2013/11/D/NZ9/02771, Acronym: NCN, Sponsor: Narodowe Centrum Nauki; Number: 506/1136, Acronym: UL, Sponsor: Uniwersytet &Lstrok;&oacute;dzki; ","This work was supported by grants from the National Science Centre (UMO-2013/11/D/NZ9/02771) and the University of Lodz, Poland (506/1136).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stuck-point calculation for exploration core drilling with application of full-hydraulic drill rig","20130215879820","Wang, Tao (1) ","(1) School of Engineering and Technology, China University of Geo-Science, No. 23 College Ave, Beijing, 100083, China ","Wang, T.(lrrywng@yahoo.com) ","Advanced Materials Research","Adv. Mater. Res.","China National Coal Association; China Hydraulics Pneumatics and Seals Association; China's Coal Mining Machinery Association; Liaoning Development and Reform Commission; Liaoning Science and Technology Bureau; et al","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","619","","355-360","2013","Hydraulic Equipment and Support Systems for Mining","","2013","English","10226680","","","9783037855553","10.4028/www.scientific.net/AMR.619.355","","1st International Workshop on Hydraulic Equipment and Support Systems for Mining, IWHEM 2012","August 17, 2012 - August 18, 2012","Huludao, China","94738","","Conference article (CA)","Stuck-point calculation (SPC) is an important method to determine the stuck position of the drill string. It is of practical significance to explore and promote the SPC application in the field of mineral exploration. While Hooke's law is the foundation for the mathematical modeling, drill site conditions such as ground formation, borehole design and drilling process will be defining the factors and parameters in the formula. In recent years, the use of advanced full-hydraulic core drills provides a convenient means of on-site operation for stuck-point calculation. In this paper, the experimental operation at a deep-hole complex-formation drilling project in Yunnan Province, Southwest China, verifies that the SPC method is effective and conductive for mineral exploration core drilling activities. © (2013) Trans Tech Publications, Switzerland.","5","Core drilling","Boreholes - Drills - Hydraulic equipment - Mineral exploration","Complex formations - Core drill - Drill rigs - Drill sites - Drill strings - Drilling activity - Drilling process - Drilling projects - Hooke's Law - Southwest China - Yunnan province","501.1 Exploration and Prospecting Methods - 511.1 Oil Field Production Operations - 603.2 Machine Tool Accessories - 632.2 Hydraulic Equipment and Machinery",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tension prediction model of ice-coated transmission line based on YULE-WALK auto-regressive model and support vector machine","20134516951403","Yang, Lei (1, 2); Wang, Da Da (1, 3); Wu, Xin (2); Li, Lin (2); Rui, Xiao Ming (2); Peng, Qing Jun (3) ","(1) Graduate Workstation of North China Electric Power University and Yunnan Power Grid Corporation, Kunming, China (2) School of Energy Power and Mechanical Engineering North China Electric Power University, Beijing, China (3) Postdoctoral Workstation of Yunnan Power Grid Corporation, Kunming, China ","","Applied Mechanics and Materials","Appl. Mech. Mater.","Trans Tech Publications inc.; BOSI EDU - Professional Organizer for Academic Conferences; ICIDMP 2013","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","437","","331-334","2013","Industrial Design and Mechanics Power II","","2013","English","16609336","16627482","","9783037858967","10.4028/www.scientific.net/AMM.437.331","","2nd International Conference on Industrial Design and Mechanics Power, ICIDMP 2013","August 24, 2013 - August 25, 2013","Nanjing, China","100448","","Conference article (CA)","Large tension of ice-coated transmission line will cause line overload and conductor galloping, accidents such as break line and tower collapse will be caused, it bring great threat to safety and stability of power systems. Therefore, there is an important physical meaning for preventing above accidents to in-depth study tension prediction model of ice-coated transmission line.In this paper,we establishes a tension prediction model of ice-coated transmission line based on the Yule-Wake auto-regressive model and support vector machine, the model contains the micrometeorological and tension historical data, etc. Through studying the tension prediction of Gan-Zhen 155# transmission line in Zhaotong area of Yunnan province,it shows the prediction obtained by this model in the next eight hours is in accord with the actual monitoring data pretty well, the absolute maximum error is less than 5.86%, and the maximum absolute mean error is less than 2.74%.So, the feasibility and accuracy of this model is verified. © (2013) Trans Tech Publications, Switzerland.","9","Ice","Accidents - Electric lines - Electric power system protection - Mathematical models - Product design - Support vector machines - Transmission line theory","Auto regressive models - Conductor galloping - Historical data - In-depth study - Physical meanings - Prediction model - Safety and stabilities - Yunnan province","921 Mathematics - 914.1 Accidents and Accident Prevention - 913.1 Production Engineering - 723 Computer Software, Data Handling and Applications - 706.2 Electric Power Lines and Equipment - 706.1.1 Electric Power Transmission - 443 Meteorology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"SVM-based prediction method for icing process of overhead power lines","20153001061400","Li, Peng (1); Li, Qi-Mao (1); Ren, Wen-Ping (1); Cao, Min (2) ","(1) School of Information Science and Engineering, Yunnan University, Kunming; 650091, China (2) Yunnan Electric Power Research Institute, South Power Grid Corp., Kunming, Yunnan Province, China ","Li, Peng(lipeng@ynu.edu.cn) ","International Journal of Modelling, Identification and Control","Int. J. Model. Ident. Control","","Inderscience Enterprises Ltd.","23","4","362-370","2015","","","2015","English","17466172","17466180","","","10.1504/IJMIC.2015.070646","","","","","","","Journal article (JA)","The icing of overhead transmission lines is a serious problem for the safety of power grid. A method based on support vector machine (SVM) is presented here to predict the icing load of power transmission line, which utilises the history meteorology data from the icing monitoring system, and takes account of time effects of meteorology factors. According to the results of simulation, the prediction of icing load on the power lines in Northeast of Yunnan province is close to the actual value and the ability of generalisation is better than the model based on BPNN. Copyright © 2015 Inderscience Enterprises Ltd.","16","Electric power transmission networks","Electric lines - Forecasting - Meteorology - Models - Monitoring - Support vector machines","Generalisation - Load predictions - Model-based OPC - Monitoring system - Overhead power lines - Overhead transmission lines - Prediction methods - Yunnan province","706.1.1 Electric Power Transmission - 706.2 Electric Power Lines and Equipment - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Landslides triggered by the 3 August 2014 Ludian earthquake in China: geological properties, geomorphologic characteristics and spatial distribution analysis","20153301176537","Zhou, Jia-Wen (1); Lu, Peng-Yuan (2); Hao, Ming-Hui (2) ","(1) State Key Laboratory of Hydraulics and Mountain River Engineering, Sichuan University, Chengdu; 610065, China (2) College of Water Resource and Hydropower, Sichuan University, Chengdu; 610065, China ","Zhou, Jia-Wen(jwzhou@scu.edu.cn) ","Geomatics, Natural Hazards and Risk","Geomatics Nat. Hazards Risk","","Taylor and Francis Ltd.","7","4","1219-1241","July 3, 2016","","","2016","English","19475705","19475713","","","10.1080/19475705.2015.1075162","","","","","","","Journal article (JA)","On 3 August 2014, an earthquake of Mw 6.5 happened in Ludian County, Yunnan Province, China. This earthquake triggered hundreds of landslides of various types, dominated by shallow slides, deep-seated slides, rock falls, debris flow and unstable slopes. Using field investigations and remote sensing images, 413 landslides triggered by the Ludian earthquake were statistically analyzed. Statistical analyses show that most of the landslides are shallow slides with a small volume. Most of these landslides are concentrated near the epicentre with distances ranging from 6–12 km, especially at the upper slope along the river valley. The number of landslides increased with increasing distance from the epicentre (0–9 km) and then decreased with increasing distance from the epicentre (>9 km). The landslides decreased in density with increasing distance from the fault rupture. More than 70% of the landslides occurred on the right side of the Xiyuhe-Zhaotong fault, when viewed from Southwest (SW) to Northeast (NE). Slope aspect and gradient had a substantial influence on the landslide distribution and landslide density increased with increasing slope gradient. Approximately, 65% of the landslides happened at the back slope with respect to the earthquake epicentre. © 2015 Taylor & Francis.","30","Earthquakes","Faulting - Landslides - Remote sensing - Rock bursts","Fault ruptures - Field investigation - Geological properties - Landslide distributions - Remote sensing images - Slope gradients - Spatial distribution analysis - Yunnan province","484 Seismology - 484.1 Earthquake Measurements and Analysis - 502.1 Mine and Quarry Operations",,"Number: 2013SCU04A07, Acronym: -, Sponsor: Science Foundation for Excellent Youth Scholars of Sichuan University; Number: 41472272, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41102194, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The National Natural Science Foundation of China [grant number 41472272], [grant number 41102194]; the Science Foundation for Excellent Youth Scholars of Sichuan University [grant number 2013SCU04A07].","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Plateau heavy-duty automobile transmission shaft universal joint fork optimal design based on FEM","20171203477657","Xu, Lian Jiang (1); He, Ming (1); Yang, Jian Fei (1) ","(1) College of Mechanical and Electrical Engineering, Yunnan Open University, Kunming; 650500, China ","","Proceedings - 2016 International Conference on Robots and Intelligent System, ICRIS 2016","Proc. - Int. Conf. Robots Intell. Syst., ICRIS","","Institute of Electrical and Electronics Engineers Inc.","","","279-281","November 28, 2016","Proceedings - 2016 International Conference on Robots and Intelligent System, ICRIS 2016","1 of 1","2016","English","","","","9781509041541","10.1109/ICRIS.2016.57","7757127","2016 International Conference on Robots and Intelligent System, ICRIS 2016","August 27, 2016 - August 28, 2016","Zhangjiajie, China","125211","","Conference article (CA)","The main feature of Plateau heavy-duty automobile transmission shaft is low speed,great torque, to adapt to the environment of plateau mountain climbing. The universal joint fork is an important part of the transmission shaft,and Its strength and stiffness determine the main performance of the drive shaft.In this paper,we use the Patran/Nastran finite element analysis software to carry on the finite element method for analysing the drive shaft universal joint.Because the grid division has an very large impact on the analysis results,in order to improve the analysis precision and maximum reduce the analysis time,the analysis unit adopts the tetrahedral solid elements,dividing mesh by combining automatic and manual,to get the appropriate nodes and grid units,and then we analyze the displacement, stress and deformation. According to the analysis results to find the parts of the weak link,and using lightweight design without affecting the strength and stiffness of the parts,to achieve the purpose of saving materials and get the best part structure. © 2016 IEEE.","6","Finite element method","Automobile transmissions - Intelligent robots - Intelligent systems - Optimal systems - Powertrains - Shaft displacement - Stiffness - Universal joints","Finite element analysis software - Lightweight design - Mountain-climbing - Optimal design - Solid elements - Strength and stiffness - Stress and deformation - Transmission shafts","601.2 Machine Components - 602.1 Mechanical Drives - 661.2 Automotive Engine Components - 662.4 Automobile and Smaller Vehicle Components - 723.4 Artificial Intelligence - 731.6 Robot Applications - 921.6 Numerical Methods - 951 Materials Science - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Processing of sulphur concentrate with high quality by flotation","20122315085223","Xian, Yongjun (1); Wen, Shuming (1); Deng, Jiushuai (1); Liu, Jian (1); Liu, Dan (1); Shen, Haiying (2) ","(1) Faculty of Land Resource Engineering, Kunming University of Science and Technology, Kunming 650093, China (2) Faculty of Foreign Languages and Cultures, Kunming University of Science and Technology, Kunming 650093, China ","Xian, Y.(61470281@qq.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","524-527","","1029-1036","2012","Natural Resources and Sustainable Development II","","2012","English","10226680","","","9783037854174","10.4028/www.scientific.net/AMR.524-527.1029","","1st International Conference on Energy and Environmental Protection, ICEEP 2012","June 23, 2012 - June 24, 2012","Hohhot, China","89966","","Conference article (CA)","Based on the analysis of the properties of the ore from Weixin area in Yunnan province, a suitable technical route was presented for the processing of sulphur concentrate with high quality. The main factors i.e. grinding fineness, pH, collector type and dosage, affecting the quality of roughing concentrate was investigated. On this basis, a close-circuit flotation test scheme was proceeded, which obtained a high quality sulphur concentrate with sulphur grade of 51.58%, sulphur recovery of 99.22%, iron grade of 45.14% and impurities content of 3.28%. In addition, a decrease of slurry concentration of cleaning further increase the quality of sulphur concentrate, which contained 52.82% sulphur, 45.29% iron and 1.89% impurities. © (2012) Trans Tech Publications.","13","Sulfur","Flotation - Metal recovery - Ore analysis - Pyrites","Flotation tests - High quality - Impurities contents - Slurry concentration - Sulphur recovery - Technical route - Yunnan province","531 Metallurgy and Metallography - 533.1 Ore Treatment - 545.1 Iron - 801 Chemistry - 804 Chemical Products Generally",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
