Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Genesis of nanwenhe tungsten deposit in Yunnan province: Evidence from characteristics of ore geology and ore-controlling structures","20191106631147","","Xue, Wei (1) ","(1) School of Earth Sciences and Resources, China University of Geosciences, Beijing; 100083, China ","Xue, Wei(xueweiwd@163.com) ","Proceedings of the 6th Academic Conference of Geology Resource Management and Sustainable Development","Proc. Acad. Conf. Geol. Resour. Manag. Sustain. Dev.","Hubei Zhongke Geology and Environment Technology Institute; School of Energy Resources, China University of Geosciences","Aussino Academic Publishing House","","","242-246","February 10, 2019","Proceedings of the 6th Academic Conference of Geology Resource Management and Sustainable Development","","1 of 1","2019","English","","","9781921712678","","","6th Academic Conference of Geology Resource Management and Sustainable Development, GRMSD 2018","December 27, 2018 - December 28, 2018","Beijing, China","145283","","Conference article (CA)","As the largest tungsten polymetallic deposit in the southeastern Yunnan province, Nanwenhe tungsten deposit occupy an important position of the Laojunshan tungsten-tin polymetallic ore concentration area. In order to further clarify the genesis of the deposit, combined with the regional metallogenic geological background and previous research results, the geological characteristics of the deposit, the spatial distribution of the ore body and its ore-controlling structure characteristics were systematically summarized. The study shows that the Nanyangtian formation (Pt1n) is the single host rock for the deposit, and the ore-bodies are mainly composed of layered skarn and feldspar quartz vein type. The distribution and formation of layered ore bodies are controlled by the interface of the Middle Jurassic nappe structure before mineralization, while the feldspar quartz vein type ore-bodies are controlled by the right-row shear under the background of the regional extension in Late Yanshanian. The formation of different types of ore bodies is closely related to the Yanshanian magmatic hydrothermal activities. The Nanwenhe tungsten deposit is a skarn deposit that controlled by the multi-stage magmatic hydrothermal action and structural of the Yanshanian period. 2019 Aussino Academic Publishing House.","12","Ore deposit geology","Deposits - Feldspar - Feldspar deposits - Ores - Planning - Quartz - Resource allocation - Structural geology - Sustainable development - Tungsten deposits","Academic publishing - Genesis - Geological background - Geological characteristics - Hydrothermal activity - Nanwenhe - Ore-controlling structures - Yunnan province","481.1 Geology - 482.2 Minerals - 504.3 Heavy Metal Mines - 505.1 Nonmetallic Mines - 912.2 Management",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Investigation and Analysis on the Construction Situation of 'three Links and Two Platforms' of Education for Nationalities in Yunnan Province in China","20174604388855","","Zhilin, Zhao (1); Jianhou, Gan (2) ","(1) College of Tourism and Geographical Sciences and College of Adult Education, Yunnan Normal University, Kunming, Yunnan, China (2) Key Laboratory of Educational Informatization for Nationalities, Yunnan Normal University, Kunming, Yunnan, China ","Jianhou, Gan(cjyzhaozhilin@163.com) ","MATEC Web of Conferences","MATEC Web Conf.","","EDP Sciences","128","","","October 25, 2017","2017 International Conference on Electronic Information Technology and Computer Engineering, EITCE 2017","","1 of 1","2017","English","","2261236X","","10.1051/matecconf/201712804006","04006","2017 International Conference on Electronic Information Technology and Computer Engineering, EITCE 2017","September 23, 2017 - September 24, 2017","Zhuhai, Guangdong, China","131394","","Conference article (CA)","'Three Links and Two Platforms', which refers to schools links to ICTs, high-quality resource of class links to ICTs, people links to ICTs, public service platform for educational resources and public service platform for educational management, has played a crucial role in improving the educational equality in minority areas in Yunnan province and in realizing the sharing of high-quality educational resources. This research mainly adopts method of document investigation, which has investigated the construction situation of 'Three Links and Two Platforms' in eight ethnic autonomous prefectures in Yunnan province in China including Chuxiong Yi Nationality Autonomous Prefecture, etc. The results show that the average value of the construction of 'Three Links' is 63.55%n 14.75% and 9.00% respectively. 'Two Platforms' mainly focus on public service platform for educational resources and public service platform for the construction of educational statistics, and the informatization of national education in Yunnan province should be improved greatly. © The authors, published by EDP Sciences, 2017.","10","Statistics",,"Average values - Educational management - Educational resource - High quality - Informatization - Investigation and analysis - Public service platforms - Yunnan province","922.2 Mathematical Statistics",,"Number: 2014RD029, Acronym: -, Sponsor: -; Number: 2013GXS4D149, Acronym: -, Sponsor: -; Number: 12YJCZH053, Acronym: -, Sponsor: -; ","This work was supported by the National Soft Science Project of China under Grant No. 2013GXS4D149, Education Humanities and Social Sciences Research Project of Ministry of Education in China under Grant No. 12YJCZH053 and Yunnan Science and Technology Development Strategy and Policy Research Project in China under Grant No. 2014RD029.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A study on the changes of Yunnan higher education spatial layout structure based on GIS","20140717300590","","Liu, Liusheng (1); Wen, Aihua (2) ","(1) Higher Education and Regional Development Research Institute, Yunnan Normal University, Kunming, China (2) Yunnan Vocational and Technical College, Kunming, China ","Wen, A.(361460651@qq.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","Henan University, Key Research Institute of; IEEE Geoscience and Remote Sensing Society (IEEE GRSS); Ministry of Education; The Geographical Society of Henan Province; Yellow River Civilization and Sustainable Development,","IEEE Computer Society","","","","2013","Proceedings - 2013 21st International Conference on Geoinformatics, Geoinformatics 2013","","","2013","English","2161024X","21610258","9781467362283","10.1109/Geoinformatics.2013.6626180","6626180","2013 21st International Conference on Geoinformatics, Geoinformatics 2013","June 20, 2013 - June 22, 2013","Kai Feng, China","102377","","Conference article (CA)","GIS system is excellent at digging out and utilizing information of space, being able to collect, store, manipulate, retrieve and display space information recognized by position. GIS not only provides decision-makers with related information concerning location and distribution of public facilities, but also provides a nice visual tool to describe the background and structure of a problem. The most important point is that an analysis of alternative programs created by GIS would optimize decision-making. GIS technology is applied here to study the layout and structure of the higher education in Yunnan Province, analyzing the changes of Yunnan higher education's spatial layout structure from several aspects, such as the layout of college, scale of higher education, the relationship between the development of colleges and economy and population, exploring the relationships between higher education resource and relevant factors including geographical environment, population, economy, and so on, in order to provide scientific supports for decision-making concerning rational planning issues of spatial resources distribution of higher education in Yunnan Province, and to provide technical support for the scientific development of higher education. © 2013 IEEE.","9","Geographic information systems","Behavioral research - Decision making","Analysis of alternatives - Geographical environment - Higher education - Information concerning - Rationality of Space - Scientific development - Technical support - Yunnan province","903.3 Information Retrieval and Use - 912.2 Management - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Regional drought monitoring and analyzing using MODIS data - A case study in Yunnan Province","20110813679424","","Cai, Guoyin (1); Du, Mingyi (1); Liu, Yang (1) ","(1) School of Geomatics and Urban Information, Beijing University of Civil Engineering and Architecture, No. 1, Zhanlanguan Road, Xicheng District, Beijing 100044, China ","Cai, G.(cgyin@bucea.edu.cn) ","IFIP Advances in Information and Communication Technology","IFIP Advances in Information and Communication Technology","","Springer New York LLC","345 AICT","PART 2","243-251","2011","Computer and Computing Technologies in Agriculture IV - 4th IFIP TC 12 Conference, CCTA 2010, Selected Papers","","","2011","English","18684238","","","10.1007/978-3-642-18336-2_29","","","","","","","Conference article (CA)","Yunnan suffered from a severe drought from Winter, 2009 to Spring, 2010. Compared with traditional methods for drought monitoring, remote sensing (RS) based methods has the merits of almost real-time and large covering area. In this paper, vegetation water supply index (VWSI) was used to detect the drought condition utilizing Moderate Resolution Imaging Spectroradiometer (MODIS) data in Yunnan province on 7 March, 2010. Merits and pitfalls of this method were analyzed according to the comparison between the RS detected drought and the real drought status developed by the National Meteorological Bureau. Our results showed that VWSI was apt to agriculture fields with dense vegetation covered areas. This means that this method can be used to detect the drought in a regional area. © 2011 IFIP International Federation for Information Processing.","29","Drought","Agriculture - Radiometers - Remote sensing - Satellite imagery - Vegetation - Water supply","Dense vegetation - Drought conditions - Drought monitoring - Moderate resolution imaging spectroradiometer datum - MODIS - Regional areas - VWSI index - Yunnan province","444 Water Resources - 446.1 Water Supply Systems - 655.2 Satellites - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 944.7 Radiation Measuring Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Parameterization of Ångström-prescott radiation model in Yunnan province","20121314899947","","Li, Manman (1, 2); Mei, Xurong (1); Zhong, Xiuli (1); Liu, Xiaoying (1); Hao, Weiping (1); Han, Huiling (2); Liu, Wenli (1) ","(1) Key Laboratory of Dry Land Agriculture, Ministry of Agriculture, Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Sciences, Beijing 100081, China (2) Institute of Urban and Rural Construction, Agricultural University of Baoding, Baoding 071000, China ","Liu, X.(liuxy@ieda.org.cn) ","Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","Nongye Gongcheng Xuebao","","Chinese Society of Agricultural Engineering","28","6","100-105","March 15, 2012","","","","2012","Chinese","10026819","","","10.3969/j.issn.1002-6819.2012.06.017","","","","","","NGOXEO","Journal article (JA)","Solar radiation is often needed to be estimated by ordinary data in the current applications now, in which the sunshine-based Angstrom-prescott formula is widely used with highest accuracy. However, the key of its application is to obtain the appropriate local parameters. In this paper, six parameterization methods, one from FAO and the other five from Liu et al., were evaluated using data from three sites in Yunnan province. The results showed that two methods of Liu et al. performed best, and their estimation accuracy was similar to the calibrated ones. In Kunming and Lijiang, the mean bias error (MBE), the root mean square error (RMSE) and the relative root mean square error (PRMSE) was -0.28-0.50 MJ/(m2·d), 2.09-2.39 MJ/(m2·d) and 12.4%-15.8%, respectively. In contrast, the MBE, RMSE and PRMSE obtained by the FAO scheme at these two sites were -0.43-0.84 MJ/(m2·d), 2.61-5.37 MJ/(m2·d) and 17.2%-31.7%, which showed a much lower accuracy than two methods of Liu et al. Considering the fact that it is still a common practice to directly use the FAO method, this research contributed to understand the importance of parameter choice for the Angstrom-prescott model and suggested the calibrated or parameterized parameter can be used as much as possible in practice.","21","Parameterization","Errors - Mean square error - Models - Solar radiation","Common practices - ITS applications - Mean bias errors - Parameter choice - Parameterization method - Radiation modeling - Root mean square errors - Yunnan province","657.1 Solar Energy and Phenomena - 921 Mathematics - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mineralogical and compositional characteristics of Late Permian coals from an area of high lung cancer rate in Xuan Wei, Yunnan, China: Occurrence and origin of quartz and chamosite","20084511687786","","Dai, Shifeng (1); Tian, Linwei (2); Chou, Chen-Lin (3); Zhou, Yiping (4); Zhang, Mingquan (4); Zhao, Lei (1); Wang, Jumin (4); Yang, Zong (4); Cao, Hongzhi (1); Ren, Deyi (1) ","(1) State Key Laboratory of Coal Resources and Safe Mining, China University of Mining and Technology, Beijing, 100083, China (2) School of Public Health, Chinese University of Hong Kong, Hong Kong SAR, Hong Kong (3) Illinois State Geological Survey (Emeritus), 615 East Peabody Drive, Champaign, IL 61820, United States (4) Yunnan Institute of Coal Geology Prospection, Kunming, 650218, China ","Dai, S.(dsfcumtb@vip.163.com) ","International Journal of Coal Geology","Int. J. Coal Geol.","","Elsevier B.V.","76","4","318-327","December 1, 2008","","","","2008","English","01665162","","","10.1016/j.coal.2008.09.001","","","","","","IJCGDE","Journal article (JA)","Some townships in Xuan Wei County, Yunnan Province, have one of the highest lung cancer mortality rates in China and the epidemic disease in the area has generally been attributed to the polycyclic aromatic hydrocarbons (PAHs) released from domestic coal burning. However, the cancer-causing culprit is not settled as Tian [Tian, L., 2005. Coal Combustion Emissions and Lung Cancer in Xuan Wei, China. Ph.D. thesis, University of California, Berkeley.] found nanometer quartz in these coals, soot emissions, and lung cancer tissues. We have conducted mineralogical and geochemical studies of the coals from Xuan Wei for the purpose of shedding light on the minerals which may be related to the epidemic lung cancer. In this paper, abundances, modes of occurrence, and origins of minerals and elements in the coals from two mines in Xuan Wei have been studied using optical microscope, low-temperature ashing, X-ray diffraction analysis, scanning electron microscope equipped with energy-dispersive X-ray spectrometer, and inductively-coupled plasma mass spectrometry. The minerals in the coals are mainly composed of quartz, chamosite, kaolinite, and calcite. The particle size of quartz is rather small, mostly less than 20 μm and it is of authigenic origin. Chamosite occurs mainly as cell-fillings. The occurrence of quartz and chamosite indicates that they were derived from the hydrothermal fluids. Epigenetic calcite is derived from calcic fluids. Kaolinite is derived mainly from sediment source region of Kangdian Oldland to the west of coal basin. The composition of Xuan Wei coal is high in SiO2, Fe2O3, TiO2, CaO, MnO, V, Co, Ni, Cu, and Zn. The high SiO2 content is attributed to quartz, and the Fe2O3 content to chamosite. The high Mn and low Mg contents in the coal indicate the inputs of hydrothermal fluids. CaO occurs mainly in epigenetic calcite. Elements Ti, Co, Ni, Cu, Zn, and rare earth elements were derived from the basaltic rocks at sediment source region. © 2008 Elsevier B.V. All rights reserved.","44","Coal combustion","Biological organs - Calcite - Chlorite minerals - Coal - Copper compounds - Diseases - Epidemiology - Exploratory geochemistry - Hematite - Kaolinite - Manganese oxide - Mass spectrometry - Nickel compounds - Particle size - Particle size analysis - Polycyclic aromatic hydrocarbons - Quartz - Rare earths - Scanning electron microscopy - Temperature - Titanium dioxide - Transport properties - X ray powder diffraction - X ray spectrometers - Zinc compounds","Chamosite - Hydrothermal fluids - Late permian coal - Xuan Wei - Yunnan","461.2 Biological Materials and Tissue Engineering - 461.7 Health Care - 481.2 Geochemistry - 482.2 Minerals - 524 Solid Fuels - 641.1 Thermodynamics - 741.3 Optical Devices and Systems - 801 Chemistry - 804 Chemical Products Generally - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science",,"Number: -, Acronym: -, Sponsor: Program for New Century Excellent Talents in University; Number: 40725008, Acronym: -, Sponsor: China National Funds for Distinguished Young Scientists; Number: 2006CB202201, Acronym: -, Sponsor: -; ","This research was supported by National Science Fund for Distinguished Young Scholars (no. 40725008), National Key Basic Research and Development Program (no. 2006CB202201), and Program for New Century Excellent Talents in University (no. NCET-06-02-02). We thank Mr. Yanfeng Lu, Ms. Landing Gu, Xibo Wang, and Xingwei Zhu for assistance in coal sample collection and proximate analysis.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of Eutrophic Trend and Driving Factors for Fuxianhu Lake in Yunnan Province","20182805538571","","Wu, Xianhua (1); Gu, Guihua (2); Xue, Yadong (3); Wang, Yue (1); Qin, Jie (1) ","(1) Yuxi Research Center for Eco-environmental Sciences on Plateau Lakes, Yuxi Normal University, Yuxi, Yunnan; 653100, China (2) Yunnan Yuxi Branch of Hydrology and Water Resources Bureau, Yuxi, Yunnan; 653100, China (3) Department for the Sanitary Monitoring and Test, Yuxi Center for Disease Control and Prevention, Yuxi, Yunnan; 653100, China ","Wu, Xianhua(xhw105@163.com) ","Proceedings - 3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","Proc. - Int. Conf. Intell. Transp., Big Data Smart City, ICITBS","Communication Research Institute of Changsha University of Science and Technology; Cooperative Vehicle Infrastructure System; et al.; Hunan Key Laboratory of Smart Highway; St. John's University; Xiamen University Tan Kah Kee College","Institute of Electrical and Electronics Engineers Inc.","2018-January","","1-4","April 5, 2018","Proceedings - 3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","","1 of 1","2018","English","","","9781538642016","10.1109/ICITBS.2018.00008","","3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","January 25, 2018 - January 26, 2018","Xiamen, China","135790","","Conference article (CA)","Research and analyze the eutrophic trend and driving factors of Fuxianhu Lake during 2005 to 2013 using principal component analysis method based on factor analysis. Results showed that Fuxianhu Lake's water quality was in class I, but it was disturbed easily by environment conditions. Its eutrophic state was increased continually, and it showed the trend of decreasing from north and south bank to the centre of the lake. Four principal components, including the eutrophication index, object feature index, pH index and organic index were extracted from the water quality parameters of Fuxianhu Lake by the method of the PCA and factor analysis. Phosphorus nutrient, WT, pH and CODMn were the main driving factors for the principal components. All principal components had the different distribution trends in every direction for Fuxianhu Lake, and F1 represented most of the information. So we should strengthen the control of phosphorus nutrient for the Fuxianhu Lake's protection. © 2018 IEEE.","5","Principal component analysis","Big data - Eutrophication - Factor analysis - Lakes - Multivariant analysis - Nutrients - Phosphorus - Quality control - Smart city - Water quality","Different distributions - Driving factors - Environment conditions - Organic indices - Principal component analysis method - Principal Components - Water quality parameters - Yunnan province","445.2 Water Analysis - 723.2 Data Processing and Image Processing - 804 Chemical Products Generally - 913.3 Quality Assurance and Control - 922 Statistical Methods - 922.2 Mathematical Statistics",,"Number: IRTSTYN201422, Acronym: YNU, Sponsor: Yunnan University; ","Yunnan University Scientific Innovation Team Support Plan Fund: (IRTSTYN201422).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The design and development of an earthquake rapid assessment system based on GIS technology in Yunnan","20142517840281","","Peng, Shuang Yun (1); Yang, Kun (1) ","(1) School of Tourism and Geographical Science, Yunnan Normal University, Kunming 650000, China ","","Advanced Materials Research","Adv. Mater. Res.","Engineering of Qingdao University; et al; Institute for Computational Science and; Laboratory of Qingdao University; New fiber materials and modern textile State Key","Trans Tech Publications Ltd","926-930","","2590-2593","2014","Progress in Applied Sciences, Engineering and Technology","","","2014","English","10226680","","9783038350996","10.4028/www.scientific.net/AMR.926-930.2590","","2014 International Conference on Materials Science and Computational Engineering, ICMSCE 2014","May 20, 2014 - May 21, 2014","Qingdao, China","105668","","Conference article (CA)","It is very important that assess the number of casualties, the losses of economy and building after the earthquake and in the absence of field investigations. The work of assessment is very significant to earthquake emergency rescue decisions. Because of this requirement, this paper design and develop an earthquake rapid assessment system which based on GIS technology. We can get earthquake disaster loss result which integrating maps, table and text by fusing the spatial data and attribute data in the GIS support in short time. This result can help us to compute the beginning levels of earthquake emergency response, which is an important auxiliary decision support supports. © (2014) Trans Tech Publications, Switzerland.","3","Earthquakes","Decision support systems - Geographic information systems","Decision supports - Design and Development - Earthquake disaster - Earthquake emergency response - Emergency rescue - Field investigation - Rapid assessment - Yunnan","484 Seismology - 723 Computer Software, Data Handling and Applications - 723.3 Database Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Using Data Till 1996, 2008 and 2017 via Full-Traversal Addition-Subtraction Frequency (ASF) Method with Consistent Analysis to Predict Possible M6.6-or-Above Earthquakes in Sichuan-Yunnan Region of China","20190406418297","","Zhang, Yunong (1, 2); Wang, Ruifeng (1, 2); Xiao, Mengling (1, 2); Guo, Jinjin (1, 2); Ye, Chengxu (3) ","(1) School of Information Science and Technology, Sun Yat-sen University (SYSU), Guangzhou; 510006, China (2) Research Institute of Sun Yat-sen University in Shenzhen, Shenzhen; 518057, China (3) School of Computer Science, Qinghai Normal University, Xining; 810008, China ","","Proceedings - 2018 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovations, SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI 2018","Proc. - IEEE SmartWorld, Ubiquitous Intell. Comput., Adv. Trusted Comput., Scalable Comput. Commun., Cloud Big Data Comput., Internet People Smart City Innov., SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI","","Institute of Electrical and Electronics Engineers Inc.","","","1396-1401","December 4, 2018","Proceedings - 2018 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovations, SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI 2018","","1 of 1","2018","English","","","9781538693803","10.1109/SmartWorld.2018.00242","8560220","4th IEEE SmartWorld, 15th IEEE International Conference on Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovations, SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI 2018","October 7, 2018 - October 11, 2018","Guangzhou, China","143372","","Conference article (CA)","In this paper, the full-traversal addition-subtraction frequency (ASF) method with three variables is presented to predict possible M6.6-or-above earthquakes in Sichuan-Yunnan region of China. Based on real seismic earthquake records in the past, we select the data till 1996, 2008 and 2017 to implement three experiments based on year and one experiment based on year/month. Besides, the consistency analysis of above four experiments shows more accurate and scientific prediction results. Finally, 2024 and 2027 (more accurately, March 2027 and December 2027) are considered to be the most possible two years in which large earthquakes might happen in Sichuan-Yunnan region of China. © 2018 IEEE.","18","Forecasting","Big data - Earthquakes - Smart city - Trusted computing - Ubiquitous computing","Addition-subtraction frequency - Consistency analysis - Consistent analysis - Earthquake prediction - Earthquake records - Full traversal - Scientific predictions - Sichuan-Yunnan region","484 Seismology - 723.2 Data Processing and Image Processing - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comprehensive structure-alteration-geochemistry prospecting of the Datuanbao copper mining area in Jiangcheng, Yunnan","20132516428951","","Qian, Jianping (1); Qin, Shunqiao (1); Xie, Biaowu (1); Cheng, Xiaozhen (2); Zhu, Senlin (2) ","(1) College of Earth Sciences, Guilin University of Technology, Guilin 541004, Guangxi, China (2) Jinsheng Mining Investment Limited, Puer 665900, Yunnan, China ","Qian, J.(jpqian@163.com) ","Geotectonica et Metallogenia","Geotecton. Metallog.","","Science Press","37","2","213-224","May 2013","","","","2013","Chinese","10011552","","","","","","","","","","Journal article (JA)","Metallogenic structure analysis, structural alteration zone mapping and tectonic geochemistry survey were conducted in the Datuanbao copper mine area which is situated in the Mesozoic redbed area in central Yunnan. It is concluded that the metallogenic structure in the mining area is characterized by multistage activity, within which NE and NW faults are favorable ore-controlling structures in the mining area, while the intersection parts are plausible for ore formation. No.4 prospecting line is the center of the ore deposit. NE-trending structure-mineralization is obviously heterogeneous and the prospecting should not be limited to the NE-trending faults. Wallrock alteration and decoloration are good prospecting indicators, whereas structural alteration zone mapping in the Mesozoic redbed area is a fast and economically significant way of ore expecting. Metallogenic structure with a view to space problem and driving force of metallogenic, structural alteration zone mapping with a view to the change of minerals and rocks composition in ore-forming processes, tectonic geochemistry with a view to the change of chemical constituents in ore-forming process, each has its own characteristics and they are complementary. By using comprehensive prospecting method, three prospecting targets are given: the deep of No.4 exploration line, the intersection part of F5fault and F2fault, the intersection part of F1fault and F2fault.","11","Economic geology","Copper - Copper mines - Faulting - Geochemistry - Mapping - Metals - Ore deposits - Ores - Structural geology","Chemical constituents - Jiangcheng, Yunnan - Ore-controlling structures - Ore-forming process - Structural alterations - Tectonic geochemistries - Tectono-geochemistryr - Zone mapping","405.3 Surveying - 481.1 Geology - 481.2 Geochemistry - 484.1 Earthquake Measurements and Analysis - 544.1 Copper",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Genesis of the Mengyejing potash deposit in Lanping-Simao Basin, Yunnan: Indication from the components of the deposit","20134216860370","","Gao, Xiang (1); Fang, Qin-Fang (1); Yao, Wei (1); Peng, Qiang (1); Dong, Juan (1); Qin, Hong (1); Di, Ying-Wei (1) ","(1) Institute of Earth Sciences, China University of Geosciences (Beijing), Beijing 100083, China ","Gao, X.(xgao@cugb.edu.cn) ","Acta Geoscientica Sinica","Acta Geoscientica Sin.","","Science Press, 16 Donghuangchenggen North Street, Beijing, 100717, China","34","5","529-536","September 2013","","","","2013","Chinese","10063021","","","10.3975/cagsb.2013.05.03","","","","","","","Journal article (JA)","The Mengyejing potash deposit in Lanping-Simao Basin of Yunnan (MPDY) is an unique ancient solid potash deposit in China. For a long time, the deposit has been thought to be of continental sedimentary genesis with potassium derived from sea water. However, there are some researchers who hold that there existed other sources, but they have failed to present any evidence. In order to find out the source and origin of the deposit, the authors studied the component characteristics of the salt layer in Mengyejing Formation and its underlying Bashahe formation by XRD, ICP-MS, EPMA and microscopy in this paper, and pointed out that there existed two potassium sources for the deposit. The first was sea water because the average value of the trace element bromine (Br) in evaporates is 578×10-6 which is higher than 200×10-6, indicating Br came from sea water. In addition, a small amount of marine mineral glauconite exists in quartz sandstone of lower Bashahe Formation. The second was deep hydrothermal solution, as evidenced by the existence of lots of pyrite rich in Co and Ni in grayish green mudstone of Mengyejing Formation. Furthermore, comblainite is one of the main mineral phases of fracture filling in the salt layer, and azurite and malachite that contain copper minerals were found in quartz sandstone of Bashahe Formation. The elements of Cu, Co and Ni in minerals were provided by deep hydrothermal solution because the deposit was located in strongly active tectonic belts. Therefore, deep hydrothermal solution also provided important potassium sources for the Mengyejing potash deposit in addition to sea water.","15","Potash","Deposits - Inductively coupled plasma mass spectrometry - Mica - Minerals - Nickel - Potash deposits - Quartz - Sandstone - Seawater","Active tectonics - Component characteristics - Fracture filling - Genesis - Hydrothermal solution - Lanping-Simao Basin, Yunnan - Marine minerals - Potassium source","804.2 Inorganic Compounds - 801 Chemistry - 617 Turbines and Steam Turbines - 612 Engines - 548.1 Nickel - 532 Metallurgical Furnaces - 505.1 Nonmetallic Mines - 482.2 Minerals - 471.4 Seawater, Tides and Waves",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stable isotopes analysis of precipitation in subtropical plateau of Yunnan","20143618136180","","Guan, Wei (1); Fan, Tao (1); Zhu, Xiu Qin (1) ","(1) School of Tourism and Geographical Sciences, Yunnan Normal University, Kunming 650500, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd","1010-1012","","1059-1063","2014","Environmental Protection and Resources Exploitation II","","","2014","English","10226680","16628985","9783038352099","10.4028/www.scientific.net/AMR.1010-1012.1059","","2nd International Conference on Advances in Energy and Environmental Science, ICAEES 2014","June 21, 2014 - June 22, 2014","Guangzhou, China","107137","","Conference article (CA)","To elucidate the relationship between stable isotopes of precipitation(SIP) and the extreme drought in Kunming area, based on the stable isotopes data of the GNIP in Kunming site from 1986 to 2003, the precipitation line equation is brought forward and the seasonal change rule of stable isotopes are discussed. The stable isotopic compositions of precipitation exhibit great diversities in different seasons during to influences of multiple factors, such as monsoon, rainfall amount moisture source and others. The Δ18O values in rainwater exhibit significant seasonal variations, the average of -10.12‰ in rainy season, the dry season is -4.5‰, having lower values in the rainy season and higher one in the dry season. The amount effect of precipitation is very distinct, that concealed the temperature effect. Got the special geographical position, d values present unique characteristics, the average of d values is 10.78‰ in rainy season, and is 4.86‰ in dry season, the mean value is generally lower than most parts of the world. © (2014) Trans Tech Publications, Switzerland.","13","Isotopes","Drought - Moisture","Amount effects - Geographical positions - Moisture sources - Seasonal changes - Seasonal variation - Stable isotopes - Stable isotopic compositions - Subtropical plateau of yunnan","444 Water Resources - 801.4 Physical Chemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
