Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Visual tracking via perceptual image hash from a mobile robot","20161102092716","Yu, Shibing (1); Jiang, Zhen (1) ","(1) School of Electrical and Automation Engineering, Shanghai University, Shanghai; 200072, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1612-1616","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279543","7279543","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Visual tracking is a typical issue for a mobile robot. In this paper, we propose a robust tracking algorithm which exploits perceptual image hash vector based on Discrete Cosine Transform (DCT) perceptual image hashing algorithms. We use perceptual hash vector of the target object and perceptual hash vectors surrounding the target object in a scene. The learned perceptual hash vectors are used to determine the similarity of all searching regions to update for the next frame. Tracking in the next frame is formulated by computing a hamming distance as a problem that integrates the searching local context information. And the best object location can be estimated by minimizing the hamming distance. Our proposed algorithm is robust to appearance variations introduced by illumination changes, scale and pose variations. © 2015 IEEE.","22","Hamming distance","Automation - Discrete cosine transforms - Image compression - Mobile robots - Vectors","Discrete Cosine Transform(DCT) - Discrete cosine translation - Illumination changes - Object location - Perceptual hash - Perceptual image hashing - Robust tracking - Visual Tracking","731 Automatic Control Principles and Applications - 731.5 Robotics - 921.1 Algebra - 921.3 Mathematical Transformations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research and application of bridge inspection and maintenance management system","20171403541196","Zhang, Jun (1); Liang, Hong (1); Chen, Fen (1); Li, Ya-Qing (1) ","(1) School of Information Engineering, Yunnan University, Kunming, China ","","Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS","Proc.IEEE Int. Conf. Software Eng. Serv. Sci., ICSESS","IEEE Beijing Section; The Institute of Electrical and Electronics Engineers","IEEE Computer Society","0","","273-276","July 2, 2016","ICSESS 2016 - Proceedings of 2016 IEEE 7th International Conference on Software Engineering and Service Science","1 of 1","2016","English","23270586","23270594","9781467399036","10.1109/ICSESS.2016.7883065","7883065","7th IEEE International Conference on Software Engineering and Service Science, ICSESS 2016","August 26, 2016 - August 28, 2016","Beijing, China","126924","","Conference article (CA)","With the development of Kunming's economy and infrastructure construction in China, it's emergency for Kunming bridge and tunnel maintenance departments to improve the level of computerization and the work efficiency. By analyzing WebGIS technology and the business requirements of maintenance departments, this paper presents a design for an inspection and maintenance management system used in urban bridges. The system can be used separately or integrated in a bridge management system(BMS). The main objective of the system is to cut down the workload for the maintenance personnel and improve the management efficiency for administrators. After a period of usage of the system, it shows that the first version of the system is effective and useful. © 2016 IEEE.","9","Bridges","Database systems - Efficiency - Human resource management - Inspection - Maintenance - Software engineering","ASP.NEt - Bridge inspection - Bridge management system - Infrastructure construction - Inspection and maintenance - Maintenance departments - Research and application - Web-GIS","401.1 Bridges - 723.1 Computer Programming - 723.3 Database Systems - 912.2 Management - 913.1 Production Engineering - 913.5 Maintenance",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Coordinated multi-robot target hunting based on extended cooperative game","20161102092942","Li, Jie (1); Li, Min (1); Li, Yang (1); Dou, Lianhang (1); Wang, Zhongya (1) ","(1) School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China ","Li, Min(min_li@shu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","216-221","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279288","7279288","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper applies game theory to multi-robot hunting target problem. A coordinated multi-robot hunting model based on extended cooperation game is established. And obstacle avoidance model and two kinds of target searching strategies - roaming search and regional search are proposed. Then an effective escape strategy for the target is also presented. Finally the whole process of the hunting task is analyzed. The hunting algorithm using non-formation movement to execute the task is more flexibly. The simulation verifies the feasibility of the method. © 2015 IEEE.","7","Game theory","Automation - Industrial robots - Mobile robots - Multipurpose robots - Target tracking","Cooperative game - Coordinated hunting - Model-based OPC - Multi-robot cooperation - Multirobots - Target searching - Task allocation - Whole process","731 Automatic Control Principles and Applications - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on evaluation methods for emergency management wargaming system","20161102092901","Yu, Qingmin (1); Li, Xiaolei (1); Li, Huan (1) ","(1) School of Control Science and Engineering, Shandong University, Jinan; 250061, China ","Li, Xiaolei(qylxl@sdu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","318-323","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279305","7279305","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Wargaming system is an effective method for emergency management. The evaluation methods are the important parts of the system. First, the essential features and principles of wargaming system are explained. Then, the evaluation methods of wargaming system are analyzed, and four main types of evaluation methods are described in detail, such as the movement type, position type, effect type and impression type. The evaluation index and their scoring functions are proposed. At last, an example was given to show the evaluation process. As a result, the wargaming system can make reasonable evaluation of the emergency management process. © 2015 IEEE.","14","Risk management","Automation - Civil defense - Disasters","Emergency management - Essential features - Evaluation index - evaluation method - Evaluation methods - Scoring functions - Wargaming","404.2 Civil Defense - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cloud computing platform based on intelligent space for service robot","20161102093066","Tian, Guohui (1); Chen, Huanzhao (1); Lu, Fei (1) ","(1) School of Control Science and Engineering, Shandong University, Jinan, Shandong Province, China ","Chen, Huanzhao(chenhuanzhao@mail.sdu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1562-1566","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279535","7279535","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","In order to develop a cloud computing platform which provides a compute cluster built with commodity hardware exposing some robotic algorithms and share data co-operatively across the robotic ecosystem. This paper proposes a computing platform that provides the scalability and parallelism advantages of cloud computing for service robots in actual environments. The platform is implemented such a system around the intelligent space. This platform integrates sensor dates and human knowledge. Knowledge and information is extracted, processed and restored in separate storage modules of the platform. The computing environments allow the robots in different locations to easily access the knowledge library remotely in the cloud layer. It helps robots to offload heavy computation by providing secured customizable computing environments in the cloud. By utilizing this platform, the robot is able to perceive the environment more comprehensive, study from each other's experience and provide better service to the people. © 2015 IEEE.","18","Intelligent robots","Automation - Cloud computing - Cluster computing - Digital storage - Mobile robots - Robotics","Actual environments - Cloud computing platforms - Cloud layers - Cloud robotics - Commodity hardware - Computing environments - Computing platform - Intelligent spaces","722.1 Data Storage, Equipment and Techniques - 722.4 Digital Computers and Systems - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Maker based shape tracking of a flexible serpentine manipulator","20161102093128","Xu, Wenjun (1); Foong, Roslyn Pei Li (1); Ren, Hongliang (1) ","(1) Department of Biomedical Engineering, National University of Singapore, 9 Engineering Drive 1, Singapore; 117575, Singapore ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","637-642","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279364","7279364","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","With the advancement of minimally invasive surgery, there has been increasing interest from both industry and academia in developing flexible serpentine manipulators for surgical robotic systems. Due to internal friction and external disturbance when interacting with complex environment, position and shape of the flexile manipulator cannot be estimated solely by kinematic models. Hence, shape tracking of such manipulator is crucial to close the control loop and to study the robot models. In this paper, we propose a marker based method with stereo vision for tracking the shape of the flexible manipulator by extracting position information of each independent joint. The performance of the algorithm was validated by experiments and was compared with that of electromagnetics tracking method. © 2015 IEEE.","21","Manipulators","Automation - Kinematics - Stereo image processing - Stereo vision - Transplantation (surgical)","Complex environments - Electromagnetics - External disturbances - Minimally invasive surgery - Position information - Shape tracking - Surgical robotic system - Tracking method","462.4 Prosthetics - 723.2 Data Processing and Image Processing - 723.5 Computer Applications - 731 Automatic Control Principles and Applications - 931.1 Mechanics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tracking for the maneuvering target based on multiple model and moving horizon estimation","20161102093086","Jiao, Zhiqiang (1); Li, Weihua (1); Zhang, Qian (1); Wang, Peng (1) ","(1) Information and Navigation College, Air Force Engineering University, Xi'an; 710077, China ","Wang, Peng(blueking1985@hotmail.com) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1936-1941","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279605","7279605","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper considers the tracking problem for the maneuvering target with the motion subject to some known physical constrains. For the target tracking problem, the moving horizon estimation (MHE) approach is firstly introduced, by which we can treat the physical constraints on the target motion as some useful knowledge. Under the MHE framework, we then adopt the multiple model (MM) method to describe different behaviours for the maneuvering target. To incorporate the MM method into MHE framework, we derive an estimation evolution formula and modify the weighting matrix update formula with considering the multiple model, then the physical constraint can be directly handled based on the evolved estimation. Based on the above procedures, the MM-MHE optimization and algorithm are finally presented for the tracking problem. Comparing with the adaptive Kalman filter (AKF) and the interacting multiple model (IMM) approaches, a better tracking performance can be achieved by applying our algorithm (especially for the physically constrained motion condition), which is demonstrated by a simple simulation example. © 2015 IEEE.","12","Target tracking","Adaptive filters - Automation - Clutter (information theory)","Adaptive kalman filter - Interacting multiple model - Maneuvering target tracking - Moving horizon estimation - Multiple-model methods - Multiple-modeling - Physical constraints - Tracking performance","716.1 Information Theory and Signal Processing - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application and research on Information Management of Agricultural Science and Technology Park based on 3S Technology","20171403541282","Fen, Chen (1); Hong, Liang (1); Jun, Zhang (1); Li, Yaqing (1) ","(1) School of Information Engineering, Yunnan University, Kunming, China ","","Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS","Proc.IEEE Int. Conf. Software Eng. Serv. Sci., ICSESS","IEEE Beijing Section; The Institute of Electrical and Electronics Engineers","IEEE Computer Society","0","","659-662","July 2, 2016","ICSESS 2016 - Proceedings of 2016 IEEE 7th International Conference on Software Engineering and Service Science","1 of 1","2016","English","23270586","23270594","9781467399036","10.1109/ICSESS.2016.7883154","7883154","7th IEEE International Conference on Software Engineering and Service Science, ICSESS 2016","August 26, 2016 - August 28, 2016","Beijing, China","126924","","Conference article (CA)","The traditional agriculture park is lack of reasonable management and scientific method, meanwhile leaving the running ways behind at the same time. According to these problems, taking the example of the 'Shilin Taiwan Farmers' Innovation Park of Kunming' (referred to as 'Tai Chuang Yuan') as research object, it is necessary to develop the visual information platform of Agricultural Science and Technology Park focus on the practical requirements of TaiChuangYuan's Information Management System to plan and management the Modern Agricultural Science Park with 3S Technology. The platform have achieved the scientific, information, and visual management for the Park's fundamental facilities and have improved the management level and efficiency of Agricultural Science and Technology Park to provide basic data and auxiliary support of decision for the TaiChuangYuan's Management Committee. © 2016 IEEE.","9","Information management","Agriculture - Software engineering","Agricultural science - Agricultural science and technologies - Information management systems - Management level - Practical requirements - Scientific method - Visual information - Visual management","723.1 Computer Programming - 821 Agricultural Equipment and Methods; Vegetation and Pest Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Super-resolution image reconstruction via patch haar wavelet feature extraction combined with sparse coding","20161102092871","Zhu, Xuan (1); Li, Benyuan (1); Tao, Jiyao (1); Jiang, Bo (1) ","(1) School of Information Science and Technology, Northwest University, Xi'an, Shaanxi Province, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","770-775","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279388","7279388","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper presents a new approach to single-image super-resolution reconstruction, based on patch haar wavelet feature extraction combined with sparse coding. The training sample set is constructed by image patches haar wavelet transform to extract the horizontal, vertical and diagonal high frequency component composition column feature vector. Then, we train a pair of learning dictionaries which have good adaptive ability by using joint training method. Learning dictionaries combined with sparse coding theory to realize the image super-resolution reconstruction. As the experiment results show, the new method has good performs for recovering the lost high frequency information, and has good robustness. © 2015 IEEE.","15","Image reconstruction","Automation - Codes (symbols) - Computer programming - Extraction - Feature extraction - Image coding - Optical resolving power - Wavelet transforms","Haar wavelet transform - Haar wavelets - High frequency components - High-frequency informations - Image super-resolution reconstruction - Single-image super-resolution reconstruction - Super resolution reconstruction - Super-resolution image reconstruction","723.1 Computer Programming - 723.2 Data Processing and Image Processing - 731 Automatic Control Principles and Applications - 741.1 Light/Optics - 802.3 Chemical Operations - 921.3 Mathematical Transformations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Evolution of neural oscillator network for the biped walking control of a four-link robot","20161102093033","Liu, Chengju (1); Xiao, Hui (1); Wang, Danwei (1); Chen, Qijun (1) ","(1) School of Electronics and Information Engineering, Tongji University, Shanghai; 201804, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2305-2310","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279670","7279670","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Central pattern generators (CPGs), with a basis is neurophysiological studies, are a type of neural network for the generation of rhythmic motion. While CPGs are being increasingly used in robot control, most applications are hand-tuned for a specific task and it is acknowledged in the field that generic methods and design principles for creating individual networks for a given task are lacking. This study presents an approach where the connectivity and oscillatory parameters of a CPG network are determined by an evolutionary algorithm with fitness evaluations in a realistic simulation with accurate physics. We apply this technique to a four-link planar walking mechanism to demonstrate its feasibility and performance. In addition, to test the adaptability of the presented method, feedback information is entrained with the best evolved CPG network to realize slope terrain adaptive walking and anti-disturbance capability. Our results confirm that the biologically inspired CPG model is well suited for legged walking, since a diverse manifestation of networks have been observed to succeed in fitness simulations during evolution. © 2015 IEEE.","13","Automation","Adaptive systems - Evolutionary algorithms - Machine design","Biologically inspired - Bipedal walking - Central pattern generator - Feed back information - Fitness evaluations - Neural oscillator - Neural oscillator network - Realistic simulation","601 Mechanical Design - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel multi-objective artificial bee colony algorithm for multi-robot path planning","20161102092881","Wang, Zhongya (1); Li, Min (1); Dou, Lianhang (1); Li, Yang (1); Zhao, Qingying (1); Li, Jie (1) ","(1) School of Mechatronic Engineering and Automation, Shanghai University, Shanghai, China ","Li, Min(min-li@shu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","481-486","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279336","7279336","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","An improved multi-objective artificial bee colony algorithm is designed in this paper reflecting the multi-objective characteristic of multi-robot path planning problems. Firstly, the foraging mechanism is optimized and a new method to calculate crowding distance is proposed. The restructuring and elimination mechanism of food sources are also presented. Secondly, an improved environment map representation method is presented in which the path information of robots is denoted using Cartesian coordinates directly. Thirdly, three objective functions for path planning are designed according to three key performance indicators which are length, safety and smoothness of the path. Finally, the simulation results show that the improved multi-objective artificial bee colony algorithm can be effectively applied to solve multi-robot path planning problems. © 2015 IEEE.","14","Motion planning","Automation - Benchmarking - Evolutionary algorithms - Industrial robots - Multipurpose robots - Optimization - Robot programming","Cartesian coordinate - Key performance indicators - Map representations - Multi-objective artificial bee colonies - Multi-robot cooperation - Multi-robot path planning - Objective functions - Path informations","731 Automatic Control Principles and Applications - 921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the influence of consumer perceptions on B2C E-commerce trust","20163902832182","Zhang, Qiong-Wen (1); Song, Guang-Xing (1) ","(1) Yunnan University of Finance and Economics, Kunming City, Yunan Province, China ","","Conference Proceedings of the 4th International Symposium on Project Management, ISPM 2016","Conf. Proc. Int. Symp. Proj. Manag., ISPM","Hubei Zhongke Institute of Geology and Environment Technology","Aussino Academic Publishing House","","","532-536","2016","Conference Proceedings of the 4th International Symposium on Project Management, ISPM 2016","1of1","2016","English","","","9781921712487","","","4th International Symposium on Project Management, ISPM 2016","July 9, 2016 - July 10, 2016","Wuhan, China","123412","","Conference article (CA)","In recent years, although E-commerce develops rapidly in China, the growth of the number of online shopping users has slowed down. The academic circle believed that, trust is an important factor that highly affects the consumer participation in electronic commerce. In the first place, we must understand the influence factors of e-commerce trust. This paper divided consumer perceptions into three aspects: perceived ease of use, perceived usefulness and perceived risk, to study the influence of consumer perception on the trust of B2C E-commerce. Empirical results show that, perceived usefulness has the most obvious effect on consumer trust, followed by perceived risk and perceived ease of use.","16","Risk perception","Electronic commerce - Project management","Consumer perception - Perceived ease of use - Perceived risk - Perceived usefulness - Trust","723.5 Computer Applications - 912.2 Management - 914.1 Accidents and Accident Prevention",,"Number: 71362016, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Natural Science Foundation of China under Grant 71362016.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel image super-resolution reconstruction method based on sparse representation using classified dictionaries","20161102092705","Zhu, Xuan (1); Tao, Jiyao (1); Li, Benyuan (1); Chen, Xiaoxuan (1); Li, Qiuju (1) ","(1) School of Information Science and Technology, Northwest University, Xi'an, Shaanxi Province, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","776-780","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279389","7279389","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper presents a new approach to single-image super-resolution reconstruction, based on sparse signal representation using classified dictionaries. The high-resolution and low-resolution image patches training sets are divided into two categories respectively by two new classification templates which give consideration to direction and edge features. Then, we train a pair of learning dictionaries which illustrate the features of direction and edge by learning both kinds of image patches. Learning dictionaries combined with sparse signal representation to realize the image super-resolution reconstruction. As the experiment results show, the new method has good perforins to restore the lost high-frequency information, and its robustness is good. © 2015 IEEE.","15","Image reconstruction","Automation - Classification (of information) - Image classification - Optical resolving power","High resolution - High-frequency informations - Image super-resolution reconstruction - Low resolution images - Single-image super-resolution reconstruction - Sparse representation - Sparse signal representation - Super resolution reconstruction","716.1 Information Theory and Signal Processing - 731 Automatic Control Principles and Applications - 741.1 Light/Optics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
