Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Robust dissipative control for a class of discrete-time singular time-delay systems with uncertainties","20084011616618","Li, Yang (1); Qingling, Zhang (2) ","(1) College of Mathematics, Liaoning University, Shenyang Liaoning 110036, China (2) Institute of Systems Science, Northeastern University, Shenyang Liaoning 110004, China ","Li, Y.(yangli2923@163.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","156-159","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605734","4605734","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","The notion of dissipative uncertainties is proposed for discrete-time singular systems with uncertainties. In the paper, the robust dissipative control problem for a class of discrete-time singular time-delay systems with uncertainties is discussed by using the linear matrices inequalities (LMI). And the sufficient condition of strictly dissipative for this kind of discrete-time singular systems is obtained, then the robust dissipative controller for the class of discrete-time singular systems with uncertainties is given.","","8","Discrete time control systems","Controllers - Delay control systems - Time delay - Timing circuits","Discrete time - Discrete-time singular systems - Dissipative uncertainties - Linear matrices inequality - Robust - Robust dissipative control - Singular time delay system - Strictly dissipative","713 Electronic Circuits - 713.4 Pulse Circuits - 731.1 Control Systems - 732.1 Control Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"FLC technology on dyeing equipment by supercritical CO2","20084011615841","Zheng, Laijiu (1); Gao, Dawei (1); Du, Bing (1); Gao, Shihui (1); Jin, Wei (2) ","(1) DaLian Polytechnic University, DaLian 116034, China (2) Northeastern University at Qinhuangdao, Qinhuangdao 066004, China ","Zheng, L. ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","30-33","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605047","4605047","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","This paper is about auto-control system of the dyeing equipment by supercritical CO2, and then design the fuzzy logic controller (FLC) and study the application in practice. After dyeing with this equipment, the fastness to rubbing, sunfast and laundry resistant of fibre textile can all be grade 4. The dyeing uptake rates can reach to 86%. Furthermore, the solubility of dyeing using this equipment can reach the uniformity effect. Geting across to analyse the characteristic of the technics, the parameter of the pressure and the temperature must be controled, which is the key to develop control system and to achieve the favorite effect Therefore, the FLC is introduced into the auto-control system. It is realized that the parameters of this process are measured in real time and controlled accurately. When the parameters controlled are close to the condition of optimization, the favorite effect has been achieved.","","11","Dyeing","Carbon dioxide - Control systems - Controllers - Fuzzy logic","Dyeing equipment - Dyeing uptakes - Fuzzy logic controllers - Real time - Supercritical CO2","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 731.1 Control Systems - 732.1 Control Equipment - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A digital image watermarking scheme based on singular value decomposition and principal component analysis","20084011616578","Rong, Hu (1); Bin, Qian (1, 2); Yunsheng, Zhang (1) ","(1) Department of Automation, Kunming University of Science and Technology, Kunming 650051, China (2) Department of Automation, Tsinghua University, Beijing 100084, China ","Rong, H.(ronghu@kmust.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","753-757","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605549","4605549","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","In this paper, a digital image watermarking scheme based on singular value decomposition (SVD) and principal component analysis (PCA) is proposed. Firstly, the reconstruction image of initial image is obtained by use of PCA. Secondly, the reconstruction image is divided into blocks according to the size of the watermark and each block is transformed by using SVD. Then, the watermark is embedded into the corresponding blocks of the reconstruction image. Experimental results show the robustness of the proposed scheme to a variety of general image processing, especially to cropping and JPEG compression.","","12","Principal component analysis","Image analysis - Image compression - Image reconstruction - Image watermarking - Singular value decomposition - Watermarking","Digital image watermarking - JPEG compression - Reconstruction image","723.2 Data Processing and Image Processing - 811.1.1 Papermaking Processes - 921 Mathematics - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel control method for permanent magnetism synchronous motor direct torque control system","20084011616067","Sheng, Yifa (1, 2); Yu, Shouyi (2); Hong, Zhennan (1) ","(1) School of Electrical Engineering, University of South China, Hengyang 421001, China (2) School of Information Science and Engineering, Central South University, Changsha 410083, China ","Sheng, Y.(syf871@yahoo.com.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","672-675","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605147","4605147","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Based on analysing the factors that cause torque ripple and analysing the nonzero demagnetism/in magnetism component in stator current for the typical direct torque control system of the permanent magnet synchronous motor, this paper presents a novel control system which directly controls the magnetizing component of the stator current with two-level bang-bang controller.The improvement eliminated the component which in the stator current did not hope, enhanced the exchange transmission system efficiency. It is simple and easy to implement. The simulation results indicate static and dynamic performance of the new system is improved and torque ripple is decreased, simultaneously still retains the better control performance and higher efficiency than the typical direct torque control system.","","12","Electric machine control","Control systems - Efficiency - Permanent magnets - Stators - Synchronous motors - Torque - Torque control","Control performance - Direct torque control - Direct torque control system - Permanent Magnet Synchronous Motor - Static and dynamic performance - Stator currents - Torque ripples - Transmission systems","704.1 Electric Components - 705.1 Electric Machinery, General - 705.3.1 AC Motors - 731 Automatic Control Principles and Applications - 913.1 Production Engineering - 931.2 Physical Properties of Gases, Liquids and Solids",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Modeling water treatment process using fuzzy neural network based on subtractive clustering","20084011616454","Wang, Li (1, 2); Shen, Jie (1) ","(1) College of Automation, Nanjing University of Technology, Nanjing 210009, China (2) School of Engineering and Management, Nanjing University, Nanjing 210093, China ","Wang, L.(silyzheda@sina.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","324-328","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605602","4605602","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Because of nonlinear, time-varying and time-delaying property, it's difficult to model water treatment process by traditional method, so a Takagi-Sugeno fuzzy model based on subtractive clustering algorithm is proposed in this paper. Firstly, subtractive clustering is used to partition the input space and to determine the initial values of premise parameters and fuzzy rules. Moreover, an improved hybrid study algorithm consisting of a back propagation algorithm and least square algorithm is implemented to optimize the parameters. Finally, this proposed method is used to model the water treatment process, and the simulation results show that it offers the advantages of high precision, fast convergence and fast computing speed.","","11","Clustering algorithms","Backpropagation algorithms - Fuzzy inference - Fuzzy neural networks - Water treatment","Computing speed - Fast convergence - Least square algorithms - Subtractive clustering - Subtractive clustering algorithms - T-S fuzzy models - Takagi Sugeno fuzzy models - Water treatment process","445.1 Water Treatment Techniques - 723.4 Artificial Intelligence - 723.4.1 Expert Systems - 903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"LMI-based robust filtering: A survey","20084011616621","He, Xiao (1); Wang, Zidong (2); Zhou, Donghua (1) ","(1) Department of Automation, Tsinghua University, Beijing 100084, China (2) Department of Information Systems and Computing, Brunel University, Uxbridge UB8 3PH, United Kingdom ","He, X.(hex04@mails.tsinghua.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","165-169","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605791","4605791","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","A review of the recent developments of LMI-based robust filtering problems is presented, which include robust filtering problems for time-delay systems, stochastic systems, nonlinear systems, as well as multi-objective robust filtering problems. Robust filtering for special systems and conservatism reduction issues are also discussed. Finally, future research directions are pointed out.","","56","Signal filtering and prediction","Delay control systems - Linear matrix inequalities - Stochastic control systems - Stochastic systems - Time delay","Conservatism reductions - Future research directions - Multi objective - Parameter dependents - Robust filtering - Time-delay systems - Time-delay-dependent","713 Electronic Circuits - 716.1 Information Theory and Signal Processing - 731.1 Control Systems - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Collective behavior of swarms with general nonlinear attraction and repulsion functions","20084011616413","Pan, Weiyun (1); Yang, Liyan (1); Zheng, Yufan (1, 2); Yu, Hongwang (1) ","(1) Department of Mathematics, Shanghai University, Shanghai 200444, China (2) Department of Mathematics, East China Normal University, Shanghai 200062, China ","Pan, W.(pan0702@shu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","115-119","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605544","4605544","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","We study the swarms (multi-agent systems in network) with general nonlinear attraction and repulsion functions. Our work generalizes the results given by Gazi and Passino [7] and Chu et al. [9, 11] into a more general setting. It is shown that the members of multi-agents system in reciprocal communication network will asymptotically form a cohesive cluster with finite size if the nonlinear attraction and repulsion functions satisfy some very mild assumptions. These results can be generalized into the case that the network is non-reciprocal with detailed balance condition. However, under general non-reciprocal networks the members of the system could appear some oscillatory or dispersed behavior depending on the choices of the nonlinear attraction and repulsion functions. We present several numerical simulations demonstrating the correctness of our theoretic results.","","14","Multi agent systems","Control engineering - Convergence of numerical methods","Cohesive clusters - Collective behavior - Detailed balance - In networks - Multi-agents systems - Nonlinear attraction and repulsion - Reciprocal communications - Repulsion functions","921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characterization and methanol adsorption of walnut-shell activated carbon prepared by KOH activation","20161602268748","Yu, Qiongfen (1); Li, Ming (1); Ji, Xu (1); Qiu, Yu (1); Zhu, Yuntao (1); Leng, Congbin (1) ","(1) Solar Energy Research Institute, Yunnan Normal University, Kunming; 650500, China ","Li, Ming(lmllldy@126.com) ","Journal Wuhan University of Technology, Materials Science Edition","J Wuhan Univ Technol Mater Sci Ed","","Wuhan Ligong Daxue","31","2","260-268","April 1, 2016","","","","2016","English","10002413","19930437","","10.1007/s11595-016-1362-3","","","","","","JWUTE8","Journal article (JA)","Walnut-shell activated carbons (WSACs) were prepared by the KOH chemical activation. The effects of carbonization temperature, activation temperature, and ratio of KOH to chars on the pore development of WSACs were investigated. Fourier transform infrared spectroscopy (FTIR), X-ray powder diffraction (XRD), and scanning electron microscopy (SEM) were employed to characterize the microstructure and morphology of WSACs. Methanol adsorption performance onto the optimal WSAC and the coal-based AC were also investigated. The results show that the optimal preparation conditions are a carbonization temperature of 700 °C, an activation temperature of 700 °C, and a mass ratio of 3. The BET surface area, the micropore volume, and the micropore volume percentage of the optimal WASC are 1636 m2/g, 0.641 cm3/g and 81.97%, respectively. There are a lot of micropores and a certain amount of meso- and macropores. The characteristics of the amorphous state are identified. The results show that the optimal WSAC is favorable for methanol adsorption. The equilibrium adsorption capacity of the optimal WSAC is 248.02mg/g. It is shown that the equilibrium adsorption capacity of the optimal WSAC is almost equivalent to that of the common activated carbon. Therefore the optimal WSAC could be a potential adsorbent for the solar energy adsorption refrigeration cycle. © 2016, Wuhan University of Technology and Springer-Verlag Berlin Heidelberg.","","36","Chemical activation","Activated carbon - Adsorption - Carbonization - Characterization - Fourier transform infrared spectroscopy - Methanol - Microporosity - Potassium hydroxide - Refrigeration - Scanning electron microscopy - Solar energy - X ray powder diffraction","Activation temperatures - Carbonization temperatures - Energy adsorption - Equilibrium adsorption capacity - Methanol adsorption - Potential adsorbents - Preparation conditions - Walnut shells","644.1 Refrigeration Methods - 657.1 Solar Energy and Phenomena - 801 Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804 Chemical Products Generally - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Nonlinear optimization algorithm for redundant drive control cooperation with restriction","20084011616690","Wang, Kun (1); Ruan, Jiuhong (1, 2); Li, Yibin (1); Zhang, Haiyan (2) ","(1) Center for Robotics, Shandong University, Jinan 250061, China (2) Advanced Vehicle and Robot Institute, Shandong Jiaotong University, Jinan 250023, China ","Wang, K.(kevin.wung@hotmail.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","471-475","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605716","4605716","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","The single objective redundant drive control cooperation with restriction was studied in this paper by utilizing nonlinear optimization algorithm. Firstly, the general mathematic form of redundant drive control cooperation with position and velocity restriction was described. Secondly, the gradient concept was used to uniformize the position and velocity restriction (named velocity-position restriction uniform expression means), and the selected algorithm-gradient projection algorithm (GPA) was introduced briefly. At last, a computation example was given to test the effective of the velocity-position restriction uniform expression means and the GPA. The results show that, in terms of accuracy and real-time, the method proposed has good performance in resolving the problem of single objective redundant drive control cooperation.","","8","Nonlinear programming","Velocity","Cooperation - Gradient projection methods - Non-linear optimization - Redundant drive - Single objective","921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A blind watermarking algorithm based on image scrambling and error correct coding preprocessing","20114614518555","Li, Yuan (1); Hao, Xiaozhi (2) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China (2) Yunnan University of Traditional Chinese Medicine, Kunming 650021, China ","Li, Y.(liyuan@ynu.edu.cn) ","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","Int. Conf. Electr. Control Eng., ICECE - Proc.","Beihang University; China Three Gorges University; et al.; Huazhong University of Science and Technology; Shanghai University; Tianjin University","IEEE Computer Society","","","4231-4233","2011","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","","","2011","English","","","9781424481637","10.1109/ICECENG.2011.6057940","6057940","2nd Annual Conference on Electrical and Control Engineering, ICECE 2011","September 16, 2011 - September 18, 2011","Yichang, China","87268","","Conference article (CA)","This paper presents a blind algorithm based on Image Scrambling and Error Correct Coding (ECC) preprocessing. The algorithm generates a watermark sequence with image scrambling and ECC, and simulation with three different methods, that is watermark sequence deal with Hamming code, BCH code and without ECC. Simulation results show that the robustness of a watermark with ECC is much better than the one without ECC. © 2011 IEEE.","","5","Image coding","Codes (symbols) - Digital watermarking - Errors - Robustness (control systems) - Watermarking","BCH code - Blind algorithms - Blind watermarking algorithm - Hamming code - Image scramble - Image scrambling - Watermark sequences","723.2 Data Processing and Image Processing - 731.1 Control Systems - 811.1.1 Papermaking Processes",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"RETRACTED ARTICLE: Obtaining context information in dynamic access control","20114614518665","Li, Yuan (1); Hao, Xiaozhi (2) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China (2) Yunnan University of Traditional Chinese Medicine, Kunming 650021, China ","Li, Y.(liyuan@ynu.edu.cn) ","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","Int. Conf. Electr. Control Eng., ICECE - Proc.","Beihang University; China Three Gorges University; et al.; Huazhong University of Science and Technology; Shanghai University; Tianjin University","IEEE Computer Society","","","4594-4597","2011","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","","","2011","English","","","9781424481637","10.1109/ICECENG.2011.6058052","6058052","2nd Annual Conference on Electrical and Control Engineering, ICECE 2011","September 16, 2011 - September 18, 2011","Yichang, China","87268","","Conference article (CA)","With the pervasive computing and parallel computing time arrival, the traditional access control mechanism already ragged, this has prompted the dynamic access control technology, this technology makes access alter with the context of the changes, so it need to acquire dynamic context information. This paper gives the definition of the context information in dynamic access control, and on the bases of this, we considered the key acquisition method of the context information, and was realized by Java. © 2011 IEEE.","","5","Access control","Semantics - Ubiquitous computing","Access control mechanism - Context information - Dynamic access control - Dynamic contexts - obtain - Parallel com- puting","723 Computer Software, Data Handling and Applications - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Kernel estimations for multivariate density functional with bootstrap","20170403282280","Li, Dewang (1) ","(1) Department of Statistics, Yunnan University, Kunming, China ","Li, Dewang(ldwldw1976@126.com) ","Communications in Statistics - Theory and Methods","Commun Stat Theory Methods","","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","46","9","4631-4641","May 3, 2017","","","","2017","English","03610926","1532415X","","10.1080/03610926.2015.1012392","","","","","","CSTMDC","Journal article (JA)","In this article the bootstrap method is discussed for the kernel estimation of the multivariate density function. We have considered sample mean functional and constructed its consistency and asymptotic normality by bootstrap estimator. It has been shown that the bootstrap works for kernel estimates of multivariate density functional. The convergence rate with bootstrap for density has been proved. Finally, two simulations of application are given. © 2017 Taylor & Francis Group, LLC.","","32","Estimation","Bandwidth","Asymptotic normality - Bootstrap - Bootstrap method - Convergence rates - Kernel estimates - Kernel estimation - Multivariate density - Sample means","716.1 Information Theory and Signal Processing - 921 Mathematics",,"","The authors are grateful to the editor, an associate editor, and two referees for constructive suggestions that greatly improved the article. The project was supported by the NSF of China (10961026,11171293).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Remote physical education using affective computing","20150500473163","Cui, Sidong (1) ","(1) Yunnan Normal University, Yunnan, China ","Cui, Sidong ","World Transactions on Engineering and Technology Education","World Trans. Eng. Technol. Edu.","","World Institute for Engineering and Technology Education, 34 Hampshire Road, Glen Waverley, Melbourne, VIC 3150, Australia","12","4","789-792","2014","","","","2014","English","14462257","","","","","","","","","","Journal article (JA)","The Hidden Markov Model (HMM) was used in this study, to construct an affective emotion model of human emotional change. This model can be applied to research on remote physical education, by adding emotional interactions. Practice has shown that affective, emotional interactions in remote physical education make the system more human-like, with a more harmonious human-computer interaction. © 2014 WIETE.","","6","Human computer interaction","Education - Hidden Markov models - Markov processes","Affective Computing - Emotion modeling - Emotional change - Emotional interactions - Human like - Physical education","461.4 Ergonomics and Human Factors Engineering - 901.2 Education - 922 Statistical Methods - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on information isolation scheme of smart distribution","20144900289549","Jin, Xue (1); Jiang, Yu (1); Xiaona, Zhu (1); Jun, Chang (1); Zhuxian, Lian (1); Junfu, Yan (1) ","(1) School of Information Science and Engineering Yunnan University, Kunming; 65009, China ","Jin, Xue ","Proceedings - 2014 International Conference on Information Science, Electronics and Electrical Engineering, ISEEE 2014","Proc.: Int. Conf. Inf. Sci., Electron. Electr. Eng. - ISEEE","Future University Hakodate; IEEE Sapporo Section; Xiamen University","Institute of Electrical and Electronics Engineers Inc.","1","","531-534","November 5, 2014","","Proceedings - 2014 International Conference on Information Science, Electronics and Electrical Engineering, ISEEE 2014","1of3","2014","English","","","9781479931965","10.1109/InfoSEEE.2014.6948169","6948169","2014 International Conference on Information Science, Electronics and Electrical Engineering, ISEEE 2014","April 26, 2014 - April 28, 2014","Sapporo City, Hokkaido, Japan","109001","","Conference article (CA)","The information security and isolation is an important and central part of smart distribution communication grid. This paper presents a scheme which can solve this question. The scheme in bone network used the QoS and traffic engineering mechanism of the MPLS-VPN technology and Router-Target, Router-Distinguisher characteristics, and ensure the substation information transmit quickly and effectively. At the access side, the IPSec encryption and authentication functions ensure the critical business information has a strict confidentiality, and owe the prevention of network attacks. According to the simulation result, we can conclude that the scheme has achieved the information isolation by using different VPN and the real-time requirements. The scheme has strong isolation characteristic, improving the level of smart distribution grid security. © 2014 IEEE.","","13","Virtual private networks","Authentication - Cryptography - Multiprotocol Label Switching","Authentication functions - Communication grids - information isolation - Isolation characteristics - Mpls vpn technologies - Real time requirement - Smart distribution grids - Traffic Engineering","716 Telecommunication; Radar, Radio and Television - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Fast Multi-band Blending Using Run-Length Encoding","20162302463230","Zhao, Yili (1); Qian, Wenhua (1); Xu, Dan (1) ","(1) School of Information, Yunnan University, Kunming, Yunnan; 650091, China ","","Proceedings - 2015 14th International Conference on Computer-Aided Design and Computer Graphics, CAD/Graphics 2015","Proc. - Int. Conf. Comput.-Aided Des. Comput. Graphics, CAD/Graphics","Northwestern Polytechnical University; Xi'an University of Posts and Telecommunications","Institute of Electrical and Electronics Engineers Inc.","","","224-225","April 8, 2016","Proceedings - 2015 14th International Conference on Computer-Aided Design and Computer Graphics, CAD/Graphics 2015","","1of1","2015","English","","","9781467380201","10.1109/CADGRAPHICS.2015.9","7450428","14th International Conference on Computer-Aided Design and Computer Graphics, CAD/Graphics 2015","August 26, 2015 - August 28, 2015","Xi'an, Shaanxi, China","121192","","Conference article (CA)","This paper presents a fast implementation of multi-band blending for combining a set of registered images into a composite mosaic with no visible seams and minimal texture distortion. We first compute a unique seam image using two-pass nearest distance transform, which is independent on the order of input images and has good scalability. Each individual mask can be extracted from this seam image quickly. To promote execution speed and reduce memory usage in building large area mosaics, the seam image and masks are compressed using run-length encoding, and all the following mask operations are built on run-length encoding scheme. We apply our fast blending system to large scale data sets and present detailed quantitative results compared with Open CV and Enblend to demonstrate the speed and memory improvements. © 2015 IEEE.","","3","Image compression","Computer aided design - Computer graphics - Encoding (symbols) - Signal encoding","Distance transforms - Fast implementation - Image mosaic - Large scale data sets - Multi-band blending - Quantitative result - Registered images - Run-length encoding","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characterization of metric regularity for σ-subsmooth multifunctions","20140717306442","Zheng, Xi Yin (1); He, Qing Hai (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China ","Zheng, X.Y.(xyzheng@ynu.edu.cn) ","Nonlinear Analysis, Theory, Methods and Applications","Nonlinear Anal Theory Methods Appl","","Elsevier Ltd","100","","111-121","May 2014","","","","2014","English","0362546X","","","10.1016/j.na.2014.01.013","","","","","","NOANDD","Journal article (JA)","In terms of the coderivative, we provide characterizations of metric subregularity for σ-subsmooth multifunctions and extend some existing results on metric subregularity. We also establish Robinson-Ursescu type theorems for σ-subsmooth multifunctions and approximately convex multifunctions. As applications, we study error bounds for nonconvex inequalities and Lipschitz property for multifunctions. © 2014 Elsevier Ltd. All rights reserved.","","29","Indium compounds","Error analysis","Coderivative - Error bound - Linear openness - Lipschitz property - Metric regularity - Metric subregularity - Multi-functions - Subsmoothness","921 Mathematics - 921.6 Numerical Methods",,"Number: 11261067, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11371312, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Natural Science Foundation of PR China (Grant Nos. 11371312 and 11261067 ) and IRTSTY.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Synthesis of Speech Parameter and Emotional Speech for Malay Language Using LSTM RNN","20185006228943","Zhai, Jun-Jun (1); Wu, Shao-Shuai (1); Li, Yi-Bing (2) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China (2) School of Software, Yunnan University, Kunming, China ","","Proceedings - International Conference on Machine Learning and Cybernetics","Proc. Int. Conf. Mach. Learn. Cybern.","Chengdu University; et al.; Portsmouth University; The University Adelaide; Ulster University; University of Alberta","IEEE Computer Society","2","","598-603","November 7, 2018","Proceedings of 2018 International Conference on Machine Learning and Cybernetics, ICMLC 2018","","2 of 2","2018","English","2160133X","21601348","9781538652121","10.1109/ICMLC.2018.8527008","8527008","17th International Conference on Machine Learning and Cybernetics, ICMLC 2018","July 15, 2018 - July 18, 2018","Chengdu, China","142377","","Conference article (CA)","As the style of language expression become liberalized and diversified increasingly, the advantages of using deep learning models in the field of speech synthesis are gradually highlighted. However, most of the current studies are based on those popular languages such as Chinese and English, and there is a little research on minority languages. To this end, the speech parameter generation and emotional speech synthesis for Malay are studied in this paper. We first used recurrent neural network (RNN) to capture the features of dependencies in Malay, and the parametric model was established through multivariate feature matrices for Malay texts using long short-Term (LSTM). Most of the inputs are audio and corresponding triphone models which are obtained after a series of segmentation in the process of speech synthesis. There are few emotional components remained in the segmented results. This paper used LSTM RNN to directly model on the waveform of Malay speech and to keep emotions as much as possible. Experimental results on real-life data showed that the synthesis of Malay speech parameter based on LSTM RNN model achieved satisfying performance which are 1.16 and 0.25 improvements in two indexes respectively and applying that model in Malay emotional speech synthesis reached the precision of 85.46%. © 2018 IEEE.","","17","Long short-term memory","Deep learning - Speech analysis - Speech synthesis","Emotional speech - Emotional speech synthesis - Language expressions - LSTM - Malay languages - Parametric modeling - Parametric synthesis - Recurrent neural network (RNN)","751.5 Speech",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
