Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Structural design and kinematics analysis of SHU-hand II humanoid robotic hand","20183505760535","Xu, Suxuan (1); Xu, Yulin (1); Xu, Xiao (1) ","(1) School of Mechanical and Electrical Engineering, Shanghai University, Shanghai, China ","Xu, Yulin(xuyulin@shu.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","4","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 3. Energy Materials","4 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/4/042068","042068","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","A five-finger humanoid robotic hand is designed based on the structure of human hand. It has five fingers, 16 degrees of freedom. In the theoretical research of robotic hand, the kinematic is established by homogeneous transformation matrix, and then the motion trajectory of five fingers is obtained. The gesture and grasping experiment are carried out, it shows that more than ten kinds of behaviour can be achieved by robotic hands, such as pinching and holding etc. The robotic hand is installed in different robot platforms to verify that it has a wide range and good ability of grasping in different environments. © Published under licence by IOP Publishing Ltd.","11","Robotic arms","Anthropomorphic robots - Bridge decks - Composite materials - Degrees of freedom (mechanics) - Kinematics - Linear transformations - Manufacture - Robotics - Structural design","Homogeneous transformation matrix - Human hands - Humanoid robotics - Kinematics analysis - Motion trajectories - Robot platform - Theoretical research","401.1 Bridges - 408.1 Structural Design, General - 537.1 Heat Treatment Processes - 731.5 Robotics - 921.3 Mathematical Transformations - 931.1 Mechanics - 951 Materials Science",,"Number: 15411953500, Acronym: STCSM, Sponsor: Science and Technology Commission of Shanghai Municipality; ","This work is supported by Municipal Science and Technology Commission of Shanghai (No. 15411953500).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of Improved SVR Model in Ecological Economy Prediction","20162202428705","Li, Yan (1); Long, Yuening (2) ","(1) School of Life Sciences, Yunnan University, Kunming; 650500, China (2) Law School, Yunnan Minzu University, Kunming; 650500, China ","Long, Yuening(Sunshine6093@163.com) ","Proceedings - 2015 6th International Conference on Intelligent Systems Design and Engineering Applications, ISDEA 2015","Proc. - Int. Conf. Intell. Syst. Des. Eng. Appl., ISDEA","Chinese Association for Artificial Intelligent; Hunan Institute of Engineering; St. John's University","Institute of Electrical and Electronics Engineers Inc.","","","155-158","April 28, 2016","Proceedings - 2015 6th International Conference on Intelligent Systems Design and Engineering Applications, ISDEA 2015","1of1","2015","English","","","","9781467393935","10.1109/ISDEA.2015.48","7462585","6th International Conference on Intelligent Systems Design and Engineering Applications, ISDEA 2015","August 18, 2015 - August 19, 2015","Guiyang, Guizhou, China","121367","","Conference article (CA)","Principle of support vector regression method is investigated. Genetic algorithm is adopted to search the optimal SVR parameters to improve the generalization performance of SVR. Then an improved SVR method based on intelligent computing is put forward. At last, the proposed method is used in the prediction of ecological tourism economy. Different kernel functions are used for training data, and the performance of the prediction is compared. The predictive effect of RBF kernel function is significantly better than that of the polynomial kernel function. The proposed method can provide important reference for the development of ecological tourism economy. © 2015 IEEE.","16","Forecasting","Ecology - Genetic algorithms - Intelligent computing - Intelligent systems - Regression analysis - Systems analysis","Ecological economy - Generalization performance - Intelligent Algorithms - Kernel function - Polynomial kernels - RBF kernel function - Support vector regression (SVR) - Support vector regression method","454.3 Ecology and Ecosystems - 723.4 Artificial Intelligence - 922.2 Mathematical Statistics - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The sufficiency of solution for multi-objective semi-infinite programming","20150800546633","Li, Xiangyou (1); Zhang, Qingxiang (1) ","(1) College of Mathematics and Computer Science, Yanan University, Yan'an, Shaanxi; 716000, China ","","Proceedings - 2014 10th International Conference on Computational Intelligence and Security, CIS 2014","Proc. - Int. Conf. Comput. Intell. Secur., CIS","Aviation Key Laboratory of Science and Technology on Airborne and Missileborne Computer; Beijing Normal University; Guangdong University of Technology; IEEE CPS; Shenzhen University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","348-351","January 20, 2015","","1of1","2015","English","","","","9781479974344","10.1109/CIS.2014.96","7016915","10th International Conference on Computational Intelligence and Security, CIS 2014","November 15, 2014 - November 16, 2014","Kunming, Yunnan, China","110202","","Conference article (CA)","In this paper, new classes of generalized invex functions called (h, ) - ρ invex functions, (h, ) - ρ quasi invexfunctions and (h, ) - ρ pseudo invex functions areintroduced, multi-objective semi-infinite programming involving new generalized functions is researched, the sufficient optimality conditions are obtained under weaker convexity. © 2014 IEEE.","12","Multiobjective optimization","Mathematical programming","Generalized functions - Generalized invex functions - Invex functions - Multi objective - Multiobjective programming - Optimality - Semi infinite programming - Sufficient optimality conditions","921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Two layers LSTM with attention for multi-choice question answering in exams","20181304966610","Li, Yongbin (1, 2) ","(1) ZunYi Medical University, No.6 Xuefu West Road, Xinpu new distract, Zunyi, GuiZhou, China (2) YunNan University, Chenggong Distract, University City, Kunming, Yun, China ","Li, Yongbin(1957405@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","323","1","","March 2, 2018","International Conference on Functional Materials and Chemical Engineering, ICFMCE 2017","1 of 1","2018","English","17578981","1757899X","","","10.1088/1757-899X/323/1/012023","012023","1st International Conference on Functional Materials and Chemical Engineering, ICFMCE 2017","November 24, 2017 - November 26, 2017","Dubai, United arab emirates","135315","","Conference article (CA)","Question Answering in Exams is typical question answering task that aims to test how accurately the model could answer the questions in exams. In this paper, we use general deep learning model to solve the multi-choice question answering task. Our approach is to build distributed word embedding of question and answers instead of manually extracting features or linguistic tools, meanwhile, for improving the accuracy, the external corpus is introduced. The framework uses a two layers LSTM with attention which get a significant result. By contrast, we introduce the simple long short-term memory (QA-LSTM) model and QA-LSTM-CNN model and QA-LSTM with attention model as the reference. Experiment demonstrate superior performance of two layers LSTM with attention compared to other models in question answering task. © Published under licence by IOP Publishing Ltd.","13","Long short-term memory","Deep learning - Functional materials","Attention model - CNN models - Extracting features - Learning models - Multi choices - Question Answering - Question Answering Task - Word embedding","951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Influence on Journal Bearing Considering Wall-Slip in EHL","20183505760613","Zhou, Yabo (1); Wang, Youqiang (1); Zhao, Jingjing (1) ","(1) School of Mechanical Engineering, Qingdao University of Technology, Qingdao, China ","Zhou, Yabo(zhouyb1993@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","4","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 3. Energy Materials","4 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/4/042042","042042","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Based on the line contact Elastohydrodynamic model and the limiting shear stress model of the journal bearing, the limiting shear stress at the contact interface of bearing, shaft and lubricant is discussed. And the effects of limiting shear stress on the film thickness, the pressure profile and friction coefficient are analyzed. The effect of wall-slip on elastohydrodynamic lubrication of journal bearings is discussed when the shear stress at the interface of solids and liquids reaches its limiting value. The results show that different wall-slip types will produce different lubrication states and the wall-slip of shaft interface will increase the oil film thickness in the sliding region. On the contrary, the wall-slip of the bearing interface will decrease the oil film thickness. The friction coefficient will decrease when the wall-slip occurs and the degree is greater at the interface of shaft than bearing. © Published under licence by IOP Publishing Ltd.","7","Elastohydrodynamic lubrication","Bridge decks - Composite materials - Film thickness - Friction - Interface states - Journal bearings - Lubricating oils - Manufacture - Shear flow - Shear stress","Contact interface - Friction coefficients - Limiting shear stress - Limiting values - Lubrication state - Oil film thickness - Pressure profiles - Sliding regions","401.1 Bridges - 537.1 Heat Treatment Processes - 601.2 Machine Components - 607.1 Lubricants - 607.2 Lubrication - 631.1 Fluid Flow, General - 931 Classical Physics; Quantum Theory; Relativity - 932 High Energy Physics; Nuclear Physics; Plasma Physics - 951 Materials Science",,"Number: 51575289, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by National Natural Science Foundation of China (51575289).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Phi-OTDR Signals' Storage with Image Style","20183505756659","Hu, Yanzhu (1); Wang, Song (1); Shao, Yanchao (1) ","(1) Automation College, Beijing University of Posts and Telecommunications, Beijing; 100876, China ","Wang, Song(wongsangwongsang@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032006","032006","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The distributed vibration signal has a large amount of data. It can waste insufficient storage space and have low efficiency of data analysis. Therefore, the paper proposes to save data information in the image format. The images have the original signal feature. The Phi-OTDR is pre-processed by the smooth filter. After the filter, the signal is stored by the image format. The image is extracted by the improved Speeded-Up Robust Features. The signal feature is kept in the image. Then a series of experiments prove the methods effectiveness. © Published under licence by IOP Publishing Ltd.","12","Image enhancement","Bridge decks - Composite materials - Digital storage - Manufacture","Data informations - Image format - Large amounts - Original signal - Signal features - Speeded up robust features - Storage spaces - Vibration signal","401.1 Bridges - 537.1 Heat Treatment Processes - 722.1 Data Storage, Equipment and Techniques - 951 Materials Science",,"Number: 2016YFC0701309, Acronym: -, Sponsor: -; Number: 61503034, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Key R&D Program 2016YFC0701309), National Natural Science Foundation of China (No. 61503034).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design of Remote Terminal of Air Compressor Based on STM32 and GPRS","20183505756615","Cao, Menglong (1); Fang, Junlei (1) ","(1) Qingdao University of Science and Technology QUST Qingdao, China ","","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032113","032113","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","In this paper, a remote terminal of air compressor based on STM32 and GPRS is designed, which is used to collect data of air compressor in real time and upload data to server end through GPRS network. The power and signal physical isolation hardware design, to ensure the safety of equipment and terminal isolation, software using the exception handling and heartbeat mechanism, improve the stability of the remote terminal connected to the server. The data transmission protocol to streamline the security to improve the real-time and reliability of GPRS network transmission. The operation results show that the air compressor remote terminal has strong anti-interference ability, and the automatic dropping of the line can be automatically reconnected, and the comprehensive packet loss rate is about 0.23%, and the expected results can be achieved. © Published under licence by IOP Publishing Ltd.","6","Gas compressors","Bridge decks - Composite materials - Manufacture - Network protocols - Network security","Anti-interference - Data transmission protocols - Exception handling - Hardware design - Heartbeat mechanism - Packet loss rates - Physical isolation - Remote terminals","401.1 Bridges - 537.1 Heat Treatment Processes - 618.1 Compressors - 723 Computer Software, Data Handling and Applications - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Measurement of Liquid Diffusion Coefficient Based on Double Liquid-Core Cylindrical Lens: Equivalent Observation Altitude Measurement Method","20181705054805","Xia, Yan (1); Meng, Weidong (1); Chen, Yan (1); Song, Fangxi (1); Pu, Xiaoyun (1, 2) ","(1) School of Physics and Astronomy, Yunnan University, Kunming; Yunnan; 650091, China (2) International Research Center for Optoelectronic Energy Materials, Yunnan University, Kunming; Yunnan; 650091, China ","Pu, Xiaoyun(xypu@163.com) ","Guangxue Xuebao/Acta Optica Sinica","Guangxue Xuebao","","Chinese Optical Society","38","1","","January 10, 2018","","","2018","Chinese","02532239","","","","10.3788/AOS201838.0112002","0112002","","","","","GUXUDC","Journal article (JA)","A method to measure liquid diffusion coefficients based on double liquid-core cylindrical lens (DLCL): equivalent observation altitude measurement method is introduced. The front liquid core of DLCL is used as both diffusive pool and main imaging element, and the rear liquid core is used as aplanatic auxiliary element. A fixed altitude of DLCL is selected as observation position. Based on the Fick's second law, the liquid diffusion coefficient is calculated according to the relationship between the diffusion image width and time. The diffusion coefficient of 0.33 mol/L KCl aqueous solution is D=1.8530×10-5cm2/s, which is measured at the room temperature (25) and by equivalent observation altitude measurement method. The relative error between the measured results and the literature values is 0.65%. The proposed method makes use of the advantage of DLCL that can reduce the spherical aberration in certain range of refractive index, which makes the liquid diffusion coefficients have the characteristics of high accuracy (relative error is less than 1%), high speed (measurement time is about 60 min), and the visualization of diffusion process. © 2018, Chinese Lasers Press. All right reserved.","20","Least squares approximations","Aberrations - Chlorine compounds - Diffusion - Diffusion in liquids - Measurement - Potassium compounds - Refractive index - Solutions","Cylindrical lens - Equivalent observation altitude - Fick's second law - KCl aqueous solution - Least square methods - Liquid diffusion coefficient - Measurement methods - Spherical aberrations","741.1 Light/Optics - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Hybrid Feature Selection Method for Software Defect Prediction","20183505756688","Jia, Lina (1) ","(1) School of Information Science and Engineering, Zaozhuang University, Zaozhuang, China ","Jia, Lina(jlnkejian@163.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032035","032035","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Software Defect Prediction (SDP) is one of the important ways of software quality assurance, which uses the metric data to predict whether software module is defect. The quality of data influences the perfection of the prediction model. The high latitude containing some unnecessary features is one of the quality problem that dataset. To solve this problem, we proposed a hybrid feature selection (HFS) method combined different feature sorting technology. Firstly, we calculate the values of each feature include chi-squared (cs), Information gain (IG) and Pearson Correlation coefficient, respectively. Secondly, we sort the features based on the ranking of the three values to select features. Finally, we use the random forest to build the model. In order to validity the approach, we did experiments on 5 datasets in NASA. The result shows that our approach can select a smaller subset of features to improve the preformation in F-measure. © Published under licence by IOP Publishing Ltd.","15","Feature extraction","Bridge decks - Composite materials - Computer software selection and evaluation - Correlation methods - Decision trees - Defects - Forecasting - NASA - Quality assurance","Hybrid feature selections - Information gain - Pearson correlation coefficients - Prediction model - Quality problems - Software defect prediction - Software modules - Software quality assurance","401.1 Bridges - 723 Computer Software, Data Handling and Applications - 913.3 Quality Assurance and Control - 922.2 Mathematical Statistics - 951 Materials Science - 961 Systems Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Flexible Carbon Cloth Based PPy-Ag Nanoparticles Composite Film for Supercapacitors","20183505760576","Gao, Bo (1); Wang, Dapeng (1); Qu, Nan (1); Zhao, Chengai (1) ","(1) Department of Resources and Environment, Jilin Agriculture University, Changchun, China ","Zhao, Chengai(wendy@jlau.edu.cn) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","4","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 3. Energy Materials","4 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/4/042005","042005","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Polypyrrole-Ag nanoparticles composite film was prepared based on flexible carbon cloth as substrate using silver nitrate as oxidizing agent through simple one-pot chemical synthesis method. The composite sample was characterized by scanning electron microscopy, X-ray diffraction, cyclic voltammetry and galvanostatic charge-discharge techniques. The electrochemical measurements showed such an electrode had a specific capacitance of 257 F g-1 and good cycle stability at a discharge current density of 1 A g-1. The composite electrode also had a wide working potential window, which can be applied in the field of power energy storage devices. © Published under licence by IOP Publishing Ltd.","13","Nanocomposite films","Bridge decks - Carbon - Composite materials - Cyclic voltammetry - Electric discharges - Electrochemical electrodes - Manufacture - Metal nanoparticles - Phosphorus compounds - Polypyrroles - Scanning electron microscopy - Silver compounds - Silver nanoparticles - Supercapacitor - Synthesis (chemical)","Composite electrode - Composite samples - Discharge current density - Electrochemical measurements - Galvanostatic charge discharges - Oxidizing agents - Potential windows - Specific capacitance","401.1 Bridges - 537.1 Heat Treatment Processes - 701.1 Electricity: Basic Concepts and Phenomena - 712.1 Semiconducting Materials - 761 Nanotechnology - 801.4.1 Electrochemistry - 802.2 Chemical Reactions - 804 Chemical Products Generally - 815.1.1 Organic Polymers - 951 Materials Science",,"Number: 2015032, Acronym: -, Sponsor: -; Number: JJKH20170293KJ, Acronym: -, Sponsor: Natural Science Foundation of Shaanxi Provincial Department of Education; ","This work was financially supported by Jilin Provincial Education Department Foundation (Grant No. JJKH20170293KJ); Doctor Foundation of Jilin Agriculture University (Grant No. 2015032).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Intelligent Fault Diagnosis of Portable ATE Based on Ontology","20183505756557","Li, Jianfeng (1); Xiao, Mingqing (1); Tang, Xilang (1) ","(1) College of Aerospace Engineering, Air Force Engineering University, Xi'an, China ","Li, Jianfeng(1506556759@qq.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032055","032055","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Aiming at the problems of low diagnostic efficiency and bad knowledge sharing of portable ATE (automatic test equipment), an intelligent fault diagnosis method based on ontology is put forward. Firstly, FMECA results of guiding system are regarded as knowledge source. The ontology model is constructed by OWL ontology description language to map between fault modes and fault causes. Then rule language S WRL is used to describe rules of ontology and build the relationship of classes, properties and instances. Finally, Racer reasoning engine is used for fault diagnosis, and fault diagnosis priority is received. Reasoning results show the priority of the most possible fault location and its weight in all of probable fault position. This method can solve the problems of difficulty of knowledge representation, lack of auto semantic reasoning of portable ATE effectively. © Published under licence by IOP Publishing Ltd.","10","Fault detection","Automatic testing - Bridge decks - Composite materials - Electric fault currents - Equipment testing - Failure analysis - Knowledge representation - Manufacture - Ontology - Semantics","Automatic test equipment - Diagnostic efficiency - Guiding systems - Intelligent fault diagnosis - Knowledge sources - Knowledge-sharing - Reasoning engine - Semantic reasoning","401.1 Bridges - 537.1 Heat Treatment Processes - 701.1 Electricity: Basic Concepts and Phenomena - 723.4 Artificial Intelligence - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An Improved D-S Evidence Theory in Tire Pressure Monitoring System","20183505756614","Cao, Menglong (1); You, Dongyuan (1) ","(1) Qingdao University of Science and Technology QUST Qingdao, China ","","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","3","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 2. Engineering Materials and Manufacturing Engineering","3 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/3/032112","032112","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","D-S evidence theory can bring incorrect results when there is inconsistent and conflicting among the evidences, in order to solve this problem, a method based on reliability and falsity is proposed in the paper. Firstly, the reliability of each evidence in the system identification framework is calculated according to the Lance distance, then, falsity of evidence is adopted to measure the degree of conflict between different evidences, combining reliability and falsity determines corrected coefficient of evidences, and basic probability assignment is reconfigured, finally, modified basic probability assignment are fused by D-S combination rule. The experimental results show that the proposed method can effectively handle the problem of conflict evidence, meanwhile the method is applied to the tire pressure monitoring system, which can identify the target well and has high reliability. © Published under licence by IOP Publishing Ltd.","13","Monitoring","Bridge decks - Composite materials - Manufacture - Reliability theory","Basic probability assignment - Combination rules - D S evidence theory - High reliability - Improved D - Lance distance - Tire-pressure monitoring systems","401.1 Bridges - 537.1 Heat Treatment Processes - 922.2 Mathematical Statistics - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Influence of DC Grounding Mode on DC Fault Characteristics in Ship Medium Voltage Power System","20183505760479","Wu, Benxiang (1); Zhang, Xiaofeng (1); Xu, Guoshun (1) ","(1) School of Electrical Engineering, Naval University of Engineering, Wuhan; 430033, China ","Wu, Benxiang(wc_520@foxmail.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","4","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 3. Energy Materials","4 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/4/042124","042124","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","At present, in the background of the multiphase rectifier system is widely used in medium voltage ship power system, the influence of DC grounding mode on the characteristics of DC monopole fault is analyzed for series 12-pulse uncontrolled rectifier system and paralleled 12-pulse uncontrolled rectifier system respectively. By establishing the electromagnetic transient model of the medium voltage power system under different topologies, fault voltage, recovery speed and fault current under different grounding modes are simulated and studied, and the fault mechanism is deeply analyzed, and the advantages and disadvantages of different grounding modes are compared. As a conclusion, for series 12-pulse rectifier system, the way of high impedance grounding through the middle point of the two series rectifier bridges is proposed. For paralleled 12-pulse rectifier system, high resistance grounding mode through the middle point of split capacitances on dc side is proposed, they are beneficial to improve the stability and transient performance of the system. That it is beneficial to improve the stability and transient performance of the system. © Published under licence by IOP Publishing Ltd.","7","Electric rectifiers","Bridge decks - Capacitance - Composite materials - Electric grounding - Manufacture - Rectifying circuits - Ships - System stability - Topology - Transients","12-pulse rectifier - Electromagnetic transient model - High resistance grounding - Rectifier bridge - Rectifier systems - Ship power system - Transient performance - Uncontrolled rectifiers","401.1 Bridges - 537.1 Heat Treatment Processes - 701.1 Electricity: Basic Concepts and Phenomena - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 951 Materials Science - 961 Systems Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Variational image decomposition in shearlet smoothness spaces","20150800546580","Li, Min (1); Sun, Xiaoli (1); Xu, Chen (2) ","(1) College of Mathematics and Computational Science, Shenzhen University, Shenzhen, Guangdong, China (2) Institute of Intelligent Computing Science, Shenzhen University, Shenzhen, Guangdong, China ","Sun, Xiaoli(xlsun@szu.edu.cn) ","Proceedings - 2014 10th International Conference on Computational Intelligence and Security, CIS 2014","Proc. - Int. Conf. Comput. Intell. Secur., CIS","Aviation Key Laboratory of Science and Technology on Airborne and Missileborne Computer; Beijing Normal University; Guangdong University of Technology; IEEE CPS; Shenzhen University; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","352-355","January 20, 2015","","1of1","2015","English","","","","9781479974344","10.1109/CIS.2014.25","7016916","10th International Conference on Computational Intelligence and Security, CIS 2014","November 15, 2014 - November 16, 2014","Kunming, Yunnan, China","110202","","Conference article (CA)","Shearlet representation has gained more prominence in recent year as a flexible mathematical framework which enables the efficient analysis of anisotropic phenomena by combining multiscale analysis with the ability to handle directional information. Based on this, we present a new variational model for image decomposition in shearlet smoothness spaces. The new model can be seen as generalizations of Daubechies -Teschke's model. By replacing the Besov regularization term by a shearlet-based regularization term, and writing the problem in a shearlet framework, we obtain elegant shearlet shrinkage schemes. The experiments on decomposition of images show that our algorithm is very efficient. © 2014 IEEE.","19","Computational methods","Artificial intelligence","Directional information - Image decomposition - Mathematical frameworks - Multi scale analysis - Regularization terms - Shearlet - Variaitional - Variational modeling","723.4 Artificial Intelligence",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
